MANDT,VBELV,POSNV,VBELN,POSNN,VBTYP_N,VBTYP_V,RFMNG,RFWRT,WAERS,ERDAT,ERZET,VRKME
100,1000000137,000010,8000000137,000010,J,C,171.0,249124.77,USD,2024-05-13,100000,EA
100,8000000137,000010,9000000137,000010,M,J,171.0,249124.77,USD,2024-05-20,110000,EA
100,1000000138,000010,8000000138,000010,J,C,186.0,136795.56,USD,2024-07-11,100000,EA
100,8000000138,000010,9000000138,000010,M,J,186.0,136795.56,USD,2024-07-14,110000,EA
100,1000000139,000010,8000000139,000010,J,C,57.0,95053.77,USD,2024-08-05,100000,EA
100,8000000139,000010,9000000139,000010,M,J,57.0,95053.77,USD,2024-08-08,110000,EA
100,1000000140,000010,8000000140,000010,J,C,194.0,172791.92,USD,2024-06-18,100000,EA
100,1000000140,000020,8000000140,000020,J,C,3.0,5759.16,USD,2024-06-18,100000,EA
100,8000000140,000010,9000000140,000010,M,J,194.0,172791.92,USD,2024-06-20,110000,EA
100,8000000140,000020,9000000140,000020,M,J,3.0,5759.16,USD,2024-06-20,110000,EA
100,1000000141,000010,8000000141,000010,J,C,91.0,124910.24,USD,2024-01-29,100000,EA
100,8000000141,000010,9000000141,000010,M,J,91.0,124910.24,USD,2024-01-30,110000,EA
100,1000000142,000010,8000000142,000010,J,C,124.0,51435.2,USD,2024-03-23,100000,EA
100,8000000142,000010,9000000142,000010,M,J,124.0,51435.2,USD,2024-03-28,110000,EA
100,1000000143,000010,8000000143,000010,J,C,159.0,206337.48,USD,2024-07-05,100000,EA
100,8000000143,000010,9000000143,000010,M,J,159.0,206337.48,USD,2024-07-07,110000,EA
100,1000000144,000010,8000000144,000010,J,C,41.0,44388.24,USD,2024-06-20,100000,EA
100,8000000144,000010,9000000144,000010,M,J,56.0,60627.84,USD,2024-06-25,110000,EA
100,1000000145,000010,8000000145,000010,J,C,13.0,7797.14,USD,2024-09-04,100000,EA
100,8000000145,000010,9000000145,000010,M,J,13.0,7797.14,USD,2024-09-06,110000,EA
100,1000000146,000010,8000000146,000010,J,C,100.0,160203.0,USD,2024-07-21,100000,EA
100,8000000146,000010,9000000146,000010,M,J,100.0,160203.0,USD,2024-07-25,110000,EA
100,1000000147,000010,8000000147,000010,J,C,123.0,160797.9,USD,2024-08-02,100000,EA
100,1000000147,000020,8000000147,000020,J,C,90.0,34992.0,USD,2024-08-02,100000,EA
100,1000000148,000010,8000000148,000010,J,C,89.0,30548.36,USD,2024-04-20,100000,EA
100,8000000148,000010,9000000148,000010,M,J,101.0,34667.24,USD,2024-04-22,110000,EA
100,1000000149,000010,8000000149,000010,J,C,41.0,57831.32,USD,2024-08-30,100000,EA
100,1000000149,000020,8000000149,000020,J,C,119.0,115771.53,USD,2024-08-30,100000,EA
100,8000000149,000010,9000000149,000010,M,J,41.0,57831.32,USD,2024-09-01,110000,EA
100,8000000149,000020,9000000149,000020,M,J,119.0,115771.53,USD,2024-09-01,110000,EA
100,1000000150,000010,8000000150,000010,J,C,57.0,29953.5,USD,2024-09-15,100000,EA
100,8000000150,000010,9000000150,000010,M,J,44.0,23122.0,USD,2024-09-16,110000,EA
100,1000000151,000010,8000000151,000010,J,C,119.0,205552.27,USD,2024-06-17,100000,EA
100,1000000151,000020,8000000151,000020,J,C,2.0,887.76,USD,2024-06-17,100000,EA
100,1000000152,000010,8000000152,000010,J,C,127.0,52412.9,USD,2024-06-18,100000,EA
100,8000000152,000010,9000000152,000010,M,J,127.0,52412.9,USD,2024-06-22,110000,EA
100,1000000153,000010,8000000153,000010,J,C,174.0,141613.38,USD,2024-03-13,100000,EA
100,1000000153,000020,8000000153,000020,J,C,191.0,301556.53,USD,2024-03-13,100000,EA
100,8000000153,000010,9000000153,000010,M,J,174.0,141613.38,USD,2024-03-17,110000,EA
100,8000000153,000020,9000000153,000020,M,J,191.0,301556.53,USD,2024-03-17,110000,EA
100,1000000154,000010,8000000154,000010,J,C,149.0,75909.54,USD,2024-08-30,100000,EA
100,8000000154,000010,9000000154,000010,M,J,149.0,75909.54,USD,2024-09-02,110000,EA
100,1000000155,000010,8000000155,000010,J,C,66.0,123477.42,USD,2024-08-10,100000,EA
100,8000000155,000010,9000000155,000010,M,J,66.0,123477.42,USD,2024-08-11,110000,EA
100,1000000156,000010,8000000156,000010,J,C,168.0,231460.32,USD,2024-05-16,100000,EA
100,8000000156,000010,9000000156,000010,M,J,168.0,231460.32,USD,2024-05-17,110000,EA
100,1000000157,000010,8000000157,000010,J,C,190.0,119570.8,USD,2024-07-30,100000,EA
100,1000000157,000020,8000000157,000020,J,C,111.0,148592.37,USD,2024-07-30,100000,EA
100,8000000157,000010,9000000157,000010,M,J,190.0,119570.8,USD,2024-08-02,110000,EA
100,8000000157,000020,9000000157,000020,M,J,111.0,148592.37,USD,2024-08-02,110000,EA
100,1000000158,000010,8000000158,000010,J,C,174.0,150043.68,USD,2024-05-29,100000,EA
100,1000000160,000010,8000000160,000010,J,C,57.0,48752.67,USD,2024-10-01,100000,EA
100,8000000160,000010,9000000160,000010,M,J,41.0,35067.71,USD,2024-10-04,110000,EA
100,1000000161,000010,8000000161,000010,J,C,41.0,78817.99,USD,2024-05-07,100000,EA
100,8000000161,000010,9000000161,000010,M,J,41.0,78817.99,USD,2024-05-11,110000,EA
100,1000000162,000010,8000000162,000010,J,C,178.0,42442.32,USD,2024-07-04,100000,EA
100,8000000162,000010,9000000162,000010,M,J,178.0,42442.32,USD,2024-07-07,110000,EA
100,1000000163,000010,8000000163,000010,J,C,168.0,321179.04,USD,2024-09-30,100000,EA
100,1000000163,000020,8000000163,000020,J,C,48.0,45687.84,USD,2024-09-30,100000,EA
100,1000000164,000010,8000000164,000010,J,C,30.0,35988.9,USD,2024-01-19,100000,EA
100,8000000164,000010,9000000164,000010,M,J,21.0,25192.23,USD,2024-01-22,110000,EA
100,1000000165,000010,8000000165,000010,J,C,35.0,21850.5,USD,2024-07-11,100000,EA
100,8000000165,000010,9000000165,000010,M,J,35.0,21850.5,USD,2024-07-14,110000,EA
100,1000000166,000010,8000000166,000010,J,C,48.0,57437.76,USD,2024-07-15,100000,EA
100,8000000166,000010,9000000166,000010,M,J,48.0,57437.76,USD,2024-07-18,110000,EA
100,1000000167,000010,8000000167,000010,J,C,197.0,351172.2,USD,2024-04-29,100000,EA
100,8000000167,000010,9000000167,000010,M,J,197.0,351172.2,USD,2024-04-30,110000,EA
100,1000000168,000010,8000000168,000010,J,C,69.0,76799.07,USD,2024-03-25,100000,EA
100,1000000168,000020,8000000168,000020,J,C,92.0,22446.16,USD,2024-03-25,100000,EA
100,8000000168,000010,9000000168,000010,M,J,69.0,76799.07,USD,2024-03-28,110000,EA
100,8000000168,000020,9000000168,000020,M,J,92.0,22446.16,USD,2024-03-28,110000,EA
100,1000000169,000010,8000000169,000010,J,C,52.0,52374.92,USD,2024-03-18,100000,EA
100,8000000169,000010,9000000169,000010,M,J,52.0,52374.92,USD,2024-03-21,110000,EA
100,1000000170,000010,8000000170,000010,J,C,52.0,84283.68,USD,2024-03-21,100000,EA
100,8000000170,000010,9000000170,000010,M,J,52.0,84283.68,USD,2024-03-23,110000,EA
100,1000000171,000010,8000000171,000010,J,C,2.0,3831.16,USD,2024-03-07,100000,EA
100,1000000171,000020,8000000171,000020,J,C,39.0,66247.35,USD,2024-03-07,100000,EA
100,8000000171,000010,9000000171,000010,M,J,2.0,3831.16,USD,2024-03-08,110000,EA
100,8000000171,000020,9000000171,000020,M,J,39.0,66247.35,USD,2024-03-08,110000,EA
100,1000000173,000010,8000000173,000010,J,C,53.0,14539.49,USD,2024-08-04,100000,EA
100,8000000173,000010,9000000173,000010,M,J,53.0,14539.49,USD,2024-08-06,110000,EA
100,1000000174,000010,8000000174,000010,J,C,112.0,52987.2,USD,2024-04-23,100000,EA
100,8000000174,000010,9000000174,000010,M,J,112.0,52987.2,USD,2024-04-27,110000,EA
100,1000000175,000010,8000000175,000010,J,C,24.0,2787.36,USD,2024-03-03,100000,EA
100,1000000175,000020,8000000175,000020,J,C,26.0,19998.42,USD,2024-03-03,100000,EA
100,8000000175,000010,9000000175,000010,M,J,24.0,2787.36,USD,2024-03-07,110000,EA
100,8000000175,000020,9000000175,000020,M,J,26.0,19998.42,USD,2024-03-07,110000,EA
100,1000000176,000010,8000000176,000010,J,C,23.0,13441.43,USD,2024-08-17,100000,EA
100,1000000177,000010,8000000177,000010,J,C,159.0,197430.3,USD,2024-06-19,100000,EA
100,8000000177,000010,9000000177,000010,M,J,159.0,197430.3,USD,2024-06-24,110000,EA
100,1000000178,000010,8000000178,000010,J,C,124.0,176559.88,USD,2024-04-09,100000,EA
100,8000000178,000010,9000000178,000010,M,J,124.0,176559.88,USD,2024-04-10,110000,EA
100,1000000179,000010,8000000179,000010,J,C,141.0,162468.66,USD,2024-08-06,100000,EA
100,8000000179,000010,9000000179,000010,M,J,141.0,162468.66,USD,2024-08-11,110000,EA
100,1000000180,000010,8000000180,000010,J,C,180.0,303703.2,USD,2024-06-16,100000,EA
100,8000000180,000010,9000000180,000010,M,J,180.0,303703.2,USD,2024-06-18,110000,EA
100,1000000181,000010,8000000181,000010,J,C,42.0,63956.76,USD,2024-06-21,100000,EA
100,8000000181,000010,9000000181,000010,M,J,38.0,57865.64,USD,2024-06-22,110000,EA
100,1000000182,000010,8000000182,000010,J,C,24.0,17332.56,USD,2024-04-26,100000,EA
100,8000000182,000010,9000000182,000010,M,J,24.0,17332.56,USD,2024-04-28,110000,EA
100,1000000183,000010,8000000183,000010,J,C,1.0,94.31,USD,2024-08-05,100000,EA
100,8000000183,000010,9000000183,000010,M,J,1.0,94.31,USD,2024-08-11,110000,EA
100,1000000184,000010,8000000184,000010,J,C,81.0,156974.76,USD,2024-10-13,100000,EA
100,1000000184,000020,8000000184,000020,J,C,200.0,97772.0,USD,2024-10-13,100000,EA
100,8000000184,000010,9000000184,000010,M,J,81.0,156974.76,USD,2024-10-14,110000,EA
100,8000000184,000020,9000000184,000020,M,J,200.0,97772.0,USD,2024-10-14,110000,EA
100,1000000185,000010,8000000185,000010,J,C,130.0,85642.7,USD,2024-05-29,100000,EA
100,1000000186,000010,8000000186,000010,J,C,174.0,105938.16,USD,2024-06-07,100000,EA
100,8000000186,000010,9000000186,000010,M,J,174.0,105938.16,USD,2024-06-12,110000,EA
100,1000000187,000010,8000000187,000010,J,C,68.0,127238.88,USD,2024-05-17,100000,EA
100,8000000187,000010,9000000187,000010,M,J,68.0,127238.88,USD,2024-05-18,110000,EA
100,1000000188,000010,8000000188,000010,J,C,124.0,94082.52,USD,2024-06-29,100000,EA
100,8000000188,000010,9000000188,000010,M,J,124.0,94082.52,USD,2024-07-02,110000,EA
100,1000000191,000010,8000000191,000010,J,C,123.0,131953.17,USD,2024-05-21,100000,EA
100,8000000191,000010,9000000191,000010,M,J,123.0,131953.17,USD,2024-05-25,110000,EA
100,1000000192,000010,8000000192,000010,J,C,132.0,140655.24,USD,2024-06-06,100000,EA
100,8000000192,000010,9000000192,000010,M,J,132.0,140655.24,USD,2024-06-08,110000,EA
100,1000000194,000010,8000000194,000010,J,C,60.0,23424.0,USD,2024-06-25,100000,EA
100,8000000194,000010,9000000194,000010,M,J,61.0,23814.4,USD,2024-06-27,110000,EA
100,1000000195,000010,8000000195,000010,J,C,58.0,75904.02,USD,2024-05-14,100000,EA
100,1000000195,000020,8000000195,000020,J,C,79.0,38895.65,USD,2024-05-14,100000,EA
100,8000000195,000010,9000000195,000010,M,J,58.0,75904.02,USD,2024-05-15,110000,EA
100,8000000195,000020,9000000195,000020,M,J,79.0,38895.65,USD,2024-05-15,110000,EA
100,1000000196,000010,8000000196,000010,J,C,26.0,37989.9,USD,2024-06-03,100000,EA
100,8000000196,000010,9000000196,000010,M,J,32.0,46756.8,USD,2024-06-09,110000,EA
100,1000000198,000010,8000000198,000010,J,C,84.0,56957.04,USD,2024-09-07,100000,EA
100,8000000198,000010,9000000198,000010,M,J,84.0,56957.04,USD,2024-09-14,110000,EA
100,1000000199,000010,8000000199,000010,J,C,63.0,118513.71,USD,2024-03-17,100000,EA
100,1000000199,000020,8000000199,000020,J,C,105.0,26007.45,USD,2024-03-17,100000,EA
100,8000000199,000010,9000000199,000010,M,J,63.0,118513.71,USD,2024-03-20,110000,EA
100,8000000199,000020,9000000199,000020,M,J,105.0,26007.45,USD,2024-03-20,110000,EA
100,1000000200,000010,8000000200,000010,J,C,66.0,43651.74,USD,2024-03-05,100000,EA
100,8000000200,000010,9000000200,000010,M,J,66.0,43651.74,USD,2024-03-08,110000,EA
100,1000000201,000010,8000000201,000010,J,C,56.0,59073.84,USD,2024-09-28,100000,EA
100,8000000201,000010,9000000201,000010,M,J,56.0,59073.84,USD,2024-09-30,110000,EA
100,1000000202,000010,8000000202,000010,J,C,174.0,106402.74,USD,2024-07-09,100000,EA
100,1000000202,000020,8000000202,000020,J,C,7.0,9494.66,USD,2024-07-09,100000,EA
100,8000000202,000010,9000000202,000010,M,J,174.0,106402.74,USD,2024-07-10,110000,EA
100,8000000202,000020,9000000202,000020,M,J,7.0,9494.66,USD,2024-07-10,110000,EA
100,1000000203,000010,8000000203,000010,J,C,75.0,135828.75,USD,2024-06-13,100000,EA
100,1000000203,000020,8000000203,000020,J,C,9.0,10853.19,USD,2024-06-13,100000,EA
100,8000000203,000010,9000000203,000010,M,J,75.0,135828.75,USD,2024-06-14,110000,EA
100,8000000203,000020,9000000203,000020,M,J,9.0,10853.19,USD,2024-06-14,110000,EA
100,1000000205,000010,8000000205,000010,J,C,144.0,15252.48,USD,2024-06-16,100000,EA
100,8000000205,000010,9000000205,000010,M,J,144.0,15252.48,USD,2024-06-17,110000,EA
100,1000000206,000010,8000000206,000010,J,C,199.0,69176.38,USD,2024-09-30,100000,EA
100,8000000206,000010,9000000206,000010,M,J,199.0,69176.38,USD,2024-10-04,110000,EA
100,1000000207,000010,8000000207,000010,J,C,34.0,25501.7,USD,2024-02-25,100000,EA
100,8000000207,000010,9000000207,000010,M,J,34.0,25501.7,USD,2024-02-29,110000,EA
100,1000000208,000010,8000000208,000010,J,C,12.0,20708.4,USD,2024-09-16,100000,EA
100,8000000208,000010,9000000208,000010,M,J,12.0,20708.4,USD,2024-09-21,110000,EA
100,1000000209,000010,8000000209,000010,J,C,107.0,37397.57,USD,2024-07-28,100000,EA
100,1000000210,000010,8000000210,000010,J,C,159.0,285147.42,USD,2024-02-03,100000,EA
100,8000000210,000010,9000000210,000010,M,J,159.0,285147.42,USD,2024-02-06,110000,EA
100,1000000211,000010,8000000211,000010,J,C,107.0,81276.13,USD,2024-02-15,100000,EA
100,1000000211,000020,8000000211,000020,J,C,127.0,153192.48,USD,2024-02-15,100000,EA
100,8000000211,000010,9000000211,000010,M,J,107.0,81276.13,USD,2024-02-16,110000,EA
100,8000000211,000020,9000000211,000020,M,J,127.0,153192.48,USD,2024-02-16,110000,EA
100,1000000213,000010,8000000213,000010,J,C,126.0,45324.72,USD,2024-06-16,100000,EA
100,1000000213,000020,8000000213,000020,J,C,144.0,240216.48,USD,2024-06-16,100000,EA
100,1000000214,000010,8000000214,000010,J,C,3.0,1883.04,USD,2024-03-07,100000,EA
100,1000000214,000020,8000000214,000020,J,C,80.0,69702.4,USD,2024-03-07,100000,EA
100,8000000214,000010,9000000214,000010,M,J,3.0,1883.04,USD,2024-03-12,110000,EA
100,8000000214,000020,9000000214,000020,M,J,80.0,69702.4,USD,2024-03-12,110000,EA
100,1000000215,000010,8000000215,000010,J,C,125.0,235825.0,USD,2024-07-02,100000,EA
100,8000000215,000010,9000000215,000010,M,J,98.0,184886.8,USD,2024-07-06,110000,EA
100,1000000216,000010,8000000216,000010,J,C,59.0,71315.66,USD,2024-07-03,100000,EA
100,8000000216,000010,9000000216,000010,M,J,59.0,71315.66,USD,2024-07-07,110000,EA
100,1000000217,000010,8000000217,000010,J,C,132.0,110675.4,USD,2024-08-23,100000,EA
100,8000000217,000010,9000000217,000010,M,J,132.0,110675.4,USD,2024-08-28,110000,EA
100,1000000218,000010,8000000218,000010,J,C,174.0,87624.66,USD,2024-10-25,100000,EA
100,8000000218,000010,9000000218,000010,M,J,174.0,87624.66,USD,2024-10-28,110000,EA
100,1000000219,000010,8000000219,000010,J,C,3.0,4507.32,USD,2024-08-18,100000,EA
100,8000000219,000010,9000000219,000010,M,J,3.0,4507.32,USD,2024-08-19,110000,EA
100,1000000220,000010,8000000220,000010,J,C,76.0,139897.0,USD,2024-07-13,100000,EA
100,8000000220,000010,9000000220,000010,M,J,61.0,112285.75,USD,2024-07-16,110000,EA
100,1000000221,000010,8000000221,000010,J,C,10.0,4561.3,USD,2024-06-27,100000,EA
100,8000000221,000010,9000000221,000010,M,J,10.0,4561.3,USD,2024-07-02,110000,EA
100,1000000222,000010,8000000222,000010,J,C,80.0,26202.4,USD,2024-04-19,100000,EA
100,8000000222,000010,9000000222,000010,M,J,80.0,26202.4,USD,2024-04-20,110000,EA
100,1000000223,000010,8000000223,000010,J,C,87.0,39601.53,USD,2024-06-13,100000,EA
100,8000000223,000010,9000000223,000010,M,J,87.0,39601.53,USD,2024-06-15,110000,EA
100,1000000224,000010,8000000224,000010,J,C,77.0,109977.56,USD,2024-06-09,100000,EA
100,1000000224,000020,8000000224,000020,J,C,59.0,38116.36,USD,2024-06-09,100000,EA
100,8000000224,000010,9000000224,000010,M,J,57.0,81411.96,USD,2024-06-13,110000,EA
100,8000000224,000020,9000000224,000020,M,J,81.0,52329.24,USD,2024-06-13,110000,EA
100,1000000225,000010,8000000225,000010,J,C,86.0,72274.4,USD,2024-05-20,100000,EA
100,8000000225,000010,9000000225,000010,M,J,80.0,67232.0,USD,2024-05-24,110000,EA
100,1000000226,000010,8000000226,000010,J,C,131.0,91282.11,USD,2024-08-27,100000,EA
100,8000000226,000010,9000000226,000010,M,J,131.0,91282.11,USD,2024-09-03,110000,EA
100,1000000228,000010,8000000228,000010,J,C,21.0,37918.02,USD,2024-02-11,100000,EA
100,1000000228,000020,8000000228,000020,J,C,7.0,7860.86,USD,2024-02-11,100000,EA
100,8000000228,000010,9000000228,000010,M,J,21.0,37918.02,USD,2024-02-15,110000,EA
100,8000000228,000020,9000000228,000020,M,J,7.0,7860.86,USD,2024-02-15,110000,EA
100,1000000229,000010,8000000229,000010,J,C,70.0,122897.6,USD,2024-09-14,100000,EA
100,8000000229,000010,9000000229,000010,M,J,70.0,122897.6,USD,2024-09-16,110000,EA
100,1000000230,000010,8000000230,000010,J,C,128.0,41185.28,USD,2024-09-03,100000,EA
100,8000000230,000010,9000000230,000010,M,J,128.0,41185.28,USD,2024-09-04,110000,EA
100,1000000231,000010,8000000231,000010,J,C,131.0,105943.63,USD,2024-09-30,100000,EA
100,8000000231,000010,9000000231,000010,M,J,131.0,105943.63,USD,2024-10-04,110000,EA
100,1000000232,000010,8000000232,000010,J,C,183.0,193335.84,USD,2024-07-29,100000,EA
100,8000000232,000010,9000000232,000010,M,J,183.0,193335.84,USD,2024-08-01,110000,EA
100,1000000233,000010,8000000233,000010,J,C,144.0,8064.0,USD,2024-09-20,100000,EA
100,8000000233,000010,9000000233,000010,M,J,144.0,8064.0,USD,2024-09-25,110000,EA
100,1000000234,000010,8000000234,000010,J,C,186.0,329193.96,USD,2024-02-15,100000,EA
100,8000000234,000010,9000000234,000010,M,J,186.0,329193.96,USD,2024-02-16,110000,EA
100,1000000235,000010,8000000235,000010,J,C,171.0,24690.69,USD,2024-08-15,100000,EA
100,1000000235,000020,8000000235,000020,J,C,55.0,58480.4,USD,2024-08-15,100000,EA
100,8000000235,000010,9000000235,000010,M,J,171.0,24690.69,USD,2024-08-19,110000,EA
100,8000000235,000020,9000000235,000020,M,J,55.0,58480.4,USD,2024-08-19,110000,EA
100,1000000236,000010,8000000236,000010,J,C,130.0,157222.0,USD,2024-09-18,100000,EA
100,8000000236,000010,9000000236,000010,M,J,130.0,157222.0,USD,2024-09-23,110000,EA
100,1000000237,000010,8000000237,000010,J,C,71.0,138455.68,USD,2024-03-05,100000,EA
100,1000000237,000020,8000000237,000020,J,C,56.0,39145.68,USD,2024-03-05,100000,EA
100,8000000237,000010,9000000237,000010,M,J,71.0,138455.68,USD,2024-03-08,110000,EA
100,8000000237,000020,9000000237,000020,M,J,56.0,39145.68,USD,2024-03-08,110000,EA
100,1000000238,000010,8000000238,000010,J,C,122.0,49220.9,USD,2024-02-18,100000,EA
100,8000000238,000010,9000000238,000010,M,J,122.0,49220.9,USD,2024-02-20,110000,EA
100,1000000239,000010,8000000239,000010,J,C,40.0,3230.4,USD,2024-08-31,100000,EA
100,1000000239,000020,8000000239,000020,J,C,133.0,61604.27,USD,2024-08-31,100000,EA
100,8000000239,000010,9000000239,000010,M,J,40.0,3230.4,USD,2024-09-04,110000,EA
100,8000000239,000020,9000000239,000020,M,J,133.0,61604.27,USD,2024-09-04,110000,EA
100,1000000240,000010,8000000240,000010,J,C,172.0,46281.76,USD,2024-05-10,100000,EA
100,8000000240,000010,9000000240,000010,M,J,172.0,46281.76,USD,2024-05-13,110000,EA
100,1000000241,000010,8000000241,000010,J,C,140.0,202746.6,USD,2024-10-10,100000,EA
100,8000000241,000010,9000000241,000010,M,J,140.0,202746.6,USD,2024-10-12,110000,EA
100,1000000242,000010,8000000242,000010,J,C,44.0,83268.24,USD,2024-06-25,100000,EA
100,8000000242,000010,9000000242,000010,M,J,44.0,83268.24,USD,2024-06-30,110000,EA
100,1000000243,000010,8000000243,000010,J,C,36.0,24824.88,USD,2024-08-31,100000,EA
100,1000000243,000020,8000000243,000020,J,C,195.0,202353.45,USD,2024-08-31,100000,EA
100,8000000243,000010,9000000243,000010,M,J,36.0,24824.88,USD,2024-09-05,110000,EA
100,8000000243,000020,9000000243,000020,M,J,195.0,202353.45,USD,2024-09-05,110000,EA
100,1000000244,000010,8000000244,000010,J,C,80.0,81285.6,USD,2024-01-23,100000,EA
100,8000000244,000010,9000000244,000010,M,J,64.0,65028.48,USD,2024-01-24,110000,EA
100,1000000245,000010,8000000245,000010,J,C,189.0,187659.99,USD,2024-06-03,100000,EA
100,1000000245,000020,8000000245,000020,J,C,74.0,108903.58,USD,2024-06-03,100000,EA
100,8000000245,000010,9000000245,000010,M,J,189.0,187659.99,USD,2024-06-07,110000,EA
100,8000000245,000020,9000000245,000020,M,J,74.0,108903.58,USD,2024-06-07,110000,EA
100,1000000246,000010,8000000246,000010,J,C,171.0,106141.41,USD,2024-09-03,100000,EA
100,8000000246,000010,9000000246,000010,M,J,171.0,106141.41,USD,2024-09-04,110000,EA
100,1000000247,000010,8000000247,000010,J,C,34.0,56005.48,USD,2024-08-13,100000,EA
100,8000000247,000010,9000000247,000010,M,J,34.0,56005.48,USD,2024-08-15,110000,EA
100,1000000248,000010,8000000248,000010,J,C,92.0,77306.68,USD,2024-09-14,100000,EA
100,8000000248,000010,9000000248,000010,M,J,92.0,77306.68,USD,2024-09-16,110000,EA
100,1000000249,000010,8000000249,000010,J,C,168.0,232243.2,USD,2024-07-18,100000,EA
100,8000000249,000010,9000000249,000010,M,J,168.0,232243.2,USD,2024-07-23,110000,EA
100,1000000250,000010,8000000250,000010,J,C,19.0,14651.85,USD,2024-09-17,100000,EA
100,8000000250,000010,9000000250,000010,M,J,19.0,14651.85,USD,2024-09-22,110000,EA
100,1000000251,000010,8000000251,000010,J,C,144.0,193772.16,USD,2024-05-15,100000,EA
100,8000000251,000010,9000000251,000010,M,J,144.0,193772.16,USD,2024-05-18,110000,EA
100,1000000252,000010,8000000252,000010,J,C,60.0,94773.6,USD,2024-07-25,100000,EA
100,1000000252,000020,8000000252,000020,J,C,13.0,1220.05,USD,2024-07-25,100000,EA
100,8000000252,000010,9000000252,000010,M,J,60.0,94773.6,USD,2024-07-28,110000,EA
100,8000000252,000020,9000000252,000020,M,J,13.0,1220.05,USD,2024-07-28,110000,EA
100,1000000253,000010,8000000253,000010,J,C,191.0,35325.45,USD,2024-06-15,100000,EA
100,8000000253,000010,9000000253,000010,M,J,191.0,35325.45,USD,2024-06-16,110000,EA
100,1000000254,000010,8000000254,000010,J,C,62.0,21755.8,USD,2024-10-15,100000,EA
100,8000000254,000010,9000000254,000010,M,J,62.0,21755.8,USD,2024-10-16,110000,EA
100,1000000255,000010,8000000255,000010,J,C,16.0,14780.48,USD,2024-06-20,100000,EA
100,1000000256,000010,8000000256,000010,J,C,117.0,212725.89,USD,2024-04-18,100000,EA
100,1000000257,000010,8000000257,000010,J,C,89.0,118808.77,USD,2024-03-10,100000,EA
100,8000000257,000010,9000000257,000010,M,J,80.0,106794.4,USD,2024-03-11,110000,EA
100,1000000258,000010,8000000258,000010,J,C,144.0,281799.36,USD,2024-04-03,100000,EA
100,8000000258,000010,9000000258,000010,M,J,144.0,281799.36,USD,2024-04-06,110000,EA
100,1000000259,000010,8000000259,000010,J,C,123.0,238307.58,USD,2024-06-17,100000,EA
100,8000000259,000010,9000000259,000010,M,J,123.0,238307.58,USD,2024-06-19,110000,EA
100,1000000260,000010,8000000260,000010,J,C,96.0,83743.68,USD,2024-06-29,100000,EA
100,8000000260,000010,9000000260,000010,M,J,96.0,83743.68,USD,2024-07-01,110000,EA
100,1000000261,000010,8000000261,000010,J,C,1.0,150.15,USD,2024-08-16,100000,EA
100,1000000261,000020,8000000261,000020,J,C,108.0,49052.52,USD,2024-08-16,100000,EA
100,1000000262,000010,8000000262,000010,J,C,138.0,254408.52,USD,2024-09-29,100000,EA
100,8000000262,000010,9000000262,000010,M,J,138.0,254408.52,USD,2024-10-04,110000,EA
100,1000000263,000010,8000000263,000010,J,C,127.0,79593.44,USD,2024-09-25,100000,EA
100,8000000263,000010,9000000263,000010,M,J,127.0,79593.44,USD,2024-09-27,110000,EA
100,1000000264,000010,8000000264,000010,J,C,62.0,110929.16,USD,2024-05-15,100000,EA
100,8000000264,000010,9000000264,000010,M,J,62.0,110929.16,USD,2024-05-17,110000,EA
100,1000000265,000010,8000000265,000010,J,C,45.0,21840.75,USD,2024-05-07,100000,EA
100,8000000265,000010,9000000265,000010,M,J,45.0,21840.75,USD,2024-05-14,110000,EA
100,1000000266,000010,8000000266,000010,J,C,70.0,69944.0,USD,2024-08-23,100000,EA
100,8000000266,000010,9000000266,000010,M,J,70.0,69944.0,USD,2024-08-25,110000,EA
100,1000000267,000010,8000000267,000010,J,C,173.0,154857.49,USD,2024-09-19,100000,EA
100,1000000267,000020,8000000267,000020,J,C,115.0,217420.15,USD,2024-09-19,100000,EA
100,1000000268,000010,8000000268,000010,J,C,92.0,53449.24,USD,2024-05-03,100000,EA
100,8000000268,000010,9000000268,000010,M,J,92.0,53449.24,USD,2024-05-04,110000,EA
100,1000000269,000010,8000000269,000010,J,C,103.0,163218.95,USD,2024-02-05,100000,EA
100,8000000269,000010,9000000269,000010,M,J,103.0,163218.95,USD,2024-02-07,110000,EA
100,1000000270,000010,8000000270,000010,J,C,83.0,112461.68,USD,2024-07-16,100000,EA
100,8000000270,000010,9000000270,000010,M,J,83.0,112461.68,USD,2024-07-20,110000,EA
100,1000000271,000010,8000000271,000010,J,C,122.0,114817.86,USD,2024-06-04,100000,EA
100,1000000271,000020,8000000271,000020,J,C,95.0,18155.45,USD,2024-06-04,100000,EA
100,8000000271,000010,9000000271,000010,M,J,122.0,114817.86,USD,2024-06-06,110000,EA
100,8000000271,000020,9000000271,000020,M,J,95.0,18155.45,USD,2024-06-06,110000,EA
100,1000000272,000010,8000000272,000010,J,C,130.0,252995.6,USD,2024-08-03,100000,EA
100,1000000272,000020,8000000272,000020,J,C,107.0,9786.22,USD,2024-08-03,100000,EA
100,1000000274,000010,8000000274,000010,J,C,71.0,128239.49,USD,2024-07-26,100000,EA
100,8000000274,000010,9000000274,000010,M,J,71.0,128239.49,USD,2024-07-27,110000,EA
