MANDT,VBELN,POSNR,MATNR,ARKTX,KWMENG,MEINS,NETWR,WAERK,WERKS,LGORT,ROUTE,PSTYV,ABGRU,LFSTA,FKSTA,GBSTA,NETPR,KPEIN,ERNAM,OBJNR,ERDAT,FAKSP,ERZET,VGTYP,VGBEL,VGPOS,FKREL,KDMAT,BRGEW,NTGEW,GEWEI,VRKME
100,1000000086,20,MAT00017,Material MAT00017,178.0,EA,128752.74,USD,P003,SL01,2,TAN,,C,C,C,723.33,1,SALEUSER1,OR1000000086000020,2024-09-08,,15:20:46,C,8000000086.0,20.0,A,CUST-MAT-5330,17.15,36.62,KG,PC
100,1000000087,10,MAT00017,Material MAT00017,48.0,EA,89705.28,USD,P001,SL03,2,TAN,,C,A,B,1868.86,1,SALEUSER2,OR1000000087000010,2024-01-07,,06:09:49,B,8000000087.0,10.0,C,,8.64,33.92,KG,KG
100,1000000088,10,MAT00032,Material MAT00032,176.0,EA,284262.88,USD,P002,SL02,5,TAN,,C,C,C,1615.13,1,SALEUSER1,OR1000000088000010,2024-09-14,,11:28:46,B,8000000088.0,10.0,C,,88.14,44.78,KG,L
100,1000000088,20,MAT00030,Material MAT00030,46.0,EA,68545.06,USD,P002,SL02,4,TAN,,C,C,C,1490.11,1,SALEUSER1,OR1000000088000020,2024-09-14,,09:37:13,,8000000088.0,20.0,C,,35.81,53.07,KG,PC
100,1000000089,10,MAT00019,Material MAT00019,191.0,EA,354574.31,USD,P002,SL01,1,TAN,,C,C,C,1856.41,1,SALEUSER1,OR1000000089000010,2024-09-09,,14:05:37,,8000000089.0,10.0,A,,32.17,79.15,KG,L
100,1000000090,10,MAT00029,Material MAT00029,112.0,EA,70436.8,USD,P001,SL03,1,TAN,,C,C,C,628.9,1,SALEUSER1,OR1000000090000010,2024-09-28,8.0,06:04:37,C,8000000090.0,10.0,A,,88.62,72.73,KG,EA
100,1000000091,10,MAT00028,Material MAT00028,185.0,EA,95102.95,USD,P002,SL03,1,TAN,,C,C,C,514.07,1,SALEUSER3,OR1000000091000010,2024-04-03,,17:05:30,,8000000091.0,10.0,B,,78.49,83.06,KG,PC
100,1000000091,20,MAT00016,Material MAT00016,187.0,EA,351343.08,USD,P002,SL03,2,TAN,,C,C,C,1878.84,1,SALEUSER3,OR1000000091000020,2024-04-03,,15:11:41,B,8000000091.0,20.0,A,,83.86,6.37,KG,ST
100,1000000092,10,MAT00028,Material MAT00028,1.0,EA,695.19,USD,P003,SL03,2,TAN,1.0,A,A,C,695.19,1,SALEUSER2,OR1000000092000010,2024-08-02,,15:56:52,C,,,B,,21.83,70.7,KG,KG
100,1000000093,10,MAT00029,Material MAT00029,112.0,EA,30453.92,USD,P002,SL01,4,TAN,,C,C,C,271.91,1,SALEUSER2,OR1000000093000010,2024-09-14,,11:55:10,C,8000000093.0,10.0,D,CUST-MAT-1545,24.67,5.06,KG,EA
100,1000000094,10,MAT00017,Material MAT00017,41.0,EA,62271.21,USD,P001,SL02,5,TAN,,C,C,C,1518.81,1,SALEUSER1,OR1000000094000010,2024-09-26,,13:39:09,B,8000000094.0,10.0,B,,2.06,39.46,KG,ST
100,1000000094,20,MAT00019,Material MAT00019,30.0,EA,34717.8,USD,P001,SL02,1,TAN,,C,C,C,1157.26,1,SALEUSER1,OR1000000094000020,2024-09-26,,07:36:13,,8000000094.0,20.0,D,,49.76,21.53,KG,KG
100,1000000095,10,MAT00027,Material MAT00027,81.0,EA,20667.15,USD,P003,SL03,4,TAN,,C,C,C,255.15,1,SALEUSER2,OR1000000095000010,2024-09-08,,10:46:32,B,8000000095.0,10.0,A,,34.08,32.25,KG,EA
100,1000000096,10,MAT00029,Material MAT00029,105.0,EA,59373.3,USD,P001,SL02,4,TAN,,C,C,C,565.46,1,SALEUSER1,OR1000000096000010,2024-01-23,,13:15:23,B,8000000096.0,10.0,B,,32.07,11.79,KG,PC
100,1000000096,20,MAT00027,Material MAT00027,43.0,EA,55529.34,USD,P001,SL02,5,TAN,,C,C,C,1291.38,1,SALEUSER1,OR1000000096000020,2024-01-23,,12:45:55,C,8000000096.0,20.0,C,CUST-MAT-6303,13.96,53.78,KG,ST
100,1000000097,10,MAT00027,Material MAT00027,137.0,EA,70124.82,USD,P003,SL02,4,TAN,,C,C,C,511.86,1,SALEUSER1,OR1000000097000010,2024-08-14,,07:52:14,C,8000000097.0,10.0,C,,91.43,15.6,KG,PC
100,1000000098,10,MAT00019,Material MAT00019,174.0,EA,160186.14,USD,P003,SL01,5,TAN,,C,C,C,920.61,1,SALEUSER2,OR1000000098000010,2024-01-09,,11:57:26,C,8000000098.0,10.0,A,,38.69,59.5,KG,ST
100,1000000099,10,MAT00023,Material MAT00023,137.0,EA,256157.12,USD,P002,SL02,3,TAN,,C,C,C,1869.76,1,SALEUSER2,OR1000000099000010,2024-08-05,,09:38:21,C,8000000099.0,10.0,B,,41.74,3.02,KG,ST
100,1000000099,20,MAT00033,Material MAT00033,115.0,EA,163999.2,USD,P002,SL02,5,TAN,,C,C,C,1426.08,1,SALEUSER2,OR1000000099000020,2024-08-05,,08:59:14,,8000000099.0,20.0,C,CUST-MAT-7166,21.83,48.61,KG,ST
100,1000000100,10,MAT00018,Material MAT00018,127.0,EA,180072.03,USD,P002,SL02,1,TAN,,C,C,C,1417.89,1,SALEUSER2,OR1000000100000010,2024-03-19,,13:01:37,,8000000100.0,10.0,D,,60.77,81.1,KG,ST
100,1000000101,10,MAT00023,Material MAT00023,17.0,EA,14035.54,USD,P001,SL02,1,TAN,,C,C,C,825.62,1,SALEUSER3,OR1000000101000010,2024-03-17,,16:09:23,,8000000101.0,10.0,D,,39.83,82.47,KG,L
100,1000000102,10,MAT00028,Material MAT00028,112.0,EA,209478.08,USD,P001,SL01,5,TAN,,C,C,C,1870.34,1,SALEUSER2,OR1000000102000010,2024-06-05,,07:52:07,B,8000000102.0,10.0,D,,64.17,25.94,KG,EA
100,1000000102,20,MAT00019,Material MAT00019,159.0,EA,23547.9,USD,P001,SL01,3,TAN,,C,C,C,148.1,1,SALEUSER2,OR1000000102000020,2024-06-05,,16:20:23,,8000000102.0,20.0,A,CUST-MAT-7738,26.77,14.84,KG,L
100,1000000103,10,MAT00023,Material MAT00023,4.0,EA,7422.24,USD,P002,SL01,3,TAN,,C,A,B,1855.56,1,SALEUSER1,OR1000000103000010,2024-02-21,,10:00:07,,8000000103.0,10.0,B,,74.86,17.41,KG,L
100,1000000104,10,MAT00024,Material MAT00024,180.0,EA,231166.8,USD,P003,SL01,1,TAN,,C,C,C,1284.26,1,SALEUSER2,OR1000000104000010,2024-07-29,,16:19:27,,8000000104.0,10.0,A,CUST-MAT-5710,0.35,84.75,KG,L
100,1000000105,10,MAT00017,Material MAT00017,115.0,EA,226646.6,USD,P003,SL01,3,TAN,,C,A,B,1970.84,1,SALEUSER2,OR1000000105000010,2024-02-02,,10:51:18,B,8000000105.0,10.0,C,,56.16,21.84,KG,ST
100,1000000106,10,MAT00020,Material MAT00020,178.0,EA,268279.82,USD,P003,SL01,4,TAN,,C,C,C,1507.19,1,SALEUSER2,OR1000000106000010,2024-03-07,,11:34:47,C,8000000106.0,10.0,A,,77.7,70.92,KG,ST
100,1000000106,20,MAT00024,Material MAT00024,16.0,EA,19653.76,USD,P003,SL01,2,TAN,,C,C,C,1228.36,1,SALEUSER2,OR1000000106000020,2024-03-07,,08:06:56,,8000000106.0,20.0,B,,2.34,19.49,KG,KG
100,1000000107,10,MAT00028,Material MAT00028,153.0,EA,67411.8,USD,P003,SL01,4,TAN,,C,C,C,440.6,1,SALEUSER2,OR1000000107000010,2024-01-15,,17:41:55,C,8000000107.0,10.0,C,,48.1,53.09,KG,PC
100,1000000108,10,MAT00021,Material MAT00021,115.0,EA,24598.5,USD,P001,SL02,1,TAN,,C,C,C,213.9,1,SALEUSER3,OR1000000108000010,2024-03-26,,06:16:12,B,8000000108.0,10.0,D,CUST-MAT-7313,34.41,20.76,KG,PC
100,1000000109,10,MAT00024,Material MAT00024,192.0,EA,239318.4,USD,P001,SL01,3,TAN,,C,C,C,1246.45,1,SALEUSER2,OR1000000109000010,2024-04-05,,13:57:59,C,8000000109.0,10.0,D,CUST-MAT-9391,66.66,25.27,KG,EA
100,1000000110,10,MAT00022,Material MAT00022,60.0,EA,101328.6,USD,P002,SL03,5,TAN,1.0,A,A,C,1688.81,1,SALEUSER3,OR1000000110000010,2024-06-23,,17:17:19,C,,,C,,89.38,2.13,KG,L
100,1000000111,10,MAT00030,Material MAT00030,26.0,EA,45719.18,USD,P003,SL02,2,TAN,,C,C,C,1758.43,1,SALEUSER3,OR1000000111000010,2024-06-03,,08:00:03,B,8000000111.0,10.0,C,CUST-MAT-2385,69.73,36.16,KG,PC
100,1000000112,10,MAT00033,Material MAT00033,146.0,EA,74843.98,USD,P002,SL01,5,TAN,,C,C,C,512.63,1,SALEUSER3,OR1000000112000010,2024-09-15,,12:28:09,B,8000000112.0,10.0,A,CUST-MAT-2301,93.82,63.78,KG,PC
100,1000000113,10,MAT00030,Material MAT00030,137.0,EA,143243.09,USD,P003,SL03,1,TAN,,C,C,C,1045.57,1,SALEUSER3,OR1000000113000010,2024-08-09,,07:55:52,,8000000113.0,10.0,B,,60.75,2.57,KG,L
100,1000000114,10,MAT00021,Material MAT00021,143.0,EA,72342.27,USD,P001,SL03,3,TAN,,C,C,C,505.89,1,SALEUSER3,OR1000000114000010,2024-03-02,,15:23:50,,8000000114.0,10.0,B,CUST-MAT-9999,6.56,76.35,KG,ST
100,1000000115,10,MAT00033,Material MAT00033,73.0,EA,72091.88,USD,P001,SL01,5,TAN,1.0,A,A,C,987.56,1,SALEUSER2,OR1000000115000010,2024-07-20,,06:23:16,,,,D,,48.38,85.29,KG,EA
100,1000000116,10,MAT00018,Material MAT00018,56.0,EA,41099.52,USD,P002,SL02,5,TAN,,C,C,C,733.92,1,SALEUSER3,OR1000000116000010,2024-07-15,,08:51:40,,8000000116.0,10.0,A,,37.1,50.98,KG,PC
100,1000000117,10,MAT00031,Material MAT00031,118.0,EA,180899.9,USD,P003,SL02,2,TAN,1.0,A,A,C,1533.05,1,SALEUSER2,OR1000000117000010,2024-01-14,,07:13:34,,,,A,CUST-MAT-4414,15.4,87.69,KG,PC
100,1000000117,20,MAT00025,Material MAT00025,82.0,EA,73358.84,USD,P003,SL02,2,TAN,1.0,A,A,C,894.62,1,SALEUSER2,OR1000000117000020,2024-01-14,,08:59:59,,,,A,CUST-MAT-5816,67.79,63.72,KG,ST
100,1000000118,10,MAT00022,Material MAT00022,23.0,EA,28407.76,USD,P002,SL01,3,TAN,,C,A,B,1235.12,1,SALEUSER2,OR1000000118000010,2024-01-05,,10:38:24,,8000000118.0,10.0,B,,27.81,61.24,KG,ST
100,1000000119,10,MAT00019,Material MAT00019,42.0,EA,21775.74,USD,P002,SL03,2,TAN,,C,C,C,518.47,1,SALEUSER2,OR1000000119000010,2024-06-16,,08:00:45,B,8000000119.0,10.0,B,,9.69,0.31,KG,PC
100,1000000120,10,MAT00027,Material MAT00027,68.0,EA,99098.44,USD,P003,SL01,5,TAN,,C,C,C,1457.33,1,SALEUSER1,OR1000000120000010,2024-07-16,,16:30:39,C,8000000120.0,10.0,D,,30.75,55.12,KG,PC
100,1000000121,10,MAT00022,Material MAT00022,120.0,EA,127728.0,USD,P002,SL03,5,TAN,,C,C,C,1064.4,1,SALEUSER3,OR1000000121000010,2024-08-01,,10:37:51,C,8000000121.0,10.0,B,,78.1,58.93,KG,L
100,1000000122,10,MAT00021,Material MAT00021,59.0,EA,21005.77,USD,P002,SL01,1,TAN,,C,C,C,356.03,1,SALEUSER2,OR1000000122000010,2024-04-03,,12:48:48,,8000000122.0,10.0,A,,33.97,17.25,KG,EA
100,1000000122,20,MAT00022,Material MAT00022,35.0,EA,9125.9,USD,P002,SL01,5,TAN,,C,C,C,260.74,1,SALEUSER2,OR1000000122000020,2024-04-03,,13:33:43,,8000000122.0,20.0,A,,67.25,39.44,KG,ST
100,1000000123,10,MAT00032,Material MAT00032,99.0,EA,78857.46,USD,P001,SL01,3,TAN,,C,C,C,796.54,1,SALEUSER3,OR1000000123000010,2024-03-19,,17:16:19,B,8000000123.0,10.0,C,,43.0,79.21,KG,L
100,1000000124,10,MAT00024,Material MAT00024,107.0,EA,8998.7,USD,P002,SL01,4,TAN,,C,C,C,84.1,1,SALEUSER3,OR1000000124000010,2024-05-27,,10:00:00,C,8000000124.0,10.0,A,,27.63,29.15,KG,PC
100,1000000125,10,MAT00022,Material MAT00022,101.0,EA,165627.88,USD,P002,SL03,1,TAN,,C,C,C,1639.88,1,SALEUSER3,OR1000000125000010,2024-06-16,,14:36:02,,8000000125.0,10.0,B,,54.2,12.74,KG,EA
100,1000000126,10,MAT00017,Material MAT00017,71.0,EA,15674.67,USD,P003,SL01,1,TAN,,C,C,C,220.77,1,SALEUSER2,OR1000000126000010,2024-06-22,,11:01:11,,8000000126.0,10.0,B,,52.05,27.57,KG,EA
100,1000000127,10,MAT00020,Material MAT00020,106.0,EA,81363.48,USD,P001,SL02,3,TAN,,C,C,C,767.58,1,SALEUSER1,OR1000000127000010,2024-08-16,,08:42:17,B,8000000127.0,10.0,C,,67.33,12.37,KG,PC
100,1000000128,10,MAT00022,Material MAT00022,89.0,EA,41674.25,USD,P002,SL03,3,TAN,,C,C,C,468.25,1,SALEUSER1,OR1000000128000010,2024-05-01,,12:56:14,B,8000000128.0,10.0,D,,24.53,30.99,KG,L
100,1000000128,20,MAT00017,Material MAT00017,89.0,EA,148589.06,USD,P002,SL03,2,TAN,,C,C,C,1669.54,1,SALEUSER1,OR1000000128000020,2024-05-01,,15:24:31,C,8000000128.0,20.0,A,CUST-MAT-4183,78.08,43.47,KG,L
100,1000000129,10,MAT00033,Material MAT00033,145.0,EA,72450.7,USD,P002,SL01,1,TAN,,C,C,C,499.66,1,SALEUSER3,OR1000000129000010,2024-08-31,,10:22:53,C,8000000129.0,10.0,A,,33.7,75.13,KG,PC
100,1000000130,10,MAT00018,Material MAT00018,185.0,EA,315321.4,USD,P003,SL01,2,TAN,,C,C,C,1704.44,1,SALEUSER1,OR1000000130000010,2024-06-25,,17:31:09,,8000000130.0,10.0,C,CUST-MAT-5981,57.08,3.07,KG,EA
100,1000000131,10,MAT00025,Material MAT00025,169.0,EA,252398.12,USD,P002,SL03,5,TAN,,C,C,C,1493.48,1,SALEUSER1,OR1000000131000010,2024-07-25,,11:49:29,C,8000000131.0,10.0,B,,27.28,34.49,KG,L
100,1000000132,10,MAT00024,Material MAT00024,134.0,EA,88271.16,USD,P002,SL03,1,TAN,,C,C,C,658.74,1,SALEUSER3,OR1000000132000010,2024-09-22,,16:23:57,C,8000000132.0,10.0,B,CUST-MAT-5229,44.55,84.62,KG,ST
100,1000000133,10,MAT00023,Material MAT00023,66.0,EA,50044.5,USD,P003,SL03,1,TAN,,C,A,B,758.25,1,SALEUSER2,OR1000000133000010,2024-04-23,,13:13:27,C,8000000133.0,10.0,A,,35.12,22.92,KG,L
100,1000000133,20,MAT00024,Material MAT00024,83.0,EA,137655.5,USD,P003,SL03,4,TAN,,C,A,B,1658.5,1,SALEUSER2,OR1000000133000020,2024-04-23,,17:32:24,B,8000000133.0,20.0,A,,78.04,79.73,KG,PC
100,1000000134,10,MAT00026,Material MAT00026,22.0,EA,35299.88,USD,P002,SL02,1,TAN,,C,C,C,1604.54,1,SALEUSER2,OR1000000134000010,2024-05-23,,10:44:51,C,8000000134.0,10.0,B,,58.28,50.06,KG,KG
100,1000000135,10,MAT00017,Material MAT00017,103.0,EA,39494.32,USD,P001,SL01,5,TAN,,C,A,B,383.44,1,SALEUSER3,OR1000000135000010,2024-08-13,,09:36:32,C,8000000135.0,10.0,B,,3.77,25.93,KG,L
100,1000000135,20,MAT00025,Material MAT00025,99.0,EA,145763.64,USD,P001,SL01,2,TAN,,C,A,B,1472.36,1,SALEUSER3,OR1000000135000020,2024-08-13,,14:53:33,,8000000135.0,20.0,C,CUST-MAT-2719,1.97,43.15,KG,KG
100,1000000136,10,MAT00026,Material MAT00026,44.0,EA,81337.52,USD,P003,SL01,2,TAN,,C,C,C,1848.58,1,SALEUSER2,OR1000000136000010,2024-05-18,,12:58:11,C,8000000136.0,10.0,B,,32.68,85.24,KG,EA
100,1000000137,10,MAT00018,Material MAT00018,171.0,EA,249124.77,USD,P003,SL02,4,TAN,,C,C,C,1456.87,1,SALEUSER1,OR1000000137000010,2024-04-04,,13:19:31,C,8000000137.0,10.0,B,,72.56,22.16,KG,ST
100,1000000138,10,MAT00020,Material MAT00020,186.0,EA,136795.56,USD,P001,SL01,5,TAN,,C,C,C,735.46,1,SALEUSER1,OR1000000138000010,2024-06-19,,11:01:52,C,8000000138.0,10.0,A,CUST-MAT-4642,26.41,10.57,KG,EA
100,1000000139,10,MAT00019,Material MAT00019,57.0,EA,95053.77,USD,P002,SL01,2,TAN,,C,C,C,1667.61,1,SALEUSER3,OR1000000139000010,2024-07-12,,12:15:00,B,8000000139.0,10.0,B,,79.4,52.12,KG,PC
100,1000000140,10,MAT00030,Material MAT00030,194.0,EA,172791.92,USD,P002,SL03,3,TAN,,C,C,C,890.68,1,SALEUSER2,OR1000000140000010,2024-06-05,,15:31:09,,8000000140.0,10.0,A,,21.1,67.83,KG,KG
100,1000000140,20,MAT00021,Material MAT00021,3.0,EA,5759.16,USD,P002,SL03,5,TAN,,C,C,C,1919.72,1,SALEUSER2,OR1000000140000020,2024-06-05,,07:28:43,B,8000000140.0,20.0,D,CUST-MAT-1783,83.55,71.98,KG,ST
100,1000000141,10,MAT00017,Material MAT00017,91.0,EA,124910.24,USD,P001,SL01,5,TAN,,C,C,C,1372.64,1,SALEUSER2,OR1000000141000010,2024-01-10,,11:48:21,,8000000141.0,10.0,A,,22.34,70.52,KG,KG
100,1000000142,10,MAT00020,Material MAT00020,124.0,EA,51435.2,USD,P003,SL02,4,TAN,,C,C,C,414.8,1,SALEUSER2,OR1000000142000010,2024-03-02,,10:34:50,C,8000000142.0,10.0,D,CUST-MAT-3032,76.61,23.11,KG,EA
100,1000000143,10,MAT00031,Material MAT00031,159.0,EA,206337.48,USD,P001,SL01,2,TAN,,C,C,C,1297.72,1,SALEUSER2,OR1000000143000010,2024-06-07,,08:45:40,,8000000143.0,10.0,B,,53.75,32.65,KG,EA
100,1000000144,10,MAT00028,Material MAT00028,79.0,EA,85528.56,USD,P003,SL03,5,TAN,,C,C,C,1082.64,1,SALEUSER1,OR1000000144000010,2024-06-08,,13:04:41,,8000000144.0,10.0,D,,65.76,86.68,KG,KG
100,1000000145,10,MAT00030,Material MAT00030,13.0,EA,7797.14,USD,P003,SL02,2,TAN,,C,C,C,599.78,1,SALEUSER1,OR1000000145000010,2024-08-07,,16:42:40,B,8000000145.0,10.0,A,,10.27,81.42,KG,L
100,1000000146,10,MAT00020,Material MAT00020,100.0,EA,160203.0,USD,P003,SL02,3,TAN,,C,C,C,1602.03,1,SALEUSER2,OR1000000146000010,2024-07-13,,10:21:08,C,8000000146.0,10.0,B,,86.0,47.69,KG,ST
100,1000000147,10,MAT00020,Material MAT00020,123.0,EA,160797.9,USD,P003,SL02,4,TAN,,C,C,C,1307.3,1,SALEUSER2,OR1000000147000010,2024-07-17,,08:16:08,B,8000000147.0,10.0,A,,80.09,0.68,KG,L
100,1000000147,20,MAT00021,Material MAT00021,90.0,EA,34992.0,USD,P003,SL02,3,TAN,,C,C,C,388.8,1,SALEUSER2,OR1000000147000020,2024-07-17,,07:15:12,B,8000000147.0,20.0,D,CUST-MAT-7774,17.55,22.36,KG,PC
100,1000000148,10,MAT00024,Material MAT00024,123.0,EA,42218.52,USD,P003,SL02,4,TAN,,C,C,C,343.24,1,SALEUSER1,OR1000000148000010,2024-04-01,,16:18:53,,8000000148.0,10.0,B,,14.17,40.02,KG,L
100,1000000149,10,MAT00033,Material MAT00033,41.0,EA,57831.32,USD,P003,SL02,5,TAN,,C,C,C,1410.52,1,SALEUSER3,OR1000000149000010,2024-08-02,,12:37:06,C,8000000149.0,10.0,D,,0.37,68.44,KG,KG
100,1000000149,20,MAT00029,Material MAT00029,119.0,EA,115771.53,USD,P003,SL02,4,TAN,,C,C,C,972.87,1,SALEUSER3,OR1000000149000020,2024-08-02,,14:11:38,B,8000000149.0,20.0,A,,58.27,27.31,KG,KG
100,1000000150,10,MAT00033,Material MAT00033,82.0,EA,43091.0,USD,P002,SL03,1,TAN,,C,C,C,525.5,1,SALEUSER2,OR1000000150000010,2024-08-21,,11:12:04,C,8000000150.0,10.0,D,,76.79,11.97,KG,PC
100,1000000151,10,MAT00018,Material MAT00018,167.0,EA,288464.11,USD,P002,SL03,2,TAN,,C,C,C,1727.33,1,SALEUSER3,OR1000000151000010,2024-06-03,,15:32:24,B,8000000151.0,10.0,C,,85.87,30.04,KG,PC
100,1000000151,20,MAT00021,Material MAT00021,3.0,EA,1331.64,USD,P002,SL03,2,TAN,,C,C,C,443.88,1,SALEUSER3,OR1000000151000020,2024-06-03,8.0,14:44:40,C,8000000151.0,20.0,D,CUST-MAT-9001,5.47,2.78,KG,PC
100,1000000152,10,MAT00025,Material MAT00025,127.0,EA,52412.9,USD,P002,SL02,1,TAN,,C,C,C,412.7,1,SALEUSER3,OR1000000152000010,2024-06-08,,11:36:36,C,8000000152.0,10.0,D,,40.55,50.19,KG,KG
100,1000000153,10,MAT00033,Material MAT00033,174.0,EA,141613.38,USD,P003,SL02,3,TAN,,C,C,C,813.87,1,SALEUSER3,OR1000000153000010,2024-02-15,,09:42:32,C,8000000153.0,10.0,D,CUST-MAT-9123,94.95,87.39,KG,EA
100,1000000153,20,MAT00021,Material MAT00021,191.0,EA,301556.53,USD,P003,SL02,1,TAN,,C,C,C,1578.83,1,SALEUSER3,OR1000000153000020,2024-02-15,,09:24:12,,8000000153.0,20.0,B,,24.17,38.24,KG,KG
100,1000000154,10,MAT00024,Material MAT00024,149.0,EA,75909.54,USD,P001,SL03,5,TAN,,C,C,C,509.46,1,SALEUSER1,OR1000000154000010,2024-08-17,,15:28:13,,8000000154.0,10.0,A,,86.53,47.75,KG,EA
100,1000000155,10,MAT00019,Material MAT00019,66.0,EA,123477.42,USD,P002,SL02,5,TAN,,C,C,C,1870.87,1,SALEUSER3,OR1000000155000010,2024-07-25,,13:19:19,B,8000000155.0,10.0,A,,34.64,86.46,KG,PC
100,1000000156,10,MAT00029,Material MAT00029,168.0,EA,231460.32,USD,P001,SL01,2,TAN,,C,C,C,1377.74,1,SALEUSER1,OR1000000156000010,2024-04-29,,11:07:22,,8000000156.0,10.0,A,,36.06,49.04,KG,PC
100,1000000157,10,MAT00029,Material MAT00029,190.0,EA,119570.8,USD,P003,SL01,5,TAN,,C,C,C,629.32,1,SALEUSER3,OR1000000157000010,2024-07-07,,14:00:07,B,8000000157.0,10.0,C,,46.43,2.56,KG,ST
100,1000000157,20,MAT00026,Material MAT00026,111.0,EA,148592.37,USD,P003,SL01,2,TAN,,C,C,C,1338.67,1,SALEUSER3,OR1000000157000020,2024-07-07,,16:17:34,B,8000000157.0,20.0,B,,12.59,16.32,KG,PC
100,1000000158,10,MAT00032,Material MAT00032,174.0,EA,150043.68,USD,P003,SL02,1,TAN,,C,A,B,862.32,1,SALEUSER2,OR1000000158000010,2024-05-02,,16:08:26,,8000000158.0,10.0,A,,5.19,20.66,KG,EA
100,1000000159,10,MAT00020,Material MAT00020,195.0,EA,382490.55,USD,P001,SL02,1,TAN,1.0,A,A,C,1961.49,1,SALEUSER1,OR1000000159000010,2024-03-09,,08:17:31,C,,,C,,4.87,53.15,KG,ST
100,1000000160,10,MAT00017,Material MAT00017,66.0,EA,56450.46,USD,P001,SL02,1,TAN,,C,C,C,855.31,1,SALEUSER3,OR1000000160000010,2024-09-06,,08:42:06,C,8000000160.0,10.0,A,CUST-MAT-6802,12.39,11.79,KG,KG
100,1000000161,10,MAT00029,Material MAT00029,41.0,EA,78817.99,USD,P001,SL02,2,TAN,,C,C,C,1922.39,1,SALEUSER2,OR1000000161000010,2024-04-14,,16:14:49,C,8000000161.0,10.0,A,,33.37,11.1,KG,PC
100,1000000162,10,MAT00026,Material MAT00026,178.0,EA,42442.32,USD,P003,SL02,1,TAN,,C,C,C,238.44,1,SALEUSER1,OR1000000162000010,2024-06-16,,06:47:06,B,8000000162.0,10.0,D,,25.3,79.91,KG,EA
100,1000000163,10,MAT00031,Material MAT00031,168.0,EA,321179.04,USD,P002,SL02,1,TAN,,C,C,C,1911.78,1,SALEUSER1,OR1000000163000010,2024-09-11,,06:03:33,,8000000163.0,10.0,A,,45.54,82.54,KG,L
100,1000000163,20,MAT00028,Material MAT00028,48.0,EA,45687.84,USD,P002,SL02,3,TAN,,C,C,C,951.83,1,SALEUSER1,OR1000000163000020,2024-09-11,,07:33:50,,8000000163.0,20.0,D,CUST-MAT-1450,22.95,3.17,KG,L
100,1000000164,10,MAT00026,Material MAT00026,42.0,EA,50384.46,USD,P003,SL03,1,TAN,,C,C,C,1199.63,1,SALEUSER1,OR1000000164000010,2024-01-07,,16:45:59,C,8000000164.0,10.0,A,,28.84,80.95,KG,ST
100,1000000165,10,MAT00024,Material MAT00024,35.0,EA,21850.5,USD,P001,SL02,5,TAN,,C,C,C,624.3,1,SALEUSER1,OR1000000165000010,2024-07-02,,08:19:16,B,8000000165.0,10.0,D,,96.1,55.97,KG,PC
100,1000000166,10,MAT00016,Material MAT00016,48.0,EA,57437.76,USD,P002,SL03,2,TAN,,C,C,C,1196.62,1,SALEUSER3,OR1000000166000010,2024-07-04,,11:16:38,,8000000166.0,10.0,B,,24.12,64.57,KG,KG
100,1000000167,10,MAT00019,Material MAT00019,197.0,EA,351172.2,USD,P002,SL02,3,TAN,,C,C,C,1782.6,1,SALEUSER1,OR1000000167000010,2024-04-14,,13:46:21,B,8000000167.0,10.0,C,,7.27,29.41,KG,EA
100,1000000168,10,MAT00033,Material MAT00033,69.0,EA,76799.07,USD,P001,SL03,4,TAN,,C,C,C,1113.03,1,SALEUSER3,OR1000000168000010,2024-03-12,,09:34:58,C,8000000168.0,10.0,C,,89.45,36.18,KG,EA
100,1000000168,20,MAT00030,Material MAT00030,92.0,EA,22446.16,USD,P001,SL03,2,TAN,,C,C,C,243.98,1,SALEUSER3,OR1000000168000020,2024-03-12,,12:13:12,,8000000168.0,20.0,A,CUST-MAT-5344,26.32,37.38,KG,KG
100,1000000169,10,MAT00032,Material MAT00032,52.0,EA,52374.92,USD,P003,SL02,5,TAN,,C,C,C,1007.21,1,SALEUSER3,OR1000000169000010,2024-02-28,,11:44:55,C,8000000169.0,10.0,C,,53.7,18.88,KG,L
100,1000000170,10,MAT00031,Material MAT00031,52.0,EA,84283.68,USD,P001,SL01,2,TAN,,C,C,C,1620.84,1,SALEUSER2,OR1000000170000010,2024-03-10,,15:58:14,B,8000000170.0,10.0,A,CUST-MAT-8864,13.44,53.31,KG,EA
100,1000000171,10,MAT00016,Material MAT00016,2.0,EA,3831.16,USD,P003,SL02,5,TAN,,C,C,C,1915.58,1,SALEUSER3,OR1000000171000010,2024-02-23,,17:32:05,B,8000000171.0,10.0,B,,35.3,51.94,KG,KG
100,1000000171,20,MAT00021,Material MAT00021,39.0,EA,66247.35,USD,P003,SL02,5,TAN,,C,C,C,1698.65,1,SALEUSER3,OR1000000171000020,2024-02-23,,14:32:24,,8000000171.0,20.0,B,,36.59,11.94,KG,L
100,1000000172,10,MAT00029,Material MAT00029,5.0,EA,1481.05,USD,P001,SL02,4,TAN,1.0,A,A,C,296.21,1,SALEUSER3,OR1000000172000010,2024-05-03,8.0,13:58:41,C,,,D,,96.2,73.02,KG,L
