MANDT,EBELN,EBELP,ETENR,EINDT,SLFDT,LPEIN,MENGE,AMENG,WEMNG,WAMNG,BANFN,BNFPO,FIXKZ,GLMNG,DABMG
100,4500000199,00010,0001,2024-07-23,2024-07-23,T,433.0,0,433.0,433.0,1000000199,00010,X,433.0,0
100,4500000200,00010,0001,2024-07-27,2024-07-27,T,375.0,0,375.0,375.0,1000000200,00010,X,375.0,0
100,4500000201,00010,0001,2024-08-21,2024-08-21,T,368.0,0,368.0,368.0,1000000201,00010,X,368.0,0
100,4500000202,00010,0001,2024-11-11,2024-11-11,T,81.0,0,81.0,81.0,1000000202,00010,X,81.0,0
100,4500000203,00010,0001,2024-03-26,2024-03-26,T,384.0,0,384.0,384.0,1000000203,00010,X,384.0,0
100,4500000204,00010,0001,2024-04-12,2024-04-12,T,26.0,0,26.0,26.0,1000000204,00010,X,26.0,0
100,4500000204,00020,0001,2024-04-12,2024-04-12,T,53.0,0,53.0,53.0,1000000204,00020,X,53.0,0
100,4500000205,00010,0001,2024-03-04,2024-03-04,T,205.0,0,205.0,205.0,1000000205,00010,X,205.0,0
100,4500000206,00010,0001,2024-07-07,2024-07-07,T,232.0,0,232.0,232.0,1000000206,00010,X,232.0,0
100,4500000206,00020,0001,2024-07-07,2024-07-07,T,80.0,0,80.0,80.0,1000000206,00020,X,80.0,0
100,4500000207,00010,0001,2024-08-12,2024-08-12,T,481.0,0,481.0,481.0,1000000207,00010,X,481.0,0
100,4500000208,00010,0001,2024-02-28,2024-02-28,T,314.0,0,314.0,314.0,1000000208,00010,X,314.0,0
100,4500000208,00020,0001,2024-02-28,2024-02-28,T,70.0,0,70.0,70.0,1000000208,00020,X,70.0,0
100,4500000209,00010,0001,2024-03-27,2024-03-27,T,280.0,0,280.0,280.0,1000000209,00010,X,280.0,0
100,4500000210,00010,0001,2024-08-04,2024-08-04,T,498.0,0,498.0,498.0,1000000210,00010,X,498.0,0
100,4500000210,00020,0001,2024-08-04,2024-08-04,T,149.0,0,149.0,149.0,1000000210,00020,X,149.0,0
100,4500000211,00010,0001,2024-04-13,2024-04-13,T,204.0,0,204.0,204.0,1000000211,00010,X,204.0,0
100,4500000212,00010,0001,2024-11-19,2024-11-19,T,342.0,0,342.0,342.0,1000000212,00010,X,342.0,0
100,4500000213,00010,0001,2024-04-13,2024-04-13,T,430.0,0,430.0,430.0,1000000213,00010,X,430.0,0
100,4500000214,00010,0001,2024-07-25,2024-07-25,T,170.0,0,170.0,170.0,,00010,X,170.0,0
100,4500000215,00010,0001,2024-11-29,2024-11-29,T,163.0,0,163.0,163.0,1000000215,00010,X,163.0,0
100,4500000216,00010,0001,2024-07-30,2024-07-30,T,472.0,0,472.0,472.0,,00010,X,472.0,0
100,4500000216,00020,0001,2024-07-30,2024-07-30,T,80.0,0,80.0,80.0,,00020,X,80.0,0
100,4500000217,00010,0001,2024-08-11,2024-08-11,T,386.0,0,386.0,386.0,1000000217,00010,X,386.0,0
100,4500000218,00010,0001,2024-09-28,2024-09-28,T,386.0,0,386.0,386.0,1000000218,00010,X,386.0,0
100,4500000219,00010,0001,2024-06-24,2024-06-24,T,221.0,0,221.0,221.0,1000000219,00010,X,221.0,0
100,4500000220,00010,0001,2024-03-04,2024-03-04,T,78.0,0,78.0,78.0,1000000220,00010,X,78.0,0
100,4500000220,00020,0001,2024-03-04,2024-03-04,T,160.0,0,160.0,160.0,1000000220,00020,X,160.0,0
100,4500000221,00010,0001,2024-06-19,2024-06-19,T,222.0,0,222.0,222.0,1000000221,00010,X,222.0,0
100,4500000222,00010,0001,2024-03-06,2024-03-06,T,81.0,0,81.0,81.0,1000000222,00010,X,81.0,0
100,4500000223,00010,0001,2024-10-30,2024-10-30,T,292.0,0,292.0,292.0,1000000223,00010,X,292.0,0
100,4500000224,00010,0001,2024-07-04,2024-07-04,T,272.0,0,272.0,272.0,1000000224,00010,X,272.0,0
100,4500000224,00020,0001,2024-07-04,2024-07-04,T,128.0,0,128.0,128.0,1000000224,00020,X,128.0,0
100,4500000225,00010,0001,2024-02-08,2024-02-08,T,96.0,0,96.0,96.0,1000000225,00010,X,96.0,0
100,4500000226,00010,0001,2024-08-24,2024-08-24,T,380.0,0,380.0,380.0,1000000226,00010,X,380.0,0
100,4500000226,00020,0001,2024-08-24,2024-08-24,T,90.0,0,90.0,90.0,1000000226,00020,X,90.0,0
100,4500000227,00010,0001,2024-07-10,2024-07-10,T,236.0,0,236.0,236.0,1000000227,00010,X,236.0,0
100,4500000228,00010,0001,2024-02-10,2024-02-10,T,470.0,0,470.0,470.0,1000000228,00010,X,470.0,0
100,4500000229,00010,0001,2024-09-06,2024-09-06,T,393.0,0,393.0,393.0,,00010,X,393.0,0
100,4500000229,00020,0001,2024-09-06,2024-09-06,T,44.0,0,44.0,44.0,,00020,X,44.0,0
100,4500000230,00010,0001,2024-03-02,2024-03-02,T,141.0,0,141.0,141.0,1000000230,00010,X,141.0,0
100,4500000231,00010,0001,2024-06-29,2024-06-29,T,499.0,0,499.0,499.0,1000000231,00010,X,499.0,0
100,4500000231,00020,0001,2024-06-29,2024-06-29,T,128.0,0,128.0,128.0,1000000231,00020,X,128.0,0
100,4500000232,00010,0001,2024-09-08,2024-09-08,T,37.0,0,37.0,37.0,1000000232,00010,X,37.0,0
100,4500000233,00010,0001,2024-05-29,2024-05-29,T,411.0,0,411.0,411.0,1000000233,00010,X,411.0,0
100,4500000234,00010,0001,2024-05-13,2024-05-13,T,91.0,0,91.0,91.0,1000000234,00010,X,91.0,0
100,4500000235,00010,0001,2024-06-27,2024-06-27,T,470.0,0,470.0,470.0,,00010,X,470.0,0
100,4500000236,00010,0001,2024-05-10,2024-05-10,T,65.0,0,65.0,65.0,1000000236,00010,X,65.0,0
100,4500000236,00020,0001,2024-05-10,2024-05-10,T,153.0,0,153.0,153.0,1000000236,00020,X,153.0,0
100,4500000237,00010,0001,2024-06-17,2024-06-17,T,123.0,0,123.0,123.0,1000000237,00010,X,123.0,0
100,4500000238,00010,0001,2024-05-17,2024-05-17,T,320.0,0,320.0,320.0,1000000238,00010,X,320.0,0
100,4500000239,00010,0001,2024-06-11,2024-06-11,T,266.0,0,266.0,266.0,1000000239,00010,X,266.0,0
100,4500000239,00020,0001,2024-06-11,2024-06-11,T,183.0,0,183.0,183.0,1000000239,00020,X,183.0,0
100,4500000240,00010,0001,2024-04-16,2024-04-16,T,327.0,0,327.0,327.0,1000000240,00010,X,327.0,0
100,4500000241,00010,0001,2024-04-12,2024-04-12,T,270.0,0,270.0,270.0,1000000241,00010,X,270.0,0
100,4500000242,00010,0001,2024-06-01,2024-06-01,T,244.0,0,244.0,244.0,1000000242,00010,X,244.0,0
100,4500000242,00020,0001,2024-06-01,2024-06-01,T,108.0,0,108.0,108.0,1000000242,00020,X,108.0,0
100,4500000243,00010,0001,2024-08-26,2024-08-26,T,64.0,0,0,0,1000000243,00010,X,64.0,0
100,4500000244,00010,0001,2024-11-07,2024-11-07,T,294.0,0,294.0,294.0,1000000244,00010,X,294.0,0
100,4500000245,00010,0001,2024-08-18,2024-08-18,T,313.0,0,313.0,313.0,1000000245,00010,X,313.0,0
100,4500000246,00010,0001,2024-05-04,2024-05-04,T,488.0,0,488.0,488.0,1000000246,00010,X,488.0,0
100,4500000247,00010,0001,2024-05-16,2024-05-16,T,454.0,0,454.0,454.0,1000000247,00010,X,454.0,0
100,4500000248,00010,0001,2024-11-02,2024-11-02,T,21.0,0,0,0,1000000248,00010,X,21.0,0
100,4500000248,00020,0001,2024-11-02,2024-11-02,T,77.0,0,0,0,1000000248,00020,X,77.0,0
100,4500000249,00010,0001,2024-05-13,2024-05-13,T,52.0,0,52.0,52.0,1000000249,00010,X,52.0,0
100,4500000250,00010,0001,2024-10-16,2024-10-16,T,297.0,0,0,0,1000000250,00010,X,297.0,0
100,4500000251,00010,0001,2024-04-13,2024-04-13,T,497.0,0,497.0,497.0,1000000251,00010,X,497.0,0
100,4500000252,00010,0001,2024-08-07,2024-08-07,T,270.0,0,270.0,270.0,1000000252,00010,X,270.0,0
100,4500000253,00010,0001,2024-10-18,2024-10-18,T,60.0,0,60.0,60.0,1000000253,00010,X,60.0,0
100,4500000254,00010,0001,2024-06-30,2024-06-30,T,73.0,0,73.0,73.0,1000000254,00010,X,73.0,0
100,4500000255,00010,0001,2024-03-24,2024-03-24,T,158.0,0,158.0,158.0,1000000255,00010,X,158.0,0
100,4500000256,00010,0001,2024-03-31,2024-03-31,T,17.0,0,17.0,17.0,1000000256,00010,X,17.0,0
100,4500000257,00010,0001,2024-07-27,2024-07-27,T,265.0,0,265.0,265.0,1000000257,00010,X,265.0,0
100,4500000258,00010,0001,2024-09-23,2024-09-23,T,190.0,0,190.0,190.0,,00010,X,190.0,0
100,4500000259,00010,0001,2024-05-30,2024-05-30,T,124.0,0,124.0,124.0,1000000259,00010,X,124.0,0
100,4500000260,00010,0001,2024-10-07,2024-10-07,T,197.0,0,197.0,197.0,1000000260,00010,X,197.0,0
100,4500000261,00010,0001,2024-04-20,2024-04-20,T,428.0,0,428.0,428.0,1000000261,00010,X,428.0,0
100,4500000262,00010,0001,2024-04-16,2024-04-16,T,139.0,0,139.0,139.0,1000000262,00010,X,139.0,0
100,4500000263,00010,0001,2024-06-09,2024-06-09,T,163.0,0,163.0,163.0,1000000263,00010,X,163.0,0
100,4500000263,00020,0001,2024-06-09,2024-06-09,T,9.0,0,9.0,9.0,1000000263,00020,X,9.0,0
100,4500000264,00010,0001,2024-07-20,2024-07-20,T,254.0,0,254.0,254.0,1000000264,00010,X,254.0,0
100,4500000264,00020,0001,2024-07-20,2024-07-20,T,71.0,0,71.0,71.0,1000000264,00020,X,71.0,0
100,4500000265,00010,0001,2024-09-22,2024-09-22,T,232.0,0,232.0,232.0,1000000265,00010,X,232.0,0
100,4500000266,00010,0001,2024-06-01,2024-06-01,T,128.0,0,128.0,128.0,1000000266,00010,X,128.0,0
100,4500000267,00010,0001,2024-06-18,2024-06-18,T,248.0,0,248.0,248.0,1000000267,00010,X,248.0,0
100,4500000268,00010,0001,2024-06-30,2024-06-30,T,449.0,0,449.0,449.0,1000000268,00010,X,449.0,0
100,4500000269,00010,0001,2024-09-02,2024-09-02,T,96.0,0,96.0,96.0,1000000269,00010,X,96.0,0
100,4500000270,00010,0001,2024-03-13,2024-03-13,T,422.0,0,422.0,422.0,1000000270,00010,X,422.0,0
100,4500000270,00020,0001,2024-03-13,2024-03-13,T,186.0,0,186.0,186.0,1000000270,00020,X,186.0,0
100,4500000271,00010,0001,2024-09-04,2024-09-04,T,89.0,0,89.0,89.0,1000000271,00010,X,89.0,0
100,4500000272,00010,0001,2024-05-13,2024-05-13,T,485.0,0,0,0,1000000272,00010,X,485.0,0
100,4500000273,00010,0001,2024-09-11,2024-09-11,T,20.0,0,20.0,20.0,1000000273,00010,X,20.0,0
100,4500000274,00010,0001,2024-11-10,2024-11-10,T,103.0,0,103.0,103.0,,00010,X,103.0,0
100,4500000274,00020,0001,2024-11-10,2024-11-10,T,147.0,0,147.0,147.0,,00020,X,147.0,0
100,4500000275,00010,0001,2024-06-05,2024-06-05,T,217.0,0,217.0,217.0,1000000275,00010,X,217.0,0
100,4500000276,00010,0001,2024-05-20,2024-05-20,T,440.0,0,440.0,440.0,1000000276,00010,X,440.0,0
100,4500000276,00020,0001,2024-05-20,2024-05-20,T,181.0,0,181.0,181.0,1000000276,00020,X,181.0,0
100,4500000277,00010,0001,2024-07-17,2024-07-17,T,224.0,0,224.0,224.0,1000000277,00010,X,224.0,0
100,4500000278,00010,0001,2024-05-11,2024-05-11,T,386.0,0,386.0,386.0,1000000278,00010,X,386.0,0
100,4500000279,00010,0001,2024-10-25,2024-10-25,T,13.0,0,13.0,13.0,,00010,X,13.0,0
100,4500000280,00010,0001,2024-05-30,2024-05-30,T,207.0,0,207.0,207.0,1000000280,00010,X,207.0,0
100,4500000281,00010,0001,2024-09-21,2024-09-21,T,101.0,0,101.0,101.0,1000000281,00010,X,101.0,0
100,4500000281,00020,0001,2024-09-21,2024-09-21,T,64.0,0,64.0,64.0,1000000281,00020,X,64.0,0
100,4500000282,00010,0001,2024-06-15,2024-06-15,T,50.0,0,50.0,50.0,1000000282,00010,X,50.0,0
100,4500000283,00010,0001,2024-05-31,2024-05-31,T,437.0,0,437.0,437.0,1000000283,00010,X,437.0,0
100,4500000283,00020,0001,2024-05-31,2024-05-31,T,75.0,0,75.0,75.0,1000000283,00020,X,75.0,0
100,4500000284,00010,0001,2024-05-15,2024-05-15,T,237.0,0,237.0,237.0,1000000284,00010,X,237.0,0
100,4500000285,00010,0001,2024-10-01,2024-10-01,T,294.0,0,294.0,294.0,1000000285,00010,X,294.0,0
100,4500000286,00010,0001,2024-11-13,2024-11-13,T,230.0,0,230.0,230.0,1000000286,00010,X,230.0,0
100,4500000287,00010,0001,2024-09-01,2024-09-01,T,486.0,0,486.0,486.0,,00010,X,486.0,0
100,4500000288,00010,0001,2024-05-13,2024-05-13,T,405.0,0,405.0,405.0,1000000288,00010,X,405.0,0
100,4500000289,00010,0001,2024-03-17,2024-03-17,T,380.0,0,380.0,380.0,1000000289,00010,X,380.0,0
100,4500000290,00010,0001,2024-04-11,2024-04-11,T,485.0,0,0,0,1000000290,00010,X,485.0,0
100,4500000291,00010,0001,2024-05-02,2024-05-02,T,460.0,0,460.0,460.0,1000000291,00010,X,460.0,0
100,4500000292,00010,0001,2024-04-08,2024-04-08,T,334.0,0,334.0,334.0,1000000292,00010,X,334.0,0
100,4500000292,00020,0001,2024-04-08,2024-04-08,T,142.0,0,142.0,142.0,1000000292,00020,X,142.0,0
100,4500000293,00010,0001,2024-06-19,2024-06-19,T,280.0,0,280.0,280.0,1000000293,00010,X,280.0,0
100,4500000294,00010,0001,2024-02-15,2024-02-15,T,405.0,0,405.0,405.0,1000000294,00010,X,405.0,0
100,4500000295,00010,0001,2024-03-04,2024-03-04,T,445.0,0,445.0,445.0,1000000295,00010,X,445.0,0
100,4500000295,00020,0001,2024-03-04,2024-03-04,T,187.0,0,187.0,187.0,1000000295,00020,X,187.0,0
100,4500000296,00010,0001,2024-05-06,2024-05-06,T,305.0,0,305.0,305.0,1000000296,00010,X,305.0,0
100,4500000297,00010,0001,2024-07-09,2024-07-09,T,411.0,0,411.0,411.0,1000000297,00010,X,411.0,0
100,4500000298,00010,0001,2024-10-22,2024-10-22,T,54.0,0,54.0,54.0,1000000298,00010,X,54.0,0
100,4500000299,00010,0001,2024-03-24,2024-03-24,T,378.0,0,378.0,378.0,1000000299,00010,X,378.0,0
100,4500000300,00010,0001,2024-03-11,2024-03-11,T,197.0,0,197.0,197.0,1000000300,00010,X,197.0,0
100,4500000301,00010,0001,2024-09-07,2024-09-07,T,451.0,0,451.0,451.0,,00010,X,451.0,0
100,4500000301,00020,0001,2024-09-07,2024-09-07,T,18.0,0,18.0,18.0,,00020,X,18.0,0
100,4500000302,00010,0001,2024-10-04,2024-10-04,T,314.0,0,314.0,314.0,,00010,X,314.0,0
100,4500000303,00010,0001,2024-03-02,2024-03-02,T,352.0,0,352.0,352.0,1000000303,00010,X,352.0,0
100,4500000304,00010,0001,2024-08-19,2024-08-19,T,327.0,0,327.0,327.0,1000000304,00010,X,327.0,0
100,4500000305,00010,0001,2024-06-08,2024-06-08,T,71.0,0,71.0,71.0,1000000305,00010,X,71.0,0
100,4500000306,00010,0001,2024-06-14,2024-06-14,T,64.0,0,0,0,1000000306,00010,X,64.0,0
100,4500000307,00010,0001,2024-03-19,2024-03-19,T,311.0,0,311.0,311.0,1000000307,00010,X,311.0,0
100,4500000308,00010,0001,2024-09-06,2024-09-06,T,202.0,0,202.0,202.0,,00010,X,202.0,0
100,4500000309,00010,0001,2024-06-04,2024-06-04,T,418.0,0,418.0,418.0,,00010,X,418.0,0
100,4500000310,00010,0001,2024-09-03,2024-09-03,T,37.0,0,37.0,37.0,1000000310,00010,X,37.0,0
100,4500000310,00020,0001,2024-09-03,2024-09-03,T,25.0,0,25.0,25.0,1000000310,00020,X,25.0,0
100,4500000311,00010,0001,2024-10-10,2024-10-10,T,228.0,0,228.0,228.0,1000000311,00010,X,228.0,0
100,4500000312,00010,0001,2024-03-12,2024-03-12,T,488.0,0,488.0,488.0,1000000312,00010,X,488.0,0
100,4500000313,00010,0001,2024-06-01,2024-06-01,T,316.0,0,316.0,316.0,1000000313,00010,X,316.0,0
100,4500000314,00010,0001,2024-06-28,2024-06-28,T,362.0,0,362.0,362.0,1000000314,00010,X,362.0,0
100,4500000315,00010,0001,2024-03-02,2024-03-02,T,400.0,0,400.0,400.0,1000000315,00010,X,400.0,0
100,4500000316,00010,0001,2024-11-03,2024-11-03,T,42.0,0,42.0,42.0,1000000316,00010,X,42.0,0
100,4500000317,00010,0001,2024-06-09,2024-06-09,T,125.0,0,125.0,125.0,1000000317,00010,X,125.0,0
100,4500000318,00010,0001,2024-10-06,2024-10-06,T,190.0,0,190.0,190.0,1000000318,00010,X,190.0,0
100,4500000319,00010,0001,2024-03-14,2024-03-14,T,29.0,0,29.0,29.0,1000000319,00010,X,29.0,0
100,4500000320,00010,0001,2024-10-23,2024-10-23,T,205.0,0,205.0,205.0,1000000320,00010,X,205.0,0
100,4500000321,00010,0001,2024-03-27,2024-03-27,T,407.0,0,407.0,407.0,1000000321,00010,X,407.0,0
100,4500000322,00010,0001,2024-05-10,2024-05-10,T,199.0,0,199.0,199.0,1000000322,00010,X,199.0,0
100,4500000323,00010,0001,2024-07-01,2024-07-01,T,44.0,0,44.0,44.0,1000000323,00010,X,44.0,0
100,4500000323,00020,0001,2024-07-01,2024-07-01,T,174.0,0,174.0,174.0,1000000323,00020,X,174.0,0
100,4500000324,00010,0001,2024-08-30,2024-08-30,T,171.0,0,171.0,171.0,1000000324,00010,X,171.0,0
100,4500000325,00010,0001,2024-09-24,2024-09-24,T,100.0,0,100.0,100.0,1000000325,00010,X,100.0,0
100,4500000326,00010,0001,2024-09-23,2024-09-23,T,258.0,0,258.0,258.0,1000000326,00010,X,258.0,0
100,4500000327,00010,0001,2024-09-23,2024-09-23,T,421.0,0,421.0,421.0,,00010,X,421.0,0
100,4500000328,00010,0001,2024-07-01,2024-07-01,T,12.0,0,12.0,12.0,1000000328,00010,X,12.0,0
100,4500000329,00010,0001,2024-08-29,2024-08-29,T,170.0,0,170.0,170.0,1000000329,00010,X,170.0,0
100,4500000330,00010,0001,2024-07-30,2024-07-30,T,211.0,0,211.0,211.0,1000000330,00010,X,211.0,0
100,4500000330,00020,0001,2024-07-30,2024-07-30,T,196.0,0,196.0,196.0,1000000330,00020,X,196.0,0
100,4500000331,00010,0001,2024-05-02,2024-05-02,T,109.0,0,109.0,109.0,1000000331,00010,X,109.0,0
100,4500000332,00010,0001,2024-08-13,2024-08-13,T,454.0,0,454.0,454.0,,00010,X,454.0,0
100,4500000332,00020,0001,2024-08-13,2024-08-13,T,15.0,0,15.0,15.0,,00020,X,15.0,0
100,4500000333,00010,0001,2024-07-16,2024-07-16,T,109.0,0,109.0,109.0,1000000333,00010,X,109.0,0
100,4500000334,00010,0001,2024-07-29,2024-07-29,T,281.0,0,281.0,281.0,1000000334,00010,X,281.0,0
100,4500000334,00020,0001,2024-07-29,2024-07-29,T,42.0,0,42.0,42.0,1000000334,00020,X,42.0,0
100,4500000335,00010,0001,2024-05-10,2024-05-10,T,388.0,0,388.0,388.0,1000000335,00010,X,388.0,0
100,4500000336,00010,0001,2024-09-23,2024-09-23,T,131.0,0,131.0,131.0,1000000336,00010,X,131.0,0
100,4500000337,00010,0001,2024-07-26,2024-07-26,T,439.0,0,0,0,1000000337,00010,X,439.0,0
100,4500000337,00020,0001,2024-07-26,2024-07-26,T,5.0,0,0,0,1000000337,00020,X,5.0,0
100,4500000338,00010,0001,2024-05-20,2024-05-20,T,377.0,0,377.0,377.0,1000000338,00010,X,377.0,0
100,4500000339,00010,0001,2024-02-22,2024-02-22,T,295.0,0,295.0,295.0,1000000339,00010,X,295.0,0
100,4500000340,00010,0001,2024-03-12,2024-03-12,T,59.0,0,59.0,59.0,1000000340,00010,X,59.0,0
100,4500000341,00010,0001,2024-07-30,2024-07-30,T,371.0,0,371.0,371.0,1000000341,00010,X,371.0,0
100,4500000342,00010,0001,2024-10-11,2024-10-11,T,418.0,0,418.0,418.0,1000000342,00010,X,418.0,0
100,4500000342,00020,0001,2024-10-11,2024-10-11,T,26.0,0,26.0,26.0,1000000342,00020,X,26.0,0
100,4500000343,00010,0001,2024-07-28,2024-07-28,T,386.0,0,386.0,386.0,1000000343,00010,X,386.0,0
100,4500000343,00020,0001,2024-07-28,2024-07-28,T,149.0,0,149.0,149.0,1000000343,00020,X,149.0,0
100,4500000344,00010,0001,2024-06-06,2024-06-06,T,274.0,0,274.0,274.0,1000000344,00010,X,274.0,0
100,4500000344,00020,0001,2024-06-06,2024-06-06,T,29.0,0,29.0,29.0,1000000344,00020,X,29.0,0
100,4500000345,00010,0001,2024-10-25,2024-10-25,T,492.0,0,492.0,492.0,1000000345,00010,X,492.0,0
100,4500000346,00010,0001,2024-03-24,2024-03-24,T,468.0,0,468.0,468.0,,00010,X,468.0,0
100,4500000347,00010,0001,2024-05-04,2024-05-04,T,422.0,0,422.0,422.0,1000000347,00010,X,422.0,0
100,4500000348,00010,0001,2024-05-16,2024-05-16,T,349.0,0,349.0,349.0,1000000348,00010,X,349.0,0
100,4500000349,00010,0001,2024-05-24,2024-05-24,T,354.0,0,354.0,354.0,1000000349,00010,X,354.0,0
100,4500000350,00010,0001,2024-04-28,2024-04-28,T,98.0,0,98.0,98.0,1000000350,00010,X,98.0,0
100,4500000351,00010,0001,2024-02-09,2024-02-09,T,474.0,0,474.0,474.0,1000000351,00010,X,474.0,0
100,4500000352,00010,0001,2024-07-31,2024-07-31,T,315.0,0,315.0,315.0,1000000352,00010,X,315.0,0
100,4500000353,00010,0001,2024-09-12,2024-09-12,T,412.0,0,412.0,412.0,1000000353,00010,X,412.0,0
100,4500000353,00020,0001,2024-09-12,2024-09-12,T,18.0,0,18.0,18.0,1000000353,00020,X,18.0,0
100,4500000354,00010,0001,2024-10-29,2024-10-29,T,353.0,0,353.0,353.0,1000000354,00010,X,353.0,0
100,4500000355,00010,0001,2024-08-16,2024-08-16,T,308.0,0,308.0,308.0,1000000355,00010,X,308.0,0
100,4500000356,00010,0001,2024-05-31,2024-05-31,T,38.0,0,38.0,38.0,1000000356,00010,X,38.0,0
100,4500000357,00010,0001,2024-10-12,2024-10-12,T,230.0,0,230.0,230.0,,00010,X,230.0,0
100,4500000358,00010,0001,2024-07-12,2024-07-12,T,114.0,0,114.0,114.0,1000000358,00010,X,114.0,0
100,4500000359,00010,0001,2024-08-13,2024-08-13,T,107.0,0,107.0,107.0,,00010,X,107.0,0
100,4500000360,00010,0001,2024-09-09,2024-09-09,T,376.0,0,376.0,376.0,1000000360,00010,X,376.0,0
100,4500000361,00010,0001,2024-11-17,2024-11-17,T,72.0,0,72.0,72.0,1000000361,00010,X,72.0,0
100,4500000362,00010,0001,2024-10-11,2024-10-11,T,50.0,0,50.0,50.0,1000000362,00010,X,50.0,0
100,4500000362,00020,0001,2024-10-11,2024-10-11,T,147.0,0,147.0,147.0,1000000362,00020,X,147.0,0
100,4500000363,00010,0001,2024-09-06,2024-09-06,T,353.0,0,353.0,353.0,1000000363,00010,X,353.0,0
100,4500000364,00010,0001,2024-03-02,2024-03-02,T,168.0,0,168.0,168.0,1000000364,00010,X,168.0,0
100,4500000365,00010,0001,2024-11-12,2024-11-12,T,329.0,0,329.0,329.0,1000000365,00010,X,329.0,0
100,4500000365,00020,0001,2024-11-12,2024-11-12,T,126.0,0,126.0,126.0,1000000365,00020,X,126.0,0
100,4500000366,00010,0001,2024-04-17,2024-04-17,T,267.0,0,267.0,267.0,,00010,X,267.0,0
100,4500000367,00010,0001,2024-10-08,2024-10-08,T,286.0,0,286.0,286.0,1000000367,00010,X,286.0,0
100,4500000368,00010,0001,2024-04-04,2024-04-04,T,271.0,0,271.0,271.0,1000000368,00010,X,271.0,0
100,4500000369,00010,0001,2024-06-23,2024-06-23,T,410.0,0,410.0,410.0,1000000369,00010,X,410.0,0
100,4500000370,00010,0001,2024-08-26,2024-08-26,T,253.0,0,253.0,253.0,1000000370,00010,X,253.0,0
100,4500000370,00020,0001,2024-08-26,2024-08-26,T,19.0,0,19.0,19.0,1000000370,00020,X,19.0,0
100,4500000371,00010,0001,2024-04-08,2024-04-08,T,357.0,0,357.0,357.0,1000000371,00010,X,357.0,0
100,4500000372,00010,0001,2024-11-08,2024-11-08,T,11.0,0,11.0,11.0,1000000372,00010,X,11.0,0
100,4500000372,00020,0001,2024-11-08,2024-11-08,T,25.0,0,25.0,25.0,1000000372,00020,X,25.0,0
100,4500000373,00010,0001,2024-07-10,2024-07-10,T,143.0,0,143.0,143.0,,00010,X,143.0,0
100,4500000373,00020,0001,2024-07-10,2024-07-10,T,195.0,0,195.0,195.0,,00020,X,195.0,0
100,4500000374,00010,0001,2024-08-19,2024-08-19,T,198.0,0,0,0,1000000374,00010,X,198.0,0
100,4500000375,00010,0001,2024-03-15,2024-03-15,T,426.0,0,426.0,426.0,1000000375,00010,X,426.0,0
100,4500000376,00010,0001,2024-08-29,2024-08-29,T,62.0,0,62.0,62.0,1000000376,00010,X,62.0,0
100,4500000377,00010,0001,2024-08-01,2024-08-01,T,228.0,0,228.0,228.0,,00010,X,228.0,0
100,4500000378,00010,0001,2024-11-18,2024-11-18,T,218.0,0,218.0,218.0,1000000378,00010,X,218.0,0
100,4500000379,00010,0001,2024-08-19,2024-08-19,T,404.0,0,404.0,404.0,,00010,X,404.0,0
100,4500000380,00010,0001,2024-05-09,2024-05-09,T,142.0,0,142.0,142.0,1000000380,00010,X,142.0,0
100,4500000381,00010,0001,2024-04-06,2024-04-06,T,257.0,0,257.0,257.0,1000000381,00010,X,257.0,0
100,4500000382,00010,0001,2024-04-16,2024-04-16,T,316.0,0,316.0,316.0,1000000382,00010,X,316.0,0
100,4500000383,00010,0001,2024-07-08,2024-07-08,T,54.0,0,54.0,54.0,1000000383,00010,X,54.0,0
100,4500000384,00010,0001,2024-11-22,2024-11-22,T,193.0,0,193.0,193.0,1000000384,00010,X,193.0,0
100,4500000385,00010,0001,2024-09-19,2024-09-19,T,369.0,0,369.0,369.0,1000000385,00010,X,369.0,0
100,4500000386,00010,0001,2024-03-04,2024-03-04,T,469.0,0,469.0,469.0,1000000386,00010,X,469.0,0
100,4500000386,00020,0001,2024-03-04,2024-03-04,T,21.0,0,21.0,21.0,1000000386,00020,X,21.0,0
100,4500000387,00010,0001,2024-10-15,2024-10-15,T,201.0,0,201.0,201.0,1000000387,00010,X,201.0,0
100,4500000388,00010,0001,2024-02-27,2024-02-27,T,323.0,0,323.0,323.0,,00010,X,323.0,0
100,4500000389,00010,0001,2024-10-16,2024-10-16,T,255.0,0,0,0,1000000389,00010,X,255.0,0
100,4500000390,00010,0001,2024-10-09,2024-10-09,T,470.0,0,470.0,470.0,,00010,X,470.0,0
100,4500000391,00010,0001,2024-06-17,2024-06-17,T,197.0,0,197.0,197.0,1000000391,00010,X,197.0,0
100,4500000392,00010,0001,2024-02-06,2024-02-06,T,397.0,0,0,0,1000000392,00010,X,397.0,0
100,4500000393,00010,0001,2024-07-14,2024-07-14,T,123.0,0,123.0,123.0,1000000393,00010,X,123.0,0
100,4500000394,00010,0001,2024-08-06,2024-08-06,T,450.0,0,450.0,450.0,1000000394,00010,X,450.0,0
100,4500000395,00010,0001,2024-10-28,2024-10-28,T,201.0,0,201.0,201.0,1000000395,00010,X,201.0,0
100,4500000396,00010,0001,2024-08-14,2024-08-14,T,304.0,0,304.0,304.0,1000000396,00010,X,304.0,0
