MANDT,BANFN,BNFPO,BSART,BSTYP,BSAKZ,LOEKZ,STATU,ESTKZ,FRGKZ,FRGZU,FRGST,EKGRP,ERNAM,ERDAT,AFNAM,TXZ01,MATNR,WERKS,LGORT,MENGE,MEINS,LFDAT,BADAT,LIFNR,EKORG,EBELN,EBELP,FRGRL,BWTAR,PSTYP,KNTTP
100,1000000124,00020,NB,B,,,N,B,R,,,100,BUYER02,2024-02-23,BUYER02,PR for material MAT00005,MAT00005,P001,SL02,406.0,EA,2024-04-20,2024-02-23,,1000,4500000124,00020,,,0,
100,1000000126,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-06-29,BUYER01,PR for material MAT00018,MAT00018,P003,SL01,331.0,EA,2024-08-02,2024-06-29,,1000,4500000126,00010,,,0,
100,1000000126,00020,NB,B,,,N,B,R,,,100,BUYER01,2024-06-29,BUYER01,PR for material MAT00018,MAT00018,P003,SL01,331.0,EA,2024-08-02,2024-06-29,,1000,4500000126,00020,,,0,
100,1000000127,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-09-09,BUYER01,PR for material MAT00014,MAT00014,P001,SL02,193.0,EA,2024-11-02,2024-09-09,,1000,4500000127,00010,,,0,
100,1000000127,00020,NB,B,,,N,B,R,,,100,BUYER01,2024-09-09,BUYER01,PR for material MAT00014,MAT00014,P001,SL02,193.0,EA,2024-11-02,2024-09-09,,1000,4500000127,00020,,,0,
100,1000000128,00010,NB,B,,,N,B,R,,,100,BUYER02,2024-03-28,BUYER02,PR for material MAT00012,MAT00012,P003,SL03,417.0,EA,2024-05-04,2024-03-28,,1000,4500000128,00010,,,0,
100,1000000129,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-05-13,BUYER01,PR for material MAT00008,MAT00008,P003,SL01,484.0,EA,2024-06-20,2024-05-13,,1000,4500000129,00010,,,0,
100,1000000130,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-02-29,BUYER02,PR for material MAT00010,MAT00010,P003,SL03,494.0,EA,2024-03-22,2024-02-29,,1000,4500000130,00010,,,0,
100,1000000131,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-07-21,BUYER02,PR for material MAT00013,MAT00013,P002,SL02,357.0,EA,2024-08-12,2024-07-21,,1000,4500000131,00010,,,0,
100,1000000132,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-04-07,BUYER02,PR for material MAT00009,MAT00009,P001,SL02,54.0,EA,2024-05-18,2024-04-07,,1000,4500000132,00010,,,0,
100,1000000133,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-07-18,BUYER01,PR for material MAT00022,MAT00022,P002,SL01,36.0,EA,2024-08-25,2024-07-18,,1000,4500000133,00010,,,0,
100,1000000134,00010,NB,B,,,N,B,R,,,100,BUYER02,2024-05-24,BUYER02,PR for material MAT00015,MAT00015,P003,SL01,385.0,EA,2024-06-19,2024-05-24,,1000,4500000134,00010,,,0,
100,1000000136,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-02-29,BUYER03,PR for material MAT00022,MAT00022,P001,SL03,348.0,EA,2024-03-21,2024-02-29,,1000,4500000136,00010,,,0,
100,1000000137,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-03-03,BUYER01,PR for material MAT00010,MAT00010,P003,SL03,107.0,EA,2024-03-30,2024-03-03,,1000,4500000137,00010,,,0,
100,1000000138,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-09-13,BUYER01,PR for material MAT00004,MAT00004,P001,SL03,261.0,EA,2024-10-04,2024-09-13,,1000,4500000138,00010,,,0,
100,1000000139,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-04-01,BUYER01,PR for material MAT00005,MAT00005,P001,SL01,478.0,EA,2024-05-10,2024-04-01,,1000,4500000139,00010,,,0,
100,1000000141,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-09-29,BUYER01,PR for material MAT00001,MAT00001,P001,SL02,287.0,EA,2024-11-25,2024-09-29,,1000,4500000141,00010,,,0,
100,1000000143,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-06-22,BUYER02,PR for material MAT00015,MAT00015,P002,SL01,242.0,EA,2024-08-19,2024-06-22,,1000,4500000143,00010,,,0,
100,1000000144,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-04-14,BUYER03,PR for material MAT00009,MAT00009,P003,SL02,203.0,EA,2024-05-07,2024-04-14,,1000,4500000144,00010,,,0,
100,1000000145,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-04-02,BUYER02,PR for material MAT00023,MAT00023,P003,SL02,200.0,EA,2024-04-30,2024-04-02,,1000,4500000145,00010,,,0,
100,1000000146,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-04-25,BUYER03,PR for material MAT00023,MAT00023,P003,SL02,360.0,EA,2024-05-24,2024-04-25,,1000,4500000146,00010,,,0,
100,1000000147,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-09-28,BUYER03,PR for material MAT00001,MAT00001,P003,SL02,81.0,EA,2024-10-14,2024-09-28,,1000,4500000147,00010,,,0,
100,1000000148,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-07-22,BUYER01,PR for material MAT00021,MAT00021,P003,SL03,400.0,EA,2024-09-08,2024-07-22,,1000,4500000148,00010,,,0,
100,1000000149,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-04-14,BUYER01,PR for material MAT00019,MAT00019,P003,SL03,154.0,EA,2024-06-20,2024-04-14,,1000,4500000149,00010,,,0,
100,1000000150,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-03-23,BUYER01,PR for material MAT00002,MAT00002,P002,SL02,389.0,EA,2024-05-17,2024-03-23,,1000,4500000150,00010,,,0,
100,1000000151,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-06-22,BUYER01,PR for material MAT00022,MAT00022,P002,SL01,117.0,EA,2024-08-01,2024-06-22,,1000,4500000151,00010,,,0,
100,1000000152,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-01-27,BUYER03,PR for material MAT00016,MAT00016,P002,SL03,167.0,EA,2024-03-25,2024-01-27,,1000,4500000152,00010,,,0,
100,1000000153,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-04-05,BUYER02,PR for material MAT00002,MAT00002,P001,SL01,45.0,EA,2024-05-12,2024-04-05,,1000,4500000153,00010,,,0,
100,1000000154,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-02-11,BUYER01,PR for material MAT00023,MAT00023,P003,SL03,152.0,EA,2024-03-31,2024-02-11,,1000,4500000154,00010,,,0,
100,1000000155,00010,NB,B,,,N,B,R,,,100,BUYER02,2024-07-14,BUYER02,PR for material MAT00022,MAT00022,P003,SL01,282.0,EA,2024-09-02,2024-07-14,,1000,4500000155,00010,,,0,
100,1000000156,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-03-03,BUYER01,PR for material MAT00007,MAT00007,P001,SL01,288.0,EA,2024-04-30,2024-03-03,,1000,4500000156,00010,,,0,
100,1000000157,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-06-15,BUYER01,PR for material MAT00007,MAT00007,P002,SL03,312.0,EA,2024-07-31,2024-06-15,,1000,4500000157,00010,,,0,
100,1000000158,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-08-28,BUYER02,PR for material MAT00016,MAT00016,P001,SL03,160.0,EA,2024-10-07,2024-08-28,,1000,4500000158,00010,,,0,
100,1000000159,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-04-22,BUYER01,PR for material MAT00019,MAT00019,P003,SL03,276.0,EA,2024-06-11,2024-04-22,,1000,4500000159,00010,,,0,
100,1000000159,00020,NB,B,,,N,B,R,,,101,BUYER01,2024-04-22,BUYER01,PR for material MAT00019,MAT00019,P003,SL03,276.0,EA,2024-06-11,2024-04-22,,1000,4500000159,00020,,,0,
100,1000000160,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-04-26,BUYER03,PR for material MAT00002,MAT00002,P003,SL02,41.0,EA,2024-06-17,2024-04-26,,1000,4500000160,00010,,,0,
100,1000000161,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-04-03,BUYER03,PR for material MAT00019,MAT00019,P002,SL03,189.0,EA,2024-06-01,2024-04-03,,1000,4500000161,00010,,,0,
100,1000000162,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-09-24,BUYER01,PR for material MAT00003,MAT00003,P002,SL01,84.0,EA,2024-10-31,2024-09-24,,1000,4500000162,00010,,,0,
100,1000000163,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-09-23,BUYER01,PR for material MAT00005,MAT00005,P001,SL03,37.0,EA,2024-11-13,2024-09-23,,1000,4500000163,00010,,,0,
100,1000000164,00010,NB,B,,,N,B,R,,,100,BUYER02,2024-09-22,BUYER02,PR for material MAT00020,MAT00020,P003,SL01,346.0,EA,2024-10-19,2024-09-22,,1000,4500000164,00010,,,0,
100,1000000165,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-09-07,BUYER03,PR for material MAT00003,MAT00003,P003,SL01,274.0,EA,2024-10-05,2024-09-07,,1000,4500000165,00010,,,0,
100,1000000166,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-05-14,BUYER03,PR for material MAT00005,MAT00005,P003,SL01,149.0,EA,2024-06-15,2024-05-14,,1000,4500000166,00010,,,0,
100,1000000167,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-08-08,BUYER02,PR for material MAT00009,MAT00009,P003,SL03,145.0,EA,2024-09-19,2024-08-08,,1000,4500000167,00010,,,0,
100,1000000168,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-08-20,BUYER02,PR for material MAT00008,MAT00008,P003,SL01,59.0,EA,2024-10-24,2024-08-20,,1000,4500000168,00010,,,0,
100,1000000169,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-09-27,BUYER01,PR for material MAT00020,MAT00020,P003,SL02,38.0,EA,2024-11-28,2024-09-27,,1000,4500000169,00010,,,0,
100,1000000169,00020,NB,B,,,N,B,R,,,103,BUYER01,2024-09-27,BUYER01,PR for material MAT00020,MAT00020,P003,SL02,38.0,EA,2024-11-28,2024-09-27,,1000,4500000169,00020,,,0,
100,1000000170,00010,NB,B,,,N,B,R,,,102,BUYER03,2024-04-29,BUYER03,PR for material MAT00009,MAT00009,P003,SL02,466.0,EA,2024-05-30,2024-04-29,,1000,4500000170,00010,,,0,
100,1000000171,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-09-08,BUYER03,PR for material MAT00013,MAT00013,P002,SL03,176.0,EA,2024-10-14,2024-09-08,,1000,4500000171,00010,,,0,
100,1000000173,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-07-05,BUYER02,PR for material MAT00008,MAT00008,P001,SL01,461.0,EA,2024-07-27,2024-07-05,,1000,4500000173,00010,,,0,
100,1000000173,00020,NB,B,,,N,B,R,,,100,BUYER02,2024-07-05,BUYER02,PR for material MAT00008,MAT00008,P001,SL01,461.0,EA,2024-07-27,2024-07-05,,1000,4500000173,00020,,,0,
100,1000000175,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-05-22,BUYER01,PR for material MAT00004,MAT00004,P003,SL01,222.0,EA,2024-06-27,2024-05-22,,1000,4500000175,00010,,,0,
100,1000000177,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-07-04,BUYER03,PR for material MAT00010,MAT00010,P003,SL03,249.0,EA,2024-09-02,2024-07-04,,1000,4500000177,00010,,,0,
100,1000000178,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-06-13,BUYER01,PR for material MAT00008,MAT00008,P001,SL01,358.0,EA,2024-08-10,2024-06-13,,1000,4500000178,00010,,,0,
100,1000000179,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-03-30,BUYER03,PR for material MAT00007,MAT00007,P003,SL03,41.0,EA,2024-04-23,2024-03-30,,1000,4500000179,00010,,,0,
100,1000000180,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-03-09,BUYER01,PR for material MAT00021,MAT00021,P003,SL02,94.0,EA,2024-04-27,2024-03-09,,1000,4500000180,00010,,,0,
100,1000000181,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-09-07,BUYER03,PR for material MAT00012,MAT00012,P002,SL03,54.0,EA,2024-10-10,2024-09-07,,1000,4500000181,00010,,,0,
100,1000000181,00020,NB,B,,,N,B,R,,,102,BUYER03,2024-09-07,BUYER03,PR for material MAT00012,MAT00012,P002,SL03,54.0,EA,2024-10-10,2024-09-07,,1000,4500000181,00020,,,0,
100,1000000182,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-04-26,BUYER01,PR for material MAT00013,MAT00013,P003,SL03,316.0,EA,2024-05-18,2024-04-26,,1000,4500000182,00010,,,0,
100,1000000184,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-02-15,BUYER02,PR for material MAT00011,MAT00011,P002,SL02,141.0,EA,2024-03-16,2024-02-15,,1000,4500000184,00010,,,0,
100,1000000185,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-04-20,BUYER01,PR for material MAT00017,MAT00017,P002,SL03,481.0,EA,2024-06-01,2024-04-20,,1000,4500000185,00010,,,0,
100,1000000186,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-03-06,BUYER02,PR for material MAT00019,MAT00019,P001,SL01,485.0,EA,2024-04-08,2024-03-06,,1000,4500000186,00010,,,0,
100,1000000187,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-09-10,BUYER02,PR for material MAT00005,MAT00005,P003,SL01,396.0,EA,2024-10-16,2024-09-10,,1000,4500000187,00010,,,0,
100,1000000188,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-08-31,BUYER01,PR for material MAT00011,MAT00011,P003,SL01,282.0,EA,2024-10-25,2024-08-31,,1000,4500000188,00010,,,0,
100,1000000189,00010,NB,B,,,N,B,R,,,102,BUYER03,2024-07-21,BUYER03,PR for material MAT00022,MAT00022,P001,SL02,254.0,EA,2024-09-08,2024-07-21,,1000,4500000189,00010,,,0,
100,1000000190,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-07-10,BUYER02,PR for material MAT00002,MAT00002,P003,SL02,45.0,EA,2024-09-02,2024-07-10,,1000,4500000190,00010,,,0,
100,1000000191,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-04-24,BUYER01,PR for material MAT00003,MAT00003,P003,SL01,365.0,EA,2024-05-19,2024-04-24,,1000,4500000191,00010,,,0,
100,1000000191,00020,NB,B,,,N,B,R,,,101,BUYER01,2024-04-24,BUYER01,PR for material MAT00003,MAT00003,P003,SL01,365.0,EA,2024-05-19,2024-04-24,,1000,4500000191,00020,,,0,
100,1000000192,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-04-23,BUYER02,PR for material MAT00019,MAT00019,P003,SL02,135.0,EA,2024-06-15,2024-04-23,,1000,4500000192,00010,,,0,
100,1000000193,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-01-24,BUYER03,PR for material MAT00004,MAT00004,P002,SL03,78.0,EA,2024-03-04,2024-01-24,,1000,4500000193,00010,,,0,
100,1000000195,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-01-30,BUYER01,PR for material MAT00005,MAT00005,P002,SL03,486.0,EA,2024-04-05,2024-01-30,,1000,4500000195,00010,,,0,
100,1000000196,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-04-15,BUYER02,PR for material MAT00016,MAT00016,P003,SL01,290.0,EA,2024-05-28,2024-04-15,,1000,4500000196,00010,,,0,
100,1000000197,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-08-18,BUYER03,PR for material MAT00012,MAT00012,P001,SL02,32.0,EA,2024-09-15,2024-08-18,,1000,4500000197,00010,,,0,
100,1000000198,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-09-28,BUYER02,PR for material MAT00007,MAT00007,P001,SL03,247.0,EA,2024-11-04,2024-09-28,,1000,4500000198,00010,,,0,
100,1000000199,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-05-22,BUYER02,PR for material MAT00013,MAT00013,P003,SL01,433.0,EA,2024-07-23,2024-05-22,,1000,4500000199,00010,,,0,
100,1000000200,00010,NB,B,,,N,B,R,,,102,BUYER03,2024-06-09,BUYER03,PR for material MAT00017,MAT00017,P001,SL01,375.0,EA,2024-07-27,2024-06-09,,1000,4500000200,00010,,,0,
100,1000000201,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-07-24,BUYER03,PR for material MAT00011,MAT00011,P002,SL01,368.0,EA,2024-08-21,2024-07-24,,1000,4500000201,00010,,,0,
100,1000000202,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-09-29,BUYER03,PR for material MAT00010,MAT00010,P003,SL01,81.0,EA,2024-11-11,2024-09-29,,1000,4500000202,00010,,,0,
100,1000000203,00010,NB,B,,,N,B,R,,,102,BUYER03,2024-02-28,BUYER03,PR for material MAT00007,MAT00007,P003,SL02,384.0,EA,2024-03-26,2024-02-28,,1000,4500000203,00010,,,0,
100,1000000204,00010,NB,B,,,N,B,R,,,100,BUYER02,2024-03-15,BUYER02,PR for material MAT00016,MAT00016,P001,SL02,26.0,EA,2024-04-12,2024-03-15,,1000,4500000204,00010,,,0,
100,1000000204,00020,NB,B,,,N,B,R,,,102,BUYER02,2024-03-15,BUYER02,PR for material MAT00016,MAT00016,P001,SL02,26.0,EA,2024-04-12,2024-03-15,,1000,4500000204,00020,,,0,
100,1000000205,00010,NB,B,,,N,B,R,,,102,BUYER03,2024-01-30,BUYER03,PR for material MAT00017,MAT00017,P001,SL03,205.0,EA,2024-03-04,2024-01-30,,1000,4500000205,00010,,,0,
100,1000000206,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-06-18,BUYER03,PR for material MAT00014,MAT00014,P003,SL01,232.0,EA,2024-07-07,2024-06-18,,1000,4500000206,00010,,,0,
100,1000000206,00020,NB,B,,,N,B,R,,,103,BUYER03,2024-06-18,BUYER03,PR for material MAT00014,MAT00014,P003,SL01,232.0,EA,2024-07-07,2024-06-18,,1000,4500000206,00020,,,0,
100,1000000207,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-06-10,BUYER01,PR for material MAT00014,MAT00014,P001,SL01,481.0,EA,2024-08-12,2024-06-10,,1000,4500000207,00010,,,0,
100,1000000208,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-01-08,BUYER02,PR for material MAT00003,MAT00003,P002,SL02,314.0,EA,2024-02-28,2024-01-08,,1000,4500000208,00010,,,0,
100,1000000208,00020,NB,B,,,N,B,R,,,100,BUYER02,2024-01-08,BUYER02,PR for material MAT00003,MAT00003,P002,SL02,314.0,EA,2024-02-28,2024-01-08,,1000,4500000208,00020,,,0,
100,1000000209,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-02-08,BUYER01,PR for material MAT00013,MAT00013,P002,SL02,280.0,EA,2024-03-27,2024-02-08,,1000,4500000209,00010,,,0,
100,1000000210,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-06-15,BUYER03,PR for material MAT00014,MAT00014,P001,SL02,498.0,EA,2024-08-04,2024-06-15,,1000,4500000210,00010,,,0,
100,1000000210,00020,NB,B,,,N,B,R,,,103,BUYER03,2024-06-15,BUYER03,PR for material MAT00014,MAT00014,P001,SL02,498.0,EA,2024-08-04,2024-06-15,,1000,4500000210,00020,,,0,
100,1000000211,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-03-03,BUYER01,PR for material MAT00001,MAT00001,P002,SL02,204.0,EA,2024-04-13,2024-03-03,,1000,4500000211,00010,,,0,
100,1000000212,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-09-27,BUYER03,PR for material MAT00002,MAT00002,P002,SL02,342.0,EA,2024-11-19,2024-09-27,,1000,4500000212,00010,,,0,
100,1000000213,00010,NB,B,,,N,B,R,,,102,BUYER03,2024-03-04,BUYER03,PR for material MAT00020,MAT00020,P003,SL02,430.0,EA,2024-04-13,2024-03-04,,1000,4500000213,00010,,,0,
100,1000000215,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-09-27,BUYER01,PR for material MAT00004,MAT00004,P002,SL02,163.0,EA,2024-11-29,2024-09-27,,1000,4500000215,00010,,,0,
100,1000000217,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-06-11,BUYER01,PR for material MAT00015,MAT00015,P003,SL02,386.0,EA,2024-08-11,2024-06-11,,1000,4500000217,00010,,,0,
100,1000000218,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-08-28,BUYER01,PR for material MAT00016,MAT00016,P002,SL01,386.0,EA,2024-09-28,2024-08-28,,1000,4500000218,00010,,,0,
100,1000000219,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-04-20,BUYER01,PR for material MAT00011,MAT00011,P002,SL02,221.0,EA,2024-06-24,2024-04-20,,1000,4500000219,00010,,,0,
100,1000000220,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-02-05,BUYER03,PR for material MAT00021,MAT00021,P002,SL02,78.0,EA,2024-03-04,2024-02-05,,1000,4500000220,00010,,,0,
100,1000000220,00020,NB,B,,,N,B,R,,,101,BUYER03,2024-02-05,BUYER03,PR for material MAT00021,MAT00021,P002,SL02,78.0,EA,2024-03-04,2024-02-05,,1000,4500000220,00020,,,0,
100,1000000221,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-05-28,BUYER01,PR for material MAT00004,MAT00004,P003,SL03,222.0,EA,2024-06-19,2024-05-28,,1000,4500000221,00010,,,0,
100,1000000222,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-01-10,BUYER02,PR for material MAT00005,MAT00005,P001,SL02,81.0,EA,2024-03-06,2024-01-10,,1000,4500000222,00010,,,0,
100,1000000223,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-09-17,BUYER03,PR for material MAT00008,MAT00008,P001,SL03,292.0,EA,2024-10-30,2024-09-17,,1000,4500000223,00010,,,0,
100,1000000224,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-06-12,BUYER01,PR for material MAT00022,MAT00022,P002,SL03,272.0,EA,2024-07-04,2024-06-12,,1000,4500000224,00010,,,0,
100,1000000224,00020,NB,B,,,N,B,R,,,103,BUYER01,2024-06-12,BUYER01,PR for material MAT00022,MAT00022,P002,SL03,272.0,EA,2024-07-04,2024-06-12,,1000,4500000224,00020,,,0,
100,1000000225,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-01-12,BUYER01,PR for material MAT00009,MAT00009,P003,SL02,96.0,EA,2024-02-08,2024-01-12,,1000,4500000225,00010,,,0,
100,1000000226,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-06-29,BUYER01,PR for material MAT00007,MAT00007,P003,SL02,380.0,EA,2024-08-24,2024-06-29,,1000,4500000226,00010,,,0,
100,1000000226,00020,NB,B,,,N,B,R,,,103,BUYER01,2024-06-29,BUYER01,PR for material MAT00007,MAT00007,P003,SL02,380.0,EA,2024-08-24,2024-06-29,,1000,4500000226,00020,,,0,
100,1000000227,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-05-14,BUYER02,PR for material MAT00004,MAT00004,P002,SL02,236.0,EA,2024-07-10,2024-05-14,,1000,4500000227,00010,,,0,
100,1000000228,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-01-17,BUYER03,PR for material MAT00002,MAT00002,P002,SL02,470.0,EA,2024-02-10,2024-01-17,,1000,4500000228,00010,,,0,
100,1000000230,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-01-05,BUYER02,PR for material MAT00021,MAT00021,P001,SL02,141.0,EA,2024-03-02,2024-01-05,,1000,4500000230,00010,,,0,
100,1000000231,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-06-08,BUYER02,PR for material MAT00011,MAT00011,P001,SL03,499.0,EA,2024-06-29,2024-06-08,,1000,4500000231,00010,,,0,
100,1000000231,00020,NB,B,,,N,B,R,,,102,BUYER02,2024-06-08,BUYER02,PR for material MAT00011,MAT00011,P001,SL03,499.0,EA,2024-06-29,2024-06-08,,1000,4500000231,00020,,,0,
100,1000000232,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-08-22,BUYER03,PR for material MAT00018,MAT00018,P003,SL02,37.0,EA,2024-09-08,2024-08-22,,1000,4500000232,00010,,,0,
100,1000000233,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-04-01,BUYER01,PR for material MAT00020,MAT00020,P002,SL01,411.0,EA,2024-05-29,2024-04-01,,1000,4500000233,00010,,,0,
100,1000000234,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-03-31,BUYER01,PR for material MAT00014,MAT00014,P001,SL02,91.0,EA,2024-05-13,2024-03-31,,1000,4500000234,00010,,,0,
100,1000000236,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-04-20,BUYER03,PR for material MAT00021,MAT00021,P003,SL01,65.0,EA,2024-05-10,2024-04-20,,1000,4500000236,00010,,,0,
100,1000000236,00020,NB,B,,,N,B,R,,,103,BUYER03,2024-04-20,BUYER03,PR for material MAT00021,MAT00021,P003,SL01,65.0,EA,2024-05-10,2024-04-20,,1000,4500000236,00020,,,0,
100,1000000237,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-04-15,BUYER02,PR for material MAT00014,MAT00014,P003,SL03,123.0,EA,2024-06-17,2024-04-15,,1000,4500000237,00010,,,0,
100,1000000238,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-03-14,BUYER03,PR for material MAT00012,MAT00012,P002,SL01,320.0,EA,2024-05-17,2024-03-14,,1000,4500000238,00010,,,0,
100,1000000239,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-05-01,BUYER02,PR for material MAT00019,MAT00019,P003,SL01,266.0,EA,2024-06-11,2024-05-01,,1000,4500000239,00010,,,0,
100,1000000239,00020,NB,B,,,N,B,R,,,103,BUYER02,2024-05-01,BUYER02,PR for material MAT00019,MAT00019,P003,SL01,266.0,EA,2024-06-11,2024-05-01,,1000,4500000239,00020,,,0,
100,1000000240,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-03-12,BUYER03,PR for material MAT00007,MAT00007,P001,SL03,327.0,EA,2024-04-16,2024-03-12,,1000,4500000240,00010,,,0,
100,1000000241,00010,NB,B,,,N,B,R,,,102,BUYER03,2024-02-10,BUYER03,PR for material MAT00021,MAT00021,P002,SL03,270.0,EA,2024-04-12,2024-02-10,,1000,4500000241,00010,,,0,
100,1000000242,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-05-06,BUYER03,PR for material MAT00011,MAT00011,P003,SL01,244.0,EA,2024-06-01,2024-05-06,,1000,4500000242,00010,,,0,
100,1000000242,00020,NB,B,,,N,B,R,,,101,BUYER03,2024-05-06,BUYER03,PR for material MAT00011,MAT00011,P003,SL01,244.0,EA,2024-06-01,2024-05-06,,1000,4500000242,00020,,,0,
100,1000000243,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-07-23,BUYER01,PR for material MAT00003,MAT00003,P001,SL02,64.0,EA,2024-08-26,2024-07-23,,1000,4500000243,00010,,,0,
100,1000000244,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-09-27,BUYER02,PR for material MAT00008,MAT00008,P001,SL01,294.0,EA,2024-11-07,2024-09-27,,1000,4500000244,00010,,,0,
100,1000000245,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-07-03,BUYER02,PR for material MAT00005,MAT00005,P002,SL02,313.0,EA,2024-08-18,2024-07-03,,1000,4500000245,00010,,,0,
100,1000000246,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-03-20,BUYER03,PR for material MAT00012,MAT00012,P003,SL01,488.0,EA,2024-05-04,2024-03-20,,1000,4500000246,00010,,,0,
100,1000000247,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-03-20,BUYER03,PR for material MAT00019,MAT00019,P002,SL02,454.0,EA,2024-05-16,2024-03-20,,1000,4500000247,00010,,,0,
