MANDT,TKNUM,TPNUM,VBELN,POSNR,VSTEL,ROUTE,DISTZ,MEDST,LFART,ERNAM,ERDAT,ERZET
100,5000000118,1,8000000182,0,SP01,R0003,95,KM,LF,WHOUSE01,2024-04-26,095050
100,5000000118,2,8000000025,0,SP01,R0003,331,KM,LF,WHOUSE01,2024-04-26,083340
100,5000000119,1,8000000174,0,SP01,R0003,463,KM,LF,WHOUSE01,2024-04-23,070936
100,5000000120,1,8000000455,0,SP03,R0003,219,KM,LF,WHOUSE01,2024-04-29,185534
100,5000000120,2,8000000353,0,SP03,R0003,370,KM,LF,WHOUSE01,2024-04-29,072318
100,5000000120,3,8000000268,0,SP03,R0003,302,KM,LF,WHOUSE01,2024-04-29,171043
100,5000000120,4,8000000108,0,SP03,R0003,241,KM,LF,WHOUSE01,2024-04-29,171451
100,5000000121,1,8000000310,0,SP03,R0003,476,KM,LF,WHOUSE02,2024-05-09,123953
100,5000000121,2,8000000066,0,SP03,R0003,280,KM,LF,WHOUSE02,2024-05-09,105139
100,5000000121,3,8000000371,0,SP03,R0003,371,KM,LF,WHOUSE02,2024-05-09,140225
100,5000000121,4,8000000331,0,SP03,R0003,267,KM,LF,WHOUSE02,2024-05-09,072341
100,5000000121,5,8000000240,0,SP03,R0003,43,KM,LF,WHOUSE02,2024-05-09,181503
100,5000000122,1,8000000018,0,SP02,R0003,310,KM,LF,WHOUSE02,2024-05-13,131342
100,5000000122,2,8000000137,0,SP02,R0003,268,KM,LF,WHOUSE02,2024-05-13,165537
100,5000000123,1,8000000187,0,SP01,R0003,261,KM,LF,WHOUSE01,2024-05-17,115825
100,5000000124,1,8000000043,0,SP02,R0003,190,KM,LF,WHOUSE01,2024-05-20,103043
100,5000000124,2,8000000027,0,SP02,R0003,341,KM,LF,WHOUSE01,2024-05-20,154425
100,5000000124,3,8000000462,0,SP02,R0003,316,KM,LF,WHOUSE01,2024-05-20,125159
100,5000000124,4,8000000225,0,SP02,R0003,178,KM,LF,WHOUSE01,2024-05-20,095621
100,5000000125,1,8000000355,0,SP02,R0003,188,KM,LF,WHOUSE01,2024-05-23,131258
100,5000000125,2,8000000453,0,SP02,R0003,324,KM,LF,WHOUSE01,2024-05-23,154027
100,5000000126,1,8000000366,0,SP02,R0003,478,KM,LF,WHOUSE02,2024-05-27,074338
100,5000000127,1,8000000196,0,SP01,R0003,61,KM,LF,WHOUSE01,2024-06-03,062303
100,5000000127,2,8000000014,0,SP01,R0003,180,KM,LF,WHOUSE01,2024-06-03,130117
100,5000000127,3,8000000245,0,SP01,R0003,251,KM,LF,WHOUSE01,2024-06-03,094752
100,5000000128,1,8000000271,0,SP03,R0003,266,KM,LF,WHOUSE02,2024-06-04,135854
100,5000000128,2,8000000308,0,SP03,R0003,388,KM,LF,WHOUSE02,2024-06-04,172636
100,5000000129,1,8000000497,0,SP01,R0003,368,KM,LF,WHOUSE01,2024-06-10,115522
100,5000000129,2,8000000180,0,SP01,R0003,387,KM,LF,WHOUSE01,2024-06-10,092039
100,5000000129,3,8000000404,0,SP01,R0003,460,KM,LF,WHOUSE01,2024-06-10,083825
100,5000000130,1,8000000487,0,SP03,R0003,103,KM,LF,WHOUSE01,2024-06-16,152721
100,5000000131,1,8000000144,0,SP02,R0003,311,KM,LF,WHOUSE01,2024-06-17,144237
100,5000000131,2,8000000291,0,SP02,R0003,423,KM,LF,WHOUSE01,2024-06-17,150724
100,5000000131,3,8000000177,0,SP02,R0003,176,KM,LF,WHOUSE01,2024-06-17,134424
100,5000000131,4,8000000452,0,SP02,R0003,212,KM,LF,WHOUSE01,2024-06-17,182213
100,5000000132,1,8000000181,0,SP03,R0003,186,KM,LF,WHOUSE02,2024-06-17,112929
100,5000000132,2,8000000499,0,SP03,R0003,121,KM,LF,WHOUSE02,2024-06-17,161959
100,5000000132,3,8000000151,0,SP03,R0003,18,KM,LF,WHOUSE02,2024-06-17,172148
100,5000000133,1,8000000242,0,SP02,R0003,415,KM,LF,WHOUSE01,2024-06-25,181006
100,5000000133,2,8000000013,0,SP02,R0003,364,KM,LF,WHOUSE01,2024-06-25,070558
100,5000000134,1,8000000216,0,SP02,R0003,146,KM,LF,WHOUSE02,2024-07-02,152515
100,5000000134,2,8000000215,0,SP02,R0003,474,KM,LF,WHOUSE02,2024-07-02,060702
100,5000000134,3,8000000488,0,SP02,R0003,154,KM,LF,WHOUSE02,2024-07-02,154140
100,5000000135,1,8000000403,0,SP02,R0003,350,KM,LF,WHOUSE02,2024-07-01,095359
100,5000000135,2,8000000350,0,SP02,R0003,386,KM,LF,WHOUSE02,2024-07-01,101044
100,5000000136,1,8000000065,0,SP03,R0003,54,KM,LF,WHOUSE01,2024-07-08,163740
100,5000000136,2,8000000138,0,SP03,R0003,91,KM,LF,WHOUSE01,2024-07-08,080813
100,5000000136,3,8000000400,0,SP03,R0003,202,KM,LF,WHOUSE01,2024-07-08,130915
100,5000000136,4,8000000377,0,SP03,R0003,434,KM,LF,WHOUSE01,2024-07-08,065013
100,5000000136,5,8000000032,0,SP03,R0003,283,KM,LF,WHOUSE01,2024-07-08,060255
100,5000000137,1,8000000126,0,SP03,R0003,491,KM,LF,WHOUSE02,2024-07-14,092034
100,5000000137,2,8000000102,0,SP03,R0003,16,KM,LF,WHOUSE02,2024-07-14,101826
100,5000000138,1,8000000249,0,SP02,R0003,328,KM,LF,WHOUSE02,2024-07-15,133517
100,5000000138,2,8000000146,0,SP02,R0003,380,KM,LF,WHOUSE02,2024-07-15,182057
100,5000000138,3,8000000075,0,SP02,R0003,308,KM,LF,WHOUSE02,2024-07-15,121838
100,5000000139,1,8000000252,0,SP03,R0003,219,KM,LF,WHOUSE01,2024-07-22,173938
100,5000000139,2,8000000003,0,SP03,R0003,371,KM,LF,WHOUSE01,2024-07-22,090438
100,5000000140,1,8000000173,0,SP01,R0003,369,KM,LF,WHOUSE02,2024-07-31,151406
100,5000000140,2,8000000387,0,SP01,R0003,100,KM,LF,WHOUSE02,2024-07-31,122555
100,5000000141,1,8000000157,0,SP03,R0003,121,KM,LF,WHOUSE01,2024-07-30,110956
100,5000000142,1,8000000139,0,SP02,R0003,442,KM,LF,WHOUSE02,2024-08-05,160823
100,5000000142,2,8000000179,0,SP02,R0003,105,KM,LF,WHOUSE02,2024-08-05,163151
100,5000000143,1,8000000044,0,SP01,R0003,315,KM,LF,WHOUSE02,2024-08-09,092641
100,5000000144,1,8000000443,0,SP03,R0003,403,KM,LF,WHOUSE01,2024-08-23,105041
100,5000000144,2,8000000099,0,SP03,R0003,490,KM,LF,WHOUSE01,2024-08-23,124133
100,5000000145,1,8000000432,0,SP02,R0003,142,KM,LF,WHOUSE01,2024-08-24,105420
100,5000000146,1,8000000359,0,SP01,R0003,438,KM,LF,WHOUSE02,2024-08-27,171932
100,5000000146,2,8000000226,0,SP01,R0003,262,KM,LF,WHOUSE02,2024-08-27,065236
100,5000000147,1,8000000230,0,SP03,R0003,306,KM,LF,WHOUSE02,2024-09-03,152058
100,5000000147,2,8000000474,0,SP03,R0003,208,KM,LF,WHOUSE02,2024-09-03,130134
100,5000000147,3,8000000145,0,SP03,R0003,132,KM,LF,WHOUSE02,2024-09-03,120944
100,5000000148,1,8000000248,0,SP01,R0003,213,KM,LF,WHOUSE02,2024-09-13,101756
100,5000000148,2,8000000460,0,SP01,R0003,355,KM,LF,WHOUSE02,2024-09-13,114520
100,5000000148,3,8000000491,0,SP01,R0003,194,KM,LF,WHOUSE02,2024-09-13,122054
100,5000000149,1,8000000078,0,SP01,R0003,441,KM,LF,WHOUSE01,2024-09-12,062203
100,5000000150,1,8000000233,0,SP03,R0003,210,KM,LF,WHOUSE01,2024-09-20,081528
100,5000000151,1,8000000420,0,SP03,R0003,35,KM,LF,WHOUSE02,2024-09-29,112008
100,5000000152,1,8000000112,0,SP02,R0003,442,KM,LF,WHOUSE01,2024-09-30,150416
100,5000000152,2,8000000477,0,SP02,R0003,204,KM,LF,WHOUSE01,2024-09-30,172204
100,5000000152,3,8000000330,0,SP02,R0003,391,KM,LF,WHOUSE01,2024-09-30,082553
100,5000000152,4,8000000088,0,SP02,R0003,30,KM,LF,WHOUSE01,2024-09-30,150849
100,5000000153,1,8000000063,0,SP02,R0003,238,KM,LF,WHOUSE01,2024-10-10,170419
100,5000000153,2,8000000241,0,SP02,R0003,182,KM,LF,WHOUSE01,2024-10-10,093934
100,5000000154,1,8000000094,0,SP03,R0003,440,KM,LF,WHOUSE02,2024-10-19,145933
100,5000000154,2,8000000026,0,SP03,R0003,370,KM,LF,WHOUSE02,2024-10-19,095407
100,5000000154,3,8000000358,0,SP03,R0003,384,KM,LF,WHOUSE02,2024-10-19,110001
100,5000000154,4,8000000449,0,SP03,R0003,105,KM,LF,WHOUSE02,2024-10-19,093826
100,5000000155,1,8000000343,0,SP03,R0004,182,KM,LF,WHOUSE02,2024-01-23,111327
100,5000000155,2,8000000081,0,SP03,R0004,290,KM,LF,WHOUSE02,2024-01-23,085753
100,5000000155,3,8000000244,0,SP03,R0004,458,KM,LF,WHOUSE02,2024-01-23,111624
100,5000000156,1,8000000050,0,SP02,R0004,32,KM,LF,WHOUSE02,2024-01-23,174800
100,5000000156,2,8000000498,0,SP02,R0004,407,KM,LF,WHOUSE02,2024-01-23,145540
100,5000000157,1,8000000298,0,SP01,R0004,478,KM,LF,WHOUSE01,2024-02-01,183528
100,5000000157,2,8000000458,0,SP01,R0004,325,KM,LF,WHOUSE01,2024-02-01,082945
100,5000000157,3,8000000277,0,SP01,R0004,389,KM,LF,WHOUSE01,2024-02-01,184956
100,5000000158,1,8000000456,0,SP02,R0004,336,KM,LF,WHOUSE02,2024-02-11,064336
100,5000000159,1,8000000408,0,SP03,R0004,238,KM,LF,WHOUSE01,2024-02-13,101400
100,5000000159,2,8000000382,0,SP03,R0004,70,KM,LF,WHOUSE01,2024-02-13,125551
100,5000000159,3,8000000465,0,SP03,R0004,332,KM,LF,WHOUSE01,2024-02-13,153415
100,5000000160,1,8000000324,0,SP03,R0004,107,KM,LF,WHOUSE01,2024-02-19,114454
100,5000000160,2,8000000207,0,SP03,R0004,130,KM,LF,WHOUSE01,2024-02-19,173838
100,5000000160,3,8000000015,0,SP03,R0004,14,KM,LF,WHOUSE01,2024-02-19,165718
100,5000000160,4,8000000376,0,SP03,R0004,356,KM,LF,WHOUSE01,2024-02-19,113629
100,5000000160,5,8000000423,0,SP03,R0004,198,KM,LF,WHOUSE01,2024-02-19,102844
100,5000000161,1,8000000492,0,SP03,R0004,124,KM,LF,WHOUSE02,2024-02-29,063854
100,5000000161,2,8000000175,0,SP03,R0004,101,KM,LF,WHOUSE02,2024-02-29,133321
100,5000000161,3,8000000280,0,SP03,R0004,317,KM,LF,WHOUSE02,2024-02-29,082824
100,5000000162,1,8000000071,0,SP01,R0004,483,KM,LF,WHOUSE02,2024-03-02,072957
100,5000000163,1,8000000049,0,SP02,R0004,181,KM,LF,WHOUSE02,2024-03-07,174547
100,5000000163,2,8000000002,0,SP02,R0004,446,KM,LF,WHOUSE02,2024-03-07,095354
100,5000000164,1,8000000114,0,SP02,R0004,41,KM,LF,WHOUSE02,2024-03-04,072107
100,5000000164,2,8000000352,0,SP02,R0004,476,KM,LF,WHOUSE02,2024-03-04,175909
100,5000000164,3,8000000103,0,SP02,R0004,273,KM,LF,WHOUSE02,2024-03-04,082123
100,5000000164,4,8000000200,0,SP02,R0004,233,KM,LF,WHOUSE02,2024-03-04,123706
100,5000000165,1,8000000284,0,SP02,R0004,255,KM,LF,WHOUSE01,2024-03-12,180402
100,5000000165,2,8000000034,0,SP02,R0004,194,KM,LF,WHOUSE01,2024-03-12,130930
100,5000000166,1,8000000490,0,SP02,R0004,411,KM,LF,WHOUSE02,2024-03-18,163750
100,5000000166,2,8000000169,0,SP02,R0004,103,KM,LF,WHOUSE02,2024-03-18,090544
100,5000000166,3,8000000328,0,SP02,R0004,248,KM,LF,WHOUSE02,2024-03-18,133122
100,5000000166,4,8000000057,0,SP02,R0004,302,KM,LF,WHOUSE02,2024-03-18,092416
100,5000000167,1,8000000332,0,SP02,R0004,142,KM,LF,WHOUSE02,2024-03-29,063819
100,5000000168,1,8000000412,0,SP02,R0004,447,KM,LF,WHOUSE01,2024-04-03,125119
100,5000000168,2,8000000076,0,SP02,R0004,326,KM,LF,WHOUSE01,2024-04-03,135714
100,5000000169,1,8000000409,0,SP02,R0004,132,KM,LF,WHOUSE02,2024-04-06,095103
100,5000000170,1,8000000178,0,SP01,R0004,24,KM,LF,WHOUSE02,2024-04-08,102024
100,5000000170,2,8000000391,0,SP01,R0004,161,KM,LF,WHOUSE02,2024-04-08,061229
100,5000000170,3,8000000020,0,SP01,R0004,407,KM,LF,WHOUSE02,2024-04-08,114600
100,5000000171,1,8000000407,0,SP03,R0004,183,KM,LF,WHOUSE01,2024-04-13,101113
100,5000000172,1,8000000222,0,SP03,R0004,388,KM,LF,WHOUSE01,2024-04-18,182445
100,5000000172,2,8000000442,0,SP03,R0004,478,KM,LF,WHOUSE01,2024-04-18,133238
100,5000000172,3,8000000440,0,SP03,R0004,436,KM,LF,WHOUSE01,2024-04-18,170607
100,5000000173,1,8000000378,0,SP02,R0004,360,KM,LF,WHOUSE01,2024-04-17,083745
100,5000000174,1,8000000340,0,SP01,R0004,202,KM,LF,WHOUSE02,2024-04-24,110332
100,5000000175,1,8000000167,0,SP01,R0004,470,KM,LF,WHOUSE01,2024-04-29,112944
100,5000000176,1,8000000265,0,SP03,R0004,414,KM,LF,WHOUSE01,2024-05-07,075400
100,5000000176,2,8000000091,0,SP03,R0004,407,KM,LF,WHOUSE01,2024-05-07,153021
100,5000000177,1,8000000059,0,SP01,R0004,302,KM,LF,WHOUSE01,2024-05-06,061927
100,5000000178,1,8000000316,0,SP02,R0004,144,KM,LF,WHOUSE01,2024-05-21,114332
100,5000000179,1,8000000062,0,SP01,R0004,313,KM,LF,WHOUSE01,2024-05-29,100329
100,5000000179,2,8000000158,0,SP01,R0004,404,KM,LF,WHOUSE01,2024-05-29,134730
100,5000000179,3,8000000136,0,SP01,R0004,390,KM,LF,WHOUSE01,2024-05-29,183119
100,5000000180,1,8000000072,0,SP03,R0004,14,KM,LF,WHOUSE02,2024-06-04,091202
100,5000000181,1,8000000111,0,SP02,R0004,155,KM,LF,WHOUSE01,2024-06-10,112750
100,5000000181,2,8000000384,0,SP02,R0004,493,KM,LF,WHOUSE01,2024-06-10,085155
100,5000000182,1,8000000322,0,SP02,R0004,43,KM,LF,WHOUSE02,2024-06-18,063442
100,5000000182,2,8000000478,0,SP02,R0004,362,KM,LF,WHOUSE02,2024-06-18,070407
100,5000000183,1,8000000140,0,SP02,R0004,346,KM,LF,WHOUSE01,2024-06-18,141149
100,5000000184,1,8000000124,0,SP01,R0004,78,KM,LF,WHOUSE01,2024-06-25,122358
100,5000000184,2,8000000007,0,SP01,R0004,255,KM,LF,WHOUSE01,2024-06-25,102811
100,5000000185,1,8000000418,0,SP03,R0004,273,KM,LF,WHOUSE01,2024-07-01,155722
100,5000000185,2,8000000323,0,SP03,R0004,319,KM,LF,WHOUSE01,2024-07-01,154031
100,5000000185,3,8000000067,0,SP03,R0004,409,KM,LF,WHOUSE01,2024-07-01,092510
100,5000000185,4,8000000395,0,SP03,R0004,69,KM,LF,WHOUSE01,2024-07-01,185721
100,5000000186,1,8000000165,0,SP03,R0004,28,KM,LF,WHOUSE01,2024-07-11,181903
100,5000000187,1,8000000166,0,SP01,R0004,221,KM,LF,WHOUSE01,2024-07-15,174819
100,5000000188,1,8000000130,0,SP02,R0004,422,KM,LF,WHOUSE02,2024-07-25,174512
100,5000000188,2,8000000282,0,SP02,R0004,397,KM,LF,WHOUSE02,2024-07-25,155537
100,5000000189,1,8000000073,0,SP02,R0004,336,KM,LF,WHOUSE01,2024-08-03,074906
100,5000000190,1,8000000041,0,SP03,R0004,27,KM,LF,WHOUSE02,2024-08-10,160218
100,5000000190,2,8000000155,0,SP03,R0004,68,KM,LF,WHOUSE02,2024-08-10,094542
100,5000000191,1,8000000183,0,SP01,R0004,384,KM,LF,WHOUSE01,2024-08-05,140303
100,5000000192,1,8000000313,0,SP02,R0004,419,KM,LF,WHOUSE01,2024-08-13,075522
100,5000000192,2,8000000116,0,SP02,R0004,480,KM,LF,WHOUSE01,2024-08-13,060406
100,5000000193,1,8000000120,0,SP01,R0004,276,KM,LF,WHOUSE02,2024-08-13,064844
100,5000000193,2,8000000247,0,SP01,R0004,181,KM,LF,WHOUSE02,2024-08-13,084505
100,5000000193,3,8000000235,0,SP01,R0004,310,KM,LF,WHOUSE02,2024-08-13,181653
100,5000000194,1,8000000217,0,SP01,R0004,435,KM,LF,WHOUSE02,2024-08-19,115121
100,5000000194,2,8000000356,0,SP01,R0004,134,KM,LF,WHOUSE02,2024-08-19,122954
100,5000000194,3,8000000300,0,SP01,R0004,496,KM,LF,WHOUSE02,2024-08-19,072543
100,5000000195,1,8000000154,0,SP03,R0004,397,KM,LF,WHOUSE01,2024-08-30,060209
100,5000000195,2,8000000243,0,SP03,R0004,436,KM,LF,WHOUSE01,2024-08-30,072120
100,5000000196,1,8000000470,0,SP03,R0004,428,KM,LF,WHOUSE02,2024-09-07,103249
100,5000000196,2,8000000127,0,SP03,R0004,491,KM,LF,WHOUSE02,2024-09-07,161456
100,5000000197,1,8000000364,0,SP01,R0004,28,KM,LF,WHOUSE02,2024-09-14,123649
100,5000000197,2,8000000427,0,SP01,R0004,262,KM,LF,WHOUSE02,2024-09-14,111549
100,5000000198,1,8000000017,0,SP03,R0004,409,KM,LF,WHOUSE02,2024-09-17,061451
100,5000000198,2,8000000267,0,SP03,R0004,144,KM,LF,WHOUSE02,2024-09-17,070644
100,5000000199,1,8000000309,0,SP03,R0004,391,KM,LF,WHOUSE02,2024-09-23,133620
100,5000000199,2,8000000201,0,SP03,R0004,338,KM,LF,WHOUSE02,2024-09-23,124110
100,5000000199,3,8000000262,0,SP03,R0004,292,KM,LF,WHOUSE02,2024-09-23,135232
100,5000000200,1,8000000429,0,SP01,R0004,394,KM,LF,WHOUSE02,2024-09-30,155908
100,5000000200,2,8000000467,0,SP01,R0004,278,KM,LF,WHOUSE02,2024-09-30,132228
100,5000000201,1,8000000160,0,SP01,R0004,495,KM,LF,WHOUSE02,2024-09-30,073918
100,5000000201,2,8000000319,0,SP01,R0004,277,KM,LF,WHOUSE02,2024-09-30,060439
100,5000000201,3,8000000163,0,SP01,R0004,395,KM,LF,WHOUSE02,2024-09-30,102739
100,5000000202,1,8000000184,0,SP01,R0004,321,KM,LF,WHOUSE01,2024-10-12,120813
100,5000000202,2,8000000048,0,SP01,R0004,240,KM,LF,WHOUSE01,2024-10-12,100009
100,5000000202,3,8000000035,0,SP01,R0004,498,KM,LF,WHOUSE01,2024-10-12,182700
100,5000000203,1,8000000495,0,SP03,R0004,445,KM,LF,WHOUSE02,2024-10-14,172636
100,5000000203,2,8000000370,0,SP03,R0004,289,KM,LF,WHOUSE02,2024-10-14,071802
100,5000000204,1,8000000389,0,SP02,R0004,257,KM,LF,WHOUSE02,2024-10-29,131114
100,5000000204,2,8000000045,0,SP02,R0004,453,KM,LF,WHOUSE02,2024-10-29,083918
100,5000000205,1,8000000090,0,SP03,R0004,274,KM,LF,WHOUSE01,2024-11-04,081154
