MANDT,EBELN,EBELP,ZEKKN,VGABE,GJAHR,BELNR,BUZEI,BEWTP,BWART,BUDAT,MENGE,BPMNG,DMBTR,WRBTR,WAERS,WESBS,BPWES,SHKZG,ELIKZ,CPUDT,MATNR,WERKS,ERNAM
100,4500000067,00010,0,1,2024,5000000155,0001,E,101,2024-11-03,486.0,486.0,142616.7,142616.7,USD,486.0,486.0,S,,2024-11-03,MAT00020,P003,FINANCE01
100,4500000067,00010,0,6,2024,5100000067,0001,U,,2024-11-18,486.0,486.0,142616.7,142616.7,USD,0,0,H,,2024-11-18,MAT00020,P003,FINANCE01
100,4500000067,00020,0,1,2024,5000000157,0001,E,101,2024-11-03,35.0,35.0,9775.5,9775.5,USD,35.0,35.0,S,,2024-11-03,MAT00007,P003,FINANCE01
100,4500000067,00020,0,6,2024,5100000067,0001,U,,2024-11-21,35.0,35.0,9775.5,9775.5,USD,0,0,H,,2024-11-21,MAT00007,P003,FINANCE01
100,4500000068,00010,0,1,2024,5000000159,0001,E,101,2024-09-10,325.0,325.0,113659.0,113659.0,USD,325.0,325.0,S,,2024-09-10,MAT00018,P001,SALEUSER2
100,4500000068,00010,0,6,2024,5100000068,0001,U,,2024-09-30,325.0,325.0,113659.0,113659.0,USD,0,0,H,,2024-09-30,MAT00018,P001,FINANCE02
100,4500000069,00010,0,1,2024,5000000161,0001,E,101,2024-05-09,196.0,196.0,96094.88,96094.88,USD,196.0,196.0,S,,2024-05-09,MAT00010,P003,BUYER01
100,4500000069,00010,0,6,2024,5100000069,0001,U,,2024-05-21,196.0,196.0,96094.88,96094.88,USD,0,0,H,,2024-05-21,MAT00010,P003,FINANCE01
100,4500000070,00010,0,1,2024,5000000163,0001,E,101,2024-05-27,454.0,454.0,54743.32,54743.32,USD,454.0,454.0,S,,2024-05-27,MAT00004,P003,WHOUSE01
100,4500000070,00010,0,6,2024,5100000070,0001,U,,2024-06-14,454.0,454.0,60191.32,60191.32,USD,0,0,H,,2024-06-14,MAT00004,P003,FINANCE01
100,4500000071,00010,0,1,2024,5000000165,0001,E,101,2024-05-26,442.0,442.0,42493.88,42493.88,USD,442.0,442.0,S,,2024-05-26,MAT00003,P002,WHOUSE02
100,4500000071,00010,0,6,2024,5100000071,0001,U,,2024-06-07,442.0,442.0,45804.46,45804.46,USD,0,0,H,,2024-06-07,MAT00003,P002,FINANCE01
100,4500000071,00020,0,1,2024,5000000167,0001,E,101,2024-05-26,198.0,198.0,43934.22,43934.22,USD,198.0,198.0,S,,2024-05-26,MAT00008,P002,BUYER03
100,4500000071,00020,0,6,2024,5100000071,0001,U,,2024-06-12,198.0,198.0,51739.38,51739.38,USD,0,0,H,,2024-06-12,MAT00008,P002,FINANCE02
100,4500000072,00010,0,1,2024,5000000169,0001,E,101,2024-09-17,171.0,171.0,35296.11,35296.11,USD,171.0,171.0,S,,2024-09-17,MAT00006,P002,WHOUSE02
100,4500000072,00010,0,6,2024,5100000072,0001,U,,2024-09-30,171.0,171.0,35296.11,35296.11,USD,0,0,H,,2024-09-30,MAT00006,P002,FINANCE01
100,4500000073,00010,0,1,2024,5000000171,0001,E,101,2024-08-08,337.0,337.0,80219.48,80219.48,USD,337.0,337.0,S,,2024-08-08,MAT00009,P003,FINANCE01
100,4500000073,00010,0,6,2024,5100000073,0001,U,,2024-08-20,337.0,337.0,95337.3,95337.3,USD,0,0,H,,2024-08-20,MAT00009,P003,FINANCE01
100,4500000074,00010,0,1,2024,5000000173,0001,E,101,2024-04-03,355.0,355.0,17135.85,17135.85,USD,355.0,355.0,S,,2024-04-03,MAT00008,P003,FINANCE01
100,4500000074,00010,0,6,2024,5100000074,0001,U,,2024-04-12,355.0,355.0,17135.85,17135.85,USD,0,0,H,,2024-04-12,MAT00008,P003,FINANCE01
100,4500000075,00010,0,1,2024,5000000175,0001,E,101,2024-11-10,38.0,38.0,8989.66,8989.66,USD,38.0,38.0,S,,2024-11-10,MAT00005,P002,SALEUSER2
100,4500000075,00010,0,6,2024,5100000075,0001,U,,2024-11-13,38.0,38.0,8989.66,8989.66,USD,0,0,H,,2024-11-13,MAT00005,P002,FINANCE01
100,4500000076,00010,0,1,2024,5000000177,0001,E,101,2024-05-08,324.0,324.0,119021.4,119021.4,USD,324.0,324.0,S,,2024-05-08,MAT00014,P002,WHOUSE02
100,4500000076,00010,0,6,2024,5100000076,0001,U,,2024-05-23,324.0,324.0,119021.4,119021.4,USD,0,0,H,,2024-05-23,MAT00014,P002,FINANCE02
100,4500000077,00010,0,1,2024,5000000179,0001,E,101,2024-03-04,362.0,362.0,78850.84,78850.84,USD,362.0,362.0,S,,2024-03-04,MAT00001,P003,WHOUSE02
100,4500000077,00010,0,6,2024,5100000077,0001,U,,2024-03-18,362.0,362.0,78850.84,78850.84,USD,0,0,H,,2024-03-18,MAT00001,P003,FINANCE01
100,4500000078,00010,0,1,2024,5000000181,0001,E,101,2024-03-20,355.0,355.0,12016.75,12016.75,USD,355.0,355.0,S,,2024-03-20,MAT00004,P001,SALEUSER1
100,4500000078,00010,0,6,2024,5100000078,0001,U,,2024-03-24,355.0,355.0,13589.4,13589.4,USD,0,0,H,,2024-03-24,MAT00004,P001,FINANCE01
100,4500000079,00010,0,1,2024,5000000183,0001,E,101,2024-08-22,471.0,471.0,159650.16,159650.16,USD,471.0,471.0,S,,2024-08-22,MAT00021,P003,WHOUSE01
100,4500000079,00010,0,6,2024,5100000079,0001,U,,2024-09-07,471.0,471.0,159650.16,159650.16,USD,0,0,H,,2024-09-07,MAT00021,P003,FINANCE01
100,4500000080,00010,0,1,2024,5000000185,0001,E,101,2024-09-26,76.0,76.0,9804.0,9804.0,USD,76.0,76.0,S,,2024-09-26,MAT00018,P001,BUYER02
100,4500000080,00010,0,6,2024,5100000080,0001,U,,2024-10-13,76.0,76.0,9804.0,9804.0,USD,0,0,H,,2024-10-13,MAT00018,P001,FINANCE02
100,4500000081,00010,0,1,2024,5000000187,0001,E,101,2024-05-17,114.0,114.0,11754.54,11754.54,USD,114.0,114.0,S,,2024-05-17,MAT00016,P003,WHOUSE02
100,4500000081,00010,0,6,2024,5100000081,0001,U,,2024-05-26,114.0,114.0,13954.74,13954.74,USD,0,0,H,,2024-05-26,MAT00016,P003,FINANCE02
100,4500000082,00010,0,1,2024,5000000189,0001,E,101,2024-10-10,192.0,192.0,40863.36,40863.36,USD,192.0,192.0,S,,2024-10-10,MAT00004,P003,SALEUSER2
100,4500000082,00010,0,6,2024,5100000082,0001,U,,2024-10-30,192.0,192.0,40863.36,40863.36,USD,0,0,H,,2024-10-30,MAT00004,P003,FINANCE02
100,4500000083,00010,0,1,2024,5000000191,0001,E,101,2024-05-22,79.0,79.0,21946.99,21946.99,USD,79.0,79.0,S,,2024-05-22,MAT00015,P003,BUYER01
100,4500000083,00010,0,6,2024,5100000083,0001,U,,2024-05-27,79.0,79.0,21946.99,21946.99,USD,0,0,H,,2024-05-27,MAT00015,P003,FINANCE01
100,4500000084,00010,0,1,2024,5000000193,0001,E,101,2024-10-26,13.0,13.0,3644.03,3644.03,USD,13.0,13.0,S,,2024-10-26,MAT00002,P003,SALEUSER2
100,4500000084,00010,0,6,2024,5100000084,0001,U,,2024-10-29,13.0,13.0,3644.03,3644.03,USD,0,0,H,,2024-10-29,MAT00002,P003,FINANCE02
100,4500000084,00020,0,1,2024,5000000195,0001,E,101,2024-10-26,108.0,108.0,35416.44,35416.44,USD,108.0,108.0,S,,2024-10-26,MAT00010,P003,WHOUSE01
100,4500000084,00020,0,6,2024,5100000084,0001,U,,2024-10-31,108.0,108.0,35416.44,35416.44,USD,0,0,H,,2024-10-31,MAT00010,P003,FINANCE02
100,4500000085,00010,0,1,2024,5000000197,0001,E,101,2024-09-11,243.0,243.0,78248.43,78248.43,USD,243.0,243.0,S,,2024-09-11,MAT00003,P003,WHOUSE01
100,4500000085,00010,0,6,2024,5100000085,0001,U,,2024-09-24,243.0,243.0,78248.43,78248.43,USD,0,0,H,,2024-09-24,MAT00003,P003,FINANCE01
100,4500000086,00010,0,1,2024,5000000199,0001,E,101,2024-02-23,481.0,481.0,143169.65,143169.65,USD,481.0,481.0,S,,2024-02-23,MAT00018,P001,BUYER03
100,4500000086,00010,0,6,2024,5100000086,0001,U,,2024-03-04,481.0,481.0,143169.65,143169.65,USD,0,0,H,,2024-03-04,MAT00018,P001,FINANCE02
100,4500000087,00010,0,1,2024,5000000201,0001,E,101,2024-03-27,496.0,496.0,124198.4,124198.4,USD,496.0,496.0,S,,2024-03-27,MAT00011,P002,BUYER03
100,4500000087,00010,0,6,2024,5100000087,0001,U,,2024-04-11,496.0,496.0,124198.4,124198.4,USD,0,0,H,,2024-04-11,MAT00011,P002,FINANCE01
100,4500000088,00010,0,1,2024,5000000203,0001,E,101,2024-07-24,472.0,472.0,107578.24,107578.24,USD,472.0,472.0,S,,2024-07-24,MAT00011,P001,BUYER02
100,4500000088,00010,0,6,2024,5100000088,0001,U,,2024-08-01,472.0,472.0,107578.24,107578.24,USD,0,0,H,,2024-08-01,MAT00011,P001,FINANCE02
100,4500000089,00010,0,1,2024,5000000205,0001,E,101,2024-08-28,452.0,452.0,205004.6,205004.6,USD,452.0,452.0,S,,2024-08-28,MAT00010,P002,WHOUSE01
100,4500000089,00010,0,6,2024,5100000089,0001,U,,2024-09-05,452.0,452.0,205004.6,205004.6,USD,0,0,H,,2024-09-05,MAT00010,P002,FINANCE01
100,4500000090,00010,0,1,2024,5000000207,0001,E,101,2024-07-09,301.0,301.0,31851.82,31851.82,USD,301.0,301.0,S,,2024-07-09,MAT00009,P002,BUYER01
100,4500000090,00010,0,6,2024,5100000090,0001,U,,2024-07-24,301.0,301.0,31851.82,31851.82,USD,0,0,H,,2024-07-24,MAT00009,P002,FINANCE02
100,4500000091,00010,0,1,2024,5000000209,0001,E,101,2024-05-22,483.0,483.0,234100.44,234100.44,USD,483.0,483.0,S,,2024-05-22,MAT00020,P001,SALEUSER1
100,4500000091,00010,0,6,2024,5100000091,0001,U,,2024-06-04,483.0,483.0,234100.44,234100.44,USD,0,0,H,,2024-06-04,MAT00020,P001,FINANCE02
100,4500000092,00010,0,1,2024,5000000211,0001,E,101,2024-03-29,255.0,255.0,81684.15,81684.15,USD,255.0,255.0,S,,2024-03-29,MAT00010,P003,BUYER03
100,4500000092,00010,0,6,2024,5100000092,0001,U,,2024-04-14,255.0,255.0,81684.15,81684.15,USD,0,0,H,,2024-04-14,MAT00010,P003,FINANCE02
100,4500000093,00010,0,1,2024,5000000213,0001,E,101,2024-03-20,336.0,336.0,30747.36,30747.36,USD,336.0,336.0,S,,2024-03-20,MAT00012,P002,BUYER02
100,4500000093,00010,0,6,2024,5100000093,0001,U,,2024-03-23,336.0,336.0,30747.36,30747.36,USD,0,0,H,,2024-03-23,MAT00012,P002,FINANCE01
100,4500000093,00020,0,1,2024,5000000215,0001,E,101,2024-03-20,138.0,138.0,38539.26,38539.26,USD,138.0,138.0,S,,2024-03-20,MAT00013,P002,SALEUSER3
100,4500000093,00020,0,6,2024,5100000093,0001,U,,2024-03-23,138.0,138.0,38539.26,38539.26,USD,0,0,H,,2024-03-23,MAT00013,P002,FINANCE02
100,4500000094,00010,0,1,2024,5000000217,0001,E,101,2024-06-06,243.0,243.0,54602.1,54602.1,USD,243.0,243.0,S,,2024-06-06,MAT00015,P002,SALEUSER2
100,4500000094,00010,0,6,2024,5100000094,0001,U,,2024-06-10,243.0,243.0,54602.1,54602.1,USD,0,0,H,,2024-06-10,MAT00015,P002,FINANCE01
100,4500000095,00010,0,1,2024,5000000219,0001,E,101,2024-09-14,208.0,208.0,20879.04,20879.04,USD,208.0,208.0,S,,2024-09-14,MAT00011,P003,FINANCE02
100,4500000095,00010,0,6,2024,5100000095,0001,U,,2024-09-23,208.0,208.0,20879.04,20879.04,USD,0,0,H,,2024-09-23,MAT00011,P003,FINANCE02
100,4500000096,00010,0,1,2024,5000000221,0001,E,101,2024-07-31,139.0,139.0,60143.91,60143.91,USD,139.0,139.0,S,,2024-07-31,MAT00012,P003,WHOUSE01
100,4500000096,00010,0,6,2024,5100000096,0001,U,,2024-08-06,139.0,139.0,60143.91,60143.91,USD,0,0,H,,2024-08-06,MAT00012,P003,FINANCE02
100,4500000097,00010,0,1,2024,5000000223,0001,E,101,2024-04-06,100.0,100.0,34978.0,34978.0,USD,100.0,100.0,S,,2024-04-06,MAT00011,P003,WHOUSE01
100,4500000097,00010,0,6,2024,5100000097,0001,U,,2024-04-22,100.0,100.0,34978.0,34978.0,USD,0,0,H,,2024-04-22,MAT00011,P003,FINANCE01
100,4500000097,00020,0,1,2024,5000000225,0001,E,101,2024-04-06,41.0,41.0,13873.17,13873.17,USD,41.0,41.0,S,,2024-04-06,MAT00003,P003,BUYER01
100,4500000097,00020,0,6,2024,5100000097,0001,U,,2024-04-20,41.0,41.0,13873.17,13873.17,USD,0,0,H,,2024-04-20,MAT00003,P003,FINANCE01
100,4500000098,00010,0,1,2024,5000000227,0001,E,101,2024-09-23,287.0,287.0,114794.26,114794.26,USD,287.0,287.0,S,,2024-09-23,MAT00023,P003,SALEUSER1
100,4500000098,00010,0,6,2024,5100000098,0001,U,,2024-10-13,287.0,287.0,114794.26,114794.26,USD,0,0,H,,2024-10-13,MAT00023,P003,FINANCE02
100,4500000098,00020,0,1,2024,5000000229,0001,E,101,2024-09-23,112.0,112.0,6064.8,6064.8,USD,112.0,112.0,S,,2024-09-23,MAT00008,P003,SALEUSER2
100,4500000098,00020,0,6,2024,5100000098,0001,U,,2024-10-13,112.0,112.0,6064.8,6064.8,USD,0,0,H,,2024-10-13,MAT00008,P003,FINANCE02
100,4500000099,00010,0,1,2024,5000000231,0001,E,101,2024-06-20,182.0,182.0,65205.14,65205.14,USD,182.0,182.0,S,,2024-06-20,MAT00008,P001,BUYER03
100,4500000099,00010,0,6,2024,5100000099,0001,U,,2024-06-29,182.0,182.0,65205.14,65205.14,USD,0,0,H,,2024-06-29,MAT00008,P001,FINANCE01
100,4500000100,00010,0,1,2024,5000000233,0001,E,101,2024-04-01,496.0,496.0,215685.6,215685.6,USD,496.0,496.0,S,,2024-04-01,MAT00017,P002,BUYER03
100,4500000100,00010,0,6,2024,5100000100,0001,U,,2024-04-14,496.0,496.0,215685.6,215685.6,USD,0,0,H,,2024-04-14,MAT00017,P002,FINANCE01
100,4500000101,00010,0,1,2024,5000000235,0001,E,101,2024-07-05,170.0,170.0,1905.7,1905.7,USD,170.0,170.0,S,,2024-07-05,MAT00017,P003,WHOUSE02
100,4500000101,00010,0,6,2024,5100000101,0001,U,,2024-07-19,170.0,170.0,1905.7,1905.7,USD,0,0,H,,2024-07-19,MAT00017,P003,FINANCE01
100,4500000102,00010,0,1,2024,5000000237,0001,E,101,2024-04-10,71.0,71.0,30547.75,30547.75,USD,71.0,71.0,S,,2024-04-10,MAT00002,P002,SALEUSER1
100,4500000102,00010,0,6,2024,5100000102,0001,U,,2024-04-17,71.0,71.0,30547.75,30547.75,USD,0,0,H,,2024-04-17,MAT00002,P002,FINANCE02
100,4500000102,00020,0,1,2024,5000000239,0001,E,101,2024-04-10,78.0,78.0,28273.44,28273.44,USD,78.0,78.0,S,,2024-04-10,MAT00002,P002,BUYER01
100,4500000102,00020,0,6,2024,5100000102,0001,U,,2024-04-25,78.0,78.0,28273.44,28273.44,USD,0,0,H,,2024-04-25,MAT00002,P002,FINANCE02
100,4500000103,00010,0,1,2024,5000000241,0001,E,101,2024-02-22,69.0,69.0,29778.33,29778.33,USD,69.0,69.0,S,,2024-02-22,MAT00001,P001,SALEUSER1
100,4500000103,00010,0,6,2024,5100000103,0001,U,,2024-03-08,69.0,69.0,29778.33,29778.33,USD,0,0,H,,2024-03-08,MAT00001,P001,FINANCE01
100,4500000104,00010,0,1,2024,5000000243,0001,E,101,2024-03-07,226.0,226.0,82261.74,82261.74,USD,226.0,226.0,S,,2024-03-07,MAT00003,P003,WHOUSE02
100,4500000104,00010,0,6,2024,5100000104,0001,U,,2024-03-16,226.0,226.0,82261.74,82261.74,USD,0,0,H,,2024-03-16,MAT00003,P003,FINANCE01
100,4500000105,00010,0,1,2024,5000000245,0001,E,101,2024-07-30,425.0,425.0,141363.5,141363.5,USD,425.0,425.0,S,,2024-07-30,MAT00008,P001,FINANCE02
100,4500000105,00010,0,6,2024,5100000105,0001,U,,2024-08-18,425.0,425.0,141363.5,141363.5,USD,0,0,H,,2024-08-18,MAT00008,P001,FINANCE01
100,4500000106,00010,0,1,2024,5000000247,0001,E,101,2024-02-15,200.0,200.0,84220.0,84220.0,USD,200.0,200.0,S,,2024-02-15,MAT00017,P001,BUYER03
100,4500000106,00010,0,6,2024,5100000106,0001,U,,2024-03-04,200.0,200.0,84220.0,84220.0,USD,0,0,H,,2024-03-04,MAT00017,P001,FINANCE01
100,4500000107,00010,0,1,2024,5000000249,0001,E,101,2024-10-13,273.0,273.0,23153.13,23153.13,USD,273.0,273.0,S,,2024-10-13,MAT00014,P003,FINANCE01
100,4500000107,00010,0,6,2024,5100000107,0001,U,,2024-10-22,273.0,273.0,23153.13,23153.13,USD,0,0,H,,2024-10-22,MAT00014,P003,FINANCE01
100,4500000108,00010,0,1,2024,5000000251,0001,E,101,2024-10-26,162.0,162.0,60495.66,60495.66,USD,162.0,162.0,S,,2024-10-26,MAT00004,P001,BUYER03
100,4500000108,00010,0,6,2024,5100000108,0001,U,,2024-10-29,162.0,162.0,60495.66,60495.66,USD,0,0,H,,2024-10-29,MAT00004,P001,FINANCE01
100,4500000108,00020,0,1,2024,5000000253,0001,E,101,2024-10-26,175.0,175.0,51772.0,51772.0,USD,175.0,175.0,S,,2024-10-26,MAT00013,P001,BUYER01
100,4500000108,00020,0,6,2024,5100000108,0001,U,,2024-11-08,175.0,175.0,51772.0,51772.0,USD,0,0,H,,2024-11-08,MAT00013,P001,FINANCE02
100,4500000109,00010,0,1,2024,5000000255,0001,E,101,2024-04-25,389.0,389.0,174345.91,174345.91,USD,389.0,389.0,S,,2024-04-25,MAT00016,P003,BUYER01
100,4500000109,00010,0,6,2024,5100000109,0001,U,,2024-05-05,389.0,389.0,174345.91,174345.91,USD,0,0,H,,2024-05-05,MAT00016,P003,FINANCE01
100,4500000109,00020,0,1,2024,5000000257,0001,E,101,2024-04-25,12.0,12.0,3878.64,3878.64,USD,12.0,12.0,S,,2024-04-25,MAT00014,P003,WHOUSE01
100,4500000109,00020,0,6,2024,5100000109,0001,U,,2024-05-05,12.0,12.0,3878.64,3878.64,USD,0,0,H,,2024-05-05,MAT00014,P003,FINANCE02
100,4500000110,00010,0,1,2024,5000000259,0001,E,101,2024-03-13,148.0,148.0,62747.56,62747.56,USD,148.0,148.0,S,,2024-03-13,MAT00017,P001,FINANCE01
100,4500000110,00010,0,6,2024,5100000110,0001,U,,2024-03-30,148.0,148.0,62747.56,62747.56,USD,0,0,H,,2024-03-30,MAT00017,P001,FINANCE01
100,4500000111,00010,0,1,2024,5000000261,0001,E,101,2024-06-14,124.0,124.0,22289.0,22289.0,USD,124.0,124.0,S,,2024-06-14,MAT00018,P003,BUYER01
100,4500000111,00010,0,6,2024,5100000111,0001,U,,2024-06-29,124.0,124.0,22289.0,22289.0,USD,0,0,H,,2024-06-29,MAT00018,P003,FINANCE02
100,4500000112,00010,0,1,2024,5000000263,0001,E,101,2024-12-04,52.0,52.0,2955.16,2955.16,USD,52.0,52.0,S,,2024-12-04,MAT00008,P002,WHOUSE01
100,4500000112,00010,0,6,2024,5100000112,0001,U,,2024-12-08,52.0,52.0,3136.12,3136.12,USD,0,0,H,,2024-12-08,MAT00008,P002,FINANCE02
100,4500000112,00020,0,1,2024,5000000265,0001,E,101,2024-12-04,82.0,82.0,27424.08,27424.08,USD,82.0,82.0,S,,2024-12-04,MAT00013,P002,SALEUSER3
100,4500000112,00020,0,6,2024,5100000112,0001,U,,2024-12-14,82.0,82.0,30658.16,30658.16,USD,0,0,H,,2024-12-14,MAT00013,P002,FINANCE01
100,4500000113,00010,0,1,2024,5000000267,0001,E,101,2024-06-13,87.0,87.0,30116.79,30116.79,USD,87.0,87.0,S,,2024-06-13,MAT00015,P001,BUYER03
100,4500000113,00010,0,6,2024,5100000113,0001,U,,2024-06-18,87.0,87.0,30116.79,30116.79,USD,0,0,H,,2024-06-18,MAT00015,P001,FINANCE01
100,4500000114,00010,0,1,2024,5000000269,0001,E,101,2024-09-13,40.0,40.0,15706.8,15706.8,USD,40.0,40.0,S,,2024-09-13,MAT00004,P002,SALEUSER1
100,4500000114,00010,0,6,2024,5100000114,0001,U,,2024-09-28,40.0,40.0,15706.8,15706.8,USD,0,0,H,,2024-09-28,MAT00004,P002,FINANCE02
100,4500000115,00010,0,1,2024,5000000271,0001,E,101,2024-04-17,92.0,92.0,26790.4,26790.4,USD,92.0,92.0,S,,2024-04-17,MAT00011,P002,WHOUSE01
100,4500000115,00010,0,6,2024,5100000115,0001,U,,2024-04-25,92.0,92.0,26790.4,26790.4,USD,0,0,H,,2024-04-25,MAT00011,P002,FINANCE02
100,4500000115,00020,0,1,2024,5000000273,0001,E,101,2024-04-17,125.0,125.0,31327.5,31327.5,USD,125.0,125.0,S,,2024-04-17,MAT00001,P002,SALEUSER2
100,4500000115,00020,0,6,2024,5100000115,0001,U,,2024-05-05,125.0,125.0,31327.5,31327.5,USD,0,0,H,,2024-05-05,MAT00001,P002,FINANCE02
100,4500000116,00010,0,1,2024,5000000275,0001,E,101,2024-09-26,247.0,247.0,112930.87,112930.87,USD,247.0,247.0,S,,2024-09-26,MAT00013,P001,BUYER03
100,4500000116,00010,0,6,2024,5100000116,0001,U,,2024-09-29,247.0,247.0,112930.87,112930.87,USD,0,0,H,,2024-09-29,MAT00013,P001,FINANCE02
100,4500000117,00010,0,1,2024,5000000277,0001,E,101,2024-07-27,459.0,459.0,17166.6,17166.6,USD,459.0,459.0,S,,2024-07-27,MAT00008,P001,BUYER03
100,4500000117,00010,0,6,2024,5100000117,0001,U,,2024-08-06,459.0,459.0,17166.6,17166.6,USD,0,0,H,,2024-08-06,MAT00008,P001,FINANCE02
100,4500000117,00020,0,1,2024,5000000279,0001,E,101,2024-07-27,115.0,115.0,26405.15,26405.15,USD,115.0,115.0,S,,2024-07-27,MAT00010,P001,WHOUSE02
100,4500000117,00020,0,6,2024,5100000117,0001,U,,2024-08-16,115.0,115.0,26405.15,26405.15,USD,0,0,H,,2024-08-16,MAT00010,P001,FINANCE02
100,4500000118,00010,0,1,2024,5000000281,0001,E,101,2024-07-31,424.0,424.0,71469.44,71469.44,USD,424.0,424.0,S,,2024-07-31,MAT00005,P001,BUYER03
100,4500000118,00010,0,6,2024,5100000118,0001,U,,2024-08-06,424.0,424.0,71469.44,71469.44,USD,0,0,H,,2024-08-06,MAT00005,P001,FINANCE02
100,4500000119,00010,0,1,2024,5000000283,0001,E,101,2024-08-31,396.0,396.0,47278.44,47278.44,USD,396.0,396.0,S,,2024-08-31,MAT00021,P002,SALEUSER2
100,4500000119,00010,0,6,2024,5100000119,0001,U,,2024-09-12,396.0,396.0,47278.44,47278.44,USD,0,0,H,,2024-09-12,MAT00021,P002,FINANCE01
100,4500000120,00010,0,1,2024,5000000285,0001,E,101,2024-06-19,469.0,469.0,37013.48,37013.48,USD,469.0,469.0,S,,2024-06-19,MAT00020,P001,SALEUSER3
100,4500000120,00010,0,6,2024,5100000120,0001,U,,2024-06-27,469.0,469.0,37013.48,37013.48,USD,0,0,H,,2024-06-27,MAT00020,P001,FINANCE01
100,4500000121,00010,0,1,2024,5000000287,0001,E,101,2024-10-24,194.0,194.0,80727.28,80727.28,USD,194.0,194.0,S,,2024-10-24,MAT00014,P003,BUYER01
100,4500000121,00010,0,6,2024,5100000121,0001,U,,2024-11-05,194.0,194.0,80727.28,80727.28,USD,0,0,H,,2024-11-05,MAT00014,P003,FINANCE01
100,4500000121,00020,0,1,2024,5000000289,0001,E,101,2024-10-24,36.0,36.0,1413.0,1413.0,USD,36.0,36.0,S,,2024-10-24,MAT00007,P003,SALEUSER3
100,4500000121,00020,0,6,2024,5100000121,0001,U,,2024-11-11,36.0,36.0,1413.0,1413.0,USD,0,0,H,,2024-11-11,MAT00007,P003,FINANCE01
100,4500000122,00010,0,6,2024,5100000122,0001,U,,2024-07-10,34.0,34.0,9865.78,9865.78,USD,0,0,H,,2024-07-10,MAT00022,P003,FINANCE01
100,4500000123,00010,0,6,2024,5100000123,0001,U,,2024-10-20,395.0,395.0,95100.2,95100.2,USD,0,0,H,,2024-10-20,MAT00003,P001,FINANCE02
100,4500000124,00010,0,1,2024,5000000293,0001,E,101,2024-04-19,406.0,406.0,86417.1,86417.1,USD,406.0,406.0,S,,2024-04-19,MAT00005,P001,WHOUSE01
100,4500000124,00010,0,6,2024,5100000124,0001,U,,2024-05-09,406.0,406.0,86417.1,86417.1,USD,0,0,H,,2024-05-09,MAT00005,P001,FINANCE02
100,4500000124,00020,0,1,2024,5000000295,0001,E,101,2024-04-19,12.0,12.0,2793.36,2793.36,USD,12.0,12.0,S,,2024-04-19,MAT00012,P001,FINANCE02
100,4500000124,00020,0,6,2024,5100000124,0001,U,,2024-04-26,12.0,12.0,2793.36,2793.36,USD,0,0,H,,2024-04-26,MAT00012,P001,FINANCE01
100,4500000125,00010,0,1,2024,5000000297,0001,E,101,2024-04-10,281.0,281.0,120759.75,120759.75,USD,281.0,281.0,S,,2024-04-10,MAT00011,P001,FINANCE02
100,4500000125,00010,0,6,2024,5100000125,0001,U,,2024-04-29,281.0,281.0,120759.75,120759.75,USD,0,0,H,,2024-04-29,MAT00011,P001,FINANCE02
100,4500000126,00010,0,1,2024,5000000299,0001,E,101,2024-08-02,331.0,331.0,96085.99,96085.99,USD,331.0,331.0,S,,2024-08-02,MAT00018,P003,WHOUSE01
100,4500000126,00010,0,6,2024,5100000126,0001,U,,2024-08-17,331.0,331.0,102964.17,102964.17,USD,0,0,H,,2024-08-17,MAT00018,P003,FINANCE01
100,4500000126,00020,0,1,2024,5000000301,0001,E,101,2024-08-02,180.0,180.0,3220.2,3220.2,USD,180.0,180.0,S,,2024-08-02,MAT00005,P003,SALEUSER2
100,4500000126,00020,0,6,2024,5100000126,0001,U,,2024-08-20,180.0,180.0,3517.2,3517.2,USD,0,0,H,,2024-08-20,MAT00005,P003,FINANCE01
100,4500000127,00010,0,1,2024,5000000303,0001,E,101,2024-11-05,193.0,193.0,7245.22,7245.22,USD,193.0,193.0,S,,2024-11-05,MAT00014,P001,FINANCE01
100,4500000127,00010,0,6,2024,5100000127,0001,U,,2024-11-20,193.0,193.0,7245.22,7245.22,USD,0,0,H,,2024-11-20,MAT00014,P001,FINANCE01
100,4500000127,00020,0,1,2024,5000000305,0001,E,101,2024-11-05,54.0,54.0,10152.54,10152.54,USD,54.0,54.0,S,,2024-11-05,MAT00001,P001,SALEUSER1
100,4500000127,00020,0,6,2024,5100000127,0001,U,,2024-11-16,54.0,54.0,10152.54,10152.54,USD,0,0,H,,2024-11-16,MAT00001,P001,FINANCE02
100,4500000128,00010,0,1,2024,5000000307,0001,E,101,2024-05-06,417.0,417.0,22638.93,22638.93,USD,417.0,417.0,S,,2024-05-06,MAT00012,P003,BUYER03
100,4500000128,00010,0,6,2024,5100000128,0001,U,,2024-05-15,417.0,417.0,26671.32,26671.32,USD,0,0,H,,2024-05-15,MAT00012,P003,FINANCE01
100,4500000129,00010,0,1,2024,5000000309,0001,E,101,2024-06-22,484.0,484.0,157270.96,157270.96,USD,484.0,484.0,S,,2024-06-22,MAT00008,P003,WHOUSE02
100,4500000129,00010,0,6,2024,5100000129,0001,U,,2024-07-03,484.0,484.0,157270.96,157270.96,USD,0,0,H,,2024-07-03,MAT00008,P003,FINANCE01
