MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,MONAT,CPUDT,USNAM,TCODE,BKTXT,WAERS,KURSF,BSTAT,XNETB,GLVOR,AWTYP,AWKEY,HWAER,CPUTM
100,1000,5000000117,2024,RE,2024-08-16,2024-08-16,08,2024-08-16,FINANCE01,MIRO,Invoice for PO 4500000117,USD,1.00,,,RFBU,RMRP,51000001172024,USD,083213
100,1000,5000000118,2024,RE,2024-08-06,2024-08-06,08,2024-08-06,FINANCE02,MIRO,Invoice for PO 4500000118,USD,1.00,,,RFBU,RMRP,51000001182024,USD,154125
100,1000,5000000119,2024,RE,2024-09-12,2024-09-12,09,2024-09-12,FINANCE01,MIRO,Invoice for PO 4500000119,USD,1.00,,,RFBU,RMRP,51000001192024,USD,103058
100,1000,5000000120,2024,RE,2024-06-27,2024-06-27,06,2024-06-27,FINANCE01,MIRO,Invoice for PO 4500000120,USD,1.00,,,RFBU,RMRP,51000001202024,USD,110256
100,1000,5000000121,2024,RE,2024-11-05,2024-11-05,11,2024-11-05,FINANCE01,MIRO,Invoice for PO 4500000121,USD,1.00,,,RFBU,RMRP,51000001212024,USD,175225
100,1000,5000000121,2024,RE,2024-11-11,2024-11-11,11,2024-11-11,FINANCE01,MIRO,Invoice for PO 4500000121,USD,1.00,,,RFBU,RMRP,51000001212024,USD,175225
100,1000,5000000122,2024,RE,2024-07-10,2024-07-10,07,2024-07-10,FINANCE02,MIRO,Invoice for PO 4500000122,USD,1.00,,,RFBU,RMRP,51000001222024,USD,101719
100,1000,5000000123,2024,RE,2024-10-20,2024-10-20,10,2024-10-20,FINANCE02,MIRO,Invoice for PO 4500000123,USD,1.00,,,RFBU,RMRP,51000001232024,USD,080022
100,1000,5000000124,2024,RE,2024-05-09,2024-05-09,05,2024-05-09,FINANCE02,MIRO,Invoice for PO 4500000124,USD,1.00,,,RFBU,RMRP,51000001242024,USD,141857
100,1000,5000000124,2024,RE,2024-04-26,2024-04-26,04,2024-04-26,FINANCE01,MIRO,Invoice for PO 4500000124,USD,1.00,,,RFBU,RMRP,51000001242024,USD,134325
100,1000,5000000125,2024,RE,2024-04-29,2024-04-29,04,2024-04-29,FINANCE01,MIRO,Invoice for PO 4500000125,USD,1.00,,,RFBU,RMRP,51000001252024,USD,172731
100,1000,5000000126,2024,RE,2024-08-17,2024-08-17,08,2024-08-17,FINANCE01,MIRO,Invoice for PO 4500000126,USD,1.00,,,RFBU,RMRP,51000001262024,USD,101742
100,1000,5000000126,2024,RE,2024-08-20,2024-08-20,08,2024-08-20,FINANCE02,MIRO,Invoice for PO 4500000126,USD,1.00,,,RFBU,RMRP,51000001262024,USD,130218
100,1000,5000000127,2024,RE,2024-11-20,2024-11-20,11,2024-11-20,FINANCE01,MIRO,Invoice for PO 4500000127,USD,1.00,,,RFBU,RMRP,51000001272024,USD,105240
100,1000,5000000127,2024,RE,2024-11-16,2024-11-16,11,2024-11-16,FINANCE02,MIRO,Invoice for PO 4500000127,USD,1.00,,,RFBU,RMRP,51000001272024,USD,103254
100,1000,5000000128,2024,RE,2024-05-15,2024-05-15,05,2024-05-15,FINANCE01,MIRO,Invoice for PO 4500000128,USD,1.00,,,RFBU,RMRP,51000001282024,USD,094936
100,1000,5000000129,2024,RE,2024-07-03,2024-07-03,07,2024-07-03,FINANCE02,MIRO,Invoice for PO 4500000129,USD,1.00,,,RFBU,RMRP,51000001292024,USD,144840
100,1000,5000000130,2024,RE,2024-03-30,2024-03-30,03,2024-03-30,FINANCE02,MIRO,Invoice for PO 4500000130,USD,1.00,,,RFBU,RMRP,51000001302024,USD,102038
100,1000,5000000131,2024,RE,2024-09-02,2024-09-02,09,2024-09-02,FINANCE02,MIRO,Invoice for PO 4500000131,USD,1.00,,,RFBU,RMRP,51000001312024,USD,110252
100,1000,5000000132,2024,RE,2024-05-31,2024-05-31,05,2024-05-31,FINANCE01,MIRO,Invoice for PO 4500000132,USD,1.00,,,RFBU,RMRP,51000001322024,USD,092242
100,1000,5000000133,2024,RE,2024-09-11,2024-09-11,09,2024-09-11,FINANCE01,MIRO,Invoice for PO 4500000133,USD,1.00,,,RFBU,RMRP,51000001332024,USD,171542
100,1000,5000000134,2024,RE,2024-07-05,2024-07-05,07,2024-07-05,FINANCE01,MIRO,Invoice for PO 4500000134,USD,1.00,,,RFBU,RMRP,51000001342024,USD,172642
100,1000,5000000135,2024,RE,2024-08-03,2024-08-03,08,2024-08-03,FINANCE01,MIRO,Invoice for PO 4500000135,USD,1.00,,,RFBU,RMRP,51000001352024,USD,110915
100,1000,5000000135,2024,RE,2024-07-24,2024-07-24,07,2024-07-24,FINANCE01,MIRO,Invoice for PO 4500000135,USD,1.00,,,RFBU,RMRP,51000001352024,USD,110915
100,1000,5000000136,2024,RE,2024-04-14,2024-04-14,04,2024-04-14,FINANCE01,MIRO,Invoice for PO 4500000136,USD,1.00,,,RFBU,RMRP,51000001362024,USD,133913
100,1000,5000000137,2024,RE,2024-05-01,2024-05-01,05,2024-05-01,FINANCE02,MIRO,Invoice for PO 4500000137,USD,1.00,,,RFBU,RMRP,51000001372024,USD,162427
100,1000,5000000138,2024,RE,2024-11-19,2024-11-19,11,2024-11-19,FINANCE01,MIRO,Invoice for PO 4500000138,USD,1.00,,,RFBU,RMRP,51000001382024,USD,142820
100,1000,5000000139,2024,RE,2024-05-16,2024-05-16,05,2024-05-16,FINANCE02,MIRO,Invoice for PO 4500000139,USD,1.00,,,RFBU,RMRP,51000001392024,USD,143647
100,1000,5000000140,2024,RE,2024-03-08,2024-03-08,03,2024-03-08,FINANCE01,MIRO,Invoice for PO 4500000140,USD,1.00,,,RFBU,RMRP,51000001402024,USD,101846
100,1000,5000000141,2024,RE,2024-12-15,2024-12-15,12,2024-12-15,FINANCE01,MIRO,Invoice for PO 4500000141,USD,1.00,,,RFBU,RMRP,51000001412024,USD,125440
100,1000,5000000142,2024,RE,2024-06-28,2024-06-28,06,2024-06-28,FINANCE02,MIRO,Invoice for PO 4500000142,USD,1.00,,,RFBU,RMRP,51000001422024,USD,105626
100,1000,5000000142,2024,RE,2024-06-15,2024-06-15,06,2024-06-15,FINANCE02,MIRO,Invoice for PO 4500000142,USD,1.00,,,RFBU,RMRP,51000001422024,USD,105626
100,1000,5000000143,2024,RE,2024-08-23,2024-08-23,08,2024-08-23,FINANCE02,MIRO,Invoice for PO 4500000143,USD,1.00,,,RFBU,RMRP,51000001432024,USD,175344
100,1000,5000000144,2024,RE,2024-05-14,2024-05-14,05,2024-05-14,FINANCE01,MIRO,Invoice for PO 4500000144,USD,1.00,,,RFBU,RMRP,51000001442024,USD,141204
100,1000,5000000145,2024,RE,2024-05-07,2024-05-07,05,2024-05-07,FINANCE02,MIRO,Invoice for PO 4500000145,USD,1.00,,,RFBU,RMRP,51000001452024,USD,111938
100,1000,5000000146,2024,RE,2024-06-07,2024-06-07,06,2024-06-07,FINANCE02,MIRO,Invoice for PO 4500000146,USD,1.00,,,RFBU,RMRP,51000001462024,USD,144414
100,1000,5000000147,2024,RE,2024-10-25,2024-10-25,10,2024-10-25,FINANCE02,MIRO,Invoice for PO 4500000147,USD,1.00,,,RFBU,RMRP,51000001472024,USD,102208
100,1000,5000000148,2024,RE,2024-10-21,2024-10-21,10,2024-10-21,FINANCE02,MIRO,Invoice for PO 4500000148,USD,1.00,,,RFBU,RMRP,51000001482024,USD,094744
100,1000,5000000149,2024,RE,2024-06-24,2024-06-24,06,2024-06-24,FINANCE02,MIRO,Invoice for PO 4500000149,USD,1.00,,,RFBU,RMRP,51000001492024,USD,114232
100,1000,5000000150,2024,RE,2024-06-06,2024-06-06,06,2024-06-06,FINANCE01,MIRO,Invoice for PO 4500000150,USD,1.00,,,RFBU,RMRP,51000001502024,USD,083505
100,1000,5000000151,2024,RE,2024-08-17,2024-08-17,08,2024-08-17,FINANCE02,MIRO,Invoice for PO 4500000151,USD,1.00,,,RFBU,RMRP,51000001512024,USD,081149
100,1000,5000000152,2024,RE,2024-03-26,2024-03-26,03,2024-03-26,FINANCE01,MIRO,Invoice for PO 4500000152,USD,1.00,,,RFBU,RMRP,51000001522024,USD,112057
100,1000,5000000153,2024,RE,2024-05-28,2024-05-28,05,2024-05-28,FINANCE02,MIRO,Invoice for PO 4500000153,USD,1.00,,,RFBU,RMRP,51000001532024,USD,150126
100,1000,5000000154,2024,RE,2024-04-12,2024-04-12,04,2024-04-12,FINANCE01,MIRO,Invoice for PO 4500000154,USD,1.00,,,RFBU,RMRP,51000001542024,USD,122757
100,1000,5000000155,2024,RE,2024-09-10,2024-09-10,09,2024-09-10,FINANCE02,MIRO,Invoice for PO 4500000155,USD,1.00,,,RFBU,RMRP,51000001552024,USD,141753
100,1000,5000000156,2024,RE,2024-05-14,2024-05-14,05,2024-05-14,FINANCE02,MIRO,Invoice for PO 4500000156,USD,1.00,,,RFBU,RMRP,51000001562024,USD,101038
100,1000,5000000157,2024,RE,2024-08-15,2024-08-15,08,2024-08-15,FINANCE01,MIRO,Invoice for PO 4500000157,USD,1.00,,,RFBU,RMRP,51000001572024,USD,160007
100,1000,5000000158,2024,RE,2024-10-30,2024-10-30,10,2024-10-30,FINANCE01,MIRO,Invoice for PO 4500000158,USD,1.00,,,RFBU,RMRP,51000001582024,USD,145344
100,1000,5000000159,2024,RE,2024-06-22,2024-06-22,06,2024-06-22,FINANCE01,MIRO,Invoice for PO 4500000159,USD,1.00,,,RFBU,RMRP,51000001592024,USD,160749
100,1000,5000000159,2024,RE,2024-06-29,2024-06-29,06,2024-06-29,FINANCE01,MIRO,Invoice for PO 4500000159,USD,1.00,,,RFBU,RMRP,51000001592024,USD,160749
100,1000,5000000160,2024,RE,2024-06-30,2024-06-30,06,2024-06-30,FINANCE01,MIRO,Invoice for PO 4500000160,USD,1.00,,,RFBU,RMRP,51000001602024,USD,120218
100,1000,5000000161,2024,RE,2024-07-07,2024-07-07,07,2024-07-07,FINANCE02,MIRO,Invoice for PO 4500000161,USD,1.00,,,RFBU,RMRP,51000001612024,USD,171604
100,1000,5000000162,2024,RE,2024-11-04,2024-11-04,11,2024-11-04,FINANCE01,MIRO,Invoice for PO 4500000162,USD,1.00,,,RFBU,RMRP,51000001622024,USD,125544
100,1000,5000000163,2024,RE,2024-11-14,2024-11-14,11,2024-11-14,FINANCE02,MIRO,Invoice for PO 4500000163,USD,1.00,,,RFBU,RMRP,51000001632024,USD,155407
100,1000,5000000164,2024,RE,2024-10-28,2024-10-28,10,2024-10-28,FINANCE02,MIRO,Invoice for PO 4500000164,USD,1.00,,,RFBU,RMRP,51000001642024,USD,141242
100,1000,5000000165,2024,RE,2024-10-10,2024-10-10,10,2024-10-10,FINANCE02,MIRO,Invoice for PO 4500000165,USD,1.00,,,RFBU,RMRP,51000001652024,USD,103706
100,1000,5000000166,2024,RE,2024-06-25,2024-06-25,06,2024-06-25,FINANCE01,MIRO,Invoice for PO 4500000166,USD,1.00,,,RFBU,RMRP,51000001662024,USD,083158
100,1000,5000000167,2024,RE,2024-10-08,2024-10-08,10,2024-10-08,FINANCE02,MIRO,Invoice for PO 4500000167,USD,1.00,,,RFBU,RMRP,51000001672024,USD,143247
100,1000,5000000168,2024,RE,2024-10-25,2024-10-25,10,2024-10-25,FINANCE02,MIRO,Invoice for PO 4500000168,USD,1.00,,,RFBU,RMRP,51000001682024,USD,110352
100,1000,5000000169,2024,RE,2024-12-18,2024-12-18,12,2024-12-18,FINANCE01,MIRO,Invoice for PO 4500000169,USD,1.00,,,RFBU,RMRP,51000001692024,USD,092012
100,1000,5000000169,2024,RE,2024-12-10,2024-12-10,12,2024-12-10,FINANCE02,MIRO,Invoice for PO 4500000169,USD,1.00,,,RFBU,RMRP,51000001692024,USD,150534
100,1000,5000000170,2024,RE,2024-06-05,2024-06-05,06,2024-06-05,FINANCE01,MIRO,Invoice for PO 4500000170,USD,1.00,,,RFBU,RMRP,51000001702024,USD,085722
100,1000,5000000171,2024,RE,2024-10-28,2024-10-28,10,2024-10-28,FINANCE01,MIRO,Invoice for PO 4500000171,USD,1.00,,,RFBU,RMRP,51000001712024,USD,115059
100,1000,5000000172,2024,RE,2024-08-08,2024-08-08,08,2024-08-08,FINANCE01,MIRO,Invoice for PO 4500000172,USD,1.00,,,RFBU,RMRP,51000001722024,USD,130430
100,1000,5000000173,2024,RE,2024-08-06,2024-08-06,08,2024-08-06,FINANCE01,MIRO,Invoice for PO 4500000173,USD,1.00,,,RFBU,RMRP,51000001732024,USD,130422
100,1000,5000000173,2024,RE,2024-08-12,2024-08-12,08,2024-08-12,FINANCE01,MIRO,Invoice for PO 4500000173,USD,1.00,,,RFBU,RMRP,51000001732024,USD,130422
100,1000,5000000174,2024,RE,2024-02-26,2024-02-26,02,2024-02-26,FINANCE02,MIRO,Invoice for PO 4500000174,USD,1.00,,,RFBU,RMRP,51000001742024,USD,173028
100,1000,5000000175,2024,RE,2024-07-06,2024-07-06,07,2024-07-06,FINANCE02,MIRO,Invoice for PO 4500000175,USD,1.00,,,RFBU,RMRP,51000001752024,USD,150415
100,1000,5000000176,2024,RE,2024-06-21,2024-06-21,06,2024-06-21,FINANCE02,MIRO,Invoice for PO 4500000176,USD,1.00,,,RFBU,RMRP,51000001762024,USD,165214
100,1000,5000000177,2024,RE,2024-09-20,2024-09-20,09,2024-09-20,FINANCE02,MIRO,Invoice for PO 4500000177,USD,1.00,,,RFBU,RMRP,51000001772024,USD,141427
100,1000,5000000178,2024,RE,2024-08-28,2024-08-28,08,2024-08-28,FINANCE01,MIRO,Invoice for PO 4500000178,USD,1.00,,,RFBU,RMRP,51000001782024,USD,153139
100,1000,5000000179,2024,RE,2024-04-25,2024-04-25,04,2024-04-25,FINANCE01,MIRO,Invoice for PO 4500000179,USD,1.00,,,RFBU,RMRP,51000001792024,USD,142227
100,1000,5000000180,2024,RE,2024-05-20,2024-05-20,05,2024-05-20,FINANCE01,MIRO,Invoice for PO 4500000180,USD,1.00,,,RFBU,RMRP,51000001802024,USD,155325
100,1000,5000000181,2024,RE,2024-11-12,2024-11-12,11,2024-11-12,FINANCE02,MIRO,Invoice for PO 4500000181,USD,1.00,,,RFBU,RMRP,51000001812024,USD,080152
100,1000,5000000181,2024,RE,2024-11-21,2024-11-21,11,2024-11-21,FINANCE02,MIRO,Invoice for PO 4500000181,USD,1.00,,,RFBU,RMRP,51000001812024,USD,080152
100,1000,5000000182,2024,RE,2024-05-29,2024-05-29,05,2024-05-29,FINANCE01,MIRO,Invoice for PO 4500000182,USD,1.00,,,RFBU,RMRP,51000001822024,USD,155833
100,1000,5000000183,2024,RE,2024-07-20,2024-07-20,07,2024-07-20,FINANCE01,MIRO,Invoice for PO 4500000183,USD,1.00,,,RFBU,RMRP,51000001832024,USD,095807
100,1000,5000000184,2024,RE,2024-03-28,2024-03-28,03,2024-03-28,FINANCE01,MIRO,Invoice for PO 4500000184,USD,1.00,,,RFBU,RMRP,51000001842024,USD,111931
100,1000,5000000185,2024,RE,2024-07-16,2024-07-16,07,2024-07-16,FINANCE02,MIRO,Invoice for PO 4500000185,USD,1.00,,,RFBU,RMRP,51000001852024,USD,110011
100,1000,5000000186,2024,RE,2024-04-23,2024-04-23,04,2024-04-23,FINANCE02,MIRO,Invoice for PO 4500000186,USD,1.00,,,RFBU,RMRP,51000001862024,USD,130015
100,1000,5000000187,2024,RE,2024-10-31,2024-10-31,10,2024-10-31,FINANCE02,MIRO,Invoice for PO 4500000187,USD,1.00,,,RFBU,RMRP,51000001872024,USD,170441
100,1000,5000000188,2024,RE,2024-11-17,2024-11-17,11,2024-11-17,FINANCE02,MIRO,Invoice for PO 4500000188,USD,1.00,,,RFBU,RMRP,51000001882024,USD,151156
100,1000,5000000189,2024,RE,2024-10-10,2024-10-10,10,2024-10-10,FINANCE01,MIRO,Invoice for PO 4500000189,USD,1.00,,,RFBU,RMRP,51000001892024,USD,123001
100,1000,5000000190,2024,RE,2024-09-08,2024-09-08,09,2024-09-08,FINANCE02,MIRO,Invoice for PO 4500000190,USD,1.00,,,RFBU,RMRP,51000001902024,USD,114506
100,1000,5000000191,2024,RE,2024-06-05,2024-06-05,06,2024-06-05,FINANCE02,MIRO,Invoice for PO 4500000191,USD,1.00,,,RFBU,RMRP,51000001912024,USD,111827
100,1000,5000000191,2024,RE,2024-05-31,2024-05-31,05,2024-05-31,FINANCE02,MIRO,Invoice for PO 4500000191,USD,1.00,,,RFBU,RMRP,51000001912024,USD,111827
100,1000,5000000192,2024,RE,2024-06-29,2024-06-29,06,2024-06-29,FINANCE01,MIRO,Invoice for PO 4500000192,USD,1.00,,,RFBU,RMRP,51000001922024,USD,085010
100,1000,5000000193,2024,RE,2024-03-18,2024-03-18,03,2024-03-18,FINANCE01,MIRO,Invoice for PO 4500000193,USD,1.00,,,RFBU,RMRP,51000001932024,USD,120926
100,1000,5000000194,2024,RE,2024-08-01,2024-08-01,08,2024-08-01,FINANCE01,MIRO,Invoice for PO 4500000194,USD,1.00,,,RFBU,RMRP,51000001942024,USD,083239
100,1000,5000000195,2024,RE,2024-04-12,2024-04-12,04,2024-04-12,FINANCE02,MIRO,Invoice for PO 4500000195,USD,1.00,,,RFBU,RMRP,51000001952024,USD,092612
100,1000,5000000196,2024,RE,2024-06-15,2024-06-15,06,2024-06-15,FINANCE02,MIRO,Invoice for PO 4500000196,USD,1.00,,,RFBU,RMRP,51000001962024,USD,121504
100,1000,5000000197,2024,RE,2024-09-19,2024-09-19,09,2024-09-19,FINANCE02,MIRO,Invoice for PO 4500000197,USD,1.00,,,RFBU,RMRP,51000001972024,USD,090652
100,1000,5000000198,2024,RE,2024-11-24,2024-11-24,11,2024-11-24,FINANCE01,MIRO,Invoice for PO 4500000198,USD,1.00,,,RFBU,RMRP,51000001982024,USD,173128
100,1000,5000000199,2024,RE,2024-07-28,2024-07-28,07,2024-07-28,FINANCE01,MIRO,Invoice for PO 4500000199,USD,1.00,,,RFBU,RMRP,51000001992024,USD,142146
100,1000,5000000200,2024,RE,2024-08-06,2024-08-06,08,2024-08-06,FINANCE02,MIRO,Invoice for PO 4500000200,USD,1.00,,,RFBU,RMRP,51000002002024,USD,174632
100,1000,5000000201,2024,RE,2024-08-25,2024-08-25,08,2024-08-25,FINANCE02,MIRO,Invoice for PO 4500000201,USD,1.00,,,RFBU,RMRP,51000002012024,USD,091108
100,1000,5000000202,2024,RE,2024-11-20,2024-11-20,11,2024-11-20,FINANCE01,MIRO,Invoice for PO 4500000202,USD,1.00,,,RFBU,RMRP,51000002022024,USD,102235
100,1000,5000000203,2024,RE,2024-04-02,2024-04-02,04,2024-04-02,FINANCE02,MIRO,Invoice for PO 4500000203,USD,1.00,,,RFBU,RMRP,51000002032024,USD,110256
100,1000,5000000204,2024,RE,2024-04-15,2024-04-15,04,2024-04-15,FINANCE02,MIRO,Invoice for PO 4500000204,USD,1.00,,,RFBU,RMRP,51000002042024,USD,091946
100,1000,5000000204,2024,RE,2024-04-25,2024-04-25,04,2024-04-25,FINANCE01,MIRO,Invoice for PO 4500000204,USD,1.00,,,RFBU,RMRP,51000002042024,USD,133250
100,1000,5000000205,2024,RE,2024-04-04,2024-04-04,04,2024-04-04,FINANCE02,MIRO,Invoice for PO 4500000205,USD,1.00,,,RFBU,RMRP,51000002052024,USD,091342
100,1000,5000000206,2024,RE,2024-07-13,2024-07-13,07,2024-07-13,FINANCE02,MIRO,Invoice for PO 4500000206,USD,1.00,,,RFBU,RMRP,51000002062024,USD,153039
100,1000,5000000206,2024,RE,2024-07-13,2024-07-13,07,2024-07-13,FINANCE01,MIRO,Invoice for PO 4500000206,USD,1.00,,,RFBU,RMRP,51000002062024,USD,080130
100,1000,5000000207,2024,RE,2024-08-18,2024-08-18,08,2024-08-18,FINANCE02,MIRO,Invoice for PO 4500000207,USD,1.00,,,RFBU,RMRP,51000002072024,USD,140130
100,1000,5000000208,2024,RE,2024-03-12,2024-03-12,03,2024-03-12,FINANCE01,MIRO,Invoice for PO 4500000208,USD,1.00,,,RFBU,RMRP,51000002082024,USD,091831
100,1000,5000000208,2024,RE,2024-03-06,2024-03-06,03,2024-03-06,FINANCE01,MIRO,Invoice for PO 4500000208,USD,1.00,,,RFBU,RMRP,51000002082024,USD,091831
100,1000,5000000209,2024,RE,2024-04-12,2024-04-12,04,2024-04-12,FINANCE01,MIRO,Invoice for PO 4500000209,USD,1.00,,,RFBU,RMRP,51000002092024,USD,160923
100,1000,5000000210,2024,RE,2024-08-15,2024-08-15,08,2024-08-15,FINANCE01,MIRO,Invoice for PO 4500000210,USD,1.00,,,RFBU,RMRP,51000002102024,USD,151349
100,1000,5000000210,2024,RE,2024-08-21,2024-08-21,08,2024-08-21,FINANCE01,MIRO,Invoice for PO 4500000210,USD,1.00,,,RFBU,RMRP,51000002102024,USD,151349
100,1000,5000000211,2024,RE,2024-04-25,2024-04-25,04,2024-04-25,FINANCE01,MIRO,Invoice for PO 4500000211,USD,1.00,,,RFBU,RMRP,51000002112024,USD,155733
100,1000,5000000212,2024,RE,2024-12-05,2024-12-05,12,2024-12-05,FINANCE01,MIRO,Invoice for PO 4500000212,USD,1.00,,,RFBU,RMRP,51000002122024,USD,124755
100,1000,5000000213,2024,RE,2024-04-25,2024-04-25,04,2024-04-25,FINANCE02,MIRO,Invoice for PO 4500000213,USD,1.00,,,RFBU,RMRP,51000002132024,USD,150522
100,1000,5000000214,2024,RE,2024-08-06,2024-08-06,08,2024-08-06,FINANCE01,MIRO,Invoice for PO 4500000214,USD,1.00,,,RFBU,RMRP,51000002142024,USD,091616
100,1000,5000000215,2024,RE,2024-12-10,2024-12-10,12,2024-12-10,FINANCE02,MIRO,Invoice for PO 4500000215,USD,1.00,,,RFBU,RMRP,51000002152024,USD,113658
100,1000,5000000216,2024,RE,2024-08-10,2024-08-10,08,2024-08-10,FINANCE01,MIRO,Invoice for PO 4500000216,USD,1.00,,,RFBU,RMRP,51000002162024,USD,090804
100,1000,5000000216,2024,RE,2024-08-14,2024-08-14,08,2024-08-14,FINANCE01,MIRO,Invoice for PO 4500000216,USD,1.00,,,RFBU,RMRP,51000002162024,USD,090804
100,1000,5000000217,2024,RE,2024-08-27,2024-08-27,08,2024-08-27,FINANCE02,MIRO,Invoice for PO 4500000217,USD,1.00,,,RFBU,RMRP,51000002172024,USD,084343
100,1000,5000000218,2024,RE,2024-10-10,2024-10-10,10,2024-10-10,FINANCE02,MIRO,Invoice for PO 4500000218,USD,1.00,,,RFBU,RMRP,51000002182024,USD,140900
100,1000,5000000219,2024,RE,2024-07-13,2024-07-13,07,2024-07-13,FINANCE01,MIRO,Invoice for PO 4500000219,USD,1.00,,,RFBU,RMRP,51000002192024,USD,161646
100,1000,5000000220,2024,RE,2024-03-19,2024-03-19,03,2024-03-19,FINANCE01,MIRO,Invoice for PO 4500000220,USD,1.00,,,RFBU,RMRP,51000002202024,USD,090853
100,1000,5000000220,2024,RE,2024-03-12,2024-03-12,03,2024-03-12,FINANCE01,MIRO,Invoice for PO 4500000220,USD,1.00,,,RFBU,RMRP,51000002202024,USD,090853
100,1000,5000000221,2024,RE,2024-07-03,2024-07-03,07,2024-07-03,FINANCE01,MIRO,Invoice for PO 4500000221,USD,1.00,,,RFBU,RMRP,51000002212024,USD,140415
100,1000,5000000222,2024,RE,2024-03-19,2024-03-19,03,2024-03-19,FINANCE01,MIRO,Invoice for PO 4500000222,USD,1.00,,,RFBU,RMRP,51000002222024,USD,155352
100,1000,5000000223,2024,RE,2024-11-06,2024-11-06,11,2024-11-06,FINANCE02,MIRO,Invoice for PO 4500000223,USD,1.00,,,RFBU,RMRP,51000002232024,USD,152416
100,1000,5000000224,2024,RE,2024-07-15,2024-07-15,07,2024-07-15,FINANCE02,MIRO,Invoice for PO 4500000224,USD,1.00,,,RFBU,RMRP,51000002242024,USD,164444
100,1000,5000000224,2024,RE,2024-07-15,2024-07-15,07,2024-07-15,FINANCE01,MIRO,Invoice for PO 4500000224,USD,1.00,,,RFBU,RMRP,51000002242024,USD,120326
100,1000,5000000225,2024,RE,2024-02-20,2024-02-20,02,2024-02-20,FINANCE01,MIRO,Invoice for PO 4500000225,USD,1.00,,,RFBU,RMRP,51000002252024,USD,095318
100,1000,5000000226,2024,RE,2024-09-10,2024-09-10,09,2024-09-10,FINANCE02,MIRO,Invoice for PO 4500000226,USD,1.00,,,RFBU,RMRP,51000002262024,USD,150519
100,1000,5000000226,2024,RE,2024-09-05,2024-09-05,09,2024-09-05,FINANCE02,MIRO,Invoice for PO 4500000226,USD,1.00,,,RFBU,RMRP,51000002262024,USD,150519
100,1000,5000000227,2024,RE,2024-07-18,2024-07-18,07,2024-07-18,FINANCE01,MIRO,Invoice for PO 4500000227,USD,1.00,,,RFBU,RMRP,51000002272024,USD,163632
100,1000,5000000228,2024,RE,2024-02-12,2024-02-12,02,2024-02-12,FINANCE01,MIRO,Invoice for PO 4500000228,USD,1.00,,,RFBU,RMRP,51000002282024,USD,114959
100,1000,5000000229,2024,RE,2024-09-17,2024-09-17,09,2024-09-17,FINANCE02,MIRO,Invoice for PO 4500000229,USD,1.00,,,RFBU,RMRP,51000002292024,USD,081927
100,1000,5000000229,2024,RE,2024-09-10,2024-09-10,09,2024-09-10,FINANCE01,MIRO,Invoice for PO 4500000229,USD,1.00,,,RFBU,RMRP,51000002292024,USD,084925
100,1000,5000000230,2024,RE,2024-03-20,2024-03-20,03,2024-03-20,FINANCE01,MIRO,Invoice for PO 4500000230,USD,1.00,,,RFBU,RMRP,51000002302024,USD,145248
100,1000,5000000231,2024,RE,2024-07-10,2024-07-10,07,2024-07-10,FINANCE01,MIRO,Invoice for PO 4500000231,USD,1.00,,,RFBU,RMRP,51000002312024,USD,171415
100,1000,5000000231,2024,RE,2024-07-10,2024-07-10,07,2024-07-10,FINANCE01,MIRO,Invoice for PO 4500000231,USD,1.00,,,RFBU,RMRP,51000002312024,USD,171415
100,1000,5000000232,2024,RE,2024-10-12,2024-10-12,10,2024-10-12,FINANCE01,MIRO,Invoice for PO 4500000232,USD,1.00,,,RFBU,RMRP,51000002322024,USD,144013
100,1000,5000000233,2024,RE,2024-06-11,2024-06-11,06,2024-06-11,FINANCE01,MIRO,Invoice for PO 4500000233,USD,1.00,,,RFBU,RMRP,51000002332024,USD,103224
100,1000,5000000234,2024,RE,2024-05-22,2024-05-22,05,2024-05-22,FINANCE01,MIRO,Invoice for PO 4500000234,USD,1.00,,,RFBU,RMRP,51000002342024,USD,110600
100,1000,5000000235,2024,RE,2024-07-13,2024-07-13,07,2024-07-13,FINANCE02,MIRO,Invoice for PO 4500000235,USD,1.00,,,RFBU,RMRP,51000002352024,USD,122431
100,1000,5000000236,2024,RE,2024-05-25,2024-05-25,05,2024-05-25,FINANCE02,MIRO,Invoice for PO 4500000236,USD,1.00,,,RFBU,RMRP,51000002362024,USD,165956
100,1000,5000000236,2024,RE,2024-06-10,2024-06-10,06,2024-06-10,FINANCE01,MIRO,Invoice for PO 4500000236,USD,1.00,,,RFBU,RMRP,51000002362024,USD,114228
100,1000,5000000237,2024,RE,2024-06-25,2024-06-25,06,2024-06-25,FINANCE02,MIRO,Invoice for PO 4500000237,USD,1.00,,,RFBU,RMRP,51000002372024,USD,081549
100,1000,5000000238,2024,RE,2024-05-19,2024-05-19,05,2024-05-19,FINANCE02,MIRO,Invoice for PO 4500000238,USD,1.00,,,RFBU,RMRP,51000002382024,USD,145006
100,1000,5000000239,2024,RE,2024-06-24,2024-06-24,06,2024-06-24,FINANCE01,MIRO,Invoice for PO 4500000239,USD,1.00,,,RFBU,RMRP,51000002392024,USD,081304
100,1000,5000000239,2024,RE,2024-07-02,2024-07-02,07,2024-07-02,FINANCE02,MIRO,Invoice for PO 4500000239,USD,1.00,,,RFBU,RMRP,51000002392024,USD,085225
