MANDT,VBELN,ERDAT,ERZET,ERNAM,LFART,KUNNR,KUNAG,WADAT,WADAT_IST,LFDAT,KODAT,VSTEL,ROUTE,LGNUM,TRATY,TRAID,TPADR,VBTYP,KOUHR,PODAT,NTGEW,BTGEW,GEWEI,VOLUM,VOLEH,POTIM
100,8000000121,2024-08-01,09:00:00,WHOUSE01,LF,C00012,C00012,2024-08-27,2024-08-25,2024-08-27,2024-08-27,SP03,R0002,,,,,J,09:08:00,2024-08-02,1075.43,4213.27,KG,38.439,M3,16:25:56
100,8000000122,2024-04-03,09:00:00,WHOUSE01,LF,C00008,C00008,2024-04-24,2024-04-25,2024-04-24,2024-04-24,SP02,R0001,,,,,J,11:13:00,2024-04-04,715.24,2713.34,KG,44.538,M3,16:37:39
100,8000000123,2024-03-19,09:00:00,WHOUSE02,LF,C00006,C00006,2024-03-30,2024-04-01,2024-03-30,2024-03-30,SP02,R0003,,,,,J,13:22:53,2024-03-20,552.16,3687.0,KG,7.05,M3,19:12:27
100,8000000124,2024-05-27,09:00:00,WHOUSE01,LF,C00008,C00008,2024-06-25,2024-06-25,2024-06-25,2024-06-25,SP01,R0004,,,,,J,15:13:15,2024-05-28,3264.66,3837.82,KG,38.518,M3,23:51:02
100,8000000125,2024-06-16,09:00:00,WHOUSE01,LF,C00014,C00014,2024-06-26,2024-06-23,2024-06-26,2024-06-26,SP02,R0001,,,,,J,07:00:03,2024-06-17,1508.6,3030.57,KG,14.821,M3,14:46:37
100,8000000126,2024-06-22,09:00:00,WHOUSE01,LF,C00010,C00010,2024-07-11,2024-07-14,2024-07-11,2024-07-11,SP03,R0003,,,,,J,13:34:24,2024-06-23,4166.11,232.23,KG,34.386,M3,17:18:34
100,8000000127,2024-08-16,09:00:00,WHOUSE01,LF,C00006,C00006,2024-08-23,2024-09-07,2024-08-23,2024-08-23,SP03,R0004,,,,,J,06:33:13,2024-08-17,3875.14,3248.1,KG,18.138,M3,14:02:18
100,8000000128,2024-05-01,09:00:00,WHOUSE02,LF,C00008,C00008,2024-05-30,2024-06-05,2024-05-30,2024-05-30,SP01,R0001,,,,,J,09:27:50,2024-05-02,3121.74,1158.1,KG,27.185,M3,10:01:26
100,8000000129,2024-08-31,09:00:00,WHOUSE02,LF,C00009,C00009,2024-09-20,2024-09-19,2024-09-20,2024-09-20,SP03,R0002,,,,,J,12:44:02,2024-09-01,263.92,3210.07,KG,16.125,M3,18:40:50
100,8000000130,2024-06-25,09:00:00,WHOUSE02,LF,C00002,C00002,2024-07-25,2024-07-25,2024-07-25,2024-07-25,SP02,R0004,,,,,J,17:05:34,2024-06-26,1093.72,51.25,KG,39.922,M3,02:30:53
100,8000000131,2024-07-25,09:00:00,WHOUSE01,LF,C00010,C00010,2024-08-07,2024-08-06,2024-08-07,2024-08-07,SP02,R0002,,,,,J,06:14:34,2024-07-26,2762.95,3863.61,KG,29.129,M3,13:59:29
100,8000000132,2024-09-22,09:00:00,WHOUSE01,LF,C00006,C00006,2024-10-19,2024-10-16,2024-10-19,2024-10-19,SP02,R0001,,,,,J,07:06:49,2024-09-23,792.03,3203.73,KG,8.753,M3,19:36:14
100,8000000133,2024-04-23,09:00:00,WHOUSE02,LF,C00009,C00009,2024-05-08,2024-05-05,2024-05-08,2024-05-08,SP02,R0001,,,,,J,15:23:12,2024-04-24,1927.61,2032.23,KG,36.257,M3,10:53:37
100,8000000134,2024-05-23,09:00:00,WHOUSE01,LF,C00011,C00011,2024-06-16,2024-06-15,2024-06-16,2024-06-16,SP03,R0002,,,,,J,06:18:49,2024-05-24,2592.33,4943.4,KG,43.82,M3,07:28:16
100,8000000135,2024-08-13,09:00:00,WHOUSE02,LF,C00014,C00014,2024-09-11,2024-09-14,2024-09-11,2024-09-11,SP02,R0001,,,,,J,12:15:08,2024-08-14,909.77,913.02,KG,31.966,M3,09:57:41
100,8000000136,2024-05-18,09:00:00,WHOUSE01,LF,C00003,C00003,2024-05-31,2024-06-02,2024-05-31,2024-05-31,SP01,R0004,,,,,J,08:48:06,2024-05-19,2220.47,1179.73,KG,10.366,M3,01:52:14
100,8000000137,2024-04-04,09:00:00,WHOUSE01,LF,C00003,C00003,2024-04-30,2024-05-13,2024-04-30,2024-04-30,SP02,R0003,,,,,J,09:59:44,2024-04-05,3472.91,2954.83,KG,39.518,M3,21:57:37
100,8000000138,2024-06-19,09:00:00,WHOUSE01,LF,C00010,C00010,2024-07-12,2024-07-11,2024-07-12,2024-07-12,SP03,R0003,,,,,J,10:02:03,2024-06-20,1935.99,5034.62,KG,41.536,M3,08:25:16
100,8000000139,2024-07-12,09:00:00,WHOUSE02,LF,C00015,C00015,2024-08-03,2024-08-05,2024-08-03,2024-08-03,SP02,R0003,,,,,J,10:43:51,2024-07-13,3338.3,4096.47,KG,9.236,M3,00:33:14
100,8000000140,2024-06-05,09:00:00,WHOUSE02,LF,C00001,C00001,2024-06-17,2024-06-18,2024-06-17,2024-06-17,SP02,R0004,,,,,J,14:58:29,2024-06-06,1373.87,1556.42,KG,32.409,M3,01:14:52
100,8000000141,2024-01-10,09:00:00,WHOUSE02,LF,C00015,C00015,2024-02-01,2024-01-29,2024-02-01,2024-02-01,SP03,R0001,,,,,J,06:58:37,2024-01-11,3732.4,3064.77,KG,24.898,M3,14:15:25
100,8000000142,2024-03-02,09:00:00,WHOUSE01,LF,C00011,C00011,2024-03-21,2024-03-23,2024-03-21,2024-03-21,SP03,R0001,,,,,J,12:40:21,2024-03-03,2821.19,2815.71,KG,12.357,M3,00:27:03
100,8000000143,2024-06-07,09:00:00,WHOUSE02,LF,C00005,C00005,2024-07-04,2024-07-05,2024-07-04,2024-07-04,SP02,R0001,,,,,J,06:50:59,2024-06-08,787.72,889.33,KG,24.269,M3,02:51:51
100,8000000144,2024-06-08,09:00:00,WHOUSE01,LF,C00006,C00006,2024-06-23,2024-06-20,2024-06-23,2024-06-23,SP02,R0003,,,,,J,15:55:07,2024-06-09,2015.36,1118.3,KG,13.61,M3,08:34:52
100,8000000145,2024-08-07,09:00:00,WHOUSE02,LF,C00015,C00015,2024-09-05,2024-09-04,2024-09-05,2024-09-05,SP01,R0003,,,,,J,11:17:04,2024-08-08,3911.48,3346.61,KG,28.453,M3,17:26:01
100,8000000146,2024-07-13,09:00:00,WHOUSE01,LF,C00015,C00015,2024-07-23,2024-07-21,2024-07-23,2024-07-23,SP01,R0003,,,,,J,10:22:16,2024-07-14,997.07,1847.66,KG,26.917,M3,16:55:46
100,8000000147,2024-07-17,09:00:00,WHOUSE02,LF,C00009,C00009,2024-08-01,2024-08-02,2024-08-01,2024-08-01,SP01,R0001,,,,,J,09:29:54,2024-07-18,2062.34,1806.89,KG,7.402,M3,20:50:19
100,8000000148,2024-04-01,09:00:00,WHOUSE02,LF,C00001,C00001,2024-04-18,2024-04-20,2024-04-18,2024-04-18,SP01,R0002,,,,,J,09:24:16,2024-04-02,2348.21,1440.76,KG,30.339,M3,19:42:03
100,8000000149,2024-08-02,09:00:00,WHOUSE02,LF,C00014,C00014,2024-08-31,2024-08-30,2024-08-31,2024-08-31,SP03,R0001,,,,,J,17:55:25,2024-08-03,4341.47,665.99,KG,12.702,M3,15:37:13
100,8000000150,2024-08-21,09:00:00,WHOUSE01,LF,C00006,C00006,2024-09-14,2024-09-15,2024-09-14,2024-09-14,SP02,R0001,,,,,J,16:31:50,2024-08-22,661.47,1578.17,KG,48.329,M3,17:42:35
100,8000000151,2024-06-03,09:00:00,WHOUSE02,LF,C00007,C00007,2024-06-19,2024-06-17,2024-06-19,2024-06-19,SP01,R0003,,,,,J,16:03:22,2024-06-04,4656.95,170.15,KG,40.674,M3,09:49:07
100,8000000152,2024-06-08,09:00:00,WHOUSE02,LF,C00004,C00004,2024-06-19,2024-06-18,2024-06-19,2024-06-19,SP02,R0001,,,,,J,14:56:22,2024-06-09,1587.91,3323.28,KG,49.195,M3,07:59:24
100,8000000153,2024-02-15,09:00:00,WHOUSE01,LF,C00014,C00014,2024-03-11,2024-03-13,2024-03-11,2024-03-11,SP01,R0001,,,,,J,12:47:06,2024-02-16,4665.77,3586.93,KG,0.263,M3,17:46:21
100,8000000154,2024-08-17,09:00:00,WHOUSE01,LF,C00012,C00012,2024-08-31,2024-08-30,2024-08-31,2024-08-31,SP03,R0004,,,,,J,08:14:27,2024-08-18,3065.5,2820.79,KG,9.528,M3,05:34:41
100,8000000155,2024-07-25,09:00:00,WHOUSE02,LF,C00006,C00006,2024-08-09,2024-08-10,2024-08-09,2024-08-09,SP01,R0004,,,,,J,16:16:16,2024-07-26,3679.23,2238.43,KG,46.713,M3,06:00:43
100,8000000156,2024-04-29,09:00:00,WHOUSE01,LF,C00008,C00008,2024-05-18,2024-05-16,2024-05-18,2024-05-18,SP02,R0002,,,,,J,15:54:03,2024-04-30,4380.82,1026.36,KG,46.398,M3,13:05:21
100,8000000157,2024-07-07,09:00:00,WHOUSE02,LF,C00006,C00006,2024-07-31,2024-07-30,2024-07-31,2024-07-31,SP03,R0003,,,,,J,08:22:50,2024-07-08,3384.19,240.63,KG,22.793,M3,20:15:30
100,8000000158,2024-05-02,09:00:00,WHOUSE01,LF,C00011,C00011,2024-05-31,2024-05-29,2024-05-31,2024-05-31,SP03,R0004,,,,,J,17:59:59,2024-05-03,3936.94,4427.84,KG,49.544,M3,00:06:08
100,8000000160,2024-09-06,09:00:00,WHOUSE02,LF,C00002,C00002,2024-09-30,2024-10-01,2024-09-30,2024-09-30,SP01,R0004,,,,,J,13:02:37,2024-09-07,437.89,4088.56,KG,29.221,M3,23:46:16
100,8000000161,2024-04-14,09:00:00,WHOUSE01,LF,C00008,C00008,2024-04-21,2024-05-07,2024-04-21,2024-04-21,SP03,R0002,,,,,J,13:52:29,2024-04-15,53.26,4809.8,KG,13.927,M3,05:42:18
100,8000000162,2024-06-16,09:00:00,WHOUSE02,LF,C00012,C00012,2024-07-03,2024-07-04,2024-07-03,2024-07-03,SP02,R0002,,,,,J,14:32:13,2024-06-17,4312.62,1110.38,KG,28.416,M3,21:16:26
100,8000000163,2024-09-11,09:00:00,WHOUSE02,LF,C00004,C00004,2024-09-28,2024-09-30,2024-09-28,2024-09-28,SP02,R0004,,,,,J,11:34:32,2024-09-12,273.24,3141.3,KG,10.04,M3,05:57:27
100,8000000164,2024-01-07,09:00:00,WHOUSE01,LF,C00003,C00003,2024-01-17,2024-01-19,2024-01-17,2024-01-17,SP01,R0003,,,,,J,17:17:08,2024-01-08,4264.48,4113.03,KG,2.645,M3,06:46:10
100,8000000165,2024-07-02,09:00:00,WHOUSE02,LF,C00007,C00007,2024-07-11,2024-07-11,2024-07-11,2024-07-11,SP03,R0004,,,,,J,12:36:51,2024-07-03,1573.34,4583.12,KG,21.443,M3,11:06:48
100,8000000166,2024-07-04,09:00:00,WHOUSE02,LF,C00008,C00008,2024-07-16,2024-07-15,2024-07-16,2024-07-16,SP01,R0004,,,,,J,07:27:05,2024-07-05,4510.0,3712.04,KG,49.087,M3,09:19:34
100,8000000167,2024-04-14,09:00:00,WHOUSE01,LF,C00010,C00010,2024-04-27,2024-04-29,2024-04-27,2024-04-27,SP01,R0004,,,,,J,06:44:51,2024-04-15,1023.01,4877.95,KG,29.804,M3,22:35:40
100,8000000168,2024-03-12,09:00:00,WHOUSE02,LF,C00007,C00007,2024-03-27,2024-03-25,2024-03-27,2024-03-27,SP02,R0002,,,,,J,16:34:54,2024-03-13,761.51,4500.42,KG,23.871,M3,02:04:09
100,8000000169,2024-02-28,09:00:00,WHOUSE01,LF,C00011,C00011,2024-03-16,2024-03-18,2024-03-16,2024-03-16,SP03,R0004,,,,,J,09:09:34,2024-02-29,1072.93,1992.83,KG,19.406,M3,03:54:59
100,8000000170,2024-03-10,09:00:00,WHOUSE02,LF,C00015,C00015,2024-03-23,2024-03-21,2024-03-23,2024-03-23,SP03,R0003,,,,,J,14:46:21,2024-03-11,4204.99,310.37,KG,6.06,M3,00:15:04
100,8000000171,2024-02-23,09:00:00,WHOUSE02,LF,C00008,C00008,2024-03-09,2024-03-07,2024-03-09,2024-03-09,SP02,R0003,,,,,J,15:32:43,2024-02-24,1821.07,3448.13,KG,9.137,M3,08:11:07
100,8000000173,2024-07-07,09:00:00,WHOUSE01,LF,C00007,C00007,2024-07-24,2024-08-04,2024-07-24,2024-07-24,SP01,R0003,,,,,J,12:48:33,2024-07-08,4547.14,3122.85,KG,18.131,M3,14:21:07
100,8000000174,2024-03-29,09:00:00,WHOUSE01,LF,C00003,C00003,2024-04-22,2024-04-23,2024-04-22,2024-04-22,SP01,R0003,,,,,J,16:50:40,2024-03-30,2921.41,4865.48,KG,40.085,M3,16:49:53
100,8000000175,2024-02-05,09:00:00,WHOUSE02,LF,C00007,C00007,2024-03-05,2024-03-03,2024-03-05,2024-03-05,SP03,R0004,,,,,J,06:11:11,2024-02-06,4142.99,1396.8,KG,2.82,M3,17:29:32
100,8000000176,2024-07-27,09:00:00,WHOUSE01,LF,C00004,C00004,2024-08-17,2024-08-17,2024-08-17,2024-08-17,SP03,R0002,,,,,J,12:41:36,2024-07-28,2380.69,2816.91,KG,42.374,M3,03:30:42
100,8000000177,2024-06-12,09:00:00,WHOUSE01,LF,C00004,C00004,2024-06-22,2024-06-19,2024-06-22,2024-06-22,SP03,R0003,,,,,J,08:34:43,2024-06-13,3520.98,1712.74,KG,13.94,M3,19:17:50
100,8000000178,2024-04-01,09:00:00,WHOUSE01,LF,C00004,C00004,2024-04-10,2024-04-09,2024-04-10,2024-04-10,SP01,R0004,,,,,J,07:53:48,2024-04-02,1455.81,1199.73,KG,27.47,M3,02:22:50
100,8000000179,2024-07-13,09:00:00,WHOUSE02,LF,C00001,C00001,2024-08-08,2024-08-06,2024-08-08,2024-08-08,SP03,R0003,,,,,J,14:59:22,2024-07-14,516.48,1004.88,KG,13.494,M3,02:22:11
100,8000000180,2024-05-22,09:00:00,WHOUSE01,LF,C00013,C00013,2024-06-15,2024-06-16,2024-06-15,2024-06-15,SP03,R0003,,,,,J,11:08:30,2024-05-23,2813.82,1844.62,KG,39.215,M3,12:51:12
100,8000000181,2024-06-01,09:00:00,WHOUSE02,LF,C00006,C00006,2024-06-19,2024-06-21,2024-06-19,2024-06-19,SP03,R0003,,,,,J,12:08:08,2024-06-02,4505.08,2753.76,KG,46.295,M3,17:16:46
100,8000000182,2024-04-15,09:00:00,WHOUSE02,LF,C00001,C00001,2024-04-26,2024-04-26,2024-04-26,2024-04-26,SP01,R0003,,,,,J,13:01:41,2024-04-16,768.56,3963.04,KG,34.368,M3,00:58:58
100,8000000183,2024-07-09,09:00:00,WHOUSE01,LF,C00006,C00006,2024-07-24,2024-08-05,2024-07-24,2024-07-24,SP01,R0004,,,,,J,16:09:23,2024-07-10,2081.78,3963.19,KG,10.324,M3,19:51:50
100,8000000184,2024-09-29,09:00:00,WHOUSE01,LF,C00015,C00015,2024-10-16,2024-10-13,2024-10-16,2024-10-16,SP01,R0004,,,,,J,09:48:40,2024-09-30,2666.2,2524.87,KG,44.576,M3,02:04:10
100,8000000185,2024-04-19,09:00:00,WHOUSE01,LF,C00008,C00008,2024-05-06,2024-05-29,2024-05-06,2024-05-06,SP03,R0001,,,,,J,17:15:38,2024-04-20,3095.26,2156.46,KG,28.372,M3,04:21:10
100,8000000186,2024-05-06,09:00:00,WHOUSE01,LF,C00004,C00004,2024-06-05,2024-06-07,2024-06-05,2024-06-05,SP02,R0001,,,,,J,06:19:23,2024-05-07,799.82,4149.18,KG,0.592,M3,16:52:44
100,8000000187,2024-04-20,09:00:00,WHOUSE02,LF,C00001,C00001,2024-05-20,2024-05-17,2024-05-20,2024-05-20,SP01,R0003,,,,,J,07:38:13,2024-04-21,2766.08,5065.45,KG,16.947,M3,17:12:30
100,8000000188,2024-06-20,09:00:00,WHOUSE01,LF,C00007,C00007,2024-07-01,2024-06-29,2024-07-01,2024-07-01,SP02,R0001,,,,,J,13:35:58,2024-06-21,2353.14,2647.2,KG,31.256,M3,20:22:01
100,8000000191,2024-04-23,09:00:00,WHOUSE02,LF,C00001,C00001,2024-05-11,2024-05-21,2024-05-11,2024-05-11,SP03,R0001,,,,,J,16:10:08,2024-04-24,4916.68,3286.91,KG,13.931,M3,10:54:24
100,8000000192,2024-05-18,09:00:00,WHOUSE01,LF,C00013,C00013,2024-06-04,2024-06-06,2024-06-04,2024-06-04,SP02,R0001,,,,,J,14:07:45,2024-05-19,3452.92,4374.98,KG,21.547,M3,13:06:51
100,8000000194,2024-05-31,09:00:00,WHOUSE02,LF,C00013,C00013,2024-06-15,2024-06-25,2024-06-15,2024-06-15,SP03,R0002,,,,,J,09:52:52,2024-06-01,4519.22,3672.63,KG,11.601,M3,16:49:51
100,8000000195,2024-05-01,09:00:00,WHOUSE01,LF,C00006,C00006,2024-05-15,2024-05-14,2024-05-15,2024-05-15,SP01,R0001,,,,,J,12:20:46,2024-05-02,4880.86,5158.78,KG,30.954,M3,12:13:10
100,8000000196,2024-04-29,09:00:00,WHOUSE02,LF,C00006,C00006,2024-05-26,2024-06-03,2024-05-26,2024-05-26,SP01,R0003,,,,,J,06:08:08,2024-04-30,3322.71,438.28,KG,28.574,M3,06:39:40
100,8000000198,2024-08-10,09:00:00,WHOUSE02,LF,C00006,C00006,2024-08-23,2024-09-07,2024-08-23,2024-08-23,SP03,R0001,,,,,J,11:09:19,2024-08-11,741.76,600.65,KG,13.41,M3,15:49:37
100,8000000199,2024-03-02,09:00:00,WHOUSE02,LF,C00015,C00015,2024-03-16,2024-03-17,2024-03-16,2024-03-16,SP01,R0003,,,,,J,07:04:15,2024-03-03,2230.07,13.49,KG,27.676,M3,23:44:04
100,8000000200,2024-02-15,09:00:00,WHOUSE02,LF,C00013,C00013,2024-03-06,2024-03-05,2024-03-06,2024-03-06,SP03,R0004,,,,,J,09:06:30,2024-02-16,3780.81,183.23,KG,42.054,M3,23:14:53
100,8000000201,2024-09-16,09:00:00,WHOUSE02,LF,C00011,C00011,2024-09-27,2024-09-28,2024-09-27,2024-09-27,SP03,R0004,,,,,J,09:35:35,2024-09-17,686.64,286.55,KG,7.67,M3,21:59:58
100,8000000202,2024-06-29,09:00:00,WHOUSE02,LF,C00013,C00013,2024-07-10,2024-07-09,2024-07-10,2024-07-10,SP02,R0001,,,,,J,16:29:01,2024-06-30,1910.94,73.53,KG,27.73,M3,15:35:49
100,8000000203,2024-05-20,09:00:00,WHOUSE01,LF,C00008,C00008,2024-06-13,2024-06-13,2024-06-13,2024-06-13,SP02,R0002,,,,,J,07:15:00,2024-05-21,1903.06,1516.98,KG,15.904,M3,14:24:20
100,8000000205,2024-05-18,09:00:00,WHOUSE01,LF,C00004,C00004,2024-06-15,2024-06-16,2024-06-15,2024-06-15,SP02,R0002,,,,,J,08:33:09,2024-05-19,860.59,12.05,KG,11.072,M3,20:23:12
100,8000000206,2024-09-01,09:00:00,WHOUSE01,LF,C00014,C00014,2024-09-12,2024-09-30,2024-09-12,2024-09-12,SP02,R0001,,,,,J,16:02:18,2024-09-02,109.57,2454.49,KG,40.305,M3,01:02:28
100,8000000207,2024-01-24,09:00:00,WHOUSE01,LF,C00004,C00004,2024-02-22,2024-02-25,2024-02-22,2024-02-22,SP02,R0004,,,,,J,10:13:34,2024-01-25,3443.73,4011.37,KG,41.273,M3,06:00:36
100,8000000208,2024-08-20,09:00:00,WHOUSE02,LF,C00015,C00015,2024-09-15,2024-09-16,2024-09-15,2024-09-15,SP02,R0001,,,,,J,10:16:27,2024-08-21,4091.58,5287.11,KG,10.237,M3,11:01:42
100,8000000209,2024-07-09,09:00:00,WHOUSE02,LF,C00011,C00011,2024-07-30,2024-07-28,2024-07-30,2024-07-30,SP03,R0001,,,,,J,06:51:03,2024-07-10,4655.4,545.61,KG,30.853,M3,11:41:21
100,8000000210,2024-01-23,09:00:00,WHOUSE02,LF,C00004,C00004,2024-02-05,2024-02-03,2024-02-05,2024-02-05,SP01,R0001,,,,,J,11:05:07,2024-01-24,2928.61,2031.86,KG,47.728,M3,13:47:53
100,8000000211,2024-01-28,09:00:00,WHOUSE02,LF,C00007,C00007,2024-02-17,2024-02-15,2024-02-17,2024-02-17,SP01,R0002,,,,,J,09:12:49,2024-01-29,917.35,3556.0,KG,4.65,M3,00:20:55
100,8000000213,2024-05-26,09:00:00,WHOUSE02,LF,C00014,C00014,2024-06-18,2024-06-16,2024-06-18,2024-06-18,SP01,R0002,,,,,J,09:42:02,2024-05-27,4471.0,5340.52,KG,37.049,M3,14:05:08
100,8000000214,2024-02-19,09:00:00,WHOUSE02,LF,C00005,C00005,2024-03-10,2024-03-07,2024-03-10,2024-03-10,SP02,R0003,,,,,J,10:14:08,2024-02-20,4851.78,4083.25,KG,48.936,M3,03:38:33
100,8000000215,2024-05-18,09:00:00,WHOUSE01,LF,C00002,C00002,2024-06-07,2024-07-02,2024-06-07,2024-06-07,SP01,R0003,,,,,J,12:19:12,2024-05-19,4733.55,2058.04,KG,13.559,M3,17:49:07
100,8000000216,2024-06-16,09:00:00,WHOUSE02,LF,C00003,C00003,2024-07-05,2024-07-03,2024-07-05,2024-07-05,SP02,R0003,,,,,J,17:32:39,2024-06-17,2838.25,1548.52,KG,24.364,M3,18:08:30
100,8000000217,2024-08-06,09:00:00,WHOUSE01,LF,C00015,C00015,2024-08-17,2024-08-23,2024-08-17,2024-08-17,SP01,R0004,,,,,J,17:53:37,2024-08-07,4429.16,3599.1,KG,4.875,M3,15:35:35
100,8000000218,2024-09-29,09:00:00,WHOUSE01,LF,C00010,C00010,2024-10-25,2024-10-25,2024-10-25,2024-10-25,SP02,R0002,,,,,J,16:11:56,2024-09-30,4939.2,1644.51,KG,42.285,M3,23:48:21
100,8000000219,2024-07-24,09:00:00,WHOUSE02,LF,C00003,C00003,2024-08-17,2024-08-18,2024-08-17,2024-08-17,SP02,R0001,,,,,J,07:51:25,2024-07-25,4433.59,204.04,KG,11.127,M3,03:39:51
100,8000000220,2024-06-15,09:00:00,WHOUSE01,LF,C00002,C00002,2024-07-11,2024-07-13,2024-07-11,2024-07-11,SP02,R0001,,,,,J,14:32:47,2024-06-16,353.76,670.98,KG,23.029,M3,01:50:53
100,8000000221,2024-05-31,09:00:00,WHOUSE01,LF,C00004,C00004,2024-06-25,2024-06-27,2024-06-25,2024-06-25,SP01,R0001,,,,,J,13:43:47,2024-06-01,683.37,790.41,KG,8.366,M3,20:20:15
100,8000000222,2024-03-25,09:00:00,WHOUSE02,LF,C00006,C00006,2024-04-20,2024-04-19,2024-04-20,2024-04-20,SP03,R0004,,,,,J,15:08:23,2024-03-26,1507.52,2519.62,KG,8.76,M3,09:34:52
100,8000000223,2024-05-24,09:00:00,WHOUSE02,LF,C00014,C00014,2024-06-16,2024-06-13,2024-06-16,2024-06-16,SP02,R0001,,,,,J,15:33:09,2024-05-25,1974.14,5128.16,KG,11.095,M3,13:18:02
100,8000000224,2024-05-24,09:00:00,WHOUSE02,LF,C00015,C00015,2024-06-11,2024-06-09,2024-06-11,2024-06-11,SP03,R0001,,,,,J,09:57:48,2024-05-25,755.94,5408.26,KG,5.459,M3,03:03:19
100,8000000225,2024-05-10,09:00:00,WHOUSE01,LF,C00014,C00014,2024-05-21,2024-05-20,2024-05-21,2024-05-21,SP03,R0003,,,,,J,10:02:00,2024-05-11,4964.56,5031.14,KG,12.015,M3,21:08:44
100,8000000226,2024-08-04,09:00:00,WHOUSE01,LF,C00004,C00004,2024-08-11,2024-08-27,2024-08-11,2024-08-11,SP02,R0003,,,,,J,17:20:23,2024-08-05,3956.93,672.34,KG,15.494,M3,08:52:24
100,8000000228,2024-01-15,09:00:00,WHOUSE01,LF,C00004,C00004,2024-02-09,2024-02-11,2024-02-09,2024-02-09,SP02,R0002,,,,,J,07:48:36,2024-01-16,3347.83,3506.26,KG,29.024,M3,04:17:21
100,8000000229,2024-08-25,09:00:00,WHOUSE01,LF,C00008,C00008,2024-09-11,2024-09-14,2024-09-11,2024-09-11,SP01,R0001,,,,,J,06:16:34,2024-08-26,4808.26,5238.91,KG,30.026,M3,13:04:33
100,8000000230,2024-08-15,09:00:00,WHOUSE01,LF,C00003,C00003,2024-09-02,2024-09-03,2024-09-02,2024-09-02,SP03,R0003,,,,,J,17:41:28,2024-08-16,1610.29,4362.68,KG,19.396,M3,11:04:31
100,8000000231,2024-09-10,09:00:00,WHOUSE01,LF,C00009,C00009,2024-10-01,2024-09-30,2024-10-01,2024-10-01,SP02,R0001,,,,,J,11:19:23,2024-09-11,3559.93,4843.03,KG,10.748,M3,09:47:19
100,8000000232,2024-07-17,09:00:00,WHOUSE02,LF,C00004,C00004,2024-07-26,2024-07-29,2024-07-26,2024-07-26,SP01,R0001,,,,,J,17:30:09,2024-07-18,4744.32,5127.05,KG,5.108,M3,13:01:01
100,8000000233,2024-08-26,09:00:00,WHOUSE02,LF,C00008,C00008,2024-09-23,2024-09-20,2024-09-23,2024-09-23,SP03,R0003,,,,,J,12:48:21,2024-08-27,424.53,970.1,KG,4.192,M3,09:20:11
100,8000000234,2024-01-27,09:00:00,WHOUSE01,LF,C00006,C00006,2024-02-18,2024-02-15,2024-02-18,2024-02-18,SP03,R0002,,,,,J,14:31:39,2024-01-28,3018.03,629.88,KG,35.65,M3,22:05:55
100,8000000235,2024-08-03,09:00:00,WHOUSE02,LF,C00011,C00011,2024-08-17,2024-08-15,2024-08-17,2024-08-17,SP02,R0004,,,,,J,08:58:11,2024-08-04,3998.6,3989.75,KG,22.182,M3,04:59:33
100,8000000236,2024-08-12,09:00:00,WHOUSE02,LF,C00001,C00001,2024-09-09,2024-09-18,2024-09-09,2024-09-09,SP03,R0002,,,,,J,17:42:10,2024-08-13,89.62,2510.38,KG,36.984,M3,19:38:54
100,8000000237,2024-02-22,09:00:00,WHOUSE01,LF,C00010,C00010,2024-03-06,2024-03-05,2024-03-06,2024-03-06,SP02,R0001,,,,,J,14:08:15,2024-02-23,4456.33,4876.78,KG,19.285,M3,03:23:07
100,8000000238,2024-01-19,09:00:00,WHOUSE01,LF,C00011,C00011,2024-02-16,2024-02-18,2024-02-16,2024-02-16,SP01,R0003,,,,,J,08:14:38,2024-01-20,2094.52,3825.71,KG,30.791,M3,03:16:49
100,8000000239,2024-08-20,09:00:00,WHOUSE01,LF,C00002,C00002,2024-09-03,2024-08-31,2024-09-03,2024-09-03,SP03,R0001,,,,,J,11:19:01,2024-08-21,853.61,1510.96,KG,19.07,M3,10:20:56
100,8000000240,2024-04-10,09:00:00,WHOUSE01,LF,C00010,C00010,2024-04-19,2024-05-10,2024-04-19,2024-04-19,SP03,R0003,,,,,J,16:40:55,2024-04-11,4257.75,135.8,KG,27.109,M3,03:11:36
100,8000000241,2024-09-11,09:00:00,WHOUSE01,LF,C00003,C00003,2024-10-07,2024-10-10,2024-10-07,2024-10-07,SP02,R0003,,,,,J,07:54:07,2024-09-12,968.2,3103.01,KG,13.659,M3,06:37:51
100,8000000242,2024-06-10,09:00:00,WHOUSE01,LF,C00002,C00002,2024-06-24,2024-06-25,2024-06-24,2024-06-24,SP02,R0003,,,,,J,10:54:44,2024-06-11,1408.43,359.3,KG,44.102,M3,02:14:03
100,8000000243,2024-08-11,09:00:00,WHOUSE02,LF,C00010,C00010,2024-08-31,2024-08-31,2024-08-31,2024-08-31,SP02,R0004,,,,,J,06:50:55,2024-08-12,2606.95,3808.61,KG,24.627,M3,08:19:53
100,8000000244,2024-01-08,09:00:00,WHOUSE02,LF,C00011,C00011,2024-01-22,2024-01-23,2024-01-22,2024-01-22,SP02,R0004,,,,,J,13:07:07,2024-01-09,4580.47,1194.53,KG,39.5,M3,17:48:34
