MANDT,VBELN,POSNR,ETENR,ETTYP,EDATU,LDDAT,WMENG,BMENG,OMENG,ROUTE,MEINS,MBDAT
100,1000000202,000010,0001,BE,2024-07-24,2024-07-24,174.0,174.0,174.0,R0001,EA,2024-07-22
100,1000000202,000020,0001,BE,2024-07-24,2024-07-24,7.0,7.0,7.0,R0001,EA,2024-07-21
100,1000000203,000010,0001,BE,2024-06-17,2024-06-17,75.0,75.0,75.0,R0002,EA,2024-06-15
100,1000000203,000020,0001,BE,2024-06-17,2024-06-17,9.0,9.0,9.0,R0002,EA,2024-06-14
100,1000000204,000010,0001,BE,2024-07-21,2024-07-21,157.0,0,157.0,R0004,EA,2024-07-18
100,1000000204,000020,0001,BE,2024-07-21,2024-07-21,68.0,0,68.0,R0004,EA,2024-07-19
100,1000000205,000010,0001,BE,2024-06-02,2024-06-02,144.0,144.0,144.0,R0002,EA,2024-05-31
100,1000000206,000010,0001,BE,2024-09-21,2024-09-21,199.0,199.0,199.0,R0001,EA,2024-09-19
100,1000000207,000010,0001,BE,2024-02-08,2024-02-08,34.0,34.0,34.0,R0004,EA,2024-02-06
100,1000000208,000010,0001,BE,2024-09-07,2024-09-07,12.0,12.0,12.0,R0001,EA,2024-09-06
100,1000000209,000010,0001,BE,2024-08-07,2024-08-07,130.0,130.0,130.0,R0001,EA,2024-08-05
100,1000000210,000010,0001,BE,2024-02-27,2024-02-27,159.0,159.0,159.0,R0001,EA,2024-02-24
100,1000000211,000010,0001,BE,2024-02-11,2024-02-11,107.0,107.0,107.0,R0002,EA,2024-02-10
100,1000000211,000020,0001,BE,2024-02-11,2024-02-11,127.0,127.0,127.0,R0002,EA,2024-02-09
100,1000000212,000010,0001,BE,2024-09-30,2024-09-30,67.0,0,67.0,R0002,EA,2024-09-29
100,1000000213,000010,0001,BE,2024-06-06,2024-06-06,126.0,126.0,126.0,R0002,EA,2024-06-03
100,1000000213,000020,0001,BE,2024-06-06,2024-06-06,144.0,144.0,144.0,R0002,EA,2024-06-03
100,1000000214,000010,0001,BE,2024-02-26,2024-02-26,3.0,3.0,3.0,R0003,EA,2024-02-23
100,1000000214,000020,0001,BE,2024-02-26,2024-02-26,80.0,80.0,80.0,R0003,EA,2024-02-25
100,1000000215,000010,0001,BE,2024-06-13,2024-06-13,154.0,154.0,154.0,R0003,EA,2024-06-12
100,1000000216,000010,0001,BE,2024-07-13,2024-07-13,59.0,59.0,59.0,R0003,EA,2024-07-11
100,1000000217,000010,0001,BE,2024-08-29,2024-08-29,132.0,132.0,132.0,R0004,EA,2024-08-27
100,1000000218,000010,0001,BE,2024-11-02,2024-11-02,174.0,174.0,174.0,R0002,EA,2024-10-31
100,1000000219,000010,0001,BE,2024-08-20,2024-08-20,3.0,3.0,3.0,R0001,EA,2024-08-17
100,1000000220,000010,0001,BE,2024-07-09,2024-07-09,96.0,96.0,96.0,R0001,EA,2024-07-07
100,1000000221,000010,0001,BE,2024-07-01,2024-07-01,10.0,10.0,10.0,R0001,EA,2024-06-30
100,1000000222,000010,0001,BE,2024-04-28,2024-04-28,80.0,80.0,80.0,R0004,EA,2024-04-26
100,1000000223,000010,0001,BE,2024-06-09,2024-06-09,87.0,87.0,87.0,R0001,EA,2024-06-06
100,1000000224,000010,0001,BE,2024-06-14,2024-06-14,98.0,98.0,98.0,R0001,EA,2024-06-12
100,1000000224,000020,0001,BE,2024-06-14,2024-06-14,100.0,100.0,100.0,R0001,EA,2024-06-11
100,1000000225,000010,0001,BE,2024-05-26,2024-05-26,135.0,135.0,135.0,R0003,EA,2024-05-23
100,1000000226,000010,0001,BE,2024-08-21,2024-08-21,131.0,131.0,131.0,R0003,EA,2024-08-18
100,1000000227,000010,0001,BE,2024-06-22,2024-06-22,129.0,0,129.0,R0002,EA,2024-06-20
100,1000000228,000010,0001,BE,2024-01-30,2024-01-30,21.0,21.0,21.0,R0002,EA,2024-01-29
100,1000000228,000020,0001,BE,2024-01-30,2024-01-30,7.0,7.0,7.0,R0002,EA,2024-01-28
100,1000000229,000010,0001,BE,2024-09-14,2024-09-14,70.0,70.0,70.0,R0001,EA,2024-09-11
100,1000000230,000010,0001,BE,2024-08-25,2024-08-25,128.0,128.0,128.0,R0003,EA,2024-08-23
100,1000000231,000010,0001,BE,2024-10-01,2024-10-01,131.0,131.0,131.0,R0001,EA,2024-09-29
100,1000000232,000010,0001,BE,2024-07-29,2024-07-29,183.0,183.0,183.0,R0001,EA,2024-07-27
100,1000000233,000010,0001,BE,2024-09-04,2024-09-04,144.0,144.0,144.0,R0003,EA,2024-09-01
100,1000000234,000010,0001,BE,2024-02-27,2024-02-27,186.0,186.0,186.0,R0002,EA,2024-02-24
100,1000000235,000010,0001,BE,2024-09-05,2024-09-05,171.0,171.0,171.0,R0004,EA,2024-09-03
100,1000000235,000020,0001,BE,2024-09-05,2024-09-05,55.0,55.0,55.0,R0004,EA,2024-09-03
100,1000000236,000010,0001,BE,2024-09-05,2024-09-05,130.0,130.0,130.0,R0002,EA,2024-09-03
100,1000000237,000010,0001,BE,2024-03-22,2024-03-22,71.0,71.0,71.0,R0001,EA,2024-03-21
100,1000000237,000020,0001,BE,2024-03-22,2024-03-22,56.0,56.0,56.0,R0001,EA,2024-03-19
100,1000000238,000010,0001,BE,2024-02-02,2024-02-02,122.0,122.0,122.0,R0003,EA,2024-02-01
100,1000000239,000010,0001,BE,2024-09-18,2024-09-18,40.0,40.0,40.0,R0001,EA,2024-09-15
100,1000000239,000020,0001,BE,2024-09-18,2024-09-18,133.0,133.0,133.0,R0001,EA,2024-09-16
100,1000000240,000010,0001,BE,2024-05-01,2024-05-01,172.0,172.0,172.0,R0003,EA,2024-04-30
100,1000000241,000010,0001,BE,2024-10-03,2024-10-03,140.0,140.0,140.0,R0003,EA,2024-10-01
100,1000000242,000010,0001,BE,2024-06-26,2024-06-26,44.0,44.0,44.0,R0003,EA,2024-06-25
100,1000000243,000010,0001,BE,2024-08-26,2024-08-26,36.0,36.0,36.0,R0004,EA,2024-08-24
100,1000000243,000020,0001,BE,2024-08-26,2024-08-26,195.0,195.0,195.0,R0004,EA,2024-08-23
100,1000000244,000010,0001,BE,2024-01-19,2024-01-19,95.0,95.0,95.0,R0004,EA,2024-01-17
100,1000000245,000010,0001,BE,2024-05-28,2024-05-28,189.0,189.0,189.0,R0003,EA,2024-05-25
100,1000000245,000020,0001,BE,2024-05-28,2024-05-28,74.0,74.0,74.0,R0003,EA,2024-05-26
100,1000000246,000010,0001,BE,2024-08-12,2024-08-12,171.0,171.0,171.0,R0002,EA,2024-08-10
100,1000000247,000010,0001,BE,2024-09-05,2024-09-05,34.0,34.0,34.0,R0004,EA,2024-09-02
100,1000000248,000010,0001,BE,2024-09-09,2024-09-09,92.0,92.0,92.0,R0003,EA,2024-09-06
100,1000000249,000010,0001,BE,2024-07-26,2024-07-26,168.0,168.0,168.0,R0003,EA,2024-07-25
100,1000000250,000010,0001,BE,2024-08-17,2024-08-17,19.0,19.0,19.0,R0001,EA,2024-08-15
100,1000000251,000010,0001,BE,2024-05-24,2024-05-24,144.0,144.0,144.0,R0001,EA,2024-05-23
100,1000000252,000010,0001,BE,2024-07-12,2024-07-12,60.0,60.0,60.0,R0003,EA,2024-07-11
100,1000000252,000020,0001,BE,2024-07-12,2024-07-12,13.0,13.0,13.0,R0003,EA,2024-07-09
100,1000000253,000010,0001,BE,2024-07-01,2024-07-01,191.0,191.0,191.0,R0001,EA,2024-06-28
100,1000000254,000010,0001,BE,2024-10-06,2024-10-06,62.0,62.0,62.0,R0001,EA,2024-10-04
100,1000000255,000010,0001,BE,2024-06-11,2024-06-11,16.0,16.0,16.0,R0001,EA,2024-06-10
100,1000000256,000010,0001,BE,2024-04-29,2024-04-29,117.0,117.0,117.0,R0001,EA,2024-04-27
100,1000000257,000010,0001,BE,2024-03-02,2024-03-02,103.0,103.0,103.0,R0002,EA,2024-03-01
100,1000000258,000010,0001,BE,2024-04-01,2024-04-01,144.0,144.0,144.0,R0003,EA,2024-03-29
100,1000000259,000010,0001,BE,2024-06-15,2024-06-15,123.0,123.0,123.0,R0002,EA,2024-06-13
100,1000000260,000010,0001,BE,2024-07-03,2024-07-03,96.0,96.0,96.0,R0002,EA,2024-07-02
100,1000000261,000010,0001,BE,2024-09-02,2024-09-02,1.0,1.0,1.0,R0001,EA,2024-08-30
100,1000000261,000020,0001,BE,2024-09-02,2024-09-02,108.0,108.0,108.0,R0001,EA,2024-09-01
100,1000000262,000010,0001,BE,2024-10-05,2024-10-05,138.0,138.0,138.0,R0004,EA,2024-10-03
100,1000000263,000010,0001,BE,2024-10-01,2024-10-01,127.0,127.0,127.0,R0001,EA,2024-09-28
100,1000000264,000010,0001,BE,2024-05-08,2024-05-08,62.0,62.0,62.0,R0002,EA,2024-05-07
100,1000000265,000010,0001,BE,2024-04-20,2024-04-20,45.0,45.0,45.0,R0004,EA,2024-04-19
100,1000000266,000010,0001,BE,2024-08-09,2024-08-09,70.0,70.0,70.0,R0002,EA,2024-08-07
100,1000000267,000010,0001,BE,2024-09-17,2024-09-17,173.0,173.0,173.0,R0004,EA,2024-09-15
100,1000000267,000020,0001,BE,2024-09-17,2024-09-17,115.0,115.0,115.0,R0004,EA,2024-09-15
100,1000000268,000010,0001,BE,2024-05-16,2024-05-16,92.0,92.0,92.0,R0003,EA,2024-05-13
100,1000000269,000010,0001,BE,2024-01-30,2024-01-30,103.0,103.0,103.0,R0001,EA,2024-01-27
100,1000000270,000010,0001,BE,2024-07-19,2024-07-19,83.0,83.0,83.0,R0001,EA,2024-07-17
100,1000000271,000010,0001,BE,2024-06-03,2024-06-03,122.0,122.0,122.0,R0003,EA,2024-05-31
100,1000000271,000020,0001,BE,2024-06-03,2024-06-03,95.0,95.0,95.0,R0003,EA,2024-06-02
100,1000000272,000010,0001,BE,2024-07-30,2024-07-30,130.0,130.0,130.0,R0001,EA,2024-07-28
100,1000000272,000020,0001,BE,2024-07-30,2024-07-30,107.0,107.0,107.0,R0001,EA,2024-07-27
100,1000000273,000010,0001,BE,2024-07-01,2024-07-01,178.0,0,178.0,R0001,EA,2024-06-28
100,1000000274,000010,0001,BE,2024-07-29,2024-07-29,71.0,71.0,71.0,R0001,EA,2024-07-27
100,1000000275,000010,0001,BE,2024-04-23,2024-04-23,121.0,121.0,121.0,R0002,EA,2024-04-21
100,1000000276,000010,0001,BE,2024-05-23,2024-05-23,164.0,164.0,164.0,R0001,EA,2024-05-20
100,1000000277,000010,0001,BE,2024-02-07,2024-02-07,85.0,85.0,85.0,R0004,EA,2024-02-04
100,1000000278,000010,0001,BE,2024-03-24,2024-03-24,83.0,83.0,83.0,R0002,EA,2024-03-22
100,1000000279,000010,0001,BE,2024-03-21,2024-03-21,197.0,197.0,197.0,R0002,EA,2024-03-18
100,1000000280,000010,0001,BE,2024-03-09,2024-03-09,56.0,56.0,56.0,R0004,EA,2024-03-08
100,1000000281,000010,0001,BE,2024-04-23,2024-04-23,75.0,75.0,75.0,R0002,EA,2024-04-20
100,1000000282,000010,0001,BE,2024-07-16,2024-07-16,88.0,88.0,88.0,R0004,EA,2024-07-15
100,1000000283,000010,0001,BE,2024-08-25,2024-08-25,61.0,61.0,61.0,R0001,EA,2024-08-24
100,1000000284,000010,0001,BE,2024-03-28,2024-03-28,27.0,27.0,27.0,R0004,EA,2024-03-25
100,1000000284,000020,0001,BE,2024-03-28,2024-03-28,25.0,25.0,25.0,R0004,EA,2024-03-25
100,1000000285,000010,0001,BE,2024-07-24,2024-07-24,158.0,158.0,158.0,R0002,EA,2024-07-22
100,1000000285,000020,0001,BE,2024-07-24,2024-07-24,110.0,110.0,110.0,R0002,EA,2024-07-23
100,1000000286,000010,0001,BE,2024-03-03,2024-03-03,75.0,75.0,75.0,R0002,EA,2024-02-29
100,1000000286,000020,0001,BE,2024-03-03,2024-03-03,91.0,91.0,91.0,R0002,EA,2024-03-02
100,1000000287,000010,0001,BE,2024-03-12,2024-03-12,161.0,161.0,161.0,R0001,EA,2024-03-10
100,1000000287,000020,0001,BE,2024-03-12,2024-03-12,40.0,40.0,40.0,R0001,EA,2024-03-11
100,1000000288,000010,0001,BE,2024-09-19,2024-09-19,199.0,199.0,199.0,R0002,EA,2024-09-16
100,1000000289,000010,0001,BE,2024-03-09,2024-03-09,165.0,165.0,165.0,R0003,EA,2024-03-06
100,1000000290,000010,0001,BE,2024-05-08,2024-05-08,105.0,105.0,105.0,R0002,EA,2024-05-07
100,1000000291,000010,0001,BE,2024-07-05,2024-07-05,75.0,75.0,75.0,R0003,EA,2024-07-03
100,1000000291,000020,0001,BE,2024-07-05,2024-07-05,32.0,32.0,32.0,R0003,EA,2024-07-04
100,1000000292,000010,0001,BE,2024-08-22,2024-08-22,81.0,81.0,81.0,R0001,EA,2024-08-19
100,1000000293,000010,0001,BE,2024-02-12,2024-02-12,21.0,21.0,21.0,R0002,EA,2024-02-10
100,1000000293,000020,0001,BE,2024-02-12,2024-02-12,34.0,34.0,34.0,R0002,EA,2024-02-11
100,1000000294,000010,0001,BE,2024-06-12,2024-06-12,184.0,184.0,184.0,R0002,EA,2024-06-11
100,1000000294,000020,0001,BE,2024-06-12,2024-06-12,70.0,70.0,70.0,R0002,EA,2024-06-10
100,1000000295,000010,0001,BE,2024-03-13,2024-03-13,36.0,36.0,36.0,R0003,EA,2024-03-12
100,1000000296,000010,0001,BE,2024-04-27,2024-04-27,157.0,157.0,157.0,R0002,EA,2024-04-25
100,1000000297,000010,0001,BE,2024-10-18,2024-10-18,103.0,103.0,103.0,R0001,EA,2024-10-16
100,1000000297,000020,0001,BE,2024-10-18,2024-10-18,186.0,186.0,186.0,R0001,EA,2024-10-16
100,1000000298,000010,0001,BE,2024-02-02,2024-02-02,17.0,17.0,17.0,R0004,EA,2024-01-31
100,1000000298,000020,0001,BE,2024-02-02,2024-02-02,104.0,104.0,104.0,R0004,EA,2024-02-01
100,1000000299,000010,0001,BE,2024-10-05,2024-10-05,75.0,75.0,75.0,R0002,EA,2024-10-04
100,1000000300,000010,0001,BE,2024-08-25,2024-08-25,158.0,158.0,158.0,R0004,EA,2024-08-22
100,1000000301,000010,0001,BE,2024-07-10,2024-07-10,88.0,88.0,88.0,R0002,EA,2024-07-08
100,1000000301,000020,0001,BE,2024-07-10,2024-07-10,61.0,61.0,61.0,R0002,EA,2024-07-07
100,1000000302,000010,0001,BE,2024-04-17,2024-04-17,175.0,175.0,175.0,R0002,EA,2024-04-14
100,1000000303,000010,0001,BE,2024-04-01,2024-04-01,90.0,90.0,90.0,R0003,EA,2024-03-31
100,1000000304,000010,0001,BE,2024-05-23,2024-05-23,112.0,112.0,112.0,R0001,EA,2024-05-22
100,1000000305,000010,0001,BE,2024-10-04,2024-10-04,27.0,27.0,27.0,R0002,EA,2024-10-03
100,1000000306,000010,0001,BE,2024-04-11,2024-04-11,45.0,45.0,45.0,R0002,EA,2024-04-10
100,1000000307,000010,0001,BE,2024-05-04,2024-05-04,15.0,15.0,15.0,R0002,EA,2024-05-01
100,1000000308,000010,0001,BE,2024-06-16,2024-06-16,110.0,110.0,110.0,R0003,EA,2024-06-14
100,1000000309,000010,0001,BE,2024-09-13,2024-09-13,166.0,166.0,166.0,R0004,EA,2024-09-10
100,1000000310,000010,0001,BE,2024-04-27,2024-04-27,169.0,169.0,169.0,R0003,EA,2024-04-24
100,1000000310,000020,0001,BE,2024-04-27,2024-04-27,90.0,90.0,90.0,R0003,EA,2024-04-26
100,1000000311,000010,0001,BE,2024-09-01,2024-09-01,25.0,25.0,25.0,R0002,EA,2024-08-30
100,1000000312,000010,0001,BE,2024-05-11,2024-05-11,196.0,196.0,196.0,R0002,EA,2024-05-08
100,1000000313,000010,0001,BE,2024-07-30,2024-07-30,73.0,73.0,73.0,R0004,EA,2024-07-29
100,1000000314,000010,0001,BE,2024-04-03,2024-04-03,107.0,107.0,107.0,R0002,EA,2024-04-02
100,1000000315,000010,0001,BE,2024-02-21,2024-02-21,31.0,31.0,31.0,R0002,EA,2024-02-19
100,1000000316,000010,0001,BE,2024-05-03,2024-05-03,123.0,123.0,123.0,R0004,EA,2024-04-30
100,1000000317,000010,0001,BE,2024-03-28,2024-03-28,52.0,52.0,52.0,R0001,EA,2024-03-26
100,1000000317,000020,0001,BE,2024-03-28,2024-03-28,66.0,66.0,66.0,R0001,EA,2024-03-26
100,1000000318,000010,0001,BE,2024-10-13,2024-10-13,187.0,187.0,187.0,R0002,EA,2024-10-11
100,1000000319,000010,0001,BE,2024-10-03,2024-10-03,54.0,54.0,54.0,R0004,EA,2024-09-30
100,1000000320,000010,0001,BE,2024-10-16,2024-10-16,71.0,71.0,71.0,R0001,EA,2024-10-15
100,1000000320,000020,0001,BE,2024-10-16,2024-10-16,83.0,83.0,83.0,R0001,EA,2024-10-14
100,1000000321,000010,0001,BE,2024-08-23,2024-08-23,192.0,192.0,192.0,R0002,EA,2024-08-21
100,1000000322,000010,0001,BE,2024-06-24,2024-06-24,21.0,21.0,21.0,R0004,EA,2024-06-21
100,1000000323,000010,0001,BE,2024-07-11,2024-07-11,34.0,34.0,34.0,R0004,EA,2024-07-08
100,1000000323,000020,0001,BE,2024-07-11,2024-07-11,20.0,20.0,20.0,R0004,EA,2024-07-10
100,1000000324,000010,0001,BE,2024-03-09,2024-03-09,176.0,176.0,176.0,R0004,EA,2024-03-08
100,1000000324,000020,0001,BE,2024-03-09,2024-03-09,65.0,65.0,65.0,R0004,EA,2024-03-07
100,1000000325,000010,0001,BE,2024-04-30,2024-04-30,165.0,165.0,165.0,R0002,EA,2024-04-28
100,1000000326,000010,0001,BE,2024-08-12,2024-08-12,2.0,2.0,2.0,R0002,EA,2024-08-09
100,1000000327,000010,0001,BE,2024-05-30,2024-05-30,141.0,141.0,141.0,R0002,EA,2024-05-28
100,1000000328,000010,0001,BE,2024-03-27,2024-03-27,10.0,10.0,10.0,R0004,EA,2024-03-24
100,1000000329,000010,0001,BE,2024-05-15,2024-05-15,30.0,30.0,30.0,R0002,EA,2024-05-13
100,1000000330,000010,0001,BE,2024-10-08,2024-10-08,184.0,184.0,184.0,R0003,EA,2024-10-05
100,1000000331,000010,0001,BE,2024-04-24,2024-04-24,75.0,75.0,75.0,R0003,EA,2024-04-22
100,1000000332,000010,0001,BE,2024-04-02,2024-04-02,189.0,189.0,189.0,R0004,EA,2024-03-31
100,1000000333,000010,0001,BE,2024-08-30,2024-08-30,38.0,38.0,38.0,R0002,EA,2024-08-28
100,1000000334,000010,0001,BE,2024-06-19,2024-06-19,9.0,0,9.0,R0004,EA,2024-06-18
100,1000000335,000010,0001,BE,2024-10-14,2024-10-14,162.0,0,162.0,R0001,EA,2024-10-12
100,1000000335,000020,0001,BE,2024-10-14,2024-10-14,26.0,0,26.0,R0001,EA,2024-10-12
100,1000000336,000010,0001,BE,2024-03-12,2024-03-12,195.0,195.0,195.0,R0001,EA,2024-03-11
100,1000000337,000010,0001,BE,2024-04-13,2024-04-13,19.0,19.0,19.0,R0002,EA,2024-04-12
100,1000000338,000010,0001,BE,2024-06-30,2024-06-30,161.0,161.0,161.0,R0002,EA,2024-06-28
100,1000000339,000010,0001,BE,2024-09-18,2024-09-18,185.0,185.0,185.0,R0002,EA,2024-09-15
100,1000000340,000010,0001,BE,2024-05-10,2024-05-10,5.0,5.0,5.0,R0004,EA,2024-05-08
100,1000000340,000020,0001,BE,2024-05-10,2024-05-10,199.0,199.0,199.0,R0004,EA,2024-05-07
100,1000000341,000010,0001,BE,2024-04-16,2024-04-16,187.0,187.0,187.0,R0001,EA,2024-04-14
100,1000000342,000010,0001,BE,2024-05-31,2024-05-31,166.0,166.0,166.0,R0002,EA,2024-05-28
100,1000000343,000010,0001,BE,2024-02-08,2024-02-08,125.0,125.0,125.0,R0004,EA,2024-02-06
100,1000000344,000010,0001,BE,2024-03-03,2024-03-03,112.0,112.0,112.0,R0001,EA,2024-03-02
100,1000000345,000010,0001,BE,2024-03-23,2024-03-23,127.0,127.0,127.0,R0001,EA,2024-03-20
100,1000000346,000010,0001,BE,2024-07-17,2024-07-17,194.0,194.0,194.0,R0001,EA,2024-07-15
100,1000000347,000010,0001,BE,2024-04-10,2024-04-10,116.0,116.0,116.0,R0003,EA,2024-04-08
100,1000000348,000010,0001,BE,2024-05-10,2024-05-10,83.0,83.0,83.0,R0001,EA,2024-05-09
100,1000000348,000020,0001,BE,2024-05-10,2024-05-10,47.0,47.0,47.0,R0001,EA,2024-05-07
100,1000000349,000010,0001,BE,2024-06-29,2024-06-29,41.0,41.0,41.0,R0001,EA,2024-06-26
100,1000000350,000010,0001,BE,2024-06-07,2024-06-07,43.0,43.0,43.0,R0003,EA,2024-06-04
100,1000000351,000010,0001,BE,2024-06-03,2024-06-03,15.0,15.0,15.0,R0002,EA,2024-06-02
100,1000000352,000010,0001,BE,2024-02-28,2024-02-28,30.0,30.0,30.0,R0004,EA,2024-02-25
100,1000000353,000010,0001,BE,2024-05-21,2024-05-21,143.0,143.0,143.0,R0003,EA,2024-05-18
100,1000000354,000010,0001,BE,2024-09-05,2024-09-05,135.0,135.0,135.0,R0001,EA,2024-09-03
100,1000000355,000010,0001,BE,2024-05-21,2024-05-21,22.0,22.0,22.0,R0003,EA,2024-05-19
100,1000000355,000020,0001,BE,2024-05-21,2024-05-21,120.0,120.0,120.0,R0003,EA,2024-05-20
100,1000000356,000010,0001,BE,2024-08-14,2024-08-14,33.0,33.0,33.0,R0004,EA,2024-08-11
100,1000000356,000020,0001,BE,2024-08-14,2024-08-14,48.0,48.0,48.0,R0004,EA,2024-08-12
100,1000000357,000010,0001,BE,2024-09-28,2024-09-28,145.0,145.0,145.0,R0002,EA,2024-09-27
100,1000000358,000010,0001,BE,2024-10-10,2024-10-10,183.0,183.0,183.0,R0003,EA,2024-10-07
100,1000000358,000020,0001,BE,2024-10-10,2024-10-10,166.0,166.0,166.0,R0003,EA,2024-10-09
100,1000000359,000010,0001,BE,2024-08-13,2024-08-13,170.0,170.0,170.0,R0003,EA,2024-08-10
100,1000000359,000020,0001,BE,2024-08-13,2024-08-13,39.0,39.0,39.0,R0003,EA,2024-08-11
100,1000000360,000010,0001,BE,2024-02-08,2024-02-08,135.0,135.0,135.0,R0003,EA,2024-02-05
100,1000000361,000010,0001,BE,2024-07-05,2024-07-05,184.0,184.0,184.0,R0002,EA,2024-07-02
100,1000000362,000010,0001,BE,2024-02-09,2024-02-09,92.0,92.0,92.0,R0003,EA,2024-02-06
100,1000000363,000010,0001,BE,2024-05-09,2024-05-09,66.0,66.0,66.0,R0002,EA,2024-05-06
100,1000000363,000020,0001,BE,2024-05-09,2024-05-09,65.0,65.0,65.0,R0002,EA,2024-05-08
100,1000000364,000010,0001,BE,2024-09-29,2024-09-29,16.0,16.0,16.0,R0004,EA,2024-09-26
100,1000000365,000010,0001,BE,2024-08-29,2024-08-29,178.0,178.0,178.0,R0002,EA,2024-08-28
100,1000000366,000010,0001,BE,2024-05-30,2024-05-30,35.0,35.0,35.0,R0003,EA,2024-05-27
100,1000000366,000020,0001,BE,2024-05-30,2024-05-30,72.0,72.0,72.0,R0003,EA,2024-05-27
100,1000000367,000010,0001,BE,2024-06-18,2024-06-18,168.0,168.0,168.0,R0002,EA,2024-06-17
100,1000000368,000010,0001,BE,2024-02-29,2024-02-29,120.0,0,120.0,R0001,EA,2024-02-27
100,1000000369,000010,0001,BE,2024-09-08,2024-09-08,170.0,0,170.0,R0003,EA,2024-09-06
100,1000000370,000010,0001,BE,2024-10-06,2024-10-06,27.0,27.0,27.0,R0004,EA,2024-10-05
100,1000000371,000010,0001,BE,2024-05-27,2024-05-27,80.0,80.0,80.0,R0003,EA,2024-05-24
100,1000000372,000010,0001,BE,2024-08-05,2024-08-05,62.0,62.0,62.0,R0001,EA,2024-08-03
100,1000000373,000010,0001,BE,2024-05-04,2024-05-04,18.0,18.0,18.0,R0001,EA,2024-05-01
100,1000000374,000010,0001,BE,2024-08-17,2024-08-17,167.0,167.0,167.0,R0002,EA,2024-08-16
100,1000000375,000010,0001,BE,2024-03-09,2024-03-09,105.0,105.0,105.0,R0003,EA,2024-03-08
100,1000000375,000020,0001,BE,2024-03-09,2024-03-09,117.0,117.0,117.0,R0003,EA,2024-03-07
100,1000000376,000010,0001,BE,2024-02-12,2024-02-12,89.0,89.0,89.0,R0004,EA,2024-02-10
100,1000000377,000010,0001,BE,2024-08-03,2024-08-03,2.0,2.0,2.0,R0003,EA,2024-07-31
100,1000000378,000010,0001,BE,2024-04-10,2024-04-10,144.0,144.0,144.0,R0004,EA,2024-04-08
100,1000000378,000020,0001,BE,2024-04-10,2024-04-10,161.0,161.0,161.0,R0004,EA,2024-04-09
100,1000000379,000010,0001,BE,2024-03-13,2024-03-13,185.0,185.0,185.0,R0002,EA,2024-03-12
100,1000000380,000010,0001,BE,2024-08-28,2024-08-28,31.0,31.0,31.0,R0002,EA,2024-08-27
100,1000000381,000010,0001,BE,2024-10-21,2024-10-21,117.0,117.0,117.0,R0001,EA,2024-10-18
100,1000000382,000010,0001,BE,2024-02-22,2024-02-22,13.0,13.0,13.0,R0004,EA,2024-02-20
100,1000000383,000010,0001,BE,2024-09-21,2024-09-21,89.0,89.0,89.0,R0002,EA,2024-09-18
100,1000000384,000010,0001,BE,2024-06-19,2024-06-19,27.0,27.0,27.0,R0004,EA,2024-06-16
100,1000000385,000010,0001,BE,2024-02-11,2024-02-11,193.0,193.0,193.0,R0002,EA,2024-02-09
100,1000000386,000010,0001,BE,2024-08-02,2024-08-02,197.0,197.0,197.0,R0001,EA,2024-08-01
100,1000000386,000020,0001,BE,2024-08-02,2024-08-02,93.0,93.0,93.0,R0001,EA,2024-07-31
100,1000000387,000010,0001,BE,2024-07-26,2024-07-26,114.0,114.0,114.0,R0003,EA,2024-07-24
100,1000000387,000020,0001,BE,2024-07-26,2024-07-26,52.0,52.0,52.0,R0003,EA,2024-07-24
100,1000000388,000010,0001,BE,2024-04-18,2024-04-18,18.0,18.0,18.0,R0002,EA,2024-04-15
100,1000000389,000010,0001,BE,2024-10-09,2024-10-09,191.0,191.0,191.0,R0004,EA,2024-10-07
100,1000000390,000010,0001,BE,2024-04-25,2024-04-25,11.0,11.0,11.0,R0002,EA,2024-04-24
100,1000000391,000010,0001,BE,2024-04-20,2024-04-20,48.0,48.0,48.0,R0004,EA,2024-04-18
100,1000000391,000020,0001,BE,2024-04-20,2024-04-20,88.0,88.0,88.0,R0004,EA,2024-04-19
100,1000000392,000010,0001,BE,2024-07-14,2024-07-14,35.0,35.0,35.0,R0001,EA,2024-07-13
100,1000000393,000010,0001,BE,2024-04-15,2024-04-15,89.0,89.0,89.0,R0001,EA,2024-04-14
100,1000000393,000020,0001,BE,2024-04-15,2024-04-15,62.0,62.0,62.0,R0001,EA,2024-04-12
100,1000000394,000010,0001,BE,2024-07-27,2024-07-27,28.0,0,28.0,R0003,EA,2024-07-24
100,1000000395,000010,0001,BE,2024-07-01,2024-07-01,192.0,192.0,192.0,R0004,EA,2024-06-28
100,1000000396,000010,0001,BE,2024-07-13,2024-07-13,106.0,106.0,106.0,R0002,EA,2024-07-11
100,1000000397,000010,0001,BE,2024-02-13,2024-02-13,195.0,195.0,195.0,R0001,EA,2024-02-10
100,1000000397,000020,0001,BE,2024-02-13,2024-02-13,21.0,21.0,21.0,R0001,EA,2024-02-11
100,1000000398,000010,0001,BE,2024-05-06,2024-05-06,21.0,21.0,21.0,R0002,EA,2024-05-05
100,1000000399,000010,0001,BE,2024-05-01,2024-05-01,70.0,70.0,70.0,R0001,EA,2024-04-29
100,1000000400,000010,0001,BE,2024-07-12,2024-07-12,19.0,19.0,19.0,R0003,EA,2024-07-11
100,1000000401,000010,0001,BE,2024-03-12,2024-03-12,123.0,123.0,123.0,R0003,EA,2024-03-10
