MANDT,VBELN,POSNR,MATNR,ARKTX,LFIMG,MEINS,LGMNG,WERKS,LGORT,VGBEL,VGPOS,VGTYP,ERNAM,ERDAT,ERZET,VRKME,NTGEW,GEWEI,VOLUM,VOLEH
100,8000000134,10,MAT00026,Material MAT00026,22.0,EA,22.0,P002,SL02,1000000134,10,C,WHOUSE01,2024-06-15,13:07:45,KG,465.36,KG,3.436,M3
100,8000000135,10,MAT00017,Material MAT00017,103.0,EA,103.0,P001,SL01,1000000135,10,C,WHOUSE02,2024-09-14,17:44:51,ST,210.51,KG,7.428,M3
100,8000000135,20,MAT00025,Material MAT00025,99.0,EA,99.0,P001,SL01,1000000135,20,C,WHOUSE02,2024-09-14,10:10:23,EA,286.69,KG,5.296,M3
100,8000000136,10,MAT00026,Material MAT00026,44.0,EA,44.0,P003,SL01,1000000136,10,C,WHOUSE01,2024-06-02,12:16:19,L,170.73,KG,4.382,M3
100,8000000137,10,MAT00018,Material MAT00018,171.0,EA,171.0,P003,SL02,1000000137,10,C,WHOUSE01,2024-05-13,14:46:14,KG,415.04,KG,2.494,M3
100,8000000138,10,MAT00020,Material MAT00020,186.0,EA,186.0,P001,SL01,1000000138,10,C,WHOUSE01,2024-07-11,06:50:33,PC,392.41,KG,9.256,M3
100,8000000139,10,MAT00019,Material MAT00019,57.0,EA,57.0,P002,SL01,1000000139,10,C,WHOUSE02,2024-08-05,15:50:48,ST,343.7,KG,7.47,M3
100,8000000140,10,MAT00030,Material MAT00030,194.0,EA,194.0,P002,SL03,1000000140,10,C,WHOUSE02,2024-06-18,10:58:14,PC,219.53,KG,2.149,M3
100,8000000140,20,MAT00021,Material MAT00021,3.0,EA,3.0,P002,SL03,1000000140,20,C,WHOUSE02,2024-06-18,16:56:37,PC,379.18,KG,2.943,M3
100,8000000141,10,MAT00017,Material MAT00017,91.0,EA,91.0,P001,SL01,1000000141,10,C,WHOUSE02,2024-01-29,17:39:47,KG,433.43,KG,1.933,M3
100,8000000142,10,MAT00020,Material MAT00020,124.0,EA,124.0,P003,SL02,1000000142,10,C,WHOUSE01,2024-03-23,09:58:59,L,116.58,KG,3.809,M3
100,8000000143,10,MAT00031,Material MAT00031,159.0,EA,159.0,P001,SL01,1000000143,10,C,WHOUSE02,2024-07-05,10:28:31,L,411.45,KG,2.092,M3
100,8000000144,10,MAT00028,Material MAT00028,41.0,EA,41.0,P003,SL03,1000000144,10,C,WHOUSE01,2024-06-20,11:12:53,ST,122.27,KG,0.144,M3
100,8000000145,10,MAT00030,Material MAT00030,13.0,EA,13.0,P003,SL02,1000000145,10,C,WHOUSE02,2024-09-04,06:04:49,KG,58.38,KG,1.797,M3
100,8000000146,10,MAT00020,Material MAT00020,100.0,EA,100.0,P003,SL02,1000000146,10,C,WHOUSE01,2024-07-21,16:29:58,M,258.13,KG,6.51,M3
100,8000000147,10,MAT00020,Material MAT00020,123.0,EA,123.0,P003,SL02,1000000147,10,C,WHOUSE02,2024-08-02,16:38:21,PC,272.21,KG,6.655,M3
100,8000000147,20,MAT00021,Material MAT00021,90.0,EA,90.0,P003,SL02,1000000147,20,C,WHOUSE02,2024-08-02,08:56:44,ST,497.96,KG,3.022,M3
100,8000000148,10,MAT00024,Material MAT00024,89.0,EA,89.0,P003,SL02,1000000148,10,C,WHOUSE02,2024-04-20,08:01:33,EA,204.8,KG,5.215,M3
100,8000000149,10,MAT00033,Material MAT00033,41.0,EA,41.0,P003,SL02,1000000149,10,C,WHOUSE02,2024-08-30,15:14:49,ST,169.9,KG,1.505,M3
100,8000000149,20,MAT00029,Material MAT00029,119.0,EA,119.0,P003,SL02,1000000149,20,C,WHOUSE02,2024-08-30,11:25:20,ST,286.64,KG,7.852,M3
100,8000000150,10,MAT00033,Material MAT00033,57.0,EA,57.0,P002,SL03,1000000150,10,C,WHOUSE01,2024-09-15,14:11:30,L,225.37,KG,1.77,M3
100,8000000151,10,MAT00018,Material MAT00018,119.0,EA,119.0,P002,SL03,1000000151,10,C,WHOUSE02,2024-06-17,14:51:48,EA,369.65,KG,0.91,M3
100,8000000151,20,MAT00021,Material MAT00021,2.0,EA,2.0,P002,SL03,1000000151,20,C,WHOUSE02,2024-06-17,07:30:05,L,246.92,KG,0.237,M3
100,8000000152,10,MAT00025,Material MAT00025,127.0,EA,127.0,P002,SL02,1000000152,10,C,WHOUSE02,2024-06-18,09:54:44,ST,351.71,KG,5.588,M3
100,8000000153,10,MAT00033,Material MAT00033,174.0,EA,174.0,P003,SL02,1000000153,10,C,WHOUSE01,2024-03-13,10:09:41,ST,272.75,KG,3.954,M3
100,8000000153,20,MAT00021,Material MAT00021,191.0,EA,191.0,P003,SL02,1000000153,20,C,WHOUSE01,2024-03-13,17:25:12,EA,318.69,KG,5.253,M3
100,8000000154,10,MAT00024,Material MAT00024,149.0,EA,149.0,P001,SL03,1000000154,10,C,WHOUSE01,2024-08-30,11:45:59,L,201.99,KG,9.22,M3
100,8000000155,10,MAT00019,Material MAT00019,66.0,EA,66.0,P002,SL02,1000000155,10,C,WHOUSE02,2024-08-10,15:50:40,KG,463.63,KG,8.6,M3
100,8000000156,10,MAT00029,Material MAT00029,168.0,EA,168.0,P001,SL01,1000000156,10,C,WHOUSE01,2024-05-16,10:41:47,KG,60.38,KG,5.769,M3
100,8000000157,10,MAT00029,Material MAT00029,190.0,EA,190.0,P003,SL01,1000000157,10,C,WHOUSE02,2024-07-30,07:14:45,KG,239.68,KG,3.273,M3
100,8000000157,20,MAT00026,Material MAT00026,111.0,EA,111.0,P003,SL01,1000000157,20,C,WHOUSE02,2024-07-30,14:47:32,KG,31.48,KG,1.355,M3
100,8000000158,10,MAT00032,Material MAT00032,174.0,EA,174.0,P003,SL02,1000000158,10,C,WHOUSE01,2024-05-29,15:47:59,L,430.59,KG,5.967,M3
100,8000000160,10,MAT00017,Material MAT00017,57.0,EA,57.0,P001,SL02,1000000160,10,C,WHOUSE02,2024-10-01,12:43:21,KG,248.74,KG,3.762,M3
100,8000000161,10,MAT00029,Material MAT00029,41.0,EA,41.0,P001,SL02,1000000161,10,C,WHOUSE01,2024-05-07,12:50:36,PC,450.26,KG,0.181,M3
100,8000000162,10,MAT00026,Material MAT00026,178.0,EA,178.0,P003,SL02,1000000162,10,C,WHOUSE02,2024-07-04,06:10:49,L,259.62,KG,8.234,M3
100,8000000163,10,MAT00031,Material MAT00031,168.0,EA,168.0,P002,SL02,1000000163,10,C,WHOUSE02,2024-09-30,14:23:50,PC,404.0,KG,1.945,M3
100,8000000163,20,MAT00028,Material MAT00028,48.0,EA,48.0,P002,SL02,1000000163,20,C,WHOUSE02,2024-09-30,07:11:00,L,430.19,KG,8.47,M3
100,8000000164,10,MAT00026,Material MAT00026,30.0,EA,30.0,P003,SL03,1000000164,10,C,WHOUSE01,2024-01-19,16:29:05,ST,8.72,KG,9.946,M3
100,8000000165,10,MAT00024,Material MAT00024,35.0,EA,35.0,P001,SL02,1000000165,10,C,WHOUSE02,2024-07-11,11:49:25,EA,382.5,KG,3.506,M3
100,8000000166,10,MAT00016,Material MAT00016,48.0,EA,48.0,P002,SL03,1000000166,10,C,WHOUSE02,2024-07-15,08:11:41,M,188.68,KG,3.811,M3
100,8000000167,10,MAT00019,Material MAT00019,197.0,EA,197.0,P002,SL02,1000000167,10,C,WHOUSE01,2024-04-29,10:18:46,ST,72.67,KG,7.912,M3
100,8000000168,10,MAT00033,Material MAT00033,69.0,EA,69.0,P001,SL03,1000000168,10,C,WHOUSE02,2024-03-25,11:21:35,KG,329.8,KG,8.107,M3
100,8000000168,20,MAT00030,Material MAT00030,92.0,EA,92.0,P001,SL03,1000000168,20,C,WHOUSE02,2024-03-25,06:30:31,KG,86.3,KG,7.362,M3
100,8000000169,10,MAT00032,Material MAT00032,52.0,EA,52.0,P003,SL02,1000000169,10,C,WHOUSE01,2024-03-18,16:06:00,EA,112.73,KG,0.022,M3
100,8000000170,10,MAT00031,Material MAT00031,52.0,EA,52.0,P001,SL01,1000000170,10,C,WHOUSE02,2024-03-21,08:05:52,EA,175.3,KG,9.308,M3
100,8000000171,10,MAT00016,Material MAT00016,2.0,EA,2.0,P003,SL02,1000000171,10,C,WHOUSE02,2024-03-07,09:48:36,EA,337.27,KG,7.16,M3
100,8000000171,20,MAT00021,Material MAT00021,39.0,EA,39.0,P003,SL02,1000000171,20,C,WHOUSE02,2024-03-07,10:14:53,ST,44.01,KG,5.693,M3
100,8000000173,10,MAT00018,Material MAT00018,53.0,EA,53.0,P002,SL01,1000000173,10,C,WHOUSE01,2024-08-04,16:50:29,PC,197.29,KG,3.459,M3
100,8000000174,10,MAT00033,Material MAT00033,112.0,EA,112.0,P002,SL01,1000000174,10,C,WHOUSE01,2024-04-23,08:29:50,M,436.85,KG,7.794,M3
100,8000000175,10,MAT00033,Material MAT00033,24.0,EA,24.0,P002,SL03,1000000175,10,C,WHOUSE02,2024-03-03,11:31:35,PC,183.65,KG,5.839,M3
100,8000000175,20,MAT00033,Material MAT00033,26.0,EA,26.0,P002,SL03,1000000175,20,C,WHOUSE02,2024-03-03,10:52:40,M,388.87,KG,8.237,M3
100,8000000176,10,MAT00029,Material MAT00029,23.0,EA,23.0,P002,SL03,1000000176,10,C,WHOUSE01,2024-08-17,14:37:32,ST,270.0,KG,7.766,M3
100,8000000177,10,MAT00016,Material MAT00016,159.0,EA,159.0,P003,SL03,1000000177,10,C,WHOUSE01,2024-06-19,07:36:09,EA,224.19,KG,2.296,M3
100,8000000178,10,MAT00032,Material MAT00032,124.0,EA,124.0,P003,SL01,1000000178,10,C,WHOUSE01,2024-04-09,09:46:36,PC,53.35,KG,4.543,M3
100,8000000179,10,MAT00019,Material MAT00019,141.0,EA,141.0,P003,SL03,1000000179,10,C,WHOUSE02,2024-08-06,11:20:50,EA,133.19,KG,1.427,M3
100,8000000180,10,MAT00032,Material MAT00032,180.0,EA,180.0,P002,SL01,1000000180,10,C,WHOUSE01,2024-06-16,10:03:48,PC,285.15,KG,1.916,M3
100,8000000181,10,MAT00020,Material MAT00020,42.0,EA,42.0,P002,SL01,1000000181,10,C,WHOUSE02,2024-06-21,15:06:19,KG,366.51,KG,9.352,M3
100,8000000182,10,MAT00019,Material MAT00019,24.0,EA,24.0,P002,SL01,1000000182,10,C,WHOUSE02,2024-04-26,15:48:21,KG,261.9,KG,5.501,M3
100,8000000183,10,MAT00016,Material MAT00016,1.0,EA,1.0,P003,SL02,1000000183,10,C,WHOUSE01,2024-08-05,06:21:20,PC,385.28,KG,5.401,M3
100,8000000184,10,MAT00032,Material MAT00032,81.0,EA,81.0,P002,SL01,1000000184,10,C,WHOUSE01,2024-10-13,10:16:01,EA,87.93,KG,3.88,M3
100,8000000184,20,MAT00032,Material MAT00032,200.0,EA,200.0,P002,SL01,1000000184,20,C,WHOUSE01,2024-10-13,14:26:39,ST,490.87,KG,7.628,M3
100,8000000185,10,MAT00025,Material MAT00025,130.0,EA,130.0,P002,SL01,1000000185,10,C,WHOUSE01,2024-05-29,08:51:06,ST,70.23,KG,1.312,M3
100,8000000186,10,MAT00033,Material MAT00033,174.0,EA,174.0,P002,SL02,1000000186,10,C,WHOUSE01,2024-06-07,06:09:38,KG,284.37,KG,8.465,M3
100,8000000187,10,MAT00026,Material MAT00026,68.0,EA,68.0,P002,SL02,1000000187,10,C,WHOUSE02,2024-05-17,08:31:28,M,484.49,KG,2.601,M3
100,8000000188,10,MAT00026,Material MAT00026,124.0,EA,124.0,P001,SL02,1000000188,10,C,WHOUSE01,2024-06-29,12:53:10,KG,377.73,KG,0.759,M3
100,8000000191,10,MAT00023,Material MAT00023,123.0,EA,123.0,P001,SL03,1000000191,10,C,WHOUSE02,2024-05-21,10:18:19,KG,477.49,KG,7.429,M3
100,8000000192,10,MAT00017,Material MAT00017,132.0,EA,132.0,P003,SL01,1000000192,10,C,WHOUSE01,2024-06-06,14:39:51,M,279.21,KG,1.57,M3
100,8000000194,10,MAT00033,Material MAT00033,60.0,EA,60.0,P003,SL02,1000000194,10,C,WHOUSE02,2024-06-25,08:56:22,ST,267.6,KG,1.417,M3
100,8000000195,10,MAT00033,Material MAT00033,58.0,EA,58.0,P001,SL01,1000000195,10,C,WHOUSE01,2024-05-14,13:13:00,L,341.25,KG,4.824,M3
100,8000000195,20,MAT00029,Material MAT00029,79.0,EA,79.0,P001,SL01,1000000195,20,C,WHOUSE01,2024-05-14,08:09:38,KG,118.37,KG,0.548,M3
100,8000000196,10,MAT00022,Material MAT00022,26.0,EA,26.0,P003,SL02,1000000196,10,C,WHOUSE02,2024-06-03,10:12:42,EA,312.1,KG,1.24,M3
100,8000000198,10,MAT00017,Material MAT00017,84.0,EA,84.0,P002,SL03,1000000198,10,C,WHOUSE02,2024-09-07,16:56:33,M,271.39,KG,6.146,M3
100,8000000199,10,MAT00023,Material MAT00023,63.0,EA,63.0,P002,SL03,1000000199,10,C,WHOUSE02,2024-03-17,11:52:40,EA,391.89,KG,4.798,M3
100,8000000199,20,MAT00030,Material MAT00030,105.0,EA,105.0,P002,SL03,1000000199,20,C,WHOUSE02,2024-03-17,16:25:50,ST,434.17,KG,5.58,M3
100,8000000200,10,MAT00029,Material MAT00029,66.0,EA,66.0,P003,SL01,1000000200,10,C,WHOUSE02,2024-03-05,13:08:00,EA,476.59,KG,2.787,M3
100,8000000201,10,MAT00020,Material MAT00020,56.0,EA,56.0,P002,SL02,1000000201,10,C,WHOUSE02,2024-09-28,16:07:52,EA,64.31,KG,1.672,M3
100,8000000202,10,MAT00016,Material MAT00016,174.0,EA,174.0,P002,SL02,1000000202,10,C,WHOUSE02,2024-07-09,09:08:19,PC,459.37,KG,6.198,M3
100,8000000202,20,MAT00022,Material MAT00022,7.0,EA,7.0,P002,SL02,1000000202,20,C,WHOUSE02,2024-07-09,10:33:05,PC,425.59,KG,4.437,M3
100,8000000203,10,MAT00018,Material MAT00018,75.0,EA,75.0,P002,SL02,1000000203,10,C,WHOUSE01,2024-06-13,14:17:19,M,399.39,KG,7.218,M3
100,8000000203,20,MAT00032,Material MAT00032,9.0,EA,9.0,P002,SL02,1000000203,20,C,WHOUSE01,2024-06-13,10:22:23,L,475.75,KG,0.863,M3
100,8000000205,10,MAT00033,Material MAT00033,144.0,EA,144.0,P003,SL03,1000000205,10,C,WHOUSE01,2024-06-16,15:56:41,M,346.2,KG,4.268,M3
100,8000000206,10,MAT00031,Material MAT00031,199.0,EA,199.0,P001,SL02,1000000206,10,C,WHOUSE01,2024-09-30,12:40:02,EA,115.67,KG,5.912,M3
100,8000000207,10,MAT00024,Material MAT00024,34.0,EA,34.0,P001,SL03,1000000207,10,C,WHOUSE01,2024-02-25,12:13:57,M,421.04,KG,4.129,M3
100,8000000208,10,MAT00020,Material MAT00020,12.0,EA,12.0,P003,SL01,1000000208,10,C,WHOUSE02,2024-09-16,07:16:23,PC,217.14,KG,1.309,M3
100,8000000209,10,MAT00019,Material MAT00019,107.0,EA,107.0,P001,SL02,1000000209,10,C,WHOUSE02,2024-07-28,09:02:15,M,359.88,KG,8.602,M3
100,8000000210,10,MAT00018,Material MAT00018,159.0,EA,159.0,P002,SL02,1000000210,10,C,WHOUSE02,2024-02-03,06:36:54,PC,358.66,KG,5.315,M3
100,8000000211,10,MAT00028,Material MAT00028,107.0,EA,107.0,P001,SL01,1000000211,10,C,WHOUSE02,2024-02-15,06:06:30,ST,126.13,KG,9.452,M3
100,8000000211,20,MAT00032,Material MAT00032,127.0,EA,127.0,P001,SL01,1000000211,20,C,WHOUSE02,2024-02-15,12:34:50,PC,484.56,KG,1.079,M3
100,8000000213,10,MAT00021,Material MAT00021,126.0,EA,126.0,P001,SL01,1000000213,10,C,WHOUSE02,2024-06-16,11:36:36,EA,324.54,KG,3.201,M3
100,8000000213,20,MAT00017,Material MAT00017,144.0,EA,144.0,P001,SL01,1000000213,20,C,WHOUSE02,2024-06-16,13:16:53,EA,149.77,KG,9.53,M3
100,8000000214,10,MAT00016,Material MAT00016,3.0,EA,3.0,P003,SL02,1000000214,10,C,WHOUSE02,2024-03-07,15:29:28,KG,303.19,KG,1.594,M3
100,8000000214,20,MAT00028,Material MAT00028,80.0,EA,80.0,P003,SL02,1000000214,20,C,WHOUSE02,2024-03-07,06:08:56,KG,423.22,KG,8.787,M3
100,8000000215,10,MAT00016,Material MAT00016,125.0,EA,125.0,P001,SL03,1000000215,10,C,WHOUSE01,2024-07-02,10:39:32,EA,305.26,KG,6.321,M3
100,8000000216,10,MAT00029,Material MAT00029,59.0,EA,59.0,P002,SL01,1000000216,10,C,WHOUSE02,2024-07-03,17:56:56,EA,277.22,KG,0.086,M3
100,8000000217,10,MAT00032,Material MAT00032,132.0,EA,132.0,P002,SL01,1000000217,10,C,WHOUSE01,2024-08-23,17:51:03,PC,33.94,KG,7.015,M3
100,8000000218,10,MAT00031,Material MAT00031,174.0,EA,174.0,P001,SL03,1000000218,10,C,WHOUSE01,2024-10-25,07:33:05,EA,42.92,KG,8.666,M3
100,8000000219,10,MAT00030,Material MAT00030,3.0,EA,3.0,P003,SL01,1000000219,10,C,WHOUSE02,2024-08-18,12:44:06,L,174.04,KG,0.334,M3
100,8000000220,10,MAT00025,Material MAT00025,76.0,EA,76.0,P001,SL01,1000000220,10,C,WHOUSE01,2024-07-13,10:32:50,M,313.41,KG,0.596,M3
100,8000000221,10,MAT00016,Material MAT00016,10.0,EA,10.0,P001,SL03,1000000221,10,C,WHOUSE01,2024-06-27,12:11:30,EA,254.26,KG,0.178,M3
100,8000000222,10,MAT00024,Material MAT00024,80.0,EA,80.0,P002,SL02,1000000222,10,C,WHOUSE02,2024-04-19,08:57:03,PC,481.25,KG,3.638,M3
100,8000000223,10,MAT00031,Material MAT00031,87.0,EA,87.0,P001,SL01,1000000223,10,C,WHOUSE02,2024-06-13,07:12:49,KG,375.84,KG,9.052,M3
100,8000000224,10,MAT00027,Material MAT00027,77.0,EA,77.0,P001,SL01,1000000224,10,C,WHOUSE02,2024-06-09,16:31:31,PC,18.86,KG,9.566,M3
100,8000000224,20,MAT00025,Material MAT00025,59.0,EA,59.0,P001,SL01,1000000224,20,C,WHOUSE02,2024-06-09,13:59:44,PC,327.76,KG,5.649,M3
100,8000000225,10,MAT00017,Material MAT00017,86.0,EA,86.0,P001,SL01,1000000225,10,C,WHOUSE01,2024-05-20,10:09:23,EA,46.74,KG,7.686,M3
100,8000000226,10,MAT00016,Material MAT00016,131.0,EA,131.0,P003,SL02,1000000226,10,C,WHOUSE01,2024-08-27,11:19:16,KG,461.9,KG,4.52,M3
100,8000000228,10,MAT00019,Material MAT00019,21.0,EA,21.0,P002,SL02,1000000228,10,C,WHOUSE01,2024-02-11,16:59:03,ST,118.41,KG,4.238,M3
100,8000000228,20,MAT00020,Material MAT00020,7.0,EA,7.0,P002,SL02,1000000228,20,C,WHOUSE01,2024-02-11,14:07:37,M,272.44,KG,7.871,M3
100,8000000229,10,MAT00021,Material MAT00021,70.0,EA,70.0,P001,SL01,1000000229,10,C,WHOUSE01,2024-09-14,11:48:55,L,224.34,KG,6.233,M3
100,8000000230,10,MAT00017,Material MAT00017,128.0,EA,128.0,P001,SL01,1000000230,10,C,WHOUSE01,2024-09-03,09:18:46,M,239.32,KG,3.715,M3
100,8000000231,10,MAT00030,Material MAT00030,131.0,EA,131.0,P002,SL02,1000000231,10,C,WHOUSE01,2024-09-30,14:48:25,ST,270.1,KG,5.905,M3
100,8000000232,10,MAT00027,Material MAT00027,183.0,EA,183.0,P002,SL01,1000000232,10,C,WHOUSE02,2024-07-29,07:48:18,ST,486.08,KG,7.786,M3
100,8000000233,10,MAT00019,Material MAT00019,144.0,EA,144.0,P002,SL03,1000000233,10,C,WHOUSE02,2024-09-20,13:10:08,M,94.19,KG,3.487,M3
100,8000000234,10,MAT00032,Material MAT00032,186.0,EA,186.0,P002,SL02,1000000234,10,C,WHOUSE01,2024-02-15,13:05:56,L,467.02,KG,2.858,M3
100,8000000235,10,MAT00030,Material MAT00030,171.0,EA,171.0,P001,SL02,1000000235,10,C,WHOUSE02,2024-08-15,06:20:05,ST,226.55,KG,8.437,M3
100,8000000235,20,MAT00032,Material MAT00032,55.0,EA,55.0,P001,SL02,1000000235,20,C,WHOUSE02,2024-08-15,12:22:57,L,190.84,KG,9.458,M3
100,8000000236,10,MAT00021,Material MAT00021,130.0,EA,130.0,P003,SL03,1000000236,10,C,WHOUSE02,2024-09-18,11:13:42,PC,39.92,KG,2.52,M3
100,8000000237,10,MAT00021,Material MAT00021,71.0,EA,71.0,P002,SL03,1000000237,10,C,WHOUSE01,2024-03-05,15:18:34,EA,307.4,KG,8.417,M3
100,8000000237,20,MAT00022,Material MAT00022,56.0,EA,56.0,P002,SL03,1000000237,20,C,WHOUSE01,2024-03-05,14:32:02,ST,359.98,KG,1.377,M3
100,8000000238,10,MAT00030,Material MAT00030,122.0,EA,122.0,P002,SL01,1000000238,10,C,WHOUSE01,2024-02-18,15:04:52,M,332.18,KG,8.103,M3
100,8000000239,10,MAT00033,Material MAT00033,40.0,EA,40.0,P003,SL03,1000000239,10,C,WHOUSE01,2024-08-31,12:56:52,EA,231.24,KG,4.623,M3
100,8000000239,20,MAT00018,Material MAT00018,133.0,EA,133.0,P003,SL03,1000000239,20,C,WHOUSE01,2024-08-31,07:41:06,PC,305.61,KG,0.037,M3
100,8000000240,10,MAT00016,Material MAT00016,172.0,EA,172.0,P001,SL01,1000000240,10,C,WHOUSE01,2024-05-10,09:03:07,ST,246.74,KG,0.451,M3
100,8000000241,10,MAT00016,Material MAT00016,140.0,EA,140.0,P003,SL01,1000000241,10,C,WHOUSE01,2024-10-10,06:48:14,KG,271.45,KG,0.603,M3
100,8000000242,10,MAT00027,Material MAT00027,44.0,EA,44.0,P001,SL01,1000000242,10,C,WHOUSE01,2024-06-25,08:24:09,M,428.65,KG,1.194,M3
100,8000000243,10,MAT00023,Material MAT00023,36.0,EA,36.0,P003,SL03,1000000243,10,C,WHOUSE02,2024-08-31,13:26:16,L,287.72,KG,7.838,M3
100,8000000243,20,MAT00023,Material MAT00023,195.0,EA,195.0,P003,SL03,1000000243,20,C,WHOUSE02,2024-08-31,11:27:50,PC,218.8,KG,1.235,M3
100,8000000244,10,MAT00018,Material MAT00018,80.0,EA,80.0,P001,SL03,1000000244,10,C,WHOUSE02,2024-01-23,16:15:38,L,249.12,KG,2.08,M3
100,8000000245,10,MAT00021,Material MAT00021,189.0,EA,189.0,P001,SL02,1000000245,10,C,WHOUSE01,2024-06-03,17:20:01,KG,422.91,KG,8.063,M3
100,8000000245,20,MAT00018,Material MAT00018,74.0,EA,74.0,P001,SL02,1000000245,20,C,WHOUSE01,2024-06-03,16:01:45,EA,418.69,KG,7.369,M3
100,8000000246,10,MAT00027,Material MAT00027,171.0,EA,171.0,P002,SL03,1000000246,10,C,WHOUSE01,2024-09-03,08:38:09,EA,65.61,KG,4.132,M3
100,8000000247,10,MAT00027,Material MAT00027,34.0,EA,34.0,P003,SL03,1000000247,10,C,WHOUSE01,2024-08-13,08:26:16,L,258.54,KG,2.306,M3
100,8000000248,10,MAT00028,Material MAT00028,92.0,EA,92.0,P001,SL02,1000000248,10,C,WHOUSE02,2024-09-14,08:02:07,PC,98.88,KG,4.499,M3
100,8000000249,10,MAT00019,Material MAT00019,168.0,EA,168.0,P001,SL02,1000000249,10,C,WHOUSE02,2024-07-18,06:40:06,EA,497.1,KG,2.769,M3
100,8000000250,10,MAT00032,Material MAT00032,19.0,EA,19.0,P002,SL01,1000000250,10,C,WHOUSE01,2024-09-17,08:10:53,EA,20.05,KG,9.433,M3
100,8000000251,10,MAT00022,Material MAT00022,144.0,EA,144.0,P001,SL02,1000000251,10,C,WHOUSE01,2024-05-15,11:22:57,PC,322.01,KG,4.895,M3
100,8000000252,10,MAT00028,Material MAT00028,60.0,EA,60.0,P002,SL03,1000000252,10,C,WHOUSE02,2024-07-25,13:13:34,ST,159.81,KG,4.244,M3
100,8000000252,20,MAT00027,Material MAT00027,13.0,EA,13.0,P002,SL03,1000000252,20,C,WHOUSE02,2024-07-25,06:21:50,PC,262.67,KG,0.436,M3
100,8000000253,10,MAT00021,Material MAT00021,191.0,EA,191.0,P001,SL02,1000000253,10,C,WHOUSE02,2024-06-15,16:26:50,L,199.9,KG,0.141,M3
100,8000000254,10,MAT00022,Material MAT00022,62.0,EA,62.0,P002,SL02,1000000254,10,C,WHOUSE02,2024-10-15,12:49:03,EA,93.93,KG,0.983,M3
100,8000000255,10,MAT00022,Material MAT00022,16.0,EA,16.0,P001,SL03,1000000255,10,C,WHOUSE01,2024-06-20,16:17:27,PC,312.97,KG,7.27,M3
100,8000000256,10,MAT00023,Material MAT00023,117.0,EA,117.0,P002,SL02,1000000256,10,C,WHOUSE01,2024-04-18,14:53:55,L,119.5,KG,3.669,M3
100,8000000257,10,MAT00026,Material MAT00026,89.0,EA,89.0,P003,SL03,1000000257,10,C,WHOUSE01,2024-03-10,16:56:18,KG,26.88,KG,1.083,M3
100,8000000258,10,MAT00020,Material MAT00020,144.0,EA,144.0,P003,SL01,1000000258,10,C,WHOUSE02,2024-04-03,06:13:00,KG,135.39,KG,5.932,M3
100,8000000259,10,MAT00026,Material MAT00026,123.0,EA,123.0,P001,SL01,1000000259,10,C,WHOUSE01,2024-06-17,06:36:09,M,15.92,KG,8.686,M3
100,8000000260,10,MAT00017,Material MAT00017,96.0,EA,96.0,P003,SL03,1000000260,10,C,WHOUSE02,2024-06-29,08:15:04,PC,447.46,KG,1.091,M3
100,8000000261,10,MAT00033,Material MAT00033,1.0,EA,1.0,P002,SL01,1000000261,10,C,WHOUSE01,2024-08-16,13:04:52,M,180.82,KG,3.434,M3
100,8000000261,20,MAT00016,Material MAT00016,108.0,EA,108.0,P002,SL01,1000000261,20,C,WHOUSE01,2024-08-16,17:30:05,L,497.24,KG,0.617,M3
100,8000000262,10,MAT00033,Material MAT00033,138.0,EA,138.0,P003,SL03,1000000262,10,C,WHOUSE02,2024-09-29,15:33:47,EA,191.09,KG,0.854,M3
100,8000000263,10,MAT00025,Material MAT00025,127.0,EA,127.0,P003,SL02,1000000263,10,C,WHOUSE02,2024-09-25,06:02:15,PC,310.15,KG,5.089,M3
100,8000000264,10,MAT00021,Material MAT00021,62.0,EA,62.0,P001,SL03,1000000264,10,C,WHOUSE02,2024-05-15,06:00:22,KG,343.12,KG,4.092,M3
100,8000000265,10,MAT00024,Material MAT00024,45.0,EA,45.0,P003,SL01,1000000265,10,C,WHOUSE01,2024-05-07,08:40:32,M,285.03,KG,1.026,M3
100,8000000266,10,MAT00016,Material MAT00016,70.0,EA,70.0,P003,SL03,1000000266,10,C,WHOUSE01,2024-08-23,08:56:44,KG,16.29,KG,0.548,M3
100,8000000267,10,MAT00023,Material MAT00023,173.0,EA,173.0,P002,SL02,1000000267,10,C,WHOUSE02,2024-09-19,14:15:34,KG,63.29,KG,7.129,M3
100,8000000267,20,MAT00030,Material MAT00030,115.0,EA,115.0,P002,SL02,1000000267,20,C,WHOUSE02,2024-09-19,06:13:12,ST,140.52,KG,3.328,M3
100,8000000268,10,MAT00017,Material MAT00017,92.0,EA,92.0,P002,SL01,1000000268,10,C,WHOUSE01,2024-05-03,10:15:00,KG,271.34,KG,9.688,M3
100,8000000269,10,MAT00016,Material MAT00016,103.0,EA,103.0,P003,SL02,1000000269,10,C,WHOUSE02,2024-02-05,11:31:50,KG,389.41,KG,8.132,M3
100,8000000270,10,MAT00022,Material MAT00022,83.0,EA,83.0,P002,SL01,1000000270,10,C,WHOUSE02,2024-07-16,12:11:49,PC,171.97,KG,2.884,M3
100,8000000271,10,MAT00018,Material MAT00018,122.0,EA,122.0,P001,SL01,1000000271,10,C,WHOUSE02,2024-06-04,08:02:22,PC,187.89,KG,9.7,M3
