MANDT,VBELN,POSNR,ZTERM,ZBD1T,ZBD1P,INCO1,INCO2,KDGRP
100,1000000465,000000,2/10N30,30,2.000,DAP,Destination,01
100,1000000466,000000,2/10N30,30,2.000,DAP,Destination,01
100,1000000467,000000,N060,30,2.000,DAP,Destination,01
100,1000000468,000000,2/10N30,30,2.000,DAP,Destination,01
100,1000000469,000000,N060,30,2.000,DAP,Destination,01
100,1000000470,000000,N060,30,2.000,DAP,Destination,01
100,1000000471,000000,N060,30,2.000,DAP,Destination,01
100,1000000472,000000,N030,30,2.000,DAP,Destination,01
100,1000000473,000000,N014,30,2.000,DAP,Destination,01
100,1000000474,000000,N060,30,2.000,DAP,Destination,01
100,1000000475,000000,N060,30,2.000,DAP,Destination,01
100,1000000476,000000,N030,30,2.000,DAP,Destination,01
100,1000000477,000000,N030,30,2.000,DAP,Destination,01
100,1000000478,000000,N060,30,2.000,DAP,Destination,01
100,1000000479,000000,N014,30,2.000,DAP,Destination,01
100,1000000480,000000,N030,30,2.000,DAP,Destination,01
100,1000000481,000000,N030,30,2.000,DAP,Destination,01
100,1000000482,000000,N014,30,2.000,DAP,Destination,01
100,1000000483,000000,N060,30,2.000,DAP,Destination,01
100,1000000484,000000,2/10N30,30,2.000,DAP,Destination,01
100,1000000485,000000,N014,30,2.000,DAP,Destination,01
100,1000000486,000000,N014,30,2.000,DAP,Destination,01
100,1000000487,000000,2/10N30,30,2.000,DAP,Destination,01
100,1000000488,000000,2/10N30,30,2.000,DAP,Destination,01
100,1000000489,000000,N060,30,2.000,DAP,Destination,01
100,1000000490,000000,2/10N30,30,2.000,DAP,Destination,01
100,1000000491,000000,2/10N30,30,2.000,DAP,Destination,01
100,1000000492,000000,N014,30,2.000,DAP,Destination,01
100,1000000493,000000,N030,30,2.000,DAP,Destination,01
100,1000000494,000000,N060,30,2.000,DAP,Destination,01
100,1000000495,000000,N030,30,2.000,DAP,Destination,01
100,1000000496,000000,N014,30,2.000,DAP,Destination,01
100,1000000497,000000,2/10N30,30,2.000,DAP,Destination,01
100,1000000498,000000,2/10N30,30,2.000,DAP,Destination,01
100,1000000499,000000,N060,30,2.000,DAP,Destination,01
