MANDT,EBELN,EBELP,LOEKZ,STATU,AEDAT,TXZ01,MATNR,EMATN,BUKRS,WERKS,LGORT,MATKL,MENGE,MEINS,BPRME,NETPR,PEINH,NETWR,BRTWR,WEBAZ,MWSKZ,ELIKZ,EREKZ,PSTYP,KNTTP,WEPOS,REPOS,WEBRE,BSTYP,BANFN,BNFPO
100,4500000108,00020,,,2024-08-29,Material MAT00013,MAT00013,MAT00013,1000,P001,SL01,MG01,175.0,EA,EA,295.84,1,51772.0,56949.2,14,I1,,,0,,X,X,X,F,1000000108,00020
100,4500000109,00010,,,2024-04-02,Material MAT00016,MAT00016,MAT00016,1000,P003,SL02,MG01,389.0,EA,EA,448.19,1,174345.91,191780.5,14,I1,,,0,,X,X,X,F,1000000109,00010
100,4500000109,00020,,,2024-04-02,Material MAT00014,MAT00014,MAT00014,1000,P003,SL02,MG06,12.0,EA,EA,323.22,1,3878.64,4266.5,14,I1,,,0,,X,X,X,F,1000000109,00020
100,4500000110,00010,,,2024-01-27,Material MAT00017,MAT00017,MAT00017,1000,P001,SL01,MG01,148.0,EA,EA,423.97,1,62747.56,69022.32,14,I1,,,0,,X,X,X,F,,
100,4500000111,00010,,,2024-05-08,Material MAT00018,MAT00018,MAT00018,1000,P003,SL02,MG03,124.0,EA,EA,179.75,1,22289.0,24517.9,14,I1,,,0,,X,X,X,F,,
100,4500000112,00010,,,2024-09-24,Material MAT00008,MAT00008,MAT00008,1000,P002,SL01,MG06,52.0,EA,EA,56.83,1,2955.16,3250.68,14,I1,,,0,,X,X,X,F,,
100,4500000112,00020,,,2024-09-24,Material MAT00013,MAT00013,MAT00013,1000,P002,SL01,MG03,82.0,EA,EA,334.44,1,27424.08,30166.49,14,I1,,,0,,X,X,X,F,,
100,4500000113,00010,,,2024-05-26,Material MAT00015,MAT00015,MAT00015,1000,P001,SL02,MG03,87.0,EA,EA,346.17,1,30116.79,33128.47,14,I1,,,0,,X,X,X,F,1000000113,00010
100,4500000114,00010,,,2024-08-26,Material MAT00004,MAT00004,MAT00004,1000,P002,SL03,MG02,40.0,EA,EA,392.67,1,15706.8,17277.48,14,I1,,,0,,X,X,X,F,,
100,4500000115,00010,,,2024-03-08,Material MAT00011,MAT00011,MAT00011,1000,P002,SL01,MG04,92.0,EA,EA,291.2,1,26790.4,29469.44,14,I1,,,0,,X,X,X,F,1000000115,00010
100,4500000115,00020,,,2024-03-08,Material MAT00001,MAT00001,MAT00001,1000,P002,SL01,MG06,125.0,EA,EA,250.62,1,31327.5,34460.25,14,I1,,,0,,X,X,X,F,1000000115,00020
100,4500000116,00010,,,2024-07-10,Material MAT00013,MAT00013,MAT00013,1000,P001,SL03,MG03,247.0,EA,EA,457.21,1,112930.87,124223.96,14,I1,,,0,,X,X,X,F,1000000116,00010
100,4500000117,00010,,,2024-05-10,Material MAT00008,MAT00008,MAT00008,1000,P001,SL01,MG02,459.0,EA,EA,37.4,1,17166.6,18883.26,14,I1,,,0,,X,X,X,F,1000000117,00010
100,4500000117,00020,,,2024-05-10,Material MAT00010,MAT00010,MAT00010,1000,P001,SL01,MG02,115.0,EA,EA,229.61,1,26405.15,29045.67,14,I1,,,0,,X,X,X,F,1000000117,00020
100,4500000118,00010,,,2024-07-03,Material MAT00005,MAT00005,MAT00005,1000,P001,SL02,MG05,424.0,EA,EA,168.56,1,71469.44,78616.38,14,I1,,,0,,X,X,X,F,1000000118,00010
100,4500000119,00010,,,2024-06-10,Material MAT00021,MAT00021,MAT00021,1000,P002,SL03,MG04,396.0,EA,EA,119.39,1,47278.44,52006.28,14,I1,,,0,,X,X,X,F,,
100,4500000120,00010,,,2024-05-03,Material MAT00020,MAT00020,MAT00020,1000,P001,SL01,MG03,469.0,EA,EA,78.92,1,37013.48,40714.83,14,I1,,,0,,X,X,X,F,1000000120,00010
100,4500000121,00010,,,2024-09-17,Material MAT00014,MAT00014,MAT00014,1000,P003,SL02,MG01,194.0,EA,EA,416.12,1,80727.28,88800.01,14,I1,,,0,,X,X,X,F,1000000121,00010
100,4500000121,00020,,,2024-09-17,Material MAT00007,MAT00007,MAT00007,1000,P003,SL02,MG01,36.0,EA,EA,39.25,1,1413.0,1554.3,14,I1,,,0,,X,X,X,F,1000000121,00020
100,4500000122,00010,,,2024-05-31,Material MAT00022,MAT00022,MAT00022,1000,P003,SL03,MG01,34.0,EA,EA,290.17,1,9865.78,10852.36,14,I1,,,0,,X,X,X,F,1000000122,00010
100,4500000123,00010,,,2024-09-10,Material MAT00003,MAT00003,MAT00003,1000,P001,SL01,MG06,395.0,EA,EA,240.76,1,95100.2,104610.22,14,I1,,,0,,X,X,X,F,1000000123,00010
100,4500000124,00010,,,2024-02-24,Material MAT00005,MAT00005,MAT00005,1000,P001,SL02,MG05,406.0,EA,EA,212.85,1,86417.1,95058.81,14,I1,,,0,,X,X,X,F,1000000124,00010
100,4500000124,00020,,,2024-02-24,Material MAT00012,MAT00012,MAT00012,1000,P001,SL02,MG05,12.0,EA,EA,232.78,1,2793.36,3072.7,14,I1,,,0,,X,X,X,F,1000000124,00020
100,4500000125,00010,,,2024-02-04,Material MAT00011,MAT00011,MAT00011,1000,P001,SL03,MG01,281.0,EA,EA,429.75,1,120759.75,132835.73,14,I1,,,0,,X,X,X,F,,
100,4500000126,00010,,,2024-07-03,Material MAT00018,MAT00018,MAT00018,1000,P003,SL01,MG03,331.0,EA,EA,290.29,1,96085.99,105694.59,14,I1,,,0,,X,X,X,F,1000000126,00010
100,4500000126,00020,,,2024-07-03,Material MAT00005,MAT00005,MAT00005,1000,P003,SL01,MG03,180.0,EA,EA,17.89,1,3220.2,3542.22,14,I1,,,0,,X,X,X,F,1000000126,00020
100,4500000127,00010,,,2024-09-16,Material MAT00014,MAT00014,MAT00014,1000,P001,SL02,MG06,193.0,EA,EA,37.54,1,7245.22,7969.74,14,I1,,,0,,X,X,X,F,1000000127,00010
100,4500000127,00020,,,2024-09-16,Material MAT00001,MAT00001,MAT00001,1000,P001,SL02,MG03,54.0,EA,EA,188.01,1,10152.54,11167.79,14,I1,,,0,,X,X,X,F,1000000127,00020
100,4500000128,00010,,,2024-04-04,Material MAT00012,MAT00012,MAT00012,1000,P003,SL03,MG01,417.0,EA,EA,54.29,1,22638.93,24902.82,14,I1,,,0,,X,X,X,F,1000000128,00010
100,4500000129,00010,,,2024-05-18,Material MAT00008,MAT00008,MAT00008,1000,P003,SL01,MG03,484.0,EA,EA,324.94,1,157270.96,172998.06,14,I1,,,0,,X,X,X,F,1000000129,00010
100,4500000130,00010,,,2024-03-04,Material MAT00010,MAT00010,MAT00010,1000,P003,SL03,MG06,494.0,EA,EA,323.89,1,160001.66,176001.83,14,I1,,,0,,X,X,X,F,1000000130,00010
100,4500000131,00010,,,2024-07-27,Material MAT00013,MAT00013,MAT00013,1000,P002,SL02,MG06,357.0,EA,EA,290.3,1,103637.1,114000.81,14,I1,,,0,,X,X,X,F,1000000131,00010
100,4500000132,00010,,,2024-04-13,Material MAT00009,MAT00009,MAT00009,1000,P001,SL02,MG03,54.0,EA,EA,184.09,1,9940.86,10934.95,14,I1,,,0,,X,X,X,F,1000000132,00010
100,4500000133,00010,,,2024-07-23,Material MAT00022,MAT00022,MAT00022,1000,P002,SL01,MG03,36.0,EA,EA,428.58,1,15428.88,16971.77,14,I1,,,0,,X,X,X,F,1000000133,00010
100,4500000134,00010,,,2024-05-26,Material MAT00015,MAT00015,MAT00015,1000,P003,SL01,MG05,385.0,EA,EA,249.89,1,96207.65,105828.42,14,I1,,,0,,X,X,X,F,1000000134,00010
100,4500000135,00010,,,2024-06-27,Material MAT00023,MAT00023,MAT00023,1000,P003,SL01,MG01,257.0,EA,EA,160.0,1,41120.0,45232.0,14,I1,,,0,,X,X,X,F,,
100,4500000135,00020,,,2024-06-27,Material MAT00006,MAT00006,MAT00006,1000,P003,SL01,MG04,151.0,EA,EA,74.3,1,11219.3,12341.23,14,I1,,,0,,X,X,X,F,,
100,4500000136,00010,,,2024-03-06,Material MAT00022,MAT00022,MAT00022,1000,P001,SL03,MG05,348.0,EA,EA,214.22,1,74548.56,82003.42,14,I1,,,0,,X,X,X,F,1000000136,00010
100,4500000137,00010,,,2024-03-10,Material MAT00010,MAT00010,MAT00010,1000,P003,SL03,MG03,107.0,EA,EA,107.88,1,11543.16,12697.48,14,I1,,,0,,X,X,X,F,1000000137,00010
100,4500000138,00010,,,2024-09-15,Material MAT00004,MAT00004,MAT00004,1000,P001,SL03,MG06,261.0,EA,EA,364.55,1,95147.55,104662.31,14,I1,,,0,,X,X,X,F,1000000138,00010
100,4500000139,00010,,,2024-04-04,Material MAT00005,MAT00005,MAT00005,1000,P001,SL01,MG03,478.0,EA,EA,141.47,1,67622.66,74384.93,14,I1,,,0,,X,X,X,F,1000000139,00010
100,4500000140,00010,,,2024-02-02,Material MAT00023,MAT00023,MAT00023,1000,P001,SL01,MG02,457.0,EA,EA,246.51,1,112655.07,123920.58,14,I1,,,0,,X,X,X,F,,
100,4500000141,00010,,,2024-10-06,Material MAT00001,MAT00001,MAT00001,1000,P001,SL02,MG04,287.0,EA,EA,489.17,1,140391.79,154430.97,14,I1,,,0,,X,X,X,F,1000000141,00010
100,4500000142,00010,,,2024-05-04,Material MAT00011,MAT00011,MAT00011,1000,P001,SL01,MG02,119.0,EA,EA,325.23,1,38702.37,42572.61,14,I1,,,0,,X,X,X,F,,
100,4500000142,00020,,,2024-05-04,Material MAT00008,MAT00008,MAT00008,1000,P001,SL01,MG04,150.0,EA,EA,16.93,1,2539.5,2793.45,14,I1,,,0,,X,X,X,F,,
100,4500000143,00010,,,2024-06-27,Material MAT00015,MAT00015,MAT00015,1000,P002,SL01,MG01,242.0,EA,EA,332.01,1,80346.42,88381.06,14,I1,,,0,,X,X,X,F,1000000143,00010
100,4500000144,00010,,,2024-04-16,Material MAT00009,MAT00009,MAT00009,1000,P003,SL02,MG01,203.0,EA,EA,233.95,1,47491.85,52241.04,14,I1,,,0,,X,X,X,F,1000000144,00010
100,4500000145,00010,,,2024-04-08,Material MAT00023,MAT00023,MAT00023,1000,P003,SL02,MG04,200.0,EA,EA,304.27,1,60854.0,66939.4,14,I1,,,0,,X,X,X,F,1000000145,00010
100,4500000146,00010,,,2024-04-27,Material MAT00023,MAT00023,MAT00023,1000,P003,SL02,MG05,360.0,EA,EA,346.44,1,124718.4,137190.24,14,I1,,,0,,X,X,X,F,1000000146,00010
100,4500000147,00010,,,2024-09-29,Material MAT00001,MAT00001,MAT00001,1000,P003,SL02,MG02,81.0,EA,EA,338.42,1,27412.02,30153.22,14,I1,,,0,,X,X,X,F,1000000147,00010
100,4500000148,00010,,,2024-07-24,Material MAT00021,MAT00021,MAT00021,1000,P003,SL03,MG04,400.0,EA,EA,351.1,1,140440.0,154484.0,14,I1,,,0,,X,X,X,F,1000000148,00010
100,4500000149,00010,,,2024-04-21,Material MAT00019,MAT00019,MAT00019,1000,P003,SL03,MG02,154.0,EA,EA,96.94,1,14928.76,16421.64,14,I1,,,0,,X,X,X,F,1000000149,00010
100,4500000150,00010,,,2024-03-26,Material MAT00002,MAT00002,MAT00002,1000,P002,SL02,MG05,389.0,EA,EA,316.43,1,123091.27,135400.4,14,I1,,,0,,X,X,X,F,1000000150,00010
100,4500000151,00010,,,2024-06-25,Material MAT00022,MAT00022,MAT00022,1000,P002,SL01,MG01,117.0,EA,EA,378.8,1,44319.6,48751.56,14,I1,,,0,,X,X,X,F,1000000151,00010
100,4500000152,00010,,,2024-01-30,Material MAT00016,MAT00016,MAT00016,1000,P002,SL03,MG05,167.0,EA,EA,50.35,1,8408.45,9249.3,14,I1,,,0,,X,X,X,F,1000000152,00010
100,4500000153,00010,,,2024-04-12,Material MAT00002,MAT00002,MAT00002,1000,P001,SL01,MG04,45.0,EA,EA,412.59,1,18566.55,20423.21,14,I1,,,0,,X,X,X,F,1000000153,00010
100,4500000154,00010,,,2024-02-14,Material MAT00023,MAT00023,MAT00023,1000,P003,SL03,MG04,152.0,EA,EA,346.08,1,52604.16,57864.58,14,I1,,,0,,X,X,X,F,1000000154,00010
100,4500000155,00010,,,2024-07-15,Material MAT00022,MAT00022,MAT00022,1000,P003,SL01,MG05,282.0,EA,EA,70.39,1,19849.98,21834.98,14,I1,,,0,,X,X,X,F,1000000155,00010
100,4500000156,00010,,,2024-03-05,Material MAT00007,MAT00007,MAT00007,1000,P001,SL01,MG03,288.0,EA,EA,36.65,1,10555.2,11610.72,14,I1,,,0,,X,X,X,F,1000000156,00010
100,4500000157,00010,,,2024-06-19,Material MAT00007,MAT00007,MAT00007,1000,P002,SL03,MG03,312.0,EA,EA,159.78,1,49851.36,54836.5,14,I1,,,0,,X,X,X,F,1000000157,00010
100,4500000158,00010,,,2024-09-01,Material MAT00016,MAT00016,MAT00016,1000,P001,SL03,MG03,160.0,EA,EA,280.32,1,44851.2,49336.32,14,I1,,,0,,X,X,X,F,1000000158,00010
100,4500000159,00010,,,2024-04-23,Material MAT00019,MAT00019,MAT00019,1000,P003,SL03,MG04,276.0,EA,EA,499.38,1,137828.88,151611.77,14,I1,,,0,,X,X,X,F,1000000159,00010
100,4500000159,00020,,,2024-04-23,Material MAT00011,MAT00011,MAT00011,1000,P003,SL03,MG05,52.0,EA,EA,385.96,1,20069.92,22076.91,14,I1,,,0,,X,X,X,F,1000000159,00020
100,4500000160,00010,,,2024-05-03,Material MAT00002,MAT00002,MAT00002,1000,P003,SL02,MG05,41.0,EA,EA,191.02,1,7831.82,8615.0,14,I1,,,0,,X,X,X,F,1000000160,00010
100,4500000161,00010,,,2024-04-07,Material MAT00019,MAT00019,MAT00019,1000,P002,SL03,MG04,189.0,EA,EA,330.13,1,62394.57,68634.03,14,I1,,,0,,X,X,X,F,1000000161,00010
100,4500000162,00010,,,2024-09-30,Material MAT00003,MAT00003,MAT00003,1000,P002,SL01,MG04,84.0,EA,EA,87.11,1,7317.24,8048.96,14,I1,,,0,,X,X,X,F,1000000162,00010
100,4500000163,00010,,,2024-09-24,Material MAT00005,MAT00005,MAT00005,1000,P001,SL03,MG05,37.0,EA,EA,136.55,1,5052.35,5557.59,14,I1,,,0,,X,X,X,F,1000000163,00010
100,4500000164,00010,,,2024-09-25,Material MAT00020,MAT00020,MAT00020,1000,P003,SL01,MG04,346.0,EA,EA,461.95,1,159834.7,175818.17,14,I1,,,0,,X,X,X,F,1000000164,00010
100,4500000165,00010,,,2024-09-13,Material MAT00003,MAT00003,MAT00003,1000,P003,SL01,MG03,274.0,EA,EA,10.59,1,2901.66,3191.83,14,I1,,,0,,X,X,X,F,1000000165,00010
100,4500000166,00010,,,2024-05-18,Material MAT00005,MAT00005,MAT00005,1000,P003,SL01,MG02,149.0,EA,EA,439.62,1,65503.38,72053.72,14,I1,,,0,,X,X,X,F,1000000166,00010
100,4500000167,00010,,,2024-08-13,Material MAT00009,MAT00009,MAT00009,1000,P003,SL03,MG05,145.0,EA,EA,343.5,1,49807.5,54788.25,14,I1,,,0,,X,X,X,F,1000000167,00010
100,4500000168,00010,,,2024-08-27,Material MAT00008,MAT00008,MAT00008,1000,P003,SL01,MG02,59.0,EA,EA,259.09,1,15286.31,16814.94,14,I1,,,0,,X,X,X,F,1000000168,00010
100,4500000169,00010,,,2024-09-30,Material MAT00020,MAT00020,MAT00020,1000,P003,SL02,MG01,38.0,EA,EA,389.07,1,14784.66,16263.13,14,I1,,,0,,X,X,X,F,1000000169,00010
100,4500000169,00020,,,2024-09-30,Material MAT00006,MAT00006,MAT00006,1000,P003,SL02,MG02,52.0,EA,EA,10.11,1,525.72,578.29,14,I1,,,0,,X,X,X,F,1000000169,00020
100,4500000170,00010,,,2024-05-04,Material MAT00009,MAT00009,MAT00009,1000,P003,SL02,MG04,466.0,EA,EA,291.7,1,135932.2,149525.42,14,I1,,,0,,X,X,X,F,1000000170,00010
100,4500000171,00010,,,2024-09-15,Material MAT00013,MAT00013,MAT00013,1000,P002,SL03,MG04,176.0,EA,EA,390.04,1,68647.04,75511.74,14,I1,,,0,,X,X,X,F,1000000171,00010
100,4500000172,00010,,,2024-05-27,Material MAT00008,MAT00008,MAT00008,1000,P003,SL01,MG04,412.0,EA,EA,47.25,1,19467.0,21413.7,14,I1,,,0,,X,X,X,F,,
100,4500000173,00010,,,2024-07-07,Material MAT00008,MAT00008,MAT00008,1000,P001,SL01,MG04,461.0,EA,EA,341.15,1,157270.15,172997.17,14,I1,,,0,,X,X,X,F,1000000173,00010
100,4500000173,00020,,,2024-07-07,Material MAT00005,MAT00005,MAT00005,1000,P001,SL01,MG02,83.0,EA,EA,302.57,1,25113.31,27624.64,14,I1,,,0,,X,X,X,F,1000000173,00020
100,4500000174,00010,,,2024-01-07,Material MAT00011,MAT00011,MAT00011,1000,P001,SL03,MG02,59.0,EA,EA,187.19,1,11044.21,12148.63,14,I1,,,0,,X,X,X,F,,
100,4500000175,00010,,,2024-05-29,Material MAT00004,MAT00004,MAT00004,1000,P003,SL01,MG04,222.0,EA,EA,196.63,1,43651.86,48017.05,14,I1,,,0,,X,X,X,F,1000000175,00010
100,4500000176,00010,,,2024-04-21,Material MAT00002,MAT00002,MAT00002,1000,P002,SL01,MG03,319.0,EA,EA,230.43,1,73507.17,80857.89,14,I1,,,0,,X,X,X,F,,
100,4500000177,00010,,,2024-07-07,Material MAT00010,MAT00010,MAT00010,1000,P003,SL03,MG05,249.0,EA,EA,370.9,1,92354.1,101589.51,14,I1,,,0,,X,X,X,F,1000000177,00010
100,4500000178,00010,,,2024-06-16,Material MAT00008,MAT00008,MAT00008,1000,P001,SL01,MG04,358.0,EA,EA,306.64,1,109777.12,120754.83,14,I1,,,0,,X,X,X,F,1000000178,00010
100,4500000179,00010,,,2024-04-03,Material MAT00007,MAT00007,MAT00007,1000,P003,SL03,MG04,41.0,EA,EA,440.56,1,18062.96,19869.26,14,I1,,,0,,X,X,X,F,1000000179,00010
100,4500000180,00010,,,2024-03-11,Material MAT00021,MAT00021,MAT00021,1000,P003,SL02,MG04,94.0,EA,EA,27.23,1,2559.62,2815.58,14,I1,,,0,,X,X,X,F,1000000180,00010
100,4500000181,00010,,,2024-09-12,Material MAT00012,MAT00012,MAT00012,1000,P002,SL03,MG03,54.0,EA,EA,160.86,1,8686.44,9555.08,14,I1,,,0,,X,X,X,F,1000000181,00010
100,4500000181,00020,,,2024-09-12,Material MAT00008,MAT00008,MAT00008,1000,P002,SL03,MG01,190.0,EA,EA,196.06,1,37251.4,40976.54,14,I1,,,0,,X,X,X,F,1000000181,00020
100,4500000182,00010,,,2024-04-29,Material MAT00013,MAT00013,MAT00013,1000,P003,SL03,MG06,316.0,EA,EA,263.14,1,83152.24,91467.46,14,I1,,,0,,X,X,X,F,1000000182,00010
100,4500000183,00010,,,2024-06-15,Material MAT00007,MAT00007,MAT00007,1000,P002,SL03,MG03,21.0,EA,EA,486.44,1,10215.24,11236.76,14,I1,,,0,,X,X,X,F,,
100,4500000184,00010,,,2024-02-22,Material MAT00011,MAT00011,MAT00011,1000,P002,SL02,MG02,141.0,EA,EA,202.29,1,28522.89,31375.18,14,I1,,,0,,X,X,X,F,1000000184,00010
100,4500000185,00010,,,2024-04-24,Material MAT00017,MAT00017,MAT00017,1000,P002,SL03,MG06,481.0,EA,EA,468.75,1,225468.75,248015.63,14,I1,,,0,,X,X,X,F,1000000185,00010
100,4500000186,00010,,,2024-03-10,Material MAT00019,MAT00019,MAT00019,1000,P001,SL01,MG03,485.0,EA,EA,294.73,1,142944.05,157238.46,14,I1,,,0,,X,X,X,F,1000000186,00010
100,4500000187,00010,,,2024-09-12,Material MAT00005,MAT00005,MAT00005,1000,P003,SL01,MG01,396.0,EA,EA,380.78,1,150788.88,165867.77,14,I1,,,0,,X,X,X,F,1000000187,00010
100,4500000188,00010,,,2024-09-03,Material MAT00011,MAT00011,MAT00011,1000,P003,SL01,MG03,282.0,EA,EA,43.75,1,12337.5,13571.25,14,I1,,,0,,X,X,X,F,1000000188,00010
100,4500000189,00010,,,2024-07-23,Material MAT00022,MAT00022,MAT00022,1000,P001,SL02,MG04,254.0,EA,EA,280.22,1,71175.88,78293.47,14,I1,,,0,,X,X,X,F,1000000189,00010
100,4500000190,00010,,,2024-07-12,Material MAT00002,MAT00002,MAT00002,1000,P003,SL02,MG01,45.0,EA,EA,465.8,1,20961.0,23057.1,14,I1,,,0,,X,X,X,F,1000000190,00010
100,4500000191,00010,,,2024-04-29,Material MAT00003,MAT00003,MAT00003,1000,P003,SL01,MG05,365.0,EA,EA,270.51,1,98736.15,108609.76,14,I1,,,0,,X,X,X,F,1000000191,00010
100,4500000191,00020,,,2024-04-29,Material MAT00007,MAT00007,MAT00007,1000,P003,SL01,MG02,177.0,EA,EA,75.06,1,13285.62,14614.18,14,I1,,,0,,X,X,X,F,1000000191,00020
100,4500000192,00010,,,2024-04-27,Material MAT00019,MAT00019,MAT00019,1000,P003,SL02,MG01,135.0,EA,EA,481.21,1,64963.35,71459.68,14,I1,,,0,,X,X,X,F,1000000192,00010
100,4500000193,00010,,,2024-01-28,Material MAT00004,MAT00004,MAT00004,1000,P002,SL03,MG03,78.0,EA,EA,189.87,1,14809.86,16290.85,14,I1,,,0,,X,X,X,F,1000000193,00010
100,4500000194,00010,,,2024-06-01,Material MAT00020,MAT00020,MAT00020,1000,P003,SL03,MG03,392.0,EA,EA,461.72,1,180994.24,199093.66,14,I1,,,0,,X,X,X,F,,
100,4500000195,00010,,,2024-02-05,Material MAT00005,MAT00005,MAT00005,1000,P002,SL03,MG04,486.0,EA,EA,378.89,1,184140.54,202554.59,14,I1,,,0,,X,X,X,F,1000000195,00010
100,4500000196,00010,,,2024-04-19,Material MAT00016,MAT00016,MAT00016,1000,P003,SL01,MG01,290.0,EA,EA,284.97,1,82641.3,90905.43,14,I1,,,0,,X,X,X,F,1000000196,00010
100,4500000197,00010,,,2024-08-23,Material MAT00012,MAT00012,MAT00012,1000,P001,SL02,MG02,32.0,EA,EA,410.9,1,13148.8,14463.68,14,I1,,,0,,X,X,X,F,1000000197,00010
100,4500000198,00010,,,2024-10-05,Material MAT00007,MAT00007,MAT00007,1000,P001,SL03,MG04,247.0,EA,EA,367.66,1,90812.02,99893.22,14,I1,,,0,,X,X,X,F,1000000198,00010
100,4500000199,00010,,,2024-05-28,Material MAT00013,MAT00013,MAT00013,1000,P003,SL01,MG04,433.0,EA,EA,19.35,1,8378.55,9216.41,14,I1,,,0,,X,X,X,F,1000000199,00010
100,4500000200,00010,,,2024-06-12,Material MAT00017,MAT00017,MAT00017,1000,P001,SL01,MG06,375.0,EA,EA,19.0,1,7125.0,7837.5,14,I1,,,0,,X,X,X,F,1000000200,00010
100,4500000201,00010,,,2024-07-30,Material MAT00011,MAT00011,MAT00011,1000,P002,SL01,MG02,368.0,EA,EA,265.15,1,97575.2,107332.72,14,I1,,,0,,X,X,X,F,1000000201,00010
100,4500000202,00010,,,2024-10-01,Material MAT00010,MAT00010,MAT00010,1000,P003,SL01,MG01,81.0,EA,EA,467.18,1,37841.58,41625.74,14,I1,,,0,,X,X,X,F,1000000202,00010
100,4500000203,00010,,,2024-03-01,Material MAT00007,MAT00007,MAT00007,1000,P003,SL02,MG05,384.0,EA,EA,309.87,1,118990.08,130889.09,14,I1,,,0,,X,X,X,F,1000000203,00010
100,4500000204,00010,,,2024-03-17,Material MAT00016,MAT00016,MAT00016,1000,P001,SL02,MG02,26.0,EA,EA,384.62,1,10000.12,11000.13,14,I1,,,0,,X,X,X,F,1000000204,00010
100,4500000204,00020,,,2024-03-17,Material MAT00015,MAT00015,MAT00015,1000,P001,SL02,MG01,53.0,EA,EA,167.9,1,8898.7,9788.57,14,I1,,,0,,X,X,X,F,1000000204,00020
100,4500000205,00010,,,2024-02-01,Material MAT00017,MAT00017,MAT00017,1000,P001,SL03,MG02,205.0,EA,EA,159.23,1,32642.15,35906.36,14,I1,,,0,,X,X,X,F,1000000205,00010
100,4500000206,00010,,,2024-06-22,Material MAT00014,MAT00014,MAT00014,1000,P003,SL01,MG03,232.0,EA,EA,449.34,1,104246.88,114671.57,14,I1,,,0,,X,X,X,F,1000000206,00010
100,4500000206,00020,,,2024-06-22,Material MAT00012,MAT00012,MAT00012,1000,P003,SL01,MG05,80.0,EA,EA,318.52,1,25481.6,28029.76,14,I1,,,0,,X,X,X,F,1000000206,00020
100,4500000207,00010,,,2024-06-13,Material MAT00014,MAT00014,MAT00014,1000,P001,SL01,MG02,481.0,EA,EA,151.5,1,72871.5,80158.65,14,I1,,,0,,X,X,X,F,1000000207,00010
100,4500000208,00010,,,2024-01-10,Material MAT00003,MAT00003,MAT00003,1000,P002,SL02,MG02,314.0,EA,EA,283.2,1,88924.8,97817.28,14,I1,,,0,,X,X,X,F,1000000208,00010
100,4500000208,00020,,,2024-01-10,Material MAT00005,MAT00005,MAT00005,1000,P002,SL02,MG01,70.0,EA,EA,44.2,1,3094.0,3403.4,14,I1,,,0,,X,X,X,F,1000000208,00020
100,4500000209,00010,,,2024-02-15,Material MAT00013,MAT00013,MAT00013,1000,P002,SL02,MG06,280.0,EA,EA,153.49,1,42977.2,47274.92,14,I1,,,0,,X,X,X,F,1000000209,00010
100,4500000210,00010,,,2024-06-18,Material MAT00014,MAT00014,MAT00014,1000,P001,SL02,MG04,498.0,EA,EA,183.39,1,91328.22,100461.04,14,I1,,,0,,X,X,X,F,1000000210,00010
100,4500000210,00020,,,2024-06-18,Material MAT00002,MAT00002,MAT00002,1000,P001,SL02,MG05,149.0,EA,EA,90.86,1,13538.14,14891.95,14,I1,,,0,,X,X,X,F,1000000210,00020
100,4500000211,00010,,,2024-03-09,Material MAT00001,MAT00001,MAT00001,1000,P002,SL02,MG02,204.0,EA,EA,288.77,1,58909.08,64799.99,14,I1,,,0,,X,X,X,F,1000000211,00010
100,4500000212,00010,,,2024-09-30,Material MAT00002,MAT00002,MAT00002,1000,P002,SL02,MG05,342.0,EA,EA,282.04,1,96457.68,106103.45,14,I1,,,0,,X,X,X,F,1000000212,00010
100,4500000213,00010,,,2024-03-11,Material MAT00020,MAT00020,MAT00020,1000,P003,SL02,MG01,430.0,EA,EA,357.82,1,153862.6,169248.86,14,I1,,,0,,X,X,X,F,1000000213,00010
100,4500000214,00010,,,2024-06-22,Material MAT00007,MAT00007,MAT00007,1000,P002,SL03,MG05,170.0,EA,EA,387.05,1,65798.5,72378.35,14,I1,,,0,,X,X,X,F,,
100,4500000215,00010,,,2024-10-04,Material MAT00004,MAT00004,MAT00004,1000,P002,SL02,MG03,163.0,EA,EA,293.0,1,47759.0,52534.9,14,I1,,,0,,X,X,X,F,1000000215,00010
100,4500000216,00010,,,2024-06-29,Material MAT00007,MAT00007,MAT00007,1000,P001,SL01,MG02,472.0,EA,EA,403.96,1,190669.12,209736.03,14,I1,,,0,,X,X,X,F,,
100,4500000216,00020,,,2024-06-29,Material MAT00002,MAT00002,MAT00002,1000,P001,SL01,MG04,80.0,EA,EA,43.59,1,3487.2,3835.92,14,I1,,,0,,X,X,X,F,,
100,4500000217,00010,,,2024-06-17,Material MAT00015,MAT00015,MAT00015,1000,P003,SL02,MG05,386.0,EA,EA,240.57,1,92860.02,102146.02,14,I1,,,0,,X,X,X,F,1000000217,00010
100,4500000218,00010,,,2024-09-04,Material MAT00016,MAT00016,MAT00016,1000,P002,SL01,MG04,386.0,EA,EA,306.18,1,118185.48,130004.03,14,I1,,,0,,X,X,X,F,1000000218,00010
100,4500000219,00010,,,2024-04-27,Material MAT00011,MAT00011,MAT00011,1000,P002,SL02,MG02,221.0,EA,EA,490.3,1,108356.3,119191.93,14,I1,,,0,,X,X,X,F,1000000219,00010
