MANDT,MBLNR,MJAHR,VGART,BLART,BLAUM,BLDAT,BUDAT,CPUDT,CPUTM,USNAM,TCODE,XBLNR,BKTXT
100,4900000219,2023,WE,WE,,2023-12-26,2023-12-26,2023-12-26,093400,WHOUSE02,MIGO,REF-4900000219,
100,4900000220,2023,WE,WE,,2023-02-03,2023-02-03,2023-02-03,103100,WHOUSE02,MIGO,REF-4900000220,
100,4900000221,2024,WA,WA,,2024-01-10,2024-01-10,2024-01-10,083600,WHOUSE01,MIGO,REF-4900000221,
100,4900000222,2024,WE,WE,,2024-06-11,2024-06-11,2024-06-11,173200,WHOUSE01,MIGO,REF-4900000222,
100,4900000223,2023,WE,WE,,2023-03-11,2023-03-11,2023-03-11,102300,WHOUSE01,MIGO,REF-4900000223,
100,4900000224,2023,UML,WA,,2023-10-23,2023-10-23,2023-10-23,073800,WHOUSE02,MIGO,REF-4900000224,
100,4900000225,2024,WE,WE,,2024-02-23,2024-02-23,2024-02-23,103400,WHOUSE01,MIGO,REF-4900000225,
100,4900000226,2024,WE,WE,,2024-11-23,2024-11-23,2024-11-23,161200,WHOUSE02,MIGO,REF-4900000226,
100,4900000227,2023,WE,WE,,2023-03-10,2023-03-10,2023-03-10,171000,WHOUSE02,MIGO,REF-4900000227,
100,4900000228,2023,WA,WA,,2023-08-09,2023-08-09,2023-08-09,131400,WHOUSE01,MIGO,REF-4900000228,
100,4900000229,2024,WE,WE,,2024-01-16,2024-01-16,2024-01-16,073400,WHOUSE02,MIGO,REF-4900000229,
100,4900000230,2024,WE,WE,,2024-01-22,2024-01-22,2024-01-22,101500,WHOUSE02,MIGO,REF-4900000230,
100,4900000231,2023,WE,WE,,2023-01-23,2023-01-23,2023-01-23,143700,WHOUSE01,MIGO,REF-4900000231,
100,4900000232,2023,UML,WA,,2023-08-14,2023-08-14,2023-08-14,094500,WHOUSE01,MIGO,REF-4900000232,
100,4900000233,2023,UML,WA,,2023-07-05,2023-07-05,2023-07-05,162100,WHOUSE02,MIGO,REF-4900000233,
100,4900000234,2023,WE,WE,,2023-10-18,2023-10-18,2023-10-18,070600,WHOUSE02,MIGO,REF-4900000234,
100,4900000235,2023,WE,WE,,2023-09-11,2023-09-11,2023-09-11,083400,WHOUSE02,MIGO,REF-4900000235,
100,4900000236,2023,WE,WE,,2023-06-02,2023-06-02,2023-06-02,174100,WHOUSE02,MIGO,REF-4900000236,
100,4900000237,2024,WE,WE,,2024-09-15,2024-09-15,2024-09-15,131300,WHOUSE01,MIGO,REF-4900000237,
100,4900000238,2023,WE,WE,,2023-07-18,2023-07-18,2023-07-18,155100,WHOUSE02,MIGO,REF-4900000238,
100,4900000239,2023,WE,WE,,2023-09-23,2023-09-23,2023-09-23,094800,WHOUSE01,MIGO,REF-4900000239,
100,4900000240,2023,UML,WA,,2023-04-23,2023-04-23,2023-04-23,131100,WHOUSE02,MIGO,REF-4900000240,
100,4900000241,2024,WE,WE,,2024-10-25,2024-10-25,2024-10-25,094700,WHOUSE02,MIGO,REF-4900000241,
100,4900000242,2023,WA,WA,,2023-01-10,2023-01-10,2023-01-10,120400,WHOUSE01,MIGO,REF-4900000242,
100,4900000243,2024,WE,WE,,2024-12-14,2024-12-14,2024-12-14,095600,WHOUSE02,MIGO,REF-4900000243,
100,4900000244,2023,WA,WA,,2023-02-15,2023-02-15,2023-02-15,110700,WHOUSE02,MIGO,REF-4900000244,
100,4900000245,2024,WE,WE,,2024-11-18,2024-11-18,2024-11-18,125700,WHOUSE01,MIGO,REF-4900000245,
100,4900000246,2024,WE,WE,,2024-06-18,2024-06-18,2024-06-18,135400,WHOUSE01,MIGO,REF-4900000246,
100,4900000247,2023,WE,WE,,2023-01-17,2023-01-17,2023-01-17,160300,WHOUSE02,MIGO,REF-4900000247,
100,4900000248,2023,WE,WE,,2023-10-01,2023-10-01,2023-10-01,134300,WHOUSE02,MIGO,REF-4900000248,
100,4900000249,2024,WE,WE,,2024-01-22,2024-01-22,2024-01-22,120800,WHOUSE01,MIGO,REF-4900000249,
100,4900000250,2023,UML,WA,,2023-10-19,2023-10-19,2023-10-19,104600,WHOUSE01,MIGO,REF-4900000250,
100,4900000251,2024,WE,WE,,2024-01-31,2024-01-31,2024-01-31,163100,WHOUSE01,MIGO,REF-4900000251,
100,4900000252,2024,WA,WA,,2024-07-13,2024-07-13,2024-07-13,114000,WHOUSE02,MIGO,REF-4900000252,
100,4900000253,2024,WE,WE,,2024-09-11,2024-09-11,2024-09-11,160200,WHOUSE02,MIGO,REF-4900000253,
100,4900000254,2024,WE,WE,,2024-06-17,2024-06-17,2024-06-17,070900,WHOUSE01,MIGO,REF-4900000254,
100,4900000255,2024,WE,WE,,2024-10-10,2024-10-10,2024-10-10,095800,WHOUSE01,MIGO,REF-4900000255,
100,4900000256,2023,WE,WE,,2023-01-09,2023-01-09,2023-01-09,100600,WHOUSE02,MIGO,REF-4900000256,
100,4900000257,2024,WE,WE,,2024-05-27,2024-05-27,2024-05-27,143400,WHOUSE01,MIGO,REF-4900000257,
100,4900000258,2024,WE,WE,,2024-07-25,2024-07-25,2024-07-25,105700,WHOUSE01,MIGO,REF-4900000258,
100,4900000259,2023,WE,WE,,2023-07-09,2023-07-09,2023-07-09,154500,WHOUSE01,MIGO,REF-4900000259,
100,4900000260,2023,WE,WE,,2023-05-19,2023-05-19,2023-05-19,161400,WHOUSE02,MIGO,REF-4900000260,
100,4900000261,2024,WE,WE,,2024-06-04,2024-06-04,2024-06-04,113400,WHOUSE02,MIGO,REF-4900000261,
100,4900000262,2023,UML,WA,,2023-11-23,2023-11-23,2023-11-23,080100,WHOUSE02,MIGO,REF-4900000262,
100,4900000263,2023,UML,WA,,2023-05-26,2023-05-26,2023-05-26,133900,WHOUSE02,MIGO,REF-4900000263,
100,4900000264,2024,WA,WA,,2024-10-12,2024-10-12,2024-10-12,160800,WHOUSE01,MIGO,REF-4900000264,
100,4900000265,2023,WE,WE,,2023-02-09,2023-02-09,2023-02-09,161300,WHOUSE02,MIGO,REF-4900000265,
100,4900000266,2023,UML,WA,,2023-09-28,2023-09-28,2023-09-28,103200,WHOUSE02,MIGO,REF-4900000266,
100,4900000267,2024,WE,WE,,2024-11-05,2024-11-05,2024-11-05,163500,WHOUSE02,MIGO,REF-4900000267,
100,4900000268,2023,WE,WE,,2023-11-15,2023-11-15,2023-11-15,111600,WHOUSE01,MIGO,REF-4900000268,
100,4900000269,2023,WE,WE,,2023-07-07,2023-07-07,2023-07-07,152900,WHOUSE01,MIGO,REF-4900000269,
100,4900000270,2024,WE,WE,,2024-12-26,2024-12-26,2024-12-26,141300,WHOUSE02,MIGO,REF-4900000270,
100,4900000271,2023,UML,WA,,2023-04-28,2023-04-28,2023-04-28,144200,WHOUSE01,MIGO,REF-4900000271,
100,4900000272,2024,WE,WE,,2024-03-03,2024-03-03,2024-03-03,100900,WHOUSE01,MIGO,REF-4900000272,
100,4900000273,2024,UML,WA,,2024-04-10,2024-04-10,2024-04-10,103300,WHOUSE01,MIGO,REF-4900000273,
100,4900000274,2024,WE,WE,,2024-08-29,2024-08-29,2024-08-29,145900,WHOUSE01,MIGO,REF-4900000274,
100,4900000275,2024,WA,WA,,2024-12-28,2024-12-28,2024-12-28,150900,WHOUSE02,MIGO,REF-4900000275,
100,4900000276,2023,UML,WA,,2023-09-09,2023-09-09,2023-09-09,110900,WHOUSE02,MIGO,REF-4900000276,
100,4900000277,2024,WE,WE,,2024-03-01,2024-03-01,2024-03-01,120600,WHOUSE02,MIGO,REF-4900000277,
100,4900000278,2023,WE,WE,,2023-09-04,2023-09-04,2023-09-04,122700,WHOUSE02,MIGO,REF-4900000278,
100,4900000279,2024,WE,WE,,2024-02-21,2024-02-21,2024-02-21,175100,WHOUSE02,MIGO,REF-4900000279,
100,4900000280,2024,WA,WA,,2024-06-23,2024-06-23,2024-06-23,070900,WHOUSE01,MIGO,REF-4900000280,
100,4900000281,2023,WE,WE,,2023-09-24,2023-09-24,2023-09-24,164300,WHOUSE02,MIGO,REF-4900000281,
100,4900000282,2023,WA,WA,,2023-06-15,2023-06-15,2023-06-15,072200,WHOUSE01,MIGO,REF-4900000282,
100,4900000283,2023,WE,WE,,2023-12-05,2023-12-05,2023-12-05,153200,WHOUSE01,MIGO,REF-4900000283,
100,4900000284,2023,UML,WA,,2023-08-01,2023-08-01,2023-08-01,125300,WHOUSE02,MIGO,REF-4900000284,
100,4900000285,2024,WA,WA,,2024-08-01,2024-08-01,2024-08-01,141700,WHOUSE02,MIGO,REF-4900000285,
100,4900000286,2024,WE,WE,,2024-09-19,2024-09-19,2024-09-19,102300,WHOUSE02,MIGO,REF-4900000286,
100,4900000287,2024,WE,WE,,2024-02-07,2024-02-07,2024-02-07,162200,WHOUSE01,MIGO,REF-4900000287,
100,4900000288,2024,WE,WE,,2024-11-26,2024-11-26,2024-11-26,073600,WHOUSE02,MIGO,REF-4900000288,
100,4900000289,2023,WE,WE,,2023-09-08,2023-09-08,2023-09-08,172800,WHOUSE01,MIGO,REF-4900000289,
100,4900000290,2024,WA,WA,,2024-12-15,2024-12-15,2024-12-15,081900,WHOUSE01,MIGO,REF-4900000290,
100,4900000291,2023,UML,WA,,2023-09-20,2023-09-20,2023-09-20,154100,WHOUSE02,MIGO,REF-4900000291,
100,4900000292,2024,WA,WA,,2024-07-20,2024-07-20,2024-07-20,143700,WHOUSE01,MIGO,REF-4900000292,
100,4900000293,2023,WE,WE,,2023-12-21,2023-12-21,2023-12-21,111100,WHOUSE01,MIGO,REF-4900000293,
100,4900000294,2024,WA,WA,,2024-04-06,2024-04-06,2024-04-06,162400,WHOUSE01,MIGO,REF-4900000294,
100,4900000295,2024,UML,WA,,2024-06-24,2024-06-24,2024-06-24,072500,WHOUSE02,MIGO,REF-4900000295,
100,4900000296,2023,WE,WE,,2023-08-21,2023-08-21,2023-08-21,124900,WHOUSE01,MIGO,REF-4900000296,
100,4900000297,2023,WE,WE,,2023-06-16,2023-06-16,2023-06-16,170300,WHOUSE02,MIGO,REF-4900000297,
100,4900000298,2023,UML,WA,,2023-09-14,2023-09-14,2023-09-14,162200,WHOUSE02,MIGO,REF-4900000298,
100,4900000299,2023,WE,WE,,2023-05-06,2023-05-06,2023-05-06,084500,WHOUSE02,MIGO,REF-4900000299,
100,4900000300,2024,WE,WE,,2024-11-03,2024-11-03,2024-11-03,150200,WHOUSE01,MIGO,REF-4900000300,
100,4900000301,2023,WE,WE,,2023-09-06,2023-09-06,2023-09-06,112400,WHOUSE01,MIGO,REF-4900000301,
100,4900000302,2024,WE,WE,,2024-07-30,2024-07-30,2024-07-30,095200,WHOUSE01,MIGO,REF-4900000302,
100,4900000303,2024,UML,WA,,2024-12-08,2024-12-08,2024-12-08,090200,WHOUSE02,MIGO,REF-4900000303,
100,4900000304,2023,WA,WA,,2023-04-15,2023-04-15,2023-04-15,072900,WHOUSE02,MIGO,REF-4900000304,
100,4900000305,2024,WE,WE,,2024-06-01,2024-06-01,2024-06-01,082900,WHOUSE02,MIGO,REF-4900000305,
100,4900000306,2023,WE,WE,,2023-01-22,2023-01-22,2023-01-22,144700,WHOUSE01,MIGO,REF-4900000306,
100,4900000307,2023,WE,WE,,2023-06-13,2023-06-13,2023-06-13,111000,WHOUSE01,MIGO,REF-4900000307,
100,4900000308,2024,UML,WA,,2024-06-24,2024-06-24,2024-06-24,070700,WHOUSE01,MIGO,REF-4900000308,
100,4900000309,2024,WE,WE,,2024-12-14,2024-12-14,2024-12-14,125200,WHOUSE02,MIGO,REF-4900000309,
100,4900000310,2023,WA,WA,,2023-03-17,2023-03-17,2023-03-17,145900,WHOUSE01,MIGO,REF-4900000310,
100,4900000311,2023,UML,WA,,2023-08-18,2023-08-18,2023-08-18,103400,WHOUSE01,MIGO,REF-4900000311,
100,4900000312,2023,WE,WE,,2023-12-22,2023-12-22,2023-12-22,172300,WHOUSE01,MIGO,REF-4900000312,
100,4900000313,2024,WE,WE,,2024-07-02,2024-07-02,2024-07-02,140900,WHOUSE01,MIGO,REF-4900000313,
100,4900000314,2024,WE,WE,,2024-11-08,2024-11-08,2024-11-08,140200,WHOUSE02,MIGO,REF-4900000314,
100,4900000315,2023,WE,WE,,2023-06-01,2023-06-01,2023-06-01,075900,WHOUSE02,MIGO,REF-4900000315,
100,4900000316,2023,WE,WE,,2023-02-26,2023-02-26,2023-02-26,154800,WHOUSE02,MIGO,REF-4900000316,
100,4900000317,2023,WA,WA,,2023-06-28,2023-06-28,2023-06-28,074700,WHOUSE01,MIGO,REF-4900000317,
100,4900000318,2023,WA,WA,,2023-12-23,2023-12-23,2023-12-23,082900,WHOUSE01,MIGO,REF-4900000318,
100,4900000319,2024,WE,WE,,2024-08-10,2024-08-10,2024-08-10,171200,WHOUSE02,MIGO,REF-4900000319,
100,4900000320,2023,WE,WE,,2023-05-12,2023-05-12,2023-05-12,140800,WHOUSE01,MIGO,REF-4900000320,
100,4900000321,2023,UML,WA,,2023-12-25,2023-12-25,2023-12-25,140000,WHOUSE02,MIGO,REF-4900000321,
100,4900000322,2024,UML,WA,,2024-08-27,2024-08-27,2024-08-27,103700,WHOUSE02,MIGO,REF-4900000322,
100,4900000323,2024,WE,WE,,2024-08-07,2024-08-07,2024-08-07,170400,WHOUSE01,MIGO,REF-4900000323,
100,4900000324,2023,WE,WE,,2023-02-20,2023-02-20,2023-02-20,134500,WHOUSE02,MIGO,REF-4900000324,
100,4900000325,2023,WE,WE,,2023-05-23,2023-05-23,2023-05-23,091100,WHOUSE02,MIGO,REF-4900000325,
100,4900000326,2024,WE,WE,,2024-08-24,2024-08-24,2024-08-24,160400,WHOUSE02,MIGO,REF-4900000326,
100,4900000327,2023,WE,WE,,2023-07-23,2023-07-23,2023-07-23,123300,WHOUSE02,MIGO,REF-4900000327,
100,4900000328,2023,WE,WE,,2023-08-24,2023-08-24,2023-08-24,093900,WHOUSE02,MIGO,REF-4900000328,
100,4900000329,2023,WE,WE,,2023-04-04,2023-04-04,2023-04-04,174500,WHOUSE02,MIGO,REF-4900000329,
100,4900000330,2024,WE,WE,,2024-03-11,2024-03-11,2024-03-11,120500,WHOUSE01,MIGO,REF-4900000330,
100,4900000331,2024,WE,WE,,2024-06-29,2024-06-29,2024-06-29,120500,WHOUSE01,MIGO,REF-4900000331,
100,4900000332,2024,WE,WE,,2024-10-16,2024-10-16,2024-10-16,175500,WHOUSE02,MIGO,REF-4900000332,
100,4900000333,2024,WA,WA,,2024-11-15,2024-11-15,2024-11-15,165600,WHOUSE02,MIGO,REF-4900000333,
100,4900000334,2023,WE,WE,,2023-10-11,2023-10-11,2023-10-11,085800,WHOUSE02,MIGO,REF-4900000334,
100,4900000335,2023,WE,WE,,2023-04-26,2023-04-26,2023-04-26,081200,WHOUSE01,MIGO,REF-4900000335,
100,4900000336,2024,UML,WA,,2024-02-09,2024-02-09,2024-02-09,080400,WHOUSE01,MIGO,REF-4900000336,
100,4900000337,2024,WE,WE,,2024-10-01,2024-10-01,2024-10-01,122400,WHOUSE01,MIGO,REF-4900000337,
100,4900000338,2023,WE,WE,,2023-03-15,2023-03-15,2023-03-15,151800,WHOUSE02,MIGO,REF-4900000338,
100,4900000339,2023,WE,WE,,2023-07-10,2023-07-10,2023-07-10,124800,WHOUSE01,MIGO,REF-4900000339,
100,4900000340,2023,WE,WE,,2023-10-01,2023-10-01,2023-10-01,133000,WHOUSE02,MIGO,REF-4900000340,
100,4900000341,2024,WE,WE,,2024-09-19,2024-09-19,2024-09-19,085100,WHOUSE01,MIGO,REF-4900000341,
100,4900000342,2023,WA,WA,,2023-04-17,2023-04-17,2023-04-17,115800,WHOUSE01,MIGO,REF-4900000342,
100,4900000343,2023,WE,WE,,2023-06-24,2023-06-24,2023-06-24,124600,WHOUSE02,MIGO,REF-4900000343,
100,4900000344,2024,WE,WE,,2024-06-17,2024-06-17,2024-06-17,171800,WHOUSE02,MIGO,REF-4900000344,
100,4900000345,2024,UML,WA,,2024-04-23,2024-04-23,2024-04-23,161900,WHOUSE01,MIGO,REF-4900000345,
100,4900000346,2023,WE,WE,,2023-06-30,2023-06-30,2023-06-30,175100,WHOUSE02,MIGO,REF-4900000346,
100,4900000347,2023,WE,WE,,2023-11-11,2023-11-11,2023-11-11,102900,WHOUSE02,MIGO,REF-4900000347,
100,4900000348,2024,WE,WE,,2024-05-16,2024-05-16,2024-05-16,170700,WHOUSE01,MIGO,REF-4900000348,
100,4900000349,2023,WE,WE,,2023-07-04,2023-07-04,2023-07-04,090600,WHOUSE02,MIGO,REF-4900000349,
100,4900000350,2024,UML,WA,,2024-09-16,2024-09-16,2024-09-16,125200,WHOUSE02,MIGO,REF-4900000350,
100,4900000351,2023,WA,WA,,2023-09-28,2023-09-28,2023-09-28,125100,WHOUSE02,MIGO,REF-4900000351,
100,4900000352,2024,UML,WA,,2024-04-05,2024-04-05,2024-04-05,075900,WHOUSE01,MIGO,REF-4900000352,
100,4900000353,2024,WE,WE,,2024-03-31,2024-03-31,2024-03-31,072500,WHOUSE02,MIGO,REF-4900000353,
100,4900000354,2024,WE,WE,,2024-09-14,2024-09-14,2024-09-14,114900,WHOUSE02,MIGO,REF-4900000354,
100,4900000355,2023,WE,WE,,2023-05-06,2023-05-06,2023-05-06,073300,WHOUSE02,MIGO,REF-4900000355,
100,4900000356,2023,WE,WE,,2023-03-09,2023-03-09,2023-03-09,162000,WHOUSE02,MIGO,REF-4900000356,
100,4900000357,2024,WE,WE,,2024-10-13,2024-10-13,2024-10-13,111100,WHOUSE02,MIGO,REF-4900000357,
100,4900000358,2024,WE,WE,,2024-03-28,2024-03-28,2024-03-28,095300,WHOUSE01,MIGO,REF-4900000358,
100,4900000359,2023,UML,WA,,2023-09-16,2023-09-16,2023-09-16,101700,WHOUSE01,MIGO,REF-4900000359,
100,4900000360,2023,UML,WA,,2023-09-25,2023-09-25,2023-09-25,081300,WHOUSE01,MIGO,REF-4900000360,
100,4900000361,2023,WE,WE,,2023-03-02,2023-03-02,2023-03-02,074700,WHOUSE01,MIGO,REF-4900000361,
100,4900000362,2023,WE,WE,,2023-11-18,2023-11-18,2023-11-18,165900,WHOUSE01,MIGO,REF-4900000362,
100,4900000363,2024,WA,WA,,2024-04-04,2024-04-04,2024-04-04,143400,WHOUSE02,MIGO,REF-4900000363,
100,4900000364,2023,WA,WA,,2023-02-20,2023-02-20,2023-02-20,115300,WHOUSE01,MIGO,REF-4900000364,
100,4900000365,2023,WE,WE,,2023-09-19,2023-09-19,2023-09-19,173800,WHOUSE01,MIGO,REF-4900000365,
100,4900000366,2024,UML,WA,,2024-08-27,2024-08-27,2024-08-27,083400,WHOUSE01,MIGO,REF-4900000366,
100,4900000367,2023,WA,WA,,2023-01-07,2023-01-07,2023-01-07,144100,WHOUSE02,MIGO,REF-4900000367,
100,4900000368,2024,WE,WE,,2024-05-03,2024-05-03,2024-05-03,153100,WHOUSE01,MIGO,REF-4900000368,
100,4900000369,2024,WA,WA,,2024-09-10,2024-09-10,2024-09-10,134200,WHOUSE01,MIGO,REF-4900000369,
100,4900000370,2024,WA,WA,,2024-03-04,2024-03-04,2024-03-04,153400,WHOUSE02,MIGO,REF-4900000370,
100,4900000371,2024,WE,WE,,2024-07-14,2024-07-14,2024-07-14,112800,WHOUSE01,MIGO,REF-4900000371,
100,4900000372,2024,WE,WE,,2024-07-05,2024-07-05,2024-07-05,092600,WHOUSE02,MIGO,REF-4900000372,
100,4900000373,2023,WE,WE,,2023-01-17,2023-01-17,2023-01-17,093800,WHOUSE01,MIGO,REF-4900000373,
100,4900000374,2024,WE,WE,,2024-07-22,2024-07-22,2024-07-22,104600,WHOUSE02,MIGO,REF-4900000374,
100,4900000375,2024,WE,WE,,2024-10-22,2024-10-22,2024-10-22,124300,WHOUSE01,MIGO,REF-4900000375,
100,4900000376,2023,WE,WE,,2023-02-09,2023-02-09,2023-02-09,094000,WHOUSE02,MIGO,REF-4900000376,
100,4900000377,2024,WE,WE,,2024-07-02,2024-07-02,2024-07-02,125000,WHOUSE01,MIGO,REF-4900000377,
100,4900000378,2024,WE,WE,,2024-10-03,2024-10-03,2024-10-03,124000,WHOUSE02,MIGO,REF-4900000378,
100,4900000379,2023,WE,WE,,2023-06-12,2023-06-12,2023-06-12,121500,WHOUSE01,MIGO,REF-4900000379,
100,4900000380,2023,WE,WE,,2023-03-26,2023-03-26,2023-03-26,121500,WHOUSE02,MIGO,REF-4900000380,
100,4900000381,2023,WE,WE,,2023-04-03,2023-04-03,2023-04-03,103400,WHOUSE01,MIGO,REF-4900000381,
100,4900000382,2024,UML,WA,,2024-11-22,2024-11-22,2024-11-22,170700,WHOUSE01,MIGO,REF-4900000382,
100,4900000383,2023,WE,WE,,2023-01-03,2023-01-03,2023-01-03,122900,WHOUSE01,MIGO,REF-4900000383,
100,4900000384,2024,WE,WE,,2024-04-21,2024-04-21,2024-04-21,144400,WHOUSE02,MIGO,REF-4900000384,
100,4900000385,2024,WE,WE,,2024-10-18,2024-10-18,2024-10-18,161600,WHOUSE02,MIGO,REF-4900000385,
100,4900000386,2023,WE,WE,,2023-08-19,2023-08-19,2023-08-19,144000,WHOUSE01,MIGO,REF-4900000386,
100,4900000387,2024,WE,WE,,2024-10-27,2024-10-27,2024-10-27,161200,WHOUSE02,MIGO,REF-4900000387,
100,4900000388,2023,WE,WE,,2023-08-12,2023-08-12,2023-08-12,075000,WHOUSE01,MIGO,REF-4900000388,
100,4900000389,2023,WE,WE,,2023-01-22,2023-01-22,2023-01-22,142300,WHOUSE01,MIGO,REF-4900000389,
100,4900000390,2024,WE,WE,,2024-08-15,2024-08-15,2024-08-15,135100,WHOUSE02,MIGO,REF-4900000390,
100,4900000391,2023,WE,WE,,2023-03-22,2023-03-22,2023-03-22,170300,WHOUSE01,MIGO,REF-4900000391,
100,4900000392,2023,UML,WA,,2023-10-06,2023-10-06,2023-10-06,161500,WHOUSE01,MIGO,REF-4900000392,
100,4900000393,2024,UML,WA,,2024-04-11,2024-04-11,2024-04-11,072300,WHOUSE01,MIGO,REF-4900000393,
100,4900000394,2024,WE,WE,,2024-11-06,2024-11-06,2024-11-06,070500,WHOUSE01,MIGO,REF-4900000394,
100,4900000395,2024,UML,WA,,2024-11-05,2024-11-05,2024-11-05,161900,WHOUSE01,MIGO,REF-4900000395,
100,4900000396,2024,UML,WA,,2024-10-18,2024-10-18,2024-10-18,081600,WHOUSE02,MIGO,REF-4900000396,
100,4900000397,2024,WE,WE,,2024-05-24,2024-05-24,2024-05-24,145600,WHOUSE01,MIGO,REF-4900000397,
100,4900000398,2023,WE,WE,,2023-07-15,2023-07-15,2023-07-15,083500,WHOUSE01,MIGO,REF-4900000398,
100,4900000399,2023,UML,WA,,2023-07-30,2023-07-30,2023-07-30,075000,WHOUSE02,MIGO,REF-4900000399,
100,4900000400,2023,WE,WE,,2023-08-26,2023-08-26,2023-08-26,070200,WHOUSE02,MIGO,REF-4900000400,
100,4900000401,2023,WE,WE,,2023-01-04,2023-01-04,2023-01-04,113000,WHOUSE02,MIGO,REF-4900000401,
100,4900000402,2024,WE,WE,,2024-07-02,2024-07-02,2024-07-02,081500,WHOUSE01,MIGO,REF-4900000402,
100,4900000403,2024,WE,WE,,2024-01-16,2024-01-16,2024-01-16,093000,WHOUSE02,MIGO,REF-4900000403,
100,4900000404,2023,WE,WE,,2023-10-15,2023-10-15,2023-10-15,172300,WHOUSE01,MIGO,REF-4900000404,
100,4900000405,2024,WE,WE,,2024-03-27,2024-03-27,2024-03-27,164400,WHOUSE01,MIGO,REF-4900000405,
100,4900000406,2023,WA,WA,,2023-04-16,2023-04-16,2023-04-16,082000,WHOUSE02,MIGO,REF-4900000406,
100,4900000407,2023,WE,WE,,2023-11-06,2023-11-06,2023-11-06,131900,WHOUSE02,MIGO,REF-4900000407,
100,4900000408,2024,WE,WE,,2024-03-05,2024-03-05,2024-03-05,121100,WHOUSE01,MIGO,REF-4900000408,
100,4900000409,2024,WE,WE,,2024-10-04,2024-10-04,2024-10-04,162600,WHOUSE02,MIGO,REF-4900000409,
100,4900000410,2023,UML,WA,,2023-03-12,2023-03-12,2023-03-12,142800,WHOUSE02,MIGO,REF-4900000410,
100,4900000411,2024,WE,WE,,2024-07-01,2024-07-01,2024-07-01,165100,WHOUSE02,MIGO,REF-4900000411,
100,4900000412,2023,WE,WE,,2023-05-01,2023-05-01,2023-05-01,131500,WHOUSE02,MIGO,REF-4900000412,
100,4900000413,2023,UML,WA,,2023-03-07,2023-03-07,2023-03-07,154300,WHOUSE02,MIGO,REF-4900000413,
100,4900000414,2024,WE,WE,,2024-07-25,2024-07-25,2024-07-25,091200,WHOUSE01,MIGO,REF-4900000414,
100,4900000415,2024,WE,WE,,2024-09-17,2024-09-17,2024-09-17,162800,WHOUSE01,MIGO,REF-4900000415,
100,4900000416,2024,WE,WE,,2024-01-16,2024-01-16,2024-01-16,104700,WHOUSE01,MIGO,REF-4900000416,
100,4900000417,2023,WE,WE,,2023-04-14,2023-04-14,2023-04-14,091100,WHOUSE01,MIGO,REF-4900000417,
100,4900000418,2024,WA,WA,,2024-12-23,2024-12-23,2024-12-23,120900,WHOUSE02,MIGO,REF-4900000418,
100,4900000419,2023,WE,WE,,2023-08-20,2023-08-20,2023-08-20,093200,WHOUSE02,MIGO,REF-4900000419,
100,4900000420,2023,WA,WA,,2023-01-04,2023-01-04,2023-01-04,163400,WHOUSE02,MIGO,REF-4900000420,
100,4900000421,2024,WE,WE,,2024-11-26,2024-11-26,2024-11-26,085200,WHOUSE01,MIGO,REF-4900000421,
100,4900000422,2024,WE,WE,,2024-11-08,2024-11-08,2024-11-08,093600,WHOUSE02,MIGO,REF-4900000422,
100,4900000423,2024,WA,WA,,2024-04-12,2024-04-12,2024-04-12,121000,WHOUSE02,MIGO,REF-4900000423,
100,4900000424,2023,WE,WE,,2023-01-30,2023-01-30,2023-01-30,100200,WHOUSE01,MIGO,REF-4900000424,
100,4900000425,2023,WE,WE,,2023-02-08,2023-02-08,2023-02-08,072900,WHOUSE02,MIGO,REF-4900000425,
100,4900000426,2024,WE,WE,,2024-06-14,2024-06-14,2024-06-14,072200,WHOUSE01,MIGO,REF-4900000426,
100,4900000427,2023,WA,WA,,2023-06-29,2023-06-29,2023-06-29,071000,WHOUSE02,MIGO,REF-4900000427,
100,4900000428,2024,WE,WE,,2024-07-26,2024-07-26,2024-07-26,092500,WHOUSE02,MIGO,REF-4900000428,
100,4900000429,2024,WE,WE,,2024-05-14,2024-05-14,2024-05-14,124000,WHOUSE02,MIGO,REF-4900000429,
100,4900000430,2024,WE,WE,,2024-04-13,2024-04-13,2024-04-13,154700,WHOUSE01,MIGO,REF-4900000430,
100,4900000431,2024,WA,WA,,2024-02-16,2024-02-16,2024-02-16,124900,WHOUSE01,MIGO,REF-4900000431,
100,4900000432,2023,WA,WA,,2023-07-25,2023-07-25,2023-07-25,093300,WHOUSE02,MIGO,REF-4900000432,
100,4900000433,2023,WE,WE,,2023-11-03,2023-11-03,2023-11-03,153600,WHOUSE01,MIGO,REF-4900000433,
100,4900000434,2023,WE,WE,,2023-08-18,2023-08-18,2023-08-18,111200,WHOUSE02,MIGO,REF-4900000434,
100,4900000435,2024,WE,WE,,2024-08-20,2024-08-20,2024-08-20,090500,WHOUSE02,MIGO,REF-4900000435,
100,4900000436,2024,WA,WA,,2024-08-19,2024-08-19,2024-08-19,101800,WHOUSE01,MIGO,REF-4900000436,
100,4900000437,2023,WE,WE,,2023-10-18,2023-10-18,2023-10-18,121600,WHOUSE02,MIGO,REF-4900000437,
100,4900000438,2023,WE,WE,,2023-11-23,2023-11-23,2023-11-23,175100,WHOUSE01,MIGO,REF-4900000438,
100,4900000439,2024,WE,WE,,2024-02-10,2024-02-10,2024-02-10,153700,WHOUSE01,MIGO,REF-4900000439,
