MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,MONAT,CPUDT,USNAM,TCODE,WAERS,KURSF,BSTAT,GLVOR,AWTYP,AWKEY,HWAER,CPUTM
100,1000,6000000221,2024,RV,2024-07-02,2024-07-02,07,2024-07-02,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000221,USD,101015
100,1000,6000000222,2024,RV,2024-04-20,2024-04-20,04,2024-04-20,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000222,USD,140230
100,1000,6000000223,2024,RV,2024-06-15,2024-06-15,06,2024-06-15,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000223,USD,090956
100,1000,6000000224,2024,RV,2024-06-13,2024-06-13,06,2024-06-13,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000224,USD,135510
100,1000,6000000225,2024,RV,2024-05-24,2024-05-24,05,2024-05-24,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000225,USD,111508
100,1000,6000000226,2024,RV,2024-09-03,2024-09-03,09,2024-09-03,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000226,USD,171801
100,1000,6000000228,2024,RV,2024-02-15,2024-02-15,02,2024-02-15,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000228,USD,121419
100,1000,6000000229,2024,RV,2024-09-16,2024-09-16,09,2024-09-16,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000229,USD,125537
100,1000,6000000230,2024,RV,2024-09-04,2024-09-04,09,2024-09-04,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000230,USD,163736
100,1000,6000000231,2024,RV,2024-10-04,2024-10-04,10,2024-10-04,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000231,USD,083250
100,1000,6000000232,2024,RV,2024-08-01,2024-08-01,08,2024-08-01,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000232,USD,082012
100,1000,6000000233,2024,RV,2024-09-25,2024-09-25,09,2024-09-25,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000233,USD,131015
100,1000,6000000234,2024,RV,2024-02-16,2024-02-16,02,2024-02-16,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000234,USD,151846
100,1000,6000000235,2024,RV,2024-08-19,2024-08-19,08,2024-08-19,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000235,USD,145714
100,1000,6000000236,2024,RV,2024-09-23,2024-09-23,09,2024-09-23,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000236,USD,151757
100,1000,6000000237,2024,RV,2024-03-08,2024-03-08,03,2024-03-08,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000237,USD,102509
100,1000,6000000238,2024,RV,2024-02-20,2024-02-20,02,2024-02-20,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000238,USD,080011
100,1000,6000000239,2024,RV,2024-09-04,2024-09-04,09,2024-09-04,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000239,USD,114740
100,1000,6000000240,2024,RV,2024-05-13,2024-05-13,05,2024-05-13,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000240,USD,170504
100,1000,6000000241,2024,RV,2024-10-12,2024-10-12,10,2024-10-12,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000241,USD,155418
100,1000,6000000242,2024,RV,2024-06-30,2024-06-30,06,2024-06-30,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000242,USD,124521
100,1000,6000000243,2024,RV,2024-09-05,2024-09-05,09,2024-09-05,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000243,USD,131449
100,1000,6000000244,2024,RV,2024-01-24,2024-01-24,01,2024-01-24,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000244,USD,093209
100,1000,6000000245,2024,RV,2024-06-07,2024-06-07,06,2024-06-07,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000245,USD,161627
100,1000,6000000246,2024,RV,2024-09-04,2024-09-04,09,2024-09-04,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000246,USD,101230
100,1000,6000000247,2024,RV,2024-08-15,2024-08-15,08,2024-08-15,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000247,USD,085911
100,1000,6000000248,2024,RV,2024-09-16,2024-09-16,09,2024-09-16,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000248,USD,161338
100,1000,6000000249,2024,RV,2024-07-23,2024-07-23,07,2024-07-23,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000249,USD,163328
100,1000,6000000250,2024,RV,2024-09-22,2024-09-22,09,2024-09-22,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000250,USD,173324
100,1000,6000000251,2024,RV,2024-05-18,2024-05-18,05,2024-05-18,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000251,USD,100904
100,1000,6000000252,2024,RV,2024-07-28,2024-07-28,07,2024-07-28,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000252,USD,173558
100,1000,6000000253,2024,RV,2024-06-16,2024-06-16,06,2024-06-16,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000253,USD,100356
100,1000,6000000254,2024,RV,2024-10-16,2024-10-16,10,2024-10-16,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000254,USD,095144
100,1000,6000000257,2024,RV,2024-03-11,2024-03-11,03,2024-03-11,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000257,USD,134540
100,1000,6000000258,2024,RV,2024-04-06,2024-04-06,04,2024-04-06,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000258,USD,080348
100,1000,6000000259,2024,RV,2024-06-19,2024-06-19,06,2024-06-19,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000259,USD,080919
100,1000,6000000260,2024,RV,2024-07-01,2024-07-01,07,2024-07-01,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000260,USD,113524
100,1000,6000000262,2024,RV,2024-10-04,2024-10-04,10,2024-10-04,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000262,USD,090737
100,1000,6000000263,2024,RV,2024-09-27,2024-09-27,09,2024-09-27,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000263,USD,165759
100,1000,6000000264,2024,RV,2024-05-17,2024-05-17,05,2024-05-17,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000264,USD,144206
100,1000,6000000265,2024,RV,2024-05-14,2024-05-14,05,2024-05-14,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000265,USD,172250
100,1000,6000000266,2024,RV,2024-08-25,2024-08-25,08,2024-08-25,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000266,USD,130956
100,1000,6000000268,2024,RV,2024-05-04,2024-05-04,05,2024-05-04,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000268,USD,114047
100,1000,6000000269,2024,RV,2024-02-07,2024-02-07,02,2024-02-07,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000269,USD,104803
100,1000,6000000270,2024,RV,2024-07-20,2024-07-20,07,2024-07-20,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000270,USD,143435
100,1000,6000000271,2024,RV,2024-06-06,2024-06-06,06,2024-06-06,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000271,USD,165529
100,1000,6000000274,2024,RV,2024-07-27,2024-07-27,07,2024-07-27,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000274,USD,122001
100,1000,6000000275,2024,RV,2024-04-23,2024-04-23,04,2024-04-23,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000275,USD,150141
100,1000,6000000276,2024,RV,2024-05-23,2024-05-23,05,2024-05-23,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000276,USD,100904
100,1000,6000000277,2024,RV,2024-02-04,2024-02-04,02,2024-02-04,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000277,USD,114406
100,1000,6000000278,2024,RV,2024-03-25,2024-03-25,03,2024-03-25,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000278,USD,083802
100,1000,6000000279,2024,RV,2024-03-11,2024-03-11,03,2024-03-11,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000279,USD,105611
100,1000,6000000280,2024,RV,2024-03-07,2024-03-07,03,2024-03-07,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000280,USD,084006
100,1000,6000000281,2024,RV,2024-04-30,2024-04-30,04,2024-04-30,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000281,USD,130126
100,1000,6000000282,2024,RV,2024-08-01,2024-08-01,08,2024-08-01,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000282,USD,125518
100,1000,6000000283,2024,RV,2024-08-18,2024-08-18,08,2024-08-18,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000283,USD,130430
100,1000,6000000284,2024,RV,2024-03-17,2024-03-17,03,2024-03-17,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000284,USD,100900
100,1000,6000000285,2024,RV,2024-07-27,2024-07-27,07,2024-07-27,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000285,USD,095033
100,1000,6000000286,2024,RV,2024-03-07,2024-03-07,03,2024-03-07,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000286,USD,170934
100,1000,6000000288,2024,RV,2024-10-08,2024-10-08,10,2024-10-08,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000288,USD,151327
100,1000,6000000289,2024,RV,2024-02-29,2024-02-29,02,2024-02-29,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000289,USD,144136
100,1000,6000000290,2024,RV,2024-06-09,2024-06-09,06,2024-06-09,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000290,USD,164510
100,1000,6000000291,2024,RV,2024-06-24,2024-06-24,06,2024-06-24,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000291,USD,130830
100,1000,6000000292,2024,RV,2024-08-19,2024-08-19,08,2024-08-19,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000292,USD,152854
100,1000,6000000293,2024,RV,2024-01-26,2024-01-26,01,2024-01-26,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000293,USD,081115
100,1000,6000000294,2024,RV,2024-06-18,2024-06-18,06,2024-06-18,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000294,USD,122924
100,1000,6000000295,2024,RV,2024-03-29,2024-03-29,03,2024-03-29,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000295,USD,124559
100,1000,6000000296,2024,RV,2024-05-10,2024-05-10,05,2024-05-10,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000296,USD,130452
100,1000,6000000297,2024,RV,2024-10-21,2024-10-21,10,2024-10-21,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000297,USD,132123
100,1000,6000000298,2024,RV,2024-02-04,2024-02-04,02,2024-02-04,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000298,USD,082135
100,1000,6000000300,2024,RV,2024-08-23,2024-08-23,08,2024-08-23,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000300,USD,115318
100,1000,6000000301,2024,RV,2024-08-09,2024-08-09,08,2024-08-09,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000301,USD,081819
100,1000,6000000302,2024,RV,2024-04-11,2024-04-11,04,2024-04-11,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000302,USD,131731
100,1000,6000000303,2024,RV,2024-03-15,2024-03-15,03,2024-03-15,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000303,USD,142457
100,1000,6000000304,2024,RV,2024-06-11,2024-06-11,06,2024-06-11,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000304,USD,135522
100,1000,6000000305,2024,RV,2024-10-12,2024-10-12,10,2024-10-12,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000305,USD,162327
100,1000,6000000306,2024,RV,2024-05-03,2024-05-03,05,2024-05-03,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000306,USD,081916
100,1000,6000000307,2024,RV,2024-05-09,2024-05-09,05,2024-05-09,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000307,USD,163154
100,1000,6000000308,2024,RV,2024-06-13,2024-06-13,06,2024-06-13,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000308,USD,155626
100,1000,6000000309,2024,RV,2024-09-28,2024-09-28,09,2024-09-28,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000309,USD,111242
100,1000,6000000310,2024,RV,2024-05-14,2024-05-14,05,2024-05-14,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000310,USD,141145
100,1000,6000000312,2024,RV,2024-05-16,2024-05-16,05,2024-05-16,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000312,USD,135307
100,1000,6000000313,2024,RV,2024-08-18,2024-08-18,08,2024-08-18,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000313,USD,094340
100,1000,6000000314,2024,RV,2024-04-09,2024-04-09,04,2024-04-09,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000314,USD,110534
100,1000,6000000315,2024,RV,2024-02-04,2024-02-04,02,2024-02-04,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000315,USD,115752
100,1000,6000000316,2024,RV,2024-05-23,2024-05-23,05,2024-05-23,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000316,USD,174436
100,1000,6000000317,2024,RV,2024-04-04,2024-04-04,04,2024-04-04,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000317,USD,164140
100,1000,6000000318,2024,RV,2024-10-07,2024-10-07,10,2024-10-07,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000318,USD,102108
100,1000,6000000319,2024,RV,2024-10-07,2024-10-07,10,2024-10-07,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000319,USD,092946
100,1000,6000000320,2024,RV,2024-10-01,2024-10-01,10,2024-10-01,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000320,USD,152527
100,1000,6000000321,2024,RV,2024-08-21,2024-08-21,08,2024-08-21,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000321,USD,125918
100,1000,6000000322,2024,RV,2024-06-24,2024-06-24,06,2024-06-24,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000322,USD,133902
100,1000,6000000323,2024,RV,2024-07-02,2024-07-02,07,2024-07-02,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000323,USD,165422
100,1000,6000000324,2024,RV,2024-02-23,2024-02-23,02,2024-02-23,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000324,USD,161904
100,1000,6000000325,2024,RV,2024-05-11,2024-05-11,05,2024-05-11,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000325,USD,083239
100,1000,6000000326,2024,RV,2024-08-27,2024-08-27,08,2024-08-27,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000326,USD,114759
100,1000,6000000328,2024,RV,2024-03-19,2024-03-19,03,2024-03-19,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000328,USD,131242
100,1000,6000000329,2024,RV,2024-06-08,2024-06-08,06,2024-06-08,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000329,USD,111334
100,1000,6000000330,2024,RV,2024-10-10,2024-10-10,10,2024-10-10,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000330,USD,143024
100,1000,6000000331,2024,RV,2024-05-11,2024-05-11,05,2024-05-11,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000331,USD,141819
100,1000,6000000332,2024,RV,2024-03-30,2024-03-30,03,2024-03-30,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000332,USD,122535
100,1000,6000000333,2024,RV,2024-08-17,2024-08-17,08,2024-08-17,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000333,USD,150156
100,1000,6000000337,2024,RV,2024-04-09,2024-04-09,04,2024-04-09,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000337,USD,131323
100,1000,6000000338,2024,RV,2024-07-20,2024-07-20,07,2024-07-20,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000338,USD,153402
100,1000,6000000339,2024,RV,2024-10-06,2024-10-06,10,2024-10-06,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000339,USD,152801
100,1000,6000000342,2024,RV,2024-05-27,2024-05-27,05,2024-05-27,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000342,USD,151423
100,1000,6000000343,2024,RV,2024-01-29,2024-01-29,01,2024-01-29,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000343,USD,115711
100,1000,6000000345,2024,RV,2024-03-25,2024-03-25,03,2024-03-25,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000345,USD,122409
100,1000,6000000346,2024,RV,2024-07-31,2024-07-31,07,2024-07-31,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000346,USD,175829
100,1000,6000000348,2024,RV,2024-05-27,2024-05-27,05,2024-05-27,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000348,USD,090841
100,1000,6000000349,2024,RV,2024-06-13,2024-06-13,06,2024-06-13,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000349,USD,120945
100,1000,6000000350,2024,RV,2024-07-08,2024-07-08,07,2024-07-08,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000350,USD,135444
100,1000,6000000351,2024,RV,2024-06-06,2024-06-06,06,2024-06-06,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000351,USD,091542
100,1000,6000000352,2024,RV,2024-03-06,2024-03-06,03,2024-03-06,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000352,USD,112701
100,1000,6000000353,2024,RV,2024-05-08,2024-05-08,05,2024-05-08,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000353,USD,095403
100,1000,6000000354,2024,RV,2024-09-10,2024-09-10,09,2024-09-10,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000354,USD,122546
100,1000,6000000355,2024,RV,2024-05-28,2024-05-28,05,2024-05-28,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000355,USD,130337
100,1000,6000000356,2024,RV,2024-08-21,2024-08-21,08,2024-08-21,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000356,USD,152401
100,1000,6000000357,2024,RV,2024-09-14,2024-09-14,09,2024-09-14,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000357,USD,140615
100,1000,6000000358,2024,RV,2024-10-21,2024-10-21,10,2024-10-21,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000358,USD,124955
100,1000,6000000359,2024,RV,2024-09-04,2024-09-04,09,2024-09-04,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000359,USD,104136
100,1000,6000000360,2024,RV,2024-02-03,2024-02-03,02,2024-02-03,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000360,USD,154910
100,1000,6000000362,2024,RV,2024-01-22,2024-01-22,01,2024-01-22,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000362,USD,162709
100,1000,6000000363,2024,RV,2024-04-18,2024-04-18,04,2024-04-18,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000363,USD,084051
100,1000,6000000364,2024,RV,2024-09-16,2024-09-16,09,2024-09-16,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000364,USD,094955
100,1000,6000000365,2024,RV,2024-09-06,2024-09-06,09,2024-09-06,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000365,USD,170422
100,1000,6000000366,2024,RV,2024-05-29,2024-05-29,05,2024-05-29,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000366,USD,140237
100,1000,6000000367,2024,RV,2024-06-28,2024-06-28,06,2024-06-28,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000367,USD,102127
100,1000,6000000370,2024,RV,2024-10-21,2024-10-21,10,2024-10-21,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000370,USD,082157
100,1000,6000000371,2024,RV,2024-05-16,2024-05-16,05,2024-05-16,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000371,USD,121938
100,1000,6000000372,2024,RV,2024-07-29,2024-07-29,07,2024-07-29,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000372,USD,164402
100,1000,6000000373,2024,RV,2024-06-13,2024-06-13,06,2024-06-13,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000373,USD,121349
100,1000,6000000374,2024,RV,2024-08-14,2024-08-14,08,2024-08-14,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000374,USD,111842
100,1000,6000000375,2024,RV,2024-03-06,2024-03-06,03,2024-03-06,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000375,USD,092820
100,1000,6000000376,2024,RV,2024-02-24,2024-02-24,02,2024-02-24,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000376,USD,150949
100,1000,6000000377,2024,RV,2024-07-19,2024-07-19,07,2024-07-19,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000377,USD,142635
100,1000,6000000379,2024,RV,2024-03-16,2024-03-16,03,2024-03-16,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000379,USD,095114
100,1000,6000000381,2024,RV,2024-10-22,2024-10-22,10,2024-10-22,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000381,USD,151649
100,1000,6000000384,2024,RV,2024-06-15,2024-06-15,06,2024-06-15,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000384,USD,125422
100,1000,6000000386,2024,RV,2024-08-01,2024-08-01,08,2024-08-01,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000386,USD,173154
100,1000,6000000387,2024,RV,2024-08-05,2024-08-05,08,2024-08-05,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000387,USD,165607
100,1000,6000000388,2024,RV,2024-03-21,2024-03-21,03,2024-03-21,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000388,USD,104751
100,1000,6000000389,2024,RV,2024-11-03,2024-11-03,11,2024-11-03,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000389,USD,122157
100,1000,6000000390,2024,RV,2024-04-28,2024-04-28,04,2024-04-28,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000390,USD,161423
100,1000,6000000391,2024,RV,2024-04-10,2024-04-10,04,2024-04-10,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000391,USD,170530
100,1000,6000000392,2024,RV,2024-07-12,2024-07-12,07,2024-07-12,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000392,USD,151453
100,1000,6000000393,2024,RV,2024-04-17,2024-04-17,04,2024-04-17,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000393,USD,150230
100,1000,6000000395,2024,RV,2024-07-09,2024-07-09,07,2024-07-09,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000395,USD,135444
100,1000,6000000396,2024,RV,2024-07-18,2024-07-18,07,2024-07-18,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000396,USD,080649
100,1000,6000000397,2024,RV,2024-01-30,2024-01-30,01,2024-01-30,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000397,USD,111026
100,1000,6000000398,2024,RV,2024-04-27,2024-04-27,04,2024-04-27,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000398,USD,143743
100,1000,6000000399,2024,RV,2024-05-15,2024-05-15,05,2024-05-15,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000399,USD,141549
100,1000,6000000400,2024,RV,2024-07-16,2024-07-16,07,2024-07-16,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000400,USD,143839
100,1000,6000000402,2024,RV,2024-03-24,2024-03-24,03,2024-03-24,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000402,USD,164106
100,1000,6000000403,2024,RV,2024-07-03,2024-07-03,07,2024-07-03,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000403,USD,140915
100,1000,6000000405,2024,RV,2024-04-13,2024-04-13,04,2024-04-13,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000405,USD,152242
100,1000,6000000406,2024,RV,2024-02-03,2024-02-03,02,2024-02-03,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000406,USD,111523
100,1000,6000000407,2024,RV,2024-04-18,2024-04-18,04,2024-04-18,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000407,USD,170241
100,1000,6000000409,2024,RV,2024-04-08,2024-04-08,04,2024-04-08,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000409,USD,143324
100,1000,6000000410,2024,RV,2024-02-28,2024-02-28,02,2024-02-28,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000410,USD,112312
100,1000,6000000411,2024,RV,2024-02-26,2024-02-26,02,2024-02-26,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000411,USD,095018
100,1000,6000000413,2024,RV,2024-09-15,2024-09-15,09,2024-09-15,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000413,USD,150838
100,1000,6000000414,2024,RV,2024-05-27,2024-05-27,05,2024-05-27,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000414,USD,093651
100,1000,6000000417,2024,RV,2024-06-23,2024-06-23,06,2024-06-23,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000417,USD,140015
100,1000,6000000418,2024,RV,2024-07-10,2024-07-10,07,2024-07-10,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000418,USD,135748
100,1000,6000000419,2024,RV,2024-02-28,2024-02-28,02,2024-02-28,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000419,USD,170915
100,1000,6000000420,2024,RV,2024-10-02,2024-10-02,10,2024-10-02,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000420,USD,141500
100,1000,6000000422,2024,RV,2024-02-27,2024-02-27,02,2024-02-27,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000422,USD,154010
100,1000,6000000423,2024,RV,2024-02-24,2024-02-24,02,2024-02-24,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000423,USD,144829
100,1000,6000000424,2024,RV,2024-04-18,2024-04-18,04,2024-04-18,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000424,USD,161916
100,1000,6000000425,2024,RV,2024-10-13,2024-10-13,10,2024-10-13,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000425,USD,122353
100,1000,6000000427,2024,RV,2024-09-18,2024-09-18,09,2024-09-18,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000427,USD,092913
100,1000,6000000428,2024,RV,2024-03-29,2024-03-29,03,2024-03-29,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000428,USD,095637
100,1000,6000000429,2024,RV,2024-10-09,2024-10-09,10,2024-10-09,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000429,USD,113035
100,1000,6000000430,2024,RV,2024-05-10,2024-05-10,05,2024-05-10,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000430,USD,121453
