MANDT,BELNR,GJAHR,DOCLB,EBELN,EBELP,ZEKKN,MATNR,BWKEY,BUKRS,WRBTR,SHKZG,MWSKZ,MENGE,BSTME,EREKZ
100,5100000217,2024,000001,4500000217,00010,0,MAT00015,P003,1000,92860.02,S,I1,386.0,EA,
100,5100000218,2024,000001,4500000218,00010,0,MAT00016,P002,1000,118185.48,S,I1,386.0,EA,
100,5100000219,2024,000001,4500000219,00010,0,MAT00011,P002,1000,125790.99,S,I1,221.0,EA,
100,5100000220,2024,000001,4500000220,00010,0,MAT00021,P002,1000,22977.24,S,I1,78.0,EA,
100,5100000220,2024,000002,4500000220,00020,0,MAT00010,P002,1000,44004.8,S,I1,160.0,EA,
100,5100000221,2024,000001,4500000221,00010,0,MAT00004,P003,1000,66417.96,S,I1,222.0,EA,
100,5100000222,2024,000001,4500000222,00010,0,MAT00005,P001,1000,35931.6,S,I1,81.0,EA,
100,5100000223,2024,000001,4500000223,00010,0,MAT00008,P001,1000,7708.8,S,I1,292.0,EA,
100,5100000224,2024,000001,4500000224,00010,0,MAT00022,P002,1000,4156.16,S,I1,272.0,EA,
100,5100000224,2024,000002,4500000224,00020,0,MAT00001,P002,1000,30141.44,S,I1,128.0,EA,
100,5100000225,2024,000001,4500000225,00010,0,MAT00009,P003,1000,28797.12,S,I1,96.0,EA,
100,5100000226,2024,000001,4500000226,00010,0,MAT00007,P003,1000,25399.2,S,I1,380.0,EA,
100,5100000226,2024,000002,4500000226,00020,0,MAT00014,P003,1000,11036.7,S,I1,90.0,EA,
100,5100000227,2024,000001,4500000227,00010,0,MAT00004,P002,1000,80450.04,S,I1,236.0,EA,
100,5100000228,2024,000001,4500000228,00010,0,MAT00002,P002,1000,155917.8,S,I1,470.0,EA,
100,5100000229,2024,000001,4500000229,00010,0,MAT00009,P001,1000,57326.91,S,I1,393.0,EA,
100,5100000229,2024,000002,4500000229,00020,0,MAT00015,P001,1000,7177.72,S,I1,44.0,EA,
100,5100000230,2024,000001,4500000230,00010,0,MAT00021,P001,1000,49777.23,S,I1,141.0,EA,
100,5100000231,2024,000001,4500000231,00010,0,MAT00011,P001,1000,163207.93,S,I1,499.0,EA,
100,5100000231,2024,000002,4500000231,00020,0,MAT00002,P001,1000,19214.08,S,I1,128.0,EA,
100,5100000232,2024,000001,4500000232,00010,0,MAT00018,P003,1000,14652.37,S,I1,37.0,EA,
100,5100000233,2024,000001,4500000233,00010,0,MAT00020,P002,1000,25523.1,S,I1,411.0,EA,
100,5100000234,2024,000001,4500000234,00010,0,MAT00014,P001,1000,13027.56,S,I1,91.0,EA,
100,5100000235,2024,000001,4500000235,00010,0,MAT00005,P003,1000,145305.2,S,I1,470.0,EA,
100,5100000236,2024,000001,4500000236,00010,0,MAT00021,P003,1000,5402.8,S,I1,65.0,EA,
100,5100000236,2024,000002,4500000236,00020,0,MAT00015,P003,1000,4114.17,S,I1,153.0,EA,
100,5100000237,2024,000001,4500000237,00010,0,MAT00014,P003,1000,7868.31,S,I1,123.0,EA,
100,5100000238,2024,000001,4500000238,00010,0,MAT00012,P002,1000,156166.4,S,I1,320.0,EA,
100,5100000239,2024,000001,4500000239,00010,0,MAT00019,P003,1000,133388.36,S,I1,266.0,EA,
100,5100000239,2024,000002,4500000239,00020,0,MAT00003,P003,1000,69631.5,S,I1,183.0,EA,
100,5100000240,2024,000001,4500000240,00010,0,MAT00007,P001,1000,17808.42,S,I1,327.0,EA,
100,5100000241,2024,000001,4500000241,00010,0,MAT00021,P002,1000,41939.1,S,I1,270.0,EA,
100,5100000242,2024,000001,4500000242,00010,0,MAT00011,P003,1000,114723.92,S,I1,244.0,EA,
100,5100000242,2024,000002,4500000242,00020,0,MAT00009,P003,1000,6248.88,S,I1,108.0,EA,
100,5100000243,2024,000001,4500000243,00010,0,MAT00003,P001,1000,9293.44,S,I1,64.0,EA,
100,5100000244,2024,000001,4500000244,00010,0,MAT00008,P001,1000,97408.08,S,I1,294.0,EA,
100,5100000245,2024,000001,4500000245,00010,0,MAT00005,P002,1000,27791.27,S,I1,313.0,EA,
100,5100000246,2024,000001,4500000246,00010,0,MAT00012,P003,1000,132487.12,S,I1,488.0,EA,
100,5100000247,2024,000001,4500000247,00010,0,MAT00019,P002,1000,102890.02,S,I1,454.0,EA,
100,5100000248,2024,000001,4500000248,00010,0,MAT00019,P003,1000,5750.22,S,I1,21.0,EA,
100,5100000248,2024,000002,4500000248,00020,0,MAT00007,P003,1000,11965.8,S,I1,77.0,EA,
100,5100000249,2024,000001,4500000249,00010,0,MAT00014,P002,1000,5814.12,S,I1,52.0,EA,
100,5100000250,2024,000001,4500000250,00010,0,MAT00010,P001,1000,74876.67,S,I1,297.0,EA,
100,5100000251,2024,000001,4500000251,00010,0,MAT00001,P003,1000,21221.9,S,I1,497.0,EA,
100,5100000252,2024,000001,4500000252,00010,0,MAT00021,P002,1000,147193.2,S,I1,270.0,EA,
100,5100000253,2024,000001,4500000253,00010,0,MAT00012,P001,1000,5143.8,S,I1,60.0,EA,
100,5100000254,2024,000001,4500000254,00010,0,MAT00006,P003,1000,25563.14,S,I1,73.0,EA,
100,5100000255,2024,000001,4500000255,00010,0,MAT00016,P001,1000,2703.38,S,I1,158.0,EA,
100,5100000256,2024,000001,4500000256,00010,0,MAT00017,P003,1000,1977.61,S,I1,17.0,EA,
100,5100000257,2024,000001,4500000257,00010,0,MAT00004,P003,1000,67031.75,S,I1,265.0,EA,
100,5100000258,2024,000001,4500000258,00010,0,MAT00010,P001,1000,3091.3,S,I1,190.0,EA,
100,5100000259,2024,000001,4500000259,00010,0,MAT00011,P001,1000,27045.64,S,I1,124.0,EA,
100,5100000260,2024,000001,4500000260,00010,0,MAT00003,P001,1000,71885.3,S,I1,197.0,EA,
100,5100000261,2024,000001,4500000261,00010,0,MAT00014,P003,1000,97091.8,S,I1,428.0,EA,
100,5100000262,2024,000001,4500000262,00010,0,MAT00016,P002,1000,41645.79,S,I1,139.0,EA,
100,5100000263,2024,000001,4500000263,00010,0,MAT00022,P002,1000,8414.06,S,I1,163.0,EA,
100,5100000263,2024,000002,4500000263,00020,0,MAT00005,P002,1000,1738.62,S,I1,9.0,EA,
100,5100000264,2024,000001,4500000264,00010,0,MAT00006,P003,1000,107998.26,S,I1,254.0,EA,
100,5100000264,2024,000002,4500000264,00020,0,MAT00010,P003,1000,2573.04,S,I1,71.0,EA,
100,5100000265,2024,000001,4500000265,00010,0,MAT00014,P003,1000,89108.88,S,I1,232.0,EA,
100,5100000266,2024,000001,4500000266,00010,0,MAT00017,P003,1000,48096.0,S,I1,128.0,EA,
100,5100000267,2024,000001,4500000267,00010,0,MAT00001,P001,1000,122941.04,S,I1,248.0,EA,
100,5100000268,2024,000001,4500000268,00010,0,MAT00011,P001,1000,152264.88,S,I1,449.0,EA,
100,5100000269,2024,000001,4500000269,00010,0,MAT00008,P002,1000,46584.96,S,I1,96.0,EA,
100,5100000270,2024,000001,4500000270,00010,0,MAT00010,P002,1000,154760.06,S,I1,422.0,EA,
100,5100000270,2024,000002,4500000270,00020,0,MAT00007,P002,1000,81481.02,S,I1,186.0,EA,
100,5100000271,2024,000001,4500000271,00010,0,MAT00011,P002,1000,12271.32,S,I1,89.0,EA,
100,5100000272,2024,000001,4500000272,00010,0,MAT00004,P002,1000,202245.0,S,I1,485.0,EA,
100,5100000273,2024,000001,4500000273,00010,0,MAT00013,P002,1000,425.2,S,I1,20.0,EA,
100,5100000274,2024,000001,4500000274,00010,0,MAT00015,P001,1000,44532.05,S,I1,103.0,EA,
100,5100000274,2024,000002,4500000274,00020,0,MAT00005,P001,1000,12325.95,S,I1,147.0,EA,
100,5100000275,2024,000001,4500000275,00010,0,MAT00022,P002,1000,69468.21,S,I1,217.0,EA,
100,5100000276,2024,000001,4500000276,00010,0,MAT00009,P003,1000,32841.6,S,I1,440.0,EA,
100,5100000276,2024,000002,4500000276,00020,0,MAT00005,P003,1000,20389.65,S,I1,181.0,EA,
100,5100000277,2024,000001,4500000277,00010,0,MAT00016,P001,1000,111473.6,S,I1,224.0,EA,
100,5100000278,2024,000001,4500000278,00010,0,MAT00019,P003,1000,38013.28,S,I1,386.0,EA,
100,5100000279,2024,000001,4500000279,00010,0,MAT00015,P001,1000,6307.47,S,I1,13.0,EA,
100,5100000280,2024,000001,4500000280,00010,0,MAT00001,P001,1000,67711.77,S,I1,207.0,EA,
100,5100000281,2024,000001,4500000281,00010,0,MAT00003,P002,1000,32223.04,S,I1,101.0,EA,
100,5100000281,2024,000002,4500000281,00020,0,MAT00008,P002,1000,25205.12,S,I1,64.0,EA,
100,5100000282,2024,000001,4500000282,00010,0,MAT00022,P002,1000,12834.5,S,I1,50.0,EA,
100,5100000283,2024,000001,4500000283,00010,0,MAT00007,P002,1000,29191.6,S,I1,437.0,EA,
100,5100000283,2024,000002,4500000283,00020,0,MAT00010,P002,1000,23950.5,S,I1,75.0,EA,
100,5100000284,2024,000001,4500000284,00010,0,MAT00021,P003,1000,57413.25,S,I1,237.0,EA,
100,5100000285,2024,000001,4500000285,00010,0,MAT00004,P001,1000,108259.62,S,I1,294.0,EA,
100,5100000286,2024,000001,4500000286,00010,0,MAT00004,P003,1000,51462.5,S,I1,230.0,EA,
100,5100000287,2024,000001,4500000287,00010,0,MAT00010,P003,1000,49960.8,S,I1,486.0,EA,
100,5100000288,2024,000001,4500000288,00010,0,MAT00012,P001,1000,71073.45,S,I1,405.0,EA,
100,5100000289,2024,000001,4500000289,00010,0,MAT00023,P003,1000,185280.4,S,I1,380.0,EA,
100,5100000290,2024,000001,4500000290,00010,0,MAT00011,P001,1000,187656.2,S,I1,485.0,EA,
100,5100000291,2024,000001,4500000291,00010,0,MAT00008,P001,1000,207023.0,S,I1,460.0,EA,
100,5100000292,2024,000001,4500000292,00010,0,MAT00019,P003,1000,88406.46,S,I1,334.0,EA,
100,5100000292,2024,000002,4500000292,00020,0,MAT00003,P003,1000,26129.42,S,I1,142.0,EA,
100,5100000293,2024,000001,4500000293,00010,0,MAT00017,P003,1000,74326.0,S,I1,280.0,EA,
100,5100000294,2024,000001,4500000294,00010,0,MAT00010,P003,1000,200317.05,S,I1,405.0,EA,
100,5100000295,2024,000001,4500000295,00010,0,MAT00014,P001,1000,108295.2,S,I1,445.0,EA,
100,5100000295,2024,000002,4500000295,00020,0,MAT00012,P001,1000,37572.04,S,I1,187.0,EA,
100,5100000296,2024,000001,4500000296,00010,0,MAT00002,P001,1000,64117.1,S,I1,305.0,EA,
100,5100000297,2024,000001,4500000297,00010,0,MAT00002,P001,1000,102548.61,S,I1,411.0,EA,
100,5100000298,2024,000001,4500000298,00010,0,MAT00015,P001,1000,18793.08,S,I1,54.0,EA,
100,5100000299,2024,000001,4500000299,00010,0,MAT00007,P003,1000,104331.78,S,I1,378.0,EA,
100,5100000300,2024,000001,4500000300,00010,0,MAT00014,P002,1000,10756.2,S,I1,197.0,EA,
100,5100000301,2024,000001,4500000301,00010,0,MAT00005,P002,1000,15974.42,S,I1,451.0,EA,
100,5100000301,2024,000002,4500000301,00020,0,MAT00007,P002,1000,382.86,S,I1,18.0,EA,
100,5100000302,2024,000001,4500000302,00010,0,MAT00018,P001,1000,103620.0,S,I1,314.0,EA,
100,5100000303,2024,000001,4500000303,00010,0,MAT00018,P002,1000,146762.88,S,I1,352.0,EA,
100,5100000304,2024,000001,4500000304,00010,0,MAT00020,P002,1000,3597.0,S,I1,327.0,EA,
100,5100000305,2024,000001,4500000305,00010,0,MAT00013,P002,1000,15795.37,S,I1,71.0,EA,
100,5100000306,2024,000001,4500000306,00010,0,MAT00001,P003,1000,9337.6,S,I1,64.0,EA,
100,5100000307,2024,000001,4500000307,00010,0,MAT00007,P003,1000,106837.83,S,I1,311.0,EA,
100,5100000308,2024,000001,4500000308,00010,0,MAT00009,P003,1000,35150.02,S,I1,202.0,EA,
100,5100000309,2024,000001,4500000309,00010,0,MAT00009,P002,1000,172466.8,S,I1,418.0,EA,
100,5100000310,2024,000001,4500000310,00010,0,MAT00020,P002,1000,1316.46,S,I1,37.0,EA,
100,5100000310,2024,000002,4500000310,00020,0,MAT00010,P002,1000,6596.5,S,I1,25.0,EA,
100,5100000311,2024,000001,4500000311,00010,0,MAT00012,P003,1000,29443.92,S,I1,228.0,EA,
100,5100000312,2024,000001,4500000312,00010,0,MAT00017,P001,1000,158048.56,S,I1,488.0,EA,
100,5100000313,2024,000001,4500000313,00010,0,MAT00021,P002,1000,40169.92,S,I1,316.0,EA,
100,5100000314,2024,000001,4500000314,00010,0,MAT00007,P001,1000,63896.62,S,I1,362.0,EA,
100,5100000315,2024,000001,4500000315,00010,0,MAT00023,P003,1000,41568.0,S,I1,400.0,EA,
100,5100000316,2024,000001,4500000316,00010,0,MAT00003,P003,1000,10887.24,S,I1,42.0,EA,
100,5100000317,2024,000001,4500000317,00010,0,MAT00007,P003,1000,14638.75,S,I1,125.0,EA,
100,5100000318,2024,000001,4500000318,00010,0,MAT00014,P003,1000,48222.0,S,I1,190.0,EA,
100,5100000319,2024,000001,4500000319,00010,0,MAT00008,P003,1000,3136.35,S,I1,29.0,EA,
100,5100000320,2024,000001,4500000320,00010,0,MAT00016,P002,1000,24843.95,S,I1,205.0,EA,
100,5100000321,2024,000001,4500000321,00010,0,MAT00019,P001,1000,196511.81,S,I1,407.0,EA,
100,5100000322,2024,000001,4500000322,00010,0,MAT00013,P003,1000,48285.36,S,I1,199.0,EA,
100,5100000323,2024,000001,4500000323,00010,0,MAT00007,P001,1000,1678.6,S,I1,44.0,EA,
100,5100000323,2024,000002,4500000323,00020,0,MAT00015,P001,1000,10556.58,S,I1,174.0,EA,
100,5100000324,2024,000001,4500000324,00010,0,MAT00003,P001,1000,49405.32,S,I1,171.0,EA,
100,5100000325,2024,000001,4500000325,00010,0,MAT00006,P001,1000,28862.0,S,I1,100.0,EA,
100,5100000326,2024,000001,4500000326,00010,0,MAT00014,P001,1000,61006.68,S,I1,258.0,EA,
100,5100000327,2024,000001,4500000327,00010,0,MAT00005,P003,1000,129423.82,S,I1,421.0,EA,
100,5100000328,2024,000001,4500000328,00010,0,MAT00013,P001,1000,4661.76,S,I1,12.0,EA,
100,5100000329,2024,000001,4500000329,00010,0,MAT00002,P001,1000,57779.6,S,I1,170.0,EA,
100,5100000330,2024,000001,4500000330,00010,0,MAT00021,P001,1000,81467.1,S,I1,211.0,EA,
100,5100000330,2024,000002,4500000330,00020,0,MAT00006,P001,1000,52896.48,S,I1,196.0,EA,
100,5100000331,2024,000001,4500000331,00010,0,MAT00002,P002,1000,21159.08,S,I1,109.0,EA,
100,5100000332,2024,000001,4500000332,00010,0,MAT00011,P002,1000,152475.9,S,I1,454.0,EA,
100,5100000332,2024,000002,4500000332,00020,0,MAT00004,P002,1000,5953.2,S,I1,15.0,EA,
100,5100000333,2024,000001,4500000333,00010,0,MAT00010,P002,1000,47152.31,S,I1,109.0,EA,
100,5100000334,2024,000001,4500000334,00010,0,MAT00003,P001,1000,27001.29,S,I1,281.0,EA,
100,5100000334,2024,000002,4500000334,00020,0,MAT00015,P001,1000,630.42,S,I1,42.0,EA,
100,5100000335,2024,000001,4500000335,00010,0,MAT00019,P001,1000,146768.76,S,I1,388.0,EA,
100,5100000336,2024,000001,4500000336,00010,0,MAT00009,P003,1000,38434.09,S,I1,131.0,EA,
100,5100000337,2024,000001,4500000337,00010,0,MAT00019,P003,1000,160915.45,S,I1,439.0,EA,
100,5100000337,2024,000002,4500000337,00020,0,MAT00008,P003,1000,186.2,S,I1,5.0,EA,
100,5100000338,2024,000001,4500000338,00010,0,MAT00015,P001,1000,153250.5,S,I1,377.0,EA,
100,5100000339,2024,000001,4500000339,00010,0,MAT00001,P002,1000,145709.35,S,I1,295.0,EA,
100,5100000340,2024,000001,4500000340,00010,0,MAT00013,P001,1000,13799.51,S,I1,59.0,EA,
100,5100000341,2024,000001,4500000341,00010,0,MAT00001,P001,1000,126952.49,S,I1,371.0,EA,
100,5100000342,2024,000001,4500000342,00010,0,MAT00005,P003,1000,208243.42,S,I1,418.0,EA,
100,5100000342,2024,000002,4500000342,00020,0,MAT00002,P003,1000,10332.66,S,I1,26.0,EA,
100,5100000343,2024,000001,4500000343,00010,0,MAT00003,P003,1000,117471.38,S,I1,386.0,EA,
100,5100000343,2024,000002,4500000343,00020,0,MAT00006,P003,1000,55950.99,S,I1,149.0,EA,
100,5100000344,2024,000001,4500000344,00010,0,MAT00017,P002,1000,64581.8,S,I1,274.0,EA,
100,5100000344,2024,000002,4500000344,00020,0,MAT00012,P002,1000,11564.33,S,I1,29.0,EA,
100,5100000345,2024,000001,4500000345,00010,0,MAT00006,P003,1000,163850.76,S,I1,492.0,EA,
100,5100000346,2024,000001,4500000346,00010,0,MAT00004,P003,1000,74412.0,S,I1,468.0,EA,
100,5100000347,2024,000001,4500000347,00010,0,MAT00022,P003,1000,195694.06,S,I1,422.0,EA,
100,5100000348,2024,000001,4500000348,00010,0,MAT00010,P001,1000,152233.8,S,I1,349.0,EA,
100,5100000349,2024,000001,4500000349,00010,0,MAT00019,P002,1000,63978.42,S,I1,354.0,EA,
100,5100000350,2024,000001,4500000350,00010,0,MAT00007,P003,1000,27617.38,S,I1,98.0,EA,
100,5100000351,2024,000001,4500000351,00010,0,MAT00014,P002,1000,125387.22,S,I1,474.0,EA,
100,5100000352,2024,000001,4500000352,00010,0,MAT00019,P001,1000,14628.6,S,I1,315.0,EA,
100,5100000353,2024,000001,4500000353,00010,0,MAT00023,P002,1000,126245.04,S,I1,412.0,EA,
100,5100000353,2024,000002,4500000353,00020,0,MAT00007,P002,1000,4674.06,S,I1,18.0,EA,
100,5100000354,2024,000001,4500000354,00010,0,MAT00019,P001,1000,153219.65,S,I1,353.0,EA,
100,5100000355,2024,000001,4500000355,00010,0,MAT00002,P002,1000,109749.64,S,I1,308.0,EA,
100,5100000356,2024,000001,4500000356,00010,0,MAT00003,P001,1000,14222.26,S,I1,38.0,EA,
100,5100000357,2024,000001,4500000357,00010,0,MAT00008,P003,1000,21293.4,S,I1,230.0,EA,
100,5100000358,2024,000001,4500000358,00010,0,MAT00010,P001,1000,42365.82,S,I1,114.0,EA,
100,5100000359,2024,000001,4500000359,00010,0,MAT00013,P002,1000,28810.82,S,I1,107.0,EA,
100,5100000360,2024,000001,4500000360,00010,0,MAT00015,P003,1000,4831.6,S,I1,376.0,EA,
100,5100000361,2024,000001,4500000361,00010,0,MAT00016,P002,1000,27218.16,S,I1,72.0,EA,
100,5100000362,2024,000001,4500000362,00010,0,MAT00014,P002,1000,11009.5,S,I1,50.0,EA,
100,5100000362,2024,000002,4500000362,00020,0,MAT00012,P002,1000,36504.51,S,I1,147.0,EA,
100,5100000363,2024,000001,4500000363,00010,0,MAT00002,P003,1000,173061.78,S,I1,353.0,EA,
100,5100000364,2024,000001,4500000364,00010,0,MAT00002,P002,1000,25168.08,S,I1,168.0,EA,
100,5100000365,2024,000001,4500000365,00010,0,MAT00019,P002,1000,37150.68,S,I1,329.0,EA,
100,5100000365,2024,000002,4500000365,00020,0,MAT00009,P002,1000,16075.08,S,I1,126.0,EA,
100,5100000366,2024,000001,4500000366,00010,0,MAT00021,P002,1000,127278.9,S,I1,267.0,EA,
100,5100000367,2024,000001,4500000367,00010,0,MAT00006,P003,1000,57548.92,S,I1,286.0,EA,
100,5100000368,2024,000001,4500000368,00010,0,MAT00018,P002,1000,41463.0,S,I1,271.0,EA,
100,5100000369,2024,000001,4500000369,00010,0,MAT00014,P002,1000,202831.1,S,I1,410.0,EA,
100,5100000370,2024,000001,4500000370,00010,0,MAT00014,P001,1000,59480.3,S,I1,253.0,EA,
100,5100000370,2024,000002,4500000370,00020,0,MAT00004,P001,1000,723.9,S,I1,19.0,EA,
100,5100000371,2024,000001,4500000371,00010,0,MAT00001,P002,1000,38962.98,S,I1,357.0,EA,
100,5100000372,2024,000001,4500000372,00010,0,MAT00004,P001,1000,1319.01,S,I1,11.0,EA,
100,5100000372,2024,000002,4500000372,00020,0,MAT00004,P001,1000,9569.5,S,I1,25.0,EA,
100,5100000373,2024,000001,4500000373,00010,0,MAT00022,P003,1000,36412.09,S,I1,143.0,EA,
100,5100000373,2024,000002,4500000373,00020,0,MAT00013,P003,1000,63903.45,S,I1,195.0,EA,
100,5100000374,2024,000001,4500000374,00010,0,MAT00020,P002,1000,55277.64,S,I1,198.0,EA,
100,5100000375,2024,000001,4500000375,00010,0,MAT00004,P003,1000,166796.04,S,I1,426.0,EA,
100,5100000376,2024,000001,4500000376,00010,0,MAT00023,P002,1000,18289.38,S,I1,62.0,EA,
100,5100000377,2024,000001,4500000377,00010,0,MAT00017,P002,1000,74323.44,S,I1,228.0,EA,
100,5100000378,2024,000001,4500000378,00010,0,MAT00019,P003,1000,18928.94,S,I1,218.0,EA,
100,5100000379,2024,000001,4500000379,00010,0,MAT00021,P002,1000,132051.44,S,I1,404.0,EA,
100,5100000380,2024,000001,4500000380,00010,0,MAT00007,P003,1000,69375.52,S,I1,142.0,EA,
100,5100000381,2024,000001,4500000381,00010,0,MAT00023,P003,1000,73807.83,S,I1,257.0,EA,
100,5100000382,2024,000001,4500000382,00010,0,MAT00015,P003,1000,178410.44,S,I1,316.0,EA,
100,5100000383,2024,000001,4500000383,00010,0,MAT00003,P001,1000,5281.2,S,I1,54.0,EA,
100,5100000384,2024,000001,4500000384,00010,0,MAT00012,P003,1000,66446.04,S,I1,193.0,EA,
100,5100000385,2024,000001,4500000385,00010,0,MAT00015,P001,1000,169577.64,S,I1,369.0,EA,
100,5100000386,2024,000001,4500000386,00010,0,MAT00019,P003,1000,103578.65,S,I1,469.0,EA,
100,5100000386,2024,000002,4500000386,00020,0,MAT00007,P003,1000,8314.32,S,I1,21.0,EA,
100,5100000387,2024,000001,4500000387,00010,0,MAT00023,P003,1000,2988.87,S,I1,201.0,EA,
100,5100000388,2024,000001,4500000388,00010,0,MAT00017,P003,1000,94768.2,S,I1,323.0,EA,
100,5100000389,2024,000001,4500000389,00010,0,MAT00010,P002,1000,127380.15,S,I1,255.0,EA,
100,5100000390,2024,000001,4500000390,00010,0,MAT00022,P002,1000,213323.6,S,I1,470.0,EA,
100,5100000391,2024,000001,4500000391,00010,0,MAT00007,P003,1000,20846.54,S,I1,197.0,EA,
100,5100000392,2024,000001,4500000392,00010,0,MAT00014,P003,1000,167526.06,S,I1,397.0,EA,
100,5100000393,2024,000001,4500000393,00010,0,MAT00013,P002,1000,44022.93,S,I1,123.0,EA,
100,5100000394,2024,000001,4500000394,00010,0,MAT00021,P003,1000,69970.5,S,I1,450.0,EA,
100,5100000395,2024,000001,4500000395,00010,0,MAT00003,P002,1000,50372.61,S,I1,201.0,EA,
100,5100000396,2024,000001,4500000396,00010,0,MAT00004,P001,1000,3787.84,S,I1,304.0,EA,
100,5100000397,2024,000001,4500000397,00010,0,MAT00009,P003,1000,50721.63,S,I1,181.0,EA,
100,5100000398,2024,000001,4500000398,00010,0,MAT00006,P003,1000,96410.09,S,I1,443.0,EA,
100,5100000399,2024,000001,4500000399,00010,0,MAT00001,P003,1000,73745.42,S,I1,398.0,EA,
100,5100000400,2024,000001,4500000400,00010,0,MAT00013,P002,1000,33329.79,S,I1,117.0,EA,
100,5100000401,2024,000001,4500000401,00010,0,MAT00020,P001,1000,43703.64,S,I1,292.0,EA,
100,5100000401,2024,000002,4500000401,00020,0,MAT00013,P001,1000,10955.54,S,I1,86.0,EA,
100,5100000402,2024,000001,4500000402,00010,0,MAT00001,P001,1000,10428.4,S,I1,62.0,EA,
100,5100000403,2024,000001,4500000403,00010,0,MAT00005,P002,1000,163723.68,S,I1,432.0,EA,
100,5100000404,2024,000001,4500000404,00010,0,MAT00012,P002,1000,150377.37,S,I1,429.0,EA,
100,5100000405,2024,000001,4500000405,00010,0,MAT00023,P003,1000,138890.51,S,I1,257.0,EA,
100,5100000406,2024,000001,4500000406,00010,0,MAT00001,P003,1000,65641.59,S,I1,243.0,EA,
100,5100000407,2024,000001,4500000407,00010,0,MAT00021,P002,1000,31927.28,S,I1,154.0,EA,
100,5100000408,2024,000001,4500000408,00010,0,MAT00008,P003,1000,48827.22,S,I1,118.0,EA,
100,5100000409,2024,000001,4500000409,00010,0,MAT00023,P002,1000,4479.2,S,I1,44.0,EA,
100,5100000409,2024,000002,4500000409,00020,0,MAT00013,P002,1000,41323.86,S,I1,171.0,EA,
100,5100000410,2024,000001,4500000410,00010,0,MAT00005,P003,1000,85990.38,S,I1,371.0,EA,
100,5100000411,2024,000001,4500000411,00010,0,MAT00022,P002,1000,17306.92,S,I1,82.0,EA,
100,5100000412,2024,000001,4500000412,00010,0,MAT00017,P002,1000,141480.82,S,I1,299.0,EA,
100,5100000413,2024,000001,4500000413,00010,0,MAT00015,P002,1000,53353.44,S,I1,336.0,EA,
100,5100000413,2024,000002,4500000413,00020,0,MAT00001,P002,1000,1199.0,S,I1,100.0,EA,
100,5100000414,2024,000001,4500000414,00010,0,MAT00005,P001,1000,28297.62,S,I1,117.0,EA,
100,5100000414,2024,000002,4500000414,00020,0,MAT00007,P001,1000,18600.49,S,I1,137.0,EA,
100,5100000415,2024,000001,4500000415,00010,0,MAT00014,P003,1000,89904.5,S,I1,350.0,EA,
100,5100000416,2024,000001,4500000416,00010,0,MAT00019,P003,1000,79247.88,S,I1,276.0,EA,
100,5100000417,2024,000001,4500000417,00010,0,MAT00010,P002,1000,14913.2,S,I1,40.0,EA,
100,5100000418,2024,000001,4500000418,00010,0,MAT00004,P003,1000,116737.11,S,I1,441.0,EA,
100,5100000419,2024,000001,4500000419,00010,0,MAT00022,P002,1000,1668.03,S,I1,21.0,EA,
100,5100000420,2024,000001,4500000420,00010,0,MAT00015,P002,1000,5615.28,S,I1,24.0,EA,
100,5100000421,2024,000001,4500000421,00010,0,MAT00012,P003,1000,8082.24,S,I1,96.0,EA,
100,5100000421,2024,000002,4500000421,00020,0,MAT00012,P003,1000,58108.26,S,I1,186.0,EA,
100,5100000422,2024,000001,4500000422,00010,0,MAT00022,P003,1000,149814.0,S,I1,406.0,EA,
100,5100000423,2024,000001,4500000423,00010,0,MAT00013,P001,1000,14441.76,S,I1,108.0,EA,
100,5100000424,2024,000001,4500000424,00010,0,MAT00019,P001,1000,167947.84,S,I1,368.0,EA,
100,5100000425,2024,000001,4500000425,00010,0,MAT00017,P003,1000,37481.79,S,I1,123.0,EA,
100,5100000426,2024,000001,4500000426,00010,0,MAT00013,P003,1000,138850.64,S,I1,296.0,EA,
100,5100000427,2024,000001,4500000427,00010,0,MAT00003,P001,1000,93957.27,S,I1,303.0,EA,
100,5100000428,2024,000001,4500000428,00010,0,MAT00007,P001,1000,4678.94,S,I1,19.0,EA,
100,5100000429,2024,000001,4500000429,00010,0,MAT00008,P002,1000,45527.46,S,I1,121.0,EA,
100,5100000429,2024,000002,4500000429,00020,0,MAT00011,P002,1000,71465.75,S,I1,179.0,EA,
100,5100000430,2024,000001,4500000430,00010,0,MAT00023,P002,1000,56531.76,S,I1,436.0,EA,
100,5100000431,2024,000001,4500000431,00010,0,MAT00012,P003,1000,86885.7,S,I1,226.0,EA,
100,5100000432,2024,000001,4500000432,00010,0,MAT00008,P002,1000,7869.81,S,I1,221.0,EA,
100,5100000433,2024,000001,4500000433,00010,0,MAT00004,P003,1000,79007.56,S,I1,218.0,EA,
100,5100000434,2024,000001,4500000434,00010,0,MAT00012,P001,1000,128063.1,S,I1,330.0,EA,
100,5100000435,2024,000001,4500000435,00010,0,MAT00020,P003,1000,53788.0,S,I1,136.0,EA,
100,5100000435,2024,000002,4500000435,00020,0,MAT00008,P003,1000,3110.48,S,I1,118.0,EA,
100,5100000436,2024,000001,4500000436,00010,0,MAT00017,P003,1000,120304.92,S,I1,289.0,EA,
