MANDT,TKNUM,SHTYP,TPLST,VSTEL,ROUTE,SIGNI,ERDAT,ERNAM,ERZET,ABFTZ,ANZPK,NTGEW,GEWEI,VOLUM,VOLEH,LFART,INCO1,INCO2,TDLNR,TRAID,TRATY,DISTZ,MEDST,STAFO,VSBED,DAUER,TNSTA,DLSTA,PDSTA,LDSTA,TRSTA
100,5000000121,0002,TP01,SP03,R0003,5000000121,2024-05-09,WHOUSE02,064125,2024-05-09,5,1596.7,KG,17.15,M3,LF,DAP,Destination,CAR003,TRK-000121,01,704,KM,,,1,C,C,C,C,C
100,5000000122,0002,TP02,SP02,R0003,5000000122,2024-05-13,WHOUSE02,085025,2024-05-13,2,2893.2,KG,27.03,M3,LF,DAP,Destination,CAR001,TRK-000122,01,1122,KM,,,1,C,C,C,C,C
100,5000000123,0002,TP01,SP01,R0003,5000000123,2024-05-17,WHOUSE01,095644,2024-05-17,1,2588.9,KG,35.19,M3,LF,DAP,Destination,CAR001,TRK-000123,01,1488,KM,,,4,C,C,C,C,C
100,5000000124,0002,TP02,SP02,R0003,5000000124,2024-05-20,WHOUSE01,103120,2024-05-20,4,4664.5,KG,38.89,M3,LF,DAP,Destination,CAR004,TRK-000124,01,395,KM,,,5,C,C,C,C,C
100,5000000125,0002,TP02,SP02,R0003,5000000125,2024-05-23,WHOUSE01,104502,2024-05-23,2,3179.4,KG,42.33,M3,LF,DAP,Destination,CAR003,TRK-000125,01,1319,KM,,,2,C,C,C,C,C
100,5000000126,0002,TP02,SP02,R0003,5000000126,2024-05-27,WHOUSE02,100030,2024-05-27,1,1718.1,KG,21.06,M3,LF,DAP,Destination,CAR003,TRK-000126,01,987,KM,,,2,C,C,C,C,C
100,5000000127,0002,TP01,SP01,R0003,5000000127,2024-06-03,WHOUSE01,102331,2024-06-03,3,1181.1,KG,28.96,M3,LF,DAP,Destination,CAR005,TRK-000127,01,320,KM,,,4,C,C,C,C,C
100,5000000128,0002,TP01,SP03,R0003,5000000128,2024-06-04,WHOUSE02,132250,2024-06-04,2,1563.3,KG,12.27,M3,LF,DAP,Destination,CAR003,TRK-000128,01,1975,KM,,,4,C,C,C,C,C
100,5000000129,0002,TP01,SP01,R0003,5000000129,2024-06-10,WHOUSE01,070007,2024-06-10,3,4939.3,KG,46.21,M3,LF,DAP,Destination,CAR002,TRK-000129,01,1211,KM,,,2,C,C,C,C,C
100,5000000130,0002,TP01,SP03,R0003,5000000130,2024-06-16,WHOUSE01,113932,2024-06-16,1,439.2,KG,46.6,M3,LF,DAP,Destination,CAR005,TRK-000130,01,1965,KM,,,5,C,C,C,C,C
100,5000000131,0002,TP02,SP02,R0003,5000000131,2024-06-17,WHOUSE01,114859,2024-06-17,4,219.2,KG,6.89,M3,LF,DAP,Destination,CAR005,TRK-000131,01,1598,KM,,,4,C,C,C,C,C
100,5000000132,0002,TP01,SP03,R0003,5000000132,2024-06-17,WHOUSE02,105907,2024-06-17,3,2929.1,KG,16.65,M3,LF,DAP,Destination,CAR003,TRK-000132,01,1127,KM,,,4,C,C,C,C,C
100,5000000133,0002,TP02,SP02,R0003,5000000133,2024-06-25,WHOUSE01,153617,2024-06-25,2,1339.8,KG,32.85,M3,LF,DAP,Destination,CAR005,TRK-000133,01,1510,KM,,,4,C,C,C,C,C
100,5000000134,0002,TP02,SP02,R0003,5000000134,2024-07-02,WHOUSE02,133135,2024-07-02,3,4108.6,KG,32.64,M3,LF,DAP,Destination,CAR004,TRK-000134,01,1407,KM,,,5,C,C,C,C,C
100,5000000135,0002,TP02,SP02,R0003,5000000135,2024-07-01,WHOUSE02,163554,2024-07-01,2,2015.5,KG,34.68,M3,LF,DAP,Destination,CAR004,TRK-000135,01,338,KM,,,5,C,C,C,C,C
100,5000000136,0002,TP01,SP03,R0003,5000000136,2024-07-08,WHOUSE01,133420,2024-07-08,5,1500.3,KG,24.34,M3,LF,DAP,Destination,CAR001,TRK-000136,01,1403,KM,,,2,C,C,C,C,C
100,5000000137,0002,TP01,SP03,R0003,5000000137,2024-07-14,WHOUSE02,061304,2024-07-14,2,1138.3,KG,19.7,M3,LF,DAP,Destination,CAR005,TRK-000137,01,1679,KM,,,4,C,C,C,C,C
100,5000000138,0002,TP02,SP02,R0003,5000000138,2024-07-15,WHOUSE02,162153,2024-07-15,3,1653.8,KG,2.1,M3,LF,DAP,Destination,CAR005,TRK-000138,01,1397,KM,,,2,C,C,C,C,C
100,5000000139,0002,TP01,SP03,R0003,5000000139,2024-07-22,WHOUSE01,123702,2024-07-22,2,4472.1,KG,21.5,M3,LF,DAP,Destination,CAR004,TRK-000139,01,650,KM,,,5,C,C,C,C,C
100,5000000140,0002,TP01,SP01,R0003,5000000140,2024-07-31,WHOUSE02,172116,2024-07-31,2,1072.5,KG,42.28,M3,LF,DAP,Destination,CAR004,TRK-000140,01,911,KM,,,4,C,C,C,C,C
100,5000000141,0002,TP01,SP03,R0003,5000000141,2024-07-30,WHOUSE01,150411,2024-07-30,1,1167.3,KG,44.39,M3,LF,DAP,Destination,CAR002,TRK-000141,01,1936,KM,,,2,C,C,C,C,C
100,5000000142,0002,TP02,SP02,R0003,5000000142,2024-08-05,WHOUSE02,113139,2024-08-05,2,1353.1,KG,44.79,M3,LF,DAP,Destination,CAR002,TRK-000142,01,738,KM,,,5,C,C,C,C,C
100,5000000143,0002,TP01,SP01,R0003,5000000143,2024-08-09,WHOUSE02,062816,2024-08-09,1,3338.1,KG,8.97,M3,LF,DAP,Destination,CAR003,TRK-000143,01,110,KM,,,1,C,C,C,C,C
100,5000000144,0002,TP01,SP03,R0003,5000000144,2024-08-23,WHOUSE01,131308,2024-08-23,2,1721.1,KG,11.47,M3,LF,DAP,Destination,CAR002,TRK-000144,01,1285,KM,,,3,C,C,C,C,C
100,5000000145,0002,TP02,SP02,R0003,5000000145,2024-08-24,WHOUSE01,072557,2024-08-24,1,3865.8,KG,18.94,M3,LF,DAP,Destination,CAR004,TRK-000145,01,238,KM,,,5,C,C,C,C,C
100,5000000146,0002,TP01,SP01,R0003,5000000146,2024-08-27,WHOUSE02,152454,2024-08-27,2,153.8,KG,45.88,M3,LF,DAP,Destination,CAR003,TRK-000146,01,1830,KM,,,1,C,C,C,C,C
100,5000000147,0002,TP01,SP03,R0003,5000000147,2024-09-03,WHOUSE02,135025,2024-09-03,3,2531.3,KG,20.35,M3,LF,DAP,Destination,CAR001,TRK-000147,01,316,KM,,,1,C,C,C,C,C
100,5000000148,0002,TP01,SP01,R0003,5000000148,2024-09-13,WHOUSE02,073502,2024-09-13,3,1550.1,KG,7.54,M3,LF,DAP,Destination,CAR002,TRK-000148,01,1528,KM,,,4,C,C,C,C,C
100,5000000149,0002,TP01,SP01,R0003,5000000149,2024-09-12,WHOUSE01,123832,2024-09-12,1,4704.1,KG,7.36,M3,LF,DAP,Destination,CAR002,TRK-000149,01,1637,KM,,,4,C,C,C,C,C
100,5000000150,0002,TP01,SP03,R0003,5000000150,2024-09-20,WHOUSE01,083328,2024-09-20,1,4384.3,KG,36.49,M3,LF,DAP,Destination,CAR003,TRK-000150,01,913,KM,,,4,C,C,C,C,C
100,5000000151,0002,TP01,SP03,R0003,5000000151,2024-09-29,WHOUSE02,174536,2024-09-29,1,4539.0,KG,43.67,M3,LF,DAP,Destination,CAR004,TRK-000151,01,1369,KM,,,4,C,C,C,C,C
100,5000000152,0002,TP02,SP02,R0003,5000000152,2024-09-30,WHOUSE01,132038,2024-09-30,4,4548.0,KG,32.39,M3,LF,DAP,Destination,CAR002,TRK-000152,01,613,KM,,,3,C,C,C,C,C
100,5000000153,0002,TP02,SP02,R0003,5000000153,2024-10-10,WHOUSE01,130422,2024-10-10,2,2684.9,KG,45.63,M3,LF,DAP,Destination,CAR002,TRK-000153,01,871,KM,,,3,C,C,C,C,C
100,5000000154,0002,TP01,SP03,R0003,5000000154,2024-10-19,WHOUSE02,083009,2024-10-19,4,993.7,KG,8.44,M3,LF,DAP,Destination,CAR001,TRK-000154,01,1241,KM,,,3,C,C,C,C,C
100,5000000155,0003,TP01,SP03,R0004,5000000155,2024-01-23,WHOUSE02,060352,2024-01-23,3,4717.3,KG,6.64,M3,LF,DAP,Destination,CAR001,TRK-000155,01,1935,KM,,,5,C,C,C,C,C
100,5000000156,0003,TP02,SP02,R0004,5000000156,2024-01-23,WHOUSE02,075914,2024-01-23,2,1085.8,KG,40.83,M3,LF,DAP,Destination,CAR001,TRK-000156,01,1849,KM,,,3,C,C,C,C,C
100,5000000157,0003,TP01,SP01,R0004,5000000157,2024-02-01,WHOUSE01,104055,2024-02-01,3,1786.2,KG,5.04,M3,LF,DAP,Destination,CAR004,TRK-000157,01,685,KM,,,5,C,C,C,C,C
100,5000000158,0003,TP02,SP02,R0004,5000000158,2024-02-11,WHOUSE02,092716,2024-02-11,1,4287.5,KG,25.19,M3,LF,DAP,Destination,CAR004,TRK-000158,01,66,KM,,,1,C,C,C,C,C
100,5000000159,0003,TP01,SP03,R0004,5000000159,2024-02-13,WHOUSE01,120422,2024-02-13,3,4761.5,KG,25.04,M3,LF,DAP,Destination,CAR002,TRK-000159,01,1987,KM,,,5,C,C,C,C,C
100,5000000160,0003,TP01,SP03,R0004,5000000160,2024-02-19,WHOUSE01,124725,2024-02-19,5,3659.3,KG,2.19,M3,LF,DAP,Destination,CAR002,TRK-000160,01,500,KM,,,2,C,C,C,C,C
100,5000000161,0003,TP01,SP03,R0004,5000000161,2024-02-29,WHOUSE02,171404,2024-02-29,3,1033.5,KG,38.61,M3,LF,DAP,Destination,CAR004,TRK-000161,01,1966,KM,,,1,C,C,C,C,C
100,5000000162,0003,TP01,SP01,R0004,5000000162,2024-03-02,WHOUSE02,111442,2024-03-02,1,1929.0,KG,13.27,M3,LF,DAP,Destination,CAR002,TRK-000162,01,258,KM,,,4,C,C,C,C,C
100,5000000163,0003,TP02,SP02,R0004,5000000163,2024-03-07,WHOUSE02,153224,2024-03-07,2,2381.8,KG,26.3,M3,LF,DAP,Destination,CAR003,TRK-000163,01,686,KM,,,3,C,C,C,C,C
100,5000000164,0003,TP02,SP02,R0004,5000000164,2024-03-04,WHOUSE02,100022,2024-03-04,4,2376.1,KG,48.96,M3,LF,DAP,Destination,CAR003,TRK-000164,01,445,KM,,,2,C,C,C,C,C
100,5000000165,0003,TP02,SP02,R0004,5000000165,2024-03-12,WHOUSE01,174417,2024-03-12,2,1402.1,KG,8.23,M3,LF,DAP,Destination,CAR005,TRK-000165,01,955,KM,,,2,C,C,C,C,C
100,5000000166,0003,TP02,SP02,R0004,5000000166,2024-03-18,WHOUSE02,130352,2024-03-18,4,1012.5,KG,40.58,M3,LF,DAP,Destination,CAR001,TRK-000166,01,180,KM,,,5,C,C,C,C,C
100,5000000167,0003,TP02,SP02,R0004,5000000167,2024-03-29,WHOUSE02,100926,2024-03-29,1,4501.8,KG,24.06,M3,LF,DAP,Destination,CAR003,TRK-000167,01,214,KM,,,4,C,C,C,C,C
100,5000000168,0003,TP02,SP02,R0004,5000000168,2024-04-03,WHOUSE01,140849,2024-04-03,2,1133.3,KG,43.53,M3,LF,DAP,Destination,CAR001,TRK-000168,01,1249,KM,,,4,C,C,C,C,C
100,5000000169,0003,TP02,SP02,R0004,5000000169,2024-04-06,WHOUSE02,104651,2024-04-06,1,2151.5,KG,1.08,M3,LF,DAP,Destination,CAR004,TRK-000169,01,1448,KM,,,5,C,C,C,C,C
100,5000000170,0003,TP01,SP01,R0004,5000000170,2024-04-08,WHOUSE02,130122,2024-04-08,3,3693.2,KG,39.28,M3,LF,DAP,Destination,CAR002,TRK-000170,01,1385,KM,,,5,C,C,C,C,C
100,5000000171,0003,TP01,SP03,R0004,5000000171,2024-04-13,WHOUSE01,164959,2024-04-13,1,3109.9,KG,46.06,M3,LF,DAP,Destination,CAR002,TRK-000171,01,1069,KM,,,5,C,C,C,C,C
100,5000000172,0003,TP01,SP03,R0004,5000000172,2024-04-18,WHOUSE01,092331,2024-04-18,3,3777.1,KG,27.68,M3,LF,DAP,Destination,CAR004,TRK-000172,01,1579,KM,,,5,C,C,C,C,C
100,5000000173,0003,TP02,SP02,R0004,5000000173,2024-04-17,WHOUSE01,172843,2024-04-17,1,2516.9,KG,38.48,M3,LF,DAP,Destination,CAR005,TRK-000173,01,519,KM,,,5,C,C,C,C,C
100,5000000174,0003,TP01,SP01,R0004,5000000174,2024-04-24,WHOUSE02,104647,2024-04-24,1,1068.7,KG,23.94,M3,LF,DAP,Destination,CAR005,TRK-000174,01,1598,KM,,,5,C,C,C,C,C
100,5000000175,0003,TP01,SP01,R0004,5000000175,2024-04-29,WHOUSE01,172639,2024-04-29,1,1444.5,KG,13.03,M3,LF,DAP,Destination,CAR002,TRK-000175,01,1308,KM,,,4,C,C,C,C,C
100,5000000176,0003,TP01,SP03,R0004,5000000176,2024-05-07,WHOUSE01,083939,2024-05-07,2,461.0,KG,7.99,M3,LF,DAP,Destination,CAR002,TRK-000176,01,460,KM,,,1,C,C,C,C,C
100,5000000177,0003,TP01,SP01,R0004,5000000177,2024-05-06,WHOUSE01,060056,2024-05-06,1,4137.9,KG,21.68,M3,LF,DAP,Destination,CAR002,TRK-000177,01,778,KM,,,1,C,C,C,C,C
100,5000000178,0003,TP02,SP02,R0004,5000000178,2024-05-21,WHOUSE01,172005,2024-05-21,1,1863.2,KG,46.5,M3,LF,DAP,Destination,CAR001,TRK-000178,01,622,KM,,,4,C,C,C,C,C
100,5000000179,0003,TP01,SP01,R0004,5000000179,2024-05-29,WHOUSE01,124317,2024-05-29,3,2451.1,KG,39.87,M3,LF,DAP,Destination,CAR005,TRK-000179,01,1895,KM,,,1,C,C,C,C,C
100,5000000180,0003,TP01,SP03,R0004,5000000180,2024-06-04,WHOUSE02,114002,2024-06-04,1,1148.2,KG,32.75,M3,LF,DAP,Destination,CAR004,TRK-000180,01,1286,KM,,,1,C,C,C,C,C
100,5000000181,0003,TP02,SP02,R0004,5000000181,2024-06-10,WHOUSE01,145033,2024-06-10,2,1587.4,KG,36.8,M3,LF,DAP,Destination,CAR004,TRK-000181,01,1356,KM,,,2,C,C,C,C,C
100,5000000182,0003,TP02,SP02,R0004,5000000182,2024-06-18,WHOUSE02,102654,2024-06-18,2,2755.9,KG,32.16,M3,LF,DAP,Destination,CAR001,TRK-000182,01,1537,KM,,,3,C,C,C,C,C
100,5000000183,0003,TP02,SP02,R0004,5000000183,2024-06-18,WHOUSE01,151208,2024-06-18,1,2942.1,KG,41.97,M3,LF,DAP,Destination,CAR002,TRK-000183,01,437,KM,,,5,C,C,C,C,C
100,5000000184,0003,TP01,SP01,R0004,5000000184,2024-06-25,WHOUSE01,172657,2024-06-25,2,2225.7,KG,23.9,M3,LF,DAP,Destination,CAR002,TRK-000184,01,917,KM,,,1,C,C,C,C,C
100,5000000185,0003,TP01,SP03,R0004,5000000185,2024-07-01,WHOUSE01,105333,2024-07-01,4,1997.9,KG,39.63,M3,LF,DAP,Destination,CAR002,TRK-000185,01,1051,KM,,,2,C,C,C,C,C
100,5000000186,0003,TP01,SP03,R0004,5000000186,2024-07-11,WHOUSE01,072809,2024-07-11,1,2812.0,KG,36.59,M3,LF,DAP,Destination,CAR005,TRK-000186,01,575,KM,,,1,C,C,C,C,C
100,5000000187,0003,TP01,SP01,R0004,5000000187,2024-07-15,WHOUSE01,123947,2024-07-15,1,2924.7,KG,47.97,M3,LF,DAP,Destination,CAR005,TRK-000187,01,426,KM,,,2,C,C,C,C,C
100,5000000188,0003,TP02,SP02,R0004,5000000188,2024-07-25,WHOUSE02,161108,2024-07-25,2,2034.3,KG,6.15,M3,LF,DAP,Destination,CAR003,TRK-000188,01,117,KM,,,3,C,C,C,C,C
100,5000000189,0003,TP02,SP02,R0004,5000000189,2024-08-03,WHOUSE01,111026,2024-08-03,1,2619.5,KG,33.3,M3,LF,DAP,Destination,CAR003,TRK-000189,01,1633,KM,,,3,C,C,C,C,C
100,5000000190,0003,TP01,SP03,R0004,5000000190,2024-08-10,WHOUSE02,093020,2024-08-10,2,2389.8,KG,16.42,M3,LF,DAP,Destination,CAR001,TRK-000190,01,1573,KM,,,1,C,C,C,C,C
100,5000000191,0003,TP01,SP01,R0004,5000000191,2024-08-05,WHOUSE01,081912,2024-08-05,1,259.1,KG,10.08,M3,LF,DAP,Destination,CAR001,TRK-000191,01,58,KM,,,5,C,C,C,C,C
100,5000000192,0003,TP02,SP02,R0004,5000000192,2024-08-13,WHOUSE01,103105,2024-08-13,2,1581.3,KG,43.98,M3,LF,DAP,Destination,CAR003,TRK-000192,01,899,KM,,,3,C,C,C,C,C
100,5000000193,0003,TP01,SP01,R0004,5000000193,2024-08-13,WHOUSE02,115944,2024-08-13,3,2457.8,KG,27.74,M3,LF,DAP,Destination,CAR002,TRK-000193,01,947,KM,,,3,C,C,C,C,C
100,5000000194,0003,TP01,SP01,R0004,5000000194,2024-08-19,WHOUSE02,132238,2024-08-19,3,2184.2,KG,31.6,M3,LF,DAP,Destination,CAR004,TRK-000194,01,1164,KM,,,1,C,C,C,C,C
100,5000000195,0003,TP01,SP03,R0004,5000000195,2024-08-30,WHOUSE01,153932,2024-08-30,2,4610.9,KG,8.42,M3,LF,DAP,Destination,CAR004,TRK-000195,01,120,KM,,,5,C,C,C,C,C
100,5000000196,0003,TP01,SP03,R0004,5000000196,2024-09-07,WHOUSE02,063724,2024-09-07,2,3561.4,KG,43.72,M3,LF,DAP,Destination,CAR001,TRK-000196,01,1191,KM,,,3,C,C,C,C,C
100,5000000197,0003,TP01,SP01,R0004,5000000197,2024-09-14,WHOUSE02,134043,2024-09-14,2,4356.9,KG,28.94,M3,LF,DAP,Destination,CAR004,TRK-000197,01,1086,KM,,,1,C,C,C,C,C
100,5000000198,0003,TP01,SP03,R0004,5000000198,2024-09-17,WHOUSE02,100003,2024-09-17,2,2477.8,KG,12.14,M3,LF,DAP,Destination,CAR005,TRK-000198,01,1557,KM,,,2,C,C,C,C,C
100,5000000199,0003,TP01,SP03,R0004,5000000199,2024-09-23,WHOUSE02,063609,2024-09-23,3,256.5,KG,2.54,M3,LF,DAP,Destination,CAR004,TRK-000199,01,634,KM,,,1,C,C,C,C,C
100,5000000200,0003,TP01,SP01,R0004,5000000200,2024-09-30,WHOUSE02,105207,2024-09-30,2,572.0,KG,37.16,M3,LF,DAP,Destination,CAR003,TRK-000200,01,1960,KM,,,2,C,C,C,C,C
100,5000000201,0003,TP01,SP01,R0004,5000000201,2024-09-30,WHOUSE02,102835,2024-09-30,3,1914.0,KG,46.02,M3,LF,DAP,Destination,CAR001,TRK-000201,01,1382,KM,,,4,C,C,C,C,C
100,5000000202,0003,TP01,SP01,R0004,5000000202,2024-10-12,WHOUSE01,102828,2024-10-12,3,3369.2,KG,39.03,M3,LF,DAP,Destination,CAR003,TRK-000202,01,1825,KM,,,4,C,C,C,C,C
100,5000000203,0003,TP01,SP03,R0004,5000000203,2024-10-14,WHOUSE02,145303,2024-10-14,2,2836.4,KG,45.63,M3,LF,DAP,Destination,CAR005,TRK-000203,01,1097,KM,,,5,C,C,C,C,C
100,5000000204,0003,TP02,SP02,R0004,5000000204,2024-10-29,WHOUSE02,152650,2024-10-29,2,701.8,KG,10.88,M3,LF,DAP,Destination,CAR004,TRK-000204,01,246,KM,,,4,C,C,C,C,C
100,5000000205,0003,TP01,SP03,R0004,5000000205,2024-11-04,WHOUSE01,111504,2024-11-04,1,2843.9,KG,1.96,M3,LF,DAP,Destination,CAR001,TRK-000205,01,868,KM,,,4,C,C,C,C,C
