MANDT,VBELN,ERDAT,ERZET,ERNAM,ANGDT,BNDDT,AUDAT,VBTYP,AUART,AUGRU,NETWR,WAERK,VKORG,VTWEG,SPART,VKGRP,VKBUR,KNUMV,VDATU,KUNNR,LIFSK,FAKSK,BUKRS_VF,AEDAT,BSTNK,BSTDK,VSART,OBJNR,KKBER,VSBED
100,1000000108,2024-03-26,08:00:00,SALEUSER3,,,2024-03-26,C,ZOR,,24598.5,USD,1000,10,0,100,1000,5700000108,2024-04-14,C00014,2.0,,1000,2024-03-26,CUST-PO-000108,2024-03-26,1,OR1000000108      ,1000,2.0
100,1000000109,2024-04-05,08:00:00,SALEUSER2,,,2024-04-05,C,FO,,239318.4,USD,1000,10,0,100,1000,5700000109,2024-04-19,C00011,,,1000,2024-04-05,CUST-PO-000109,2024-04-05,1,OR1000000109      ,1000,4.0
100,1000000110,2024-06-23,08:00:00,SALEUSER3,,,2024-06-23,C,OR,,101328.6,USD,1000,10,0,100,1000,5700000110,2024-07-03,C00003,,,1000,2024-06-23,CUST-PO-000110,2024-06-23,1,OR1000000110      ,1000,3.0
100,1000000111,2024-06-03,08:00:00,SALEUSER3,,,2024-06-03,C,OR,,45719.18,USD,1000,10,0,100,1000,5700000111,2024-06-19,C00002,,,1000,2024-06-03,CUST-PO-000111,2024-06-03,1,OR1000000111      ,1000,4.0
100,1000000112,2024-09-15,08:00:00,SALEUSER3,,,2024-09-15,C,FO,,74843.98,USD,1000,10,0,100,1000,5700000112,2024-10-05,C00009,,,1000,2024-09-15,CUST-PO-000112,2024-09-15,1,OR1000000112      ,2000,3.0
100,1000000113,2024-08-09,08:00:00,SALEUSER3,,,2024-08-09,C,OR,,143243.09,USD,1000,10,0,100,1000,5700000113,2024-08-21,C00013,,,1000,2024-08-09,CUST-PO-000113,2024-08-09,1,OR1000000113      ,1000,3.0
100,1000000114,2024-03-02,08:00:00,SALEUSER3,,,2024-03-02,C,OR,,72342.27,USD,1000,10,0,100,1000,5700000114,2024-03-10,C00015,,,1000,2024-03-02,CUST-PO-000114,2024-03-02,1,OR1000000114      ,3000,
100,1000000115,2024-07-20,08:00:00,SALEUSER2,,,2024-07-20,C,OR,,72091.88,USD,1000,10,0,100,1000,5700000115,2024-08-08,C00014,,,1000,2024-07-20,CUST-PO-000115,2024-07-20,1,OR1000000115      ,3000,1.0
100,1000000116,2024-07-15,08:00:00,SALEUSER3,,,2024-07-15,C,OR,,41099.52,USD,1000,10,0,100,1000,5700000116,2024-08-13,C00013,,,1000,2024-07-15,CUST-PO-000116,2024-07-15,1,OR1000000116      ,1000,2.0
100,1000000117,2024-01-14,08:00:00,SALEUSER2,,,2024-01-14,C,OR,,254258.74,USD,1000,10,0,100,1000,5700000117,2024-01-24,C00012,,,1000,2024-01-14,CUST-PO-000117,2024-01-14,1,OR1000000117      ,1000,1.0
100,1000000118,2024-01-05,08:00:00,SALEUSER2,,,2024-01-05,C,OR,,28407.76,USD,1000,10,0,100,1000,5700000118,2024-01-31,C00008,,,1000,2024-01-05,CUST-PO-000118,2024-01-05,1,OR1000000118      ,3000,
100,1000000119,2024-06-16,08:00:00,SALEUSER2,,,2024-06-16,C,OR,,21775.74,USD,1000,10,0,100,1000,5700000119,2024-07-11,C00011,,8.0,1000,2024-06-16,CUST-PO-000119,2024-06-16,1,OR1000000119      ,1000,1.0
100,1000000120,2024-07-16,08:00:00,SALEUSER1,,,2024-07-16,C,FO,,99098.44,USD,1000,10,0,100,1000,5700000120,2024-08-15,C00006,,,1000,2024-07-16,CUST-PO-000120,2024-07-16,1,OR1000000120      ,3000,1.0
100,1000000121,2024-08-01,08:00:00,SALEUSER3,,,2024-08-01,C,ZOR,,127728.0,USD,1000,10,0,100,1000,5700000121,2024-08-27,C00012,,,1000,2024-08-01,CUST-PO-000121,2024-08-01,1,OR1000000121      ,1000,4.0
100,1000000122,2024-04-03,08:00:00,SALEUSER2,,,2024-04-03,C,OR,,30131.67,USD,1000,10,0,100,1000,5700000122,2024-04-24,C00008,,,1000,2024-04-03,CUST-PO-000122,2024-04-03,1,OR1000000122      ,1000,
100,1000000123,2024-03-19,08:00:00,SALEUSER3,,,2024-03-19,C,ZOR,,78857.46,USD,1000,10,0,100,1000,5700000123,2024-03-30,C00006,,,1000,2024-03-19,CUST-PO-000123,2024-03-19,1,OR1000000123      ,2000,3.0
100,1000000124,2024-05-27,08:00:00,SALEUSER3,,,2024-05-27,C,OR,,8998.7,USD,1000,10,0,100,1000,5700000124,2024-06-25,C00008,,,1000,2024-05-27,CUST-PO-000124,2024-05-27,1,OR1000000124      ,3000,4.0
100,1000000125,2024-06-16,08:00:00,SALEUSER3,,,2024-06-16,C,OR,,165627.88,USD,1000,10,0,100,1000,5700000125,2024-06-26,C00014,,,1000,2024-06-16,CUST-PO-000125,2024-06-16,1,OR1000000125      ,1000,3.0
100,1000000126,2024-06-22,08:00:00,SALEUSER2,,,2024-06-22,C,OR,,15674.67,USD,1000,10,0,100,1000,5700000126,2024-07-11,C00010,,,1000,2024-06-22,CUST-PO-000126,2024-06-22,1,OR1000000126      ,2000,4.0
100,1000000127,2024-08-16,08:00:00,SALEUSER1,,,2024-08-16,C,FO,,81363.48,USD,1000,10,0,100,1000,5700000127,2024-08-23,C00006,,,1000,2024-08-16,CUST-PO-000127,2024-08-16,1,OR1000000127      ,3000,1.0
100,1000000128,2024-05-01,08:00:00,SALEUSER1,,,2024-05-01,C,FO,,190263.31,USD,1000,10,0,100,1000,5700000128,2024-05-30,C00008,,,1000,2024-05-01,CUST-PO-000128,2024-05-01,1,OR1000000128      ,2000,4.0
100,1000000129,2024-08-31,08:00:00,SALEUSER3,,,2024-08-31,C,OR,,72450.7,USD,1000,10,0,100,1000,5700000129,2024-09-20,C00009,,,1000,2024-08-31,CUST-PO-000129,2024-08-31,1,OR1000000129      ,1000,4.0
100,1000000130,2024-06-25,08:00:00,SALEUSER1,,,2024-06-25,C,OR,,315321.4,USD,1000,10,0,100,1000,5700000130,2024-07-25,C00002,,,1000,2024-06-25,CUST-PO-000130,2024-06-25,1,OR1000000130      ,3000,
100,1000000131,2024-07-25,08:00:00,SALEUSER1,,,2024-07-25,C,OR,,252398.12,USD,1000,10,0,100,1000,5700000131,2024-08-07,C00010,2.0,8.0,1000,2024-07-25,CUST-PO-000131,2024-07-25,1,OR1000000131      ,1000,3.0
100,1000000132,2024-09-22,08:00:00,SALEUSER3,,,2024-09-22,C,OR,,88271.16,USD,1000,10,0,100,1000,5700000132,2024-10-19,C00006,,,1000,2024-09-22,CUST-PO-000132,2024-09-22,1,OR1000000132      ,1000,1.0
100,1000000133,2024-04-23,08:00:00,SALEUSER2,,,2024-04-23,C,OR,,187700.0,USD,1000,10,0,100,1000,5700000133,2024-05-08,C00009,,,1000,2024-04-23,CUST-PO-000133,2024-04-23,1,OR1000000133      ,1000,1.0
100,1000000134,2024-05-23,08:00:00,SALEUSER2,,,2024-05-23,C,OR,,35299.88,USD,1000,10,0,100,1000,5700000134,2024-06-16,C00011,,,1000,2024-05-23,CUST-PO-000134,2024-05-23,1,OR1000000134      ,3000,
100,1000000135,2024-08-13,08:00:00,SALEUSER3,,,2024-08-13,C,FO,,185257.96,USD,1000,10,0,100,1000,5700000135,2024-09-11,C00014,,,1000,2024-08-13,CUST-PO-000135,2024-08-13,1,OR1000000135      ,1000,1.0
100,1000000136,2024-05-18,08:00:00,SALEUSER2,,,2024-05-18,C,OR,,81337.52,USD,1000,10,0,100,1000,5700000136,2024-05-31,C00003,,,1000,2024-05-18,CUST-PO-000136,2024-05-18,1,OR1000000136      ,1000,2.0
100,1000000137,2024-04-04,08:00:00,SALEUSER1,,,2024-04-04,C,OR,,249124.77,USD,1000,10,0,100,1000,5700000137,2024-04-30,C00003,,,1000,2024-04-04,CUST-PO-000137,2024-04-04,1,OR1000000137      ,3000,4.0
100,1000000138,2024-06-19,08:00:00,SALEUSER1,,,2024-06-19,C,OR,,136795.56,USD,1000,10,0,100,1000,5700000138,2024-07-12,C00010,,,1000,2024-06-19,CUST-PO-000138,2024-06-19,1,OR1000000138      ,3000,1.0
100,1000000139,2024-07-12,08:00:00,SALEUSER3,,,2024-07-12,C,OR,,95053.77,USD,1000,10,0,100,1000,5700000139,2024-08-03,C00015,,,1000,2024-07-12,CUST-PO-000139,2024-07-12,1,OR1000000139      ,3000,4.0
100,1000000140,2024-06-05,08:00:00,SALEUSER2,,,2024-06-05,C,OR,,178551.08,USD,1000,10,0,100,1000,5700000140,2024-06-17,C00001,,,1000,2024-06-05,CUST-PO-000140,2024-06-05,1,OR1000000140      ,2000,
100,1000000141,2024-01-10,08:00:00,SALEUSER2,,,2024-01-10,C,OR,,124910.24,USD,1000,10,0,100,1000,5700000141,2024-02-01,C00015,,,1000,2024-01-10,CUST-PO-000141,2024-01-10,1,OR1000000141      ,2000,
100,1000000142,2024-03-02,08:00:00,SALEUSER2,,,2024-03-02,C,OR,,51435.2,USD,1000,10,0,100,1000,5700000142,2024-03-21,C00011,,,1000,2024-03-02,CUST-PO-000142,2024-03-02,1,OR1000000142      ,1000,
100,1000000143,2024-06-07,08:00:00,SALEUSER2,,,2024-06-07,C,OR,,206337.48,USD,1000,10,0,100,1000,5700000143,2024-07-04,C00005,,,1000,2024-06-07,CUST-PO-000143,2024-06-07,1,OR1000000143      ,2000,2.0
100,1000000144,2024-06-08,08:00:00,SALEUSER1,,,2024-06-08,C,OR,,85528.56,USD,1000,10,0,100,1000,5700000144,2024-06-23,C00006,,,1000,2024-06-08,CUST-PO-000144,2024-06-08,1,OR1000000144      ,1000,4.0
100,1000000145,2024-08-07,08:00:00,SALEUSER1,,,2024-08-07,C,OR,,7797.14,USD,1000,10,0,100,1000,5700000145,2024-09-05,C00015,,,1000,2024-08-07,CUST-PO-000145,2024-08-07,1,OR1000000145      ,1000,1.0
100,1000000146,2024-07-13,08:00:00,SALEUSER2,,,2024-07-13,C,OR,,160203.0,USD,1000,10,0,100,1000,5700000146,2024-07-23,C00015,,,1000,2024-07-13,CUST-PO-000146,2024-07-13,1,OR1000000146      ,2000,4.0
100,1000000147,2024-07-17,08:00:00,SALEUSER2,,,2024-07-17,C,OR,,195789.9,USD,1000,10,0,100,1000,5700000147,2024-08-01,C00009,,8.0,1000,2024-07-17,CUST-PO-000147,2024-07-17,1,OR1000000147      ,2000,1.0
100,1000000148,2024-04-01,08:00:00,SALEUSER1,,,2024-04-01,C,FO,,42218.52,USD,1000,10,0,100,1000,5700000148,2024-04-18,C00001,,,1000,2024-04-01,CUST-PO-000148,2024-04-01,1,OR1000000148      ,3000,1.0
100,1000000149,2024-08-02,08:00:00,SALEUSER3,,,2024-08-02,C,OR,,173602.85,USD,1000,10,0,100,1000,5700000149,2024-08-31,C00014,,,1000,2024-08-02,CUST-PO-000149,2024-08-02,1,OR1000000149      ,3000,3.0
100,1000000150,2024-08-21,08:00:00,SALEUSER2,,,2024-08-21,C,OR,,43091.0,USD,1000,10,0,100,1000,5700000150,2024-09-14,C00006,,,1000,2024-08-21,CUST-PO-000150,2024-08-21,1,OR1000000150      ,3000,
100,1000000151,2024-06-03,08:00:00,SALEUSER3,,,2024-06-03,C,OR,,289795.75,USD,1000,10,0,100,1000,5700000151,2024-06-19,C00007,,8.0,1000,2024-06-03,CUST-PO-000151,2024-06-03,1,OR1000000151      ,2000,4.0
100,1000000152,2024-06-08,08:00:00,SALEUSER3,,,2024-06-08,C,OR,,52412.9,USD,1000,10,0,100,1000,5700000152,2024-06-19,C00004,,,1000,2024-06-08,CUST-PO-000152,2024-06-08,1,OR1000000152      ,3000,4.0
100,1000000153,2024-02-15,08:00:00,SALEUSER3,,,2024-02-15,C,OR,,443169.91,USD,1000,10,0,100,1000,5700000153,2024-03-11,C00014,,,1000,2024-02-15,CUST-PO-000153,2024-02-15,1,OR1000000153      ,2000,
100,1000000154,2024-08-17,08:00:00,SALEUSER1,,,2024-08-17,C,OR,,75909.54,USD,1000,10,0,100,1000,5700000154,2024-08-31,C00012,,,1000,2024-08-17,CUST-PO-000154,2024-08-17,1,OR1000000154      ,1000,4.0
100,1000000155,2024-07-25,08:00:00,SALEUSER3,,,2024-07-25,C,ZOR,,123477.42,USD,1000,10,0,100,1000,5700000155,2024-08-09,C00006,,,1000,2024-07-25,CUST-PO-000155,2024-07-25,1,OR1000000155      ,3000,1.0
100,1000000156,2024-04-29,08:00:00,SALEUSER1,,,2024-04-29,C,OR,,231460.32,USD,1000,10,0,100,1000,5700000156,2024-05-18,C00008,,,1000,2024-04-29,CUST-PO-000156,2024-04-29,1,OR1000000156      ,3000,1.0
100,1000000157,2024-07-07,08:00:00,SALEUSER3,,,2024-07-07,C,OR,,268163.17,USD,1000,10,0,100,1000,5700000157,2024-07-31,C00006,,,1000,2024-07-07,CUST-PO-000157,2024-07-07,1,OR1000000157      ,2000,
100,1000000158,2024-05-02,08:00:00,SALEUSER2,,,2024-05-02,C,ZOR,,150043.68,USD,1000,10,0,100,1000,5700000158,2024-05-31,C00011,2.0,,1000,2024-05-02,CUST-PO-000158,2024-05-02,1,OR1000000158      ,2000,
100,1000000159,2024-03-09,08:00:00,SALEUSER1,,,2024-03-09,C,OR,,382490.55,USD,1000,10,0,100,1000,5700000159,2024-03-31,C00011,,,1000,2024-03-09,CUST-PO-000159,2024-03-09,1,OR1000000159      ,3000,4.0
100,1000000160,2024-09-06,08:00:00,SALEUSER3,,,2024-09-06,C,ZOR,,56450.46,USD,1000,10,0,100,1000,5700000160,2024-09-30,C00002,,,1000,2024-09-06,CUST-PO-000160,2024-09-06,1,OR1000000160      ,2000,4.0
100,1000000161,2024-04-14,08:00:00,SALEUSER2,,,2024-04-14,C,OR,,78817.99,USD,1000,10,0,100,1000,5700000161,2024-04-21,C00008,,,1000,2024-04-14,CUST-PO-000161,2024-04-14,1,OR1000000161      ,1000,4.0
100,1000000162,2024-06-16,08:00:00,SALEUSER1,,,2024-06-16,C,FO,,42442.32,USD,1000,10,0,100,1000,5700000162,2024-07-03,C00012,,,1000,2024-06-16,CUST-PO-000162,2024-06-16,1,OR1000000162      ,3000,3.0
100,1000000163,2024-09-11,08:00:00,SALEUSER1,,,2024-09-11,C,OR,,366866.88,USD,1000,10,0,100,1000,5700000163,2024-09-28,C00004,,8.0,1000,2024-09-11,CUST-PO-000163,2024-09-11,1,OR1000000163      ,2000,
100,1000000164,2024-01-07,08:00:00,SALEUSER1,,,2024-01-07,C,OR,,50384.46,USD,1000,10,0,100,1000,5700000164,2024-01-17,C00003,,,1000,2024-01-07,CUST-PO-000164,2024-01-07,1,OR1000000164      ,3000,
100,1000000165,2024-07-02,08:00:00,SALEUSER1,,,2024-07-02,C,OR,,21850.5,USD,1000,10,0,100,1000,5700000165,2024-07-11,C00007,,,1000,2024-07-02,CUST-PO-000165,2024-07-02,1,OR1000000165      ,3000,2.0
100,1000000166,2024-07-04,08:00:00,SALEUSER3,,,2024-07-04,C,OR,,57437.76,USD,1000,10,0,100,1000,5700000166,2024-07-16,C00008,,,1000,2024-07-04,CUST-PO-000166,2024-07-04,1,OR1000000166      ,1000,2.0
100,1000000167,2024-04-14,08:00:00,SALEUSER1,,,2024-04-14,C,OR,,351172.2,USD,1000,10,0,100,1000,5700000167,2024-04-27,C00010,,,1000,2024-04-14,CUST-PO-000167,2024-04-14,1,OR1000000167      ,1000,2.0
100,1000000168,2024-03-12,08:00:00,SALEUSER3,,,2024-03-12,C,OR,,99245.23,USD,1000,10,0,100,1000,5700000168,2024-03-27,C00007,2.0,,1000,2024-03-12,CUST-PO-000168,2024-03-12,1,OR1000000168      ,1000,4.0
100,1000000169,2024-02-28,08:00:00,SALEUSER3,,,2024-02-28,C,OR,,52374.92,USD,1000,10,0,100,1000,5700000169,2024-03-16,C00011,,,1000,2024-02-28,CUST-PO-000169,2024-02-28,1,OR1000000169      ,2000,1.0
100,1000000170,2024-03-10,08:00:00,SALEUSER2,,,2024-03-10,C,OR,,84283.68,USD,1000,10,0,100,1000,5700000170,2024-03-23,C00015,,,1000,2024-03-10,CUST-PO-000170,2024-03-10,1,OR1000000170      ,2000,4.0
100,1000000171,2024-02-23,08:00:00,SALEUSER3,,,2024-02-23,C,FO,,70078.51,USD,1000,10,0,100,1000,5700000171,2024-03-09,C00008,,,1000,2024-02-23,CUST-PO-000171,2024-02-23,1,OR1000000171      ,3000,1.0
100,1000000172,2024-05-03,08:00:00,SALEUSER3,,,2024-05-03,C,OR,,1481.05,USD,1000,10,0,100,1000,5700000172,2024-05-13,C00013,,8.0,1000,2024-05-03,CUST-PO-000172,2024-05-03,1,OR1000000172      ,1000,3.0
100,1000000173,2024-07-07,08:00:00,SALEUSER1,,,2024-07-07,C,OR,,14539.49,USD,1000,10,0,100,1000,5700000173,2024-07-24,C00007,,,1000,2024-07-07,CUST-PO-000173,2024-07-07,1,OR1000000173      ,1000,1.0
100,1000000174,2024-03-29,08:00:00,SALEUSER3,,,2024-03-29,C,OR,,52987.2,USD,1000,10,0,100,1000,5700000174,2024-04-22,C00003,,,1000,2024-03-29,CUST-PO-000174,2024-03-29,1,OR1000000174      ,3000,3.0
100,1000000175,2024-02-05,08:00:00,SALEUSER1,,,2024-02-05,C,OR,,22785.78,USD,1000,10,0,100,1000,5700000175,2024-03-05,C00007,,,1000,2024-02-05,CUST-PO-000175,2024-02-05,1,OR1000000175      ,1000,
100,1000000176,2024-07-27,08:00:00,SALEUSER1,,,2024-07-27,C,OR,,16363.48,USD,1000,10,0,100,1000,5700000176,2024-08-17,C00004,,,1000,2024-07-27,CUST-PO-000176,2024-07-27,1,OR1000000176      ,1000,2.0
100,1000000177,2024-06-12,08:00:00,SALEUSER2,,,2024-06-12,C,ZOR,,197430.3,USD,1000,10,0,100,1000,5700000177,2024-06-22,C00004,,,1000,2024-06-12,CUST-PO-000177,2024-06-12,1,OR1000000177      ,2000,3.0
100,1000000178,2024-04-01,08:00:00,SALEUSER2,,,2024-04-01,C,OR,,176559.88,USD,1000,10,0,100,1000,5700000178,2024-04-10,C00004,,,1000,2024-04-01,CUST-PO-000178,2024-04-01,1,OR1000000178      ,3000,2.0
100,1000000179,2024-07-13,08:00:00,SALEUSER1,,,2024-07-13,C,OR,,162468.66,USD,1000,10,0,100,1000,5700000179,2024-08-08,C00001,,,1000,2024-07-13,CUST-PO-000179,2024-07-13,1,OR1000000179      ,3000,3.0
100,1000000180,2024-05-22,08:00:00,SALEUSER1,,,2024-05-22,C,ZOR,,303703.2,USD,1000,10,0,100,1000,5700000180,2024-06-15,C00013,,,1000,2024-05-22,CUST-PO-000180,2024-05-22,1,OR1000000180      ,2000,3.0
100,1000000181,2024-06-01,08:00:00,SALEUSER3,,,2024-06-01,C,OR,,94412.36,USD,1000,10,0,100,1000,5700000181,2024-06-19,C00006,2.0,,1000,2024-06-01,CUST-PO-000181,2024-06-01,1,OR1000000181      ,2000,
100,1000000182,2024-04-15,08:00:00,SALEUSER3,,,2024-04-15,C,ZOR,,17332.56,USD,1000,10,0,100,1000,5700000182,2024-04-26,C00001,,,1000,2024-04-15,CUST-PO-000182,2024-04-15,1,OR1000000182      ,3000,1.0
100,1000000183,2024-07-09,08:00:00,SALEUSER3,,,2024-07-09,C,OR,,94.31,USD,1000,10,0,100,1000,5700000183,2024-07-24,C00006,,,1000,2024-07-09,CUST-PO-000183,2024-07-09,1,OR1000000183      ,1000,
100,1000000184,2024-09-29,08:00:00,SALEUSER2,,,2024-09-29,C,OR,,254746.76,USD,1000,10,0,100,1000,5700000184,2024-10-16,C00015,,,1000,2024-09-29,CUST-PO-000184,2024-09-29,1,OR1000000184      ,2000,3.0
100,1000000185,2024-04-19,08:00:00,SALEUSER2,,,2024-04-19,C,OR,,85642.7,USD,1000,10,0,100,1000,5700000185,2024-05-06,C00008,,8.0,1000,2024-04-19,CUST-PO-000185,2024-04-19,1,OR1000000185      ,2000,4.0
100,1000000186,2024-05-06,08:00:00,SALEUSER3,,,2024-05-06,C,OR,,105938.16,USD,1000,10,0,100,1000,5700000186,2024-06-05,C00004,,,1000,2024-05-06,CUST-PO-000186,2024-05-06,1,OR1000000186      ,2000,3.0
100,1000000187,2024-04-20,08:00:00,SALEUSER3,,,2024-04-20,C,FO,,127238.88,USD,1000,10,0,100,1000,5700000187,2024-05-20,C00001,,,1000,2024-04-20,CUST-PO-000187,2024-04-20,1,OR1000000187      ,2000,4.0
100,1000000188,2024-06-20,08:00:00,SALEUSER1,,,2024-06-20,C,ZOR,,94082.52,USD,1000,10,0,100,1000,5700000188,2024-07-01,C00007,,,1000,2024-06-20,CUST-PO-000188,2024-06-20,1,OR1000000188      ,2000,2.0
100,1000000189,2024-08-11,08:00:00,SALEUSER2,,,2024-08-11,C,OR,,107375.47,USD,1000,10,0,100,1000,5700000189,2024-08-23,C00004,,,1000,2024-08-11,CUST-PO-000189,2024-08-11,1,OR1000000189      ,3000,
100,1000000190,2024-04-09,08:00:00,SALEUSER2,,,2024-04-09,C,OR,,24975.8,USD,1000,10,0,100,1000,5700000190,2024-05-05,C00005,,,1000,2024-04-09,CUST-PO-000190,2024-04-09,1,OR1000000190      ,2000,3.0
100,1000000191,2024-04-23,08:00:00,SALEUSER2,,,2024-04-23,C,OR,,131953.17,USD,1000,10,0,100,1000,5700000191,2024-05-11,C00001,,,1000,2024-04-23,CUST-PO-000191,2024-04-23,1,OR1000000191      ,1000,2.0
100,1000000192,2024-05-18,08:00:00,SALEUSER2,,,2024-05-18,C,OR,,140655.24,USD,1000,10,0,100,1000,5700000192,2024-06-04,C00013,,,1000,2024-05-18,CUST-PO-000192,2024-05-18,1,OR1000000192      ,2000,3.0
100,1000000193,2024-09-24,08:00:00,SALEUSER2,,,2024-09-24,C,OR,,18237.31,USD,1000,10,0,100,1000,5700000193,2024-10-07,C00012,,,1000,2024-09-24,CUST-PO-000193,2024-09-24,1,OR1000000193      ,1000,2.0
100,1000000194,2024-05-31,08:00:00,SALEUSER3,,,2024-05-31,C,OR,,40992.0,USD,1000,10,0,100,1000,5700000194,2024-06-15,C00013,,,1000,2024-05-31,CUST-PO-000194,2024-05-31,1,OR1000000194      ,3000,2.0
100,1000000195,2024-05-01,08:00:00,SALEUSER2,,,2024-05-01,C,OR,,114799.67,USD,1000,10,0,100,1000,5700000195,2024-05-15,C00006,2.0,,1000,2024-05-01,CUST-PO-000195,2024-05-01,1,OR1000000195      ,1000,
100,1000000196,2024-04-29,08:00:00,SALEUSER1,,,2024-04-29,C,OR,,56984.85,USD,1000,10,0,100,1000,5700000196,2024-05-26,C00006,,,1000,2024-04-29,CUST-PO-000196,2024-04-29,1,OR1000000196      ,3000,
100,1000000197,2024-06-20,08:00:00,SALEUSER1,,,2024-06-20,C,OR,,141176.46,USD,1000,10,0,100,1000,5700000197,2024-07-03,C00015,,,1000,2024-06-20,CUST-PO-000197,2024-06-20,1,OR1000000197      ,2000,
100,1000000198,2024-08-10,08:00:00,SALEUSER3,,,2024-08-10,C,OR,,56957.04,USD,1000,10,0,100,1000,5700000198,2024-08-23,C00006,,,1000,2024-08-10,CUST-PO-000198,2024-08-10,1,OR1000000198      ,2000,2.0
100,1000000199,2024-03-02,08:00:00,SALEUSER2,,,2024-03-02,C,OR,,144521.16,USD,1000,10,0,100,1000,5700000199,2024-03-16,C00015,,,1000,2024-03-02,CUST-PO-000199,2024-03-02,1,OR1000000199      ,1000,3.0
100,1000000200,2024-02-15,08:00:00,SALEUSER1,,,2024-02-15,C,OR,,43651.74,USD,1000,10,0,100,1000,5700000200,2024-03-06,C00013,,,1000,2024-02-15,CUST-PO-000200,2024-02-15,1,OR1000000200      ,3000,2.0
100,1000000201,2024-09-16,08:00:00,SALEUSER1,,,2024-09-16,C,OR,,59073.84,USD,1000,10,0,100,1000,5700000201,2024-09-27,C00011,,,1000,2024-09-16,CUST-PO-000201,2024-09-16,1,OR1000000201      ,3000,4.0
100,1000000202,2024-06-29,08:00:00,SALEUSER3,,,2024-06-29,C,FO,,115897.4,USD,1000,10,0,100,1000,5700000202,2024-07-10,C00013,,,1000,2024-06-29,CUST-PO-000202,2024-06-29,1,OR1000000202      ,3000,4.0
100,1000000203,2024-05-20,08:00:00,SALEUSER2,,,2024-05-20,C,OR,,146681.94,USD,1000,10,0,100,1000,5700000203,2024-06-13,C00008,,,1000,2024-05-20,CUST-PO-000203,2024-05-20,1,OR1000000203      ,1000,2.0
100,1000000204,2024-07-02,08:00:00,SALEUSER1,,,2024-07-02,C,OR,,247521.02,USD,1000,10,0,100,1000,5700000204,2024-07-18,C00012,,,1000,2024-07-02,CUST-PO-000204,2024-07-02,1,OR1000000204      ,1000,1.0
100,1000000205,2024-05-18,08:00:00,SALEUSER2,,,2024-05-18,C,FO,,15252.48,USD,1000,10,0,100,1000,5700000205,2024-06-15,C00004,,,1000,2024-05-18,CUST-PO-000205,2024-05-18,1,OR1000000205      ,3000,4.0
100,1000000206,2024-09-01,08:00:00,SALEUSER2,,,2024-09-01,C,FO,,69176.38,USD,1000,10,0,100,1000,5700000206,2024-09-12,C00014,2.0,,1000,2024-09-01,CUST-PO-000206,2024-09-01,1,OR1000000206      ,2000,4.0
100,1000000207,2024-01-24,08:00:00,SALEUSER2,,,2024-01-24,C,FO,,25501.7,USD,1000,10,0,100,1000,5700000207,2024-02-22,C00004,2.0,,1000,2024-01-24,CUST-PO-000207,2024-01-24,1,OR1000000207      ,2000,3.0
100,1000000208,2024-08-20,08:00:00,SALEUSER3,,,2024-08-20,C,FO,,20708.4,USD,1000,10,0,100,1000,5700000208,2024-09-15,C00015,,,1000,2024-08-20,CUST-PO-000208,2024-08-20,1,OR1000000208      ,2000,
100,1000000209,2024-07-09,08:00:00,SALEUSER1,,,2024-07-09,C,ZOR,,45436.3,USD,1000,10,0,100,1000,5700000209,2024-07-30,C00011,,8.0,1000,2024-07-09,CUST-PO-000209,2024-07-09,1,OR1000000209      ,2000,1.0
100,1000000210,2024-01-23,08:00:00,SALEUSER1,,,2024-01-23,C,OR,,285147.42,USD,1000,10,0,100,1000,5700000210,2024-02-05,C00004,,,1000,2024-01-23,CUST-PO-000210,2024-01-23,1,OR1000000210      ,3000,1.0
100,1000000211,2024-01-28,08:00:00,SALEUSER2,,,2024-01-28,C,OR,,234468.61,USD,1000,10,0,100,1000,5700000211,2024-02-17,C00007,,,1000,2024-01-28,CUST-PO-000211,2024-01-28,1,OR1000000211      ,2000,3.0
100,1000000212,2024-09-12,08:00:00,SALEUSER2,,,2024-09-12,C,OR,,87406.86,USD,1000,10,0,100,1000,5700000212,2024-09-22,C00004,,,1000,2024-09-12,CUST-PO-000212,2024-09-12,1,OR1000000212      ,2000,
100,1000000213,2024-05-26,08:00:00,SALEUSER2,,,2024-05-26,C,OR,,285541.2,USD,1000,10,0,100,1000,5700000213,2024-06-18,C00014,,,1000,2024-05-26,CUST-PO-000213,2024-05-26,1,OR1000000213      ,1000,3.0
100,1000000214,2024-02-19,08:00:00,SALEUSER1,,,2024-02-19,C,OR,,71585.44,USD,1000,10,0,100,1000,5700000214,2024-03-10,C00005,2.0,,1000,2024-02-19,CUST-PO-000214,2024-02-19,1,OR1000000214      ,2000,4.0
100,1000000215,2024-05-18,08:00:00,SALEUSER1,,,2024-05-18,C,OR,,290536.4,USD,1000,10,0,100,1000,5700000215,2024-06-07,C00002,,,1000,2024-05-18,CUST-PO-000215,2024-05-18,1,OR1000000215      ,1000,4.0
100,1000000216,2024-06-16,08:00:00,SALEUSER3,,,2024-06-16,C,OR,,71315.66,USD,1000,10,0,100,1000,5700000216,2024-07-05,C00003,,,1000,2024-06-16,CUST-PO-000216,2024-06-16,1,OR1000000216      ,3000,
