MANDT,OBJNR,STAT,INACT,CHGNR,UDATE,UTIME,USNAM,STSMA,VORGNG,VORZUSTAND,CDTCODE
100,OR1000000112000010,E0002,,671,2024-10-02,06:48:51,WHOUSE02,,,,VL01N
100,OR1000000112000010,E0003,,672,2024-10-04,10:14:19,WHOUSE02,,,,VL02N
100,OR1000000112000010,E0004,,673,2024-10-06,06:23:01,FINANCE01,,,,VF01
100,OR1000000112000010,E0005,,674,2024-10-07,11:23:05,FINANCE01,,,,VF02
100,OR1000000113000010,E0001,,675,2024-08-09,09:25:16,SALEUSER3,,,,VA01
100,OR1000000113000010,E0002,,676,2024-08-24,09:26:05,WHOUSE01,,,,VL01N
100,OR1000000113000010,E0003,,677,2024-08-25,10:57:48,WHOUSE01,,,,VL02N
100,OR1000000113000010,E0004,,678,2024-08-26,07:37:39,FINANCE01,,,,VF01
100,OR1000000113000010,E0005,,679,2024-08-29,09:26:12,AUTOCLR,,,,VF02
100,OR1000000114000010,E0001,,680,2024-03-02,13:18:31,SALEUSER3,,,,VA01
100,OR1000000114000010,E0002,,681,2024-03-07,07:23:20,WHOUSE01,,,,VL01N
100,OR1000000114000010,E0003,,682,2024-03-09,06:48:55,WHOUSE02,,,,VL02N
100,OR1000000114000010,E0004,,683,2024-03-08,16:36:13,FINANCE02,,,,VF01
100,OR1000000114000010,E0005,,684,2024-03-11,17:47:14,AUTOCLR,,,,VF02
100,OR1000000115000010,E0001,,685,2024-07-20,14:28:43,SALEUSER2,,,,VA01
100,OR1000000115000010,E0006,,686,2024-07-24,09:34:58,SALEUSER2,,,,VA02
100,OR1000000116000010,E0001,,687,2024-07-15,16:29:58,SALEUSER3,,,,VA01
100,OR1000000116000010,E0002,,688,2024-08-16,08:20:08,WHOUSE02,,,,VL01N
100,OR1000000116000010,E0003,,689,2024-08-17,11:47:44,WHOUSE01,,,,VL02N
100,OR1000000116000010,E0004,,690,2024-08-17,13:03:26,FINANCE01,,,,VF01
100,OR1000000116000010,E0005,,691,2024-08-20,07:48:59,AUTOCLR,,,,VF02
100,OR1000000117000010,E0001,,692,2024-01-14,09:07:19,SALEUSER2,,,,VA01
100,OR1000000117000010,E0006,,693,2024-01-15,15:41:47,SALEUSER3,,,,VA02
100,OR1000000117000020,E0001,,694,2024-01-14,14:02:52,SALEUSER2,,,,VA01
100,OR1000000117000020,E0006,,695,2024-01-17,09:43:10,SALEUSER2,,,,VA02
100,OR1000000118000010,E0001,,696,2024-01-05,10:43:13,SALEUSER2,,,,VA01
100,OR1000000118000010,E0002,,697,2024-01-29,10:32:28,WHOUSE02,,,,VL01N
100,OR1000000118000010,E0003,,698,2024-01-30,11:28:54,WHOUSE01,,,,VL02N
100,OR1000000119000010,E0001,,699,2024-06-16,10:25:12,SALEUSER2,,,,VA01
100,OR1000000119000010,I0002,,700,2024-06-17,06:55:55,SALEUSER2,,,,VA02
100,OR1000000119000010,I0002,X,701,2024-06-28,07:39:02,SALEUSER2,,,,VA02
100,OR1000000119000010,E0002,,702,2024-07-09,17:30:28,WHOUSE01,,,,VL01N
100,OR1000000119000010,E0003,,703,2024-07-09,14:29:54,WHOUSE02,,,,VL02N
100,OR1000000120000010,E0001,,704,2024-07-16,12:52:14,SALEUSER1,,,,VA01
100,OR1000000120000010,E0002,,705,2024-08-18,14:07:07,WHOUSE01,,,,VL01N
100,OR1000000120000010,E0003,,706,2024-08-20,15:58:33,WHOUSE02,,,,VL02N
100,OR1000000120000010,E0004,,707,2024-08-19,08:52:52,FINANCE01,,,,VF01
100,OR1000000120000010,E0005,,708,2024-08-20,07:46:36,AUTOCLR,,,,VF02
100,OR1000000121000010,E0001,,709,2024-08-01,12:10:30,SALEUSER3,,,,VA01
100,OR1000000121000010,E0002,,710,2024-08-25,08:58:29,WHOUSE01,,,,VL01N
100,OR1000000121000010,E0003,,711,2024-08-27,10:03:11,WHOUSE02,,,,VL02N
100,OR1000000121000010,E0004,,712,2024-08-30,10:08:45,FINANCE02,,,,VF01
100,OR1000000121000010,E0005,,713,2024-09-02,09:39:39,AUTOCLR,,,,VF02
100,OR1000000122000010,E0001,,714,2024-04-03,09:12:27,SALEUSER2,,,,VA01
100,OR1000000122000010,E0002,,715,2024-04-25,16:45:51,WHOUSE01,,,,VL01N
100,OR1000000122000010,E0003,,716,2024-04-26,13:05:22,WHOUSE01,,,,VL02N
100,OR1000000122000010,E0004,,717,2024-04-28,14:37:13,FINANCE02,,,,VF01
100,OR1000000122000010,E0005,,718,2024-04-29,10:21:46,AUTOCLR,,,,VF02
100,OR1000000122000020,E0001,,719,2024-04-03,11:20:20,SALEUSER2,,,,VA01
100,OR1000000122000020,E0002,,720,2024-04-25,09:45:25,WHOUSE01,,,,VL01N
100,OR1000000122000020,E0003,,721,2024-04-25,10:39:06,WHOUSE01,,,,VL02N
100,OR1000000122000020,E0004,,722,2024-04-28,06:30:54,FINANCE01,,,,VF01
100,OR1000000122000020,E0005,,723,2024-04-30,12:07:56,AUTOCLR,,,,VF02
100,OR1000000123000010,E0001,,724,2024-03-19,13:46:06,SALEUSER3,,,,VA01
100,OR1000000123000010,E0002,,725,2024-04-01,08:24:31,WHOUSE02,,,,VL01N
100,OR1000000123000010,E0003,,726,2024-04-01,17:25:31,WHOUSE01,,,,VL02N
100,OR1000000123000010,E0004,,727,2024-04-06,14:55:10,FINANCE02,,,,VF01
100,OR1000000123000010,E0005,,728,2024-04-09,08:46:10,AUTOCLR,,,,VF02
100,OR1000000124000010,E0001,,729,2024-05-27,11:25:42,SALEUSER3,,,,VA01
100,OR1000000124000010,E0002,,730,2024-06-25,16:32:58,WHOUSE02,,,,VL01N
100,OR1000000124000010,E0003,,731,2024-06-27,12:27:16,WHOUSE02,,,,VL02N
100,OR1000000124000010,E0004,,732,2024-06-28,14:10:15,FINANCE01,,,,VF01
100,OR1000000124000010,E0005,,733,2024-06-30,07:01:00,FINANCE01,,,,VF02
100,OR1000000125000010,E0001,,734,2024-06-16,08:54:52,SALEUSER3,,,,VA01
100,OR1000000125000010,E0002,,735,2024-06-23,07:31:16,WHOUSE01,,,,VL01N
100,OR1000000125000010,E0003,,736,2024-06-24,12:49:10,WHOUSE02,,,,VL02N
100,OR1000000125000010,E0004,,737,2024-06-28,07:39:54,FINANCE01,,,,VF01
100,OR1000000125000010,E0005,,738,2024-07-01,09:21:01,AUTOCLR,,,,VF02
100,OR1000000126000010,E0001,,739,2024-06-22,13:11:11,SALEUSER2,,,,VA01
100,OR1000000126000010,E0002,,740,2024-07-14,09:05:34,WHOUSE01,,,,VL01N
100,OR1000000126000010,E0003,,741,2024-07-16,06:38:51,WHOUSE02,,,,VL02N
100,OR1000000126000010,E0004,,742,2024-07-15,13:48:14,FINANCE02,,,,VF01
100,OR1000000126000010,E0005,,743,2024-07-16,14:21:42,FINANCE01,,,,VF02
100,OR1000000127000010,E0001,,744,2024-08-16,11:31:31,SALEUSER1,,,,VA01
100,OR1000000127000010,E0002,,745,2024-09-07,13:19:38,WHOUSE02,,,,VL01N
100,OR1000000127000010,E0003,,746,2024-09-07,13:23:08,WHOUSE01,,,,VL02N
100,OR1000000127000010,E0004,,747,2024-09-11,15:52:52,FINANCE01,,,,VF01
100,OR1000000127000010,E0005,,748,2024-09-13,11:37:06,AUTOCLR,,,,VF02
100,OR1000000128000010,E0001,,749,2024-05-01,15:05:37,SALEUSER1,,,,VA01
100,OR1000000128000010,E0002,,750,2024-06-05,14:31:13,WHOUSE01,,,,VL01N
100,OR1000000128000010,E0003,,751,2024-06-07,15:31:39,WHOUSE02,,,,VL02N
100,OR1000000128000010,E0004,,752,2024-06-10,11:53:37,FINANCE01,,,,VF01
100,OR1000000128000010,E0005,,753,2024-06-11,13:35:32,FINANCE01,,,,VF02
100,OR1000000128000020,E0001,,754,2024-05-01,12:28:31,SALEUSER1,,,,VA01
100,OR1000000128000020,E0002,,755,2024-06-05,07:39:39,WHOUSE02,,,,VL01N
100,OR1000000128000020,E0003,,756,2024-06-07,09:32:58,WHOUSE02,,,,VL02N
100,OR1000000128000020,E0004,,757,2024-06-10,14:50:48,FINANCE02,,,,VF01
100,OR1000000128000020,E0005,,758,2024-06-11,16:57:07,FINANCE01,,,,VF02
100,OR1000000129000010,E0001,,759,2024-08-31,07:06:56,SALEUSER3,,,,VA01
100,OR1000000129000010,E0002,,760,2024-09-19,13:41:32,WHOUSE02,,,,VL01N
100,OR1000000129000010,E0003,,761,2024-09-21,16:14:49,WHOUSE01,,,,VL02N
100,OR1000000129000010,E0004,,762,2024-09-21,07:43:13,FINANCE01,,,,VF01
100,OR1000000129000010,E0005,,763,2024-09-24,10:31:35,AUTOCLR,,,,VF02
100,OR1000000130000010,E0001,,764,2024-06-25,16:11:34,SALEUSER1,,,,VA01
100,OR1000000130000010,E0002,,765,2024-07-25,11:41:21,WHOUSE01,,,,VL01N
100,OR1000000130000010,E0003,,766,2024-07-27,17:53:37,WHOUSE02,,,,VL02N
100,OR1000000130000010,E0004,,767,2024-07-26,17:17:12,FINANCE01,,,,VF01
100,OR1000000130000010,E0005,,768,2024-07-29,08:51:29,AUTOCLR,,,,VF02
100,OR1000000131000010,E0001,,769,2024-07-25,12:18:16,SALEUSER1,,,,VA01
100,OR1000000131000010,I0001,,770,2024-07-26,06:06:37,SALEUSER2,,,,VA02
100,OR1000000131000010,I0001,X,771,2024-07-31,07:23:12,SALEUSER1,,,,VA02
100,OR1000000131000010,I0002,,772,2024-07-26,14:21:27,SALEUSER1,,,,VA02
100,OR1000000131000010,E0002,,773,2024-08-06,17:22:31,WHOUSE01,,,,VL01N
100,OR1000000131000010,E0003,,774,2024-08-08,17:39:17,WHOUSE02,,,,VL02N
100,OR1000000132000010,E0001,,775,2024-09-22,15:50:48,SALEUSER3,,,,VA01
100,OR1000000132000010,E0002,,776,2024-10-16,09:11:23,WHOUSE02,,,,VL01N
100,OR1000000132000010,E0003,,777,2024-10-16,08:53:52,WHOUSE01,,,,VL02N
100,OR1000000132000010,E0004,,778,2024-10-18,14:03:18,FINANCE01,,,,VF01
100,OR1000000132000010,E0005,,779,2024-10-21,17:47:21,AUTOCLR,,,,VF02
100,OR1000000133000010,E0001,,780,2024-04-23,10:48:48,SALEUSER2,,,,VA01
100,OR1000000133000010,E0002,,781,2024-05-05,17:48:03,WHOUSE02,,,,VL01N
100,OR1000000133000010,E0003,,782,2024-05-07,14:48:18,WHOUSE01,,,,VL02N
100,OR1000000133000020,E0001,,783,2024-04-23,08:37:39,SALEUSER2,,,,VA01
100,OR1000000133000020,E0002,,784,2024-05-05,13:33:58,WHOUSE02,,,,VL01N
100,OR1000000133000020,E0003,,785,2024-05-07,16:31:31,WHOUSE01,,,,VL02N
100,OR1000000134000010,E0001,,786,2024-05-23,10:06:52,SALEUSER2,,,,VA01
100,OR1000000134000010,E0002,,787,2024-06-15,14:11:56,WHOUSE01,,,,VL01N
100,OR1000000134000010,E0003,,788,2024-06-17,14:47:29,WHOUSE01,,,,VL02N
100,OR1000000134000010,E0004,,789,2024-06-19,13:13:00,FINANCE02,,,,VF01
100,OR1000000134000010,E0005,,790,2024-06-21,17:26:35,FINANCE01,,,,VF02
100,OR1000000135000010,E0001,,791,2024-08-13,15:26:24,SALEUSER3,,,,VA01
100,OR1000000135000010,E0002,,792,2024-09-14,13:40:02,WHOUSE01,,,,VL01N
100,OR1000000135000010,E0003,,793,2024-09-14,12:10:26,WHOUSE02,,,,VL02N
100,OR1000000135000020,E0001,,794,2024-08-13,14:58:26,SALEUSER3,,,,VA01
100,OR1000000135000020,E0002,,795,2024-09-14,12:52:37,WHOUSE01,,,,VL01N
100,OR1000000135000020,E0003,,796,2024-09-15,10:31:20,WHOUSE01,,,,VL02N
100,OR1000000136000010,E0001,,797,2024-05-18,10:29:46,SALEUSER2,,,,VA01
100,OR1000000136000010,E0002,,798,2024-06-02,07:20:05,WHOUSE02,,,,VL01N
100,OR1000000136000010,E0003,,799,2024-06-03,07:48:51,WHOUSE01,,,,VL02N
100,OR1000000136000010,E0004,,800,2024-06-07,17:22:53,FINANCE01,,,,VF01
100,OR1000000136000010,E0005,,801,2024-06-09,08:36:02,AUTOCLR,,,,VF02
100,OR1000000137000010,E0001,,802,2024-04-04,11:08:49,SALEUSER1,,,,VA01
100,OR1000000137000010,E0002,,803,2024-05-13,17:02:37,WHOUSE01,,,,VL01N
100,OR1000000137000010,E0003,,804,2024-05-13,07:57:22,WHOUSE01,,,,VL02N
100,OR1000000137000010,E0004,,805,2024-05-20,08:05:00,FINANCE02,,,,VF01
100,OR1000000137000010,E0005,,806,2024-05-22,09:26:12,AUTOCLR,,,,VF02
100,OR1000000138000010,E0001,,807,2024-06-19,13:41:47,SALEUSER1,,,,VA01
100,OR1000000138000010,E0002,,808,2024-07-11,13:44:44,WHOUSE01,,,,VL01N
100,OR1000000138000010,E0003,,809,2024-07-12,11:32:43,WHOUSE02,,,,VL02N
100,OR1000000138000010,E0004,,810,2024-07-14,06:47:17,FINANCE02,,,,VF01
100,OR1000000138000010,E0005,,811,2024-07-15,11:10:00,AUTOCLR,,,,VF02
100,OR1000000139000010,E0001,,812,2024-07-12,07:33:02,SALEUSER3,,,,VA01
100,OR1000000139000010,E0002,,813,2024-08-05,16:50:40,WHOUSE01,,,,VL01N
100,OR1000000139000010,E0003,,814,2024-08-07,06:48:03,WHOUSE01,,,,VL02N
100,OR1000000139000010,E0004,,815,2024-08-08,17:38:21,FINANCE02,,,,VF01
100,OR1000000139000010,E0005,,816,2024-08-10,13:18:57,AUTOCLR,,,,VF02
100,OR1000000140000010,E0001,,817,2024-06-05,14:12:27,SALEUSER2,,,,VA01
100,OR1000000140000010,E0002,,818,2024-06-18,17:00:26,WHOUSE02,,,,VL01N
100,OR1000000140000010,E0003,,819,2024-06-20,17:53:29,WHOUSE01,,,,VL02N
100,OR1000000140000010,E0004,,820,2024-06-20,14:10:08,FINANCE02,,,,VF01
100,OR1000000140000010,E0005,,821,2024-06-22,07:54:48,FINANCE01,,,,VF02
100,OR1000000140000020,E0001,,822,2024-06-05,17:51:59,SALEUSER2,,,,VA01
100,OR1000000140000020,E0002,,823,2024-06-18,11:52:37,WHOUSE01,,,,VL01N
100,OR1000000140000020,E0003,,824,2024-06-18,06:33:17,WHOUSE01,,,,VL02N
100,OR1000000140000020,E0004,,825,2024-06-20,08:48:03,FINANCE01,,,,VF01
100,OR1000000140000020,E0005,,826,2024-06-21,08:39:43,FINANCE01,,,,VF02
100,OR1000000141000010,E0001,,827,2024-01-10,13:20:38,SALEUSER2,,,,VA01
100,OR1000000141000010,E0002,,828,2024-01-29,06:34:05,WHOUSE01,,,,VL01N
100,OR1000000141000010,E0003,,829,2024-01-29,15:01:03,WHOUSE01,,,,VL02N
100,OR1000000141000010,E0004,,830,2024-01-30,09:30:43,FINANCE01,,,,VF01
100,OR1000000141000010,E0005,,831,2024-02-01,09:53:03,AUTOCLR,,,,VF02
100,OR1000000142000010,E0001,,832,2024-03-02,15:03:18,SALEUSER2,,,,VA01
100,OR1000000142000010,E0002,,833,2024-03-23,12:01:07,WHOUSE02,,,,VL01N
100,OR1000000142000010,E0003,,834,2024-03-24,09:47:14,WHOUSE02,,,,VL02N
100,OR1000000142000010,E0004,,835,2024-03-28,12:07:11,FINANCE01,,,,VF01
100,OR1000000142000010,E0005,,836,2024-03-29,12:01:41,AUTOCLR,,,,VF02
100,OR1000000143000010,E0001,,837,2024-06-07,13:37:39,SALEUSER2,,,,VA01
100,OR1000000143000010,E0002,,838,2024-07-05,07:12:12,WHOUSE01,,,,VL01N
100,OR1000000143000010,E0003,,839,2024-07-06,16:55:03,WHOUSE01,,,,VL02N
100,OR1000000143000010,E0004,,840,2024-07-07,12:37:54,FINANCE01,,,,VF01
100,OR1000000143000010,E0005,,841,2024-07-10,07:49:03,AUTOCLR,,,,VF02
100,OR1000000144000010,E0001,,842,2024-06-08,07:07:19,SALEUSER1,,,,VA01
100,OR1000000144000010,E0002,,843,2024-06-20,13:52:52,WHOUSE02,,,,VL01N
100,OR1000000144000010,E0003,,844,2024-06-20,13:23:53,WHOUSE02,,,,VL02N
100,OR1000000144000010,E0004,,845,2024-06-25,08:08:23,FINANCE02,,,,VF01
100,OR1000000144000010,E0005,,846,2024-06-26,14:56:52,AUTOCLR,,,,VF02
100,OR1000000145000010,E0001,,847,2024-08-07,09:51:10,SALEUSER1,,,,VA01
100,OR1000000145000010,E0002,,848,2024-09-04,11:34:43,WHOUSE01,,,,VL01N
100,OR1000000145000010,E0003,,849,2024-09-06,14:25:12,WHOUSE02,,,,VL02N
100,OR1000000145000010,E0004,,850,2024-09-06,14:59:26,FINANCE01,,,,VF01
100,OR1000000145000010,E0005,,851,2024-09-09,11:33:02,AUTOCLR,,,,VF02
100,OR1000000146000010,E0001,,852,2024-07-13,08:27:24,SALEUSER2,,,,VA01
100,OR1000000146000010,E0002,,853,2024-07-21,13:32:39,WHOUSE01,,,,VL01N
100,OR1000000146000010,E0003,,854,2024-07-21,14:02:26,WHOUSE02,,,,VL02N
100,OR1000000146000010,E0004,,855,2024-07-25,10:04:00,FINANCE01,,,,VF01
100,OR1000000146000010,E0005,,856,2024-07-27,11:16:42,AUTOCLR,,,,VF02
100,OR1000000147000010,E0001,,857,2024-07-17,15:48:03,SALEUSER2,,,,VA01
100,OR1000000147000010,I0002,,858,2024-07-18,17:54:29,SALEUSER2,,,,VA02
100,OR1000000147000010,E0002,,859,2024-08-02,08:57:37,WHOUSE02,,,,VL01N
100,OR1000000147000010,E0003,,860,2024-08-03,08:19:23,WHOUSE02,,,,VL02N
100,OR1000000147000020,E0001,,861,2024-07-17,07:53:52,SALEUSER2,,,,VA01
100,OR1000000147000020,I0002,,862,2024-07-18,13:33:54,SALEUSER2,,,,VA02
100,OR1000000147000020,I0002,X,863,2024-07-27,09:00:15,SALEUSER2,,,,VA02
100,OR1000000147000020,E0002,,864,2024-08-02,10:14:00,WHOUSE02,,,,VL01N
100,OR1000000147000020,E0003,,865,2024-08-04,08:17:23,WHOUSE01,,,,VL02N
100,OR1000000148000010,E0001,,866,2024-04-01,11:25:16,SALEUSER1,,,,VA01
100,OR1000000148000010,E0002,,867,2024-04-20,12:56:07,WHOUSE02,,,,VL01N
100,OR1000000148000010,E0003,,868,2024-04-21,17:38:51,WHOUSE01,,,,VL02N
100,OR1000000148000010,E0004,,869,2024-04-22,15:36:32,FINANCE01,,,,VF01
100,OR1000000148000010,E0005,,870,2024-04-23,17:51:25,FINANCE01,,,,VF02
100,OR1000000149000010,E0001,,871,2024-08-02,13:17:57,SALEUSER3,,,,VA01
100,OR1000000149000010,E0002,,872,2024-08-30,15:05:49,WHOUSE02,,,,VL01N
100,OR1000000149000010,E0003,,873,2024-09-01,15:01:30,WHOUSE02,,,,VL02N
100,OR1000000149000010,E0004,,874,2024-09-01,12:12:00,FINANCE01,,,,VF01
100,OR1000000149000010,E0005,,875,2024-09-04,10:47:44,AUTOCLR,,,,VF02
100,OR1000000149000020,E0001,,876,2024-08-02,09:38:09,SALEUSER3,,,,VA01
100,OR1000000149000020,E0002,,877,2024-08-30,09:45:47,WHOUSE01,,,,VL01N
100,OR1000000149000020,E0003,,878,2024-09-01,07:11:41,WHOUSE01,,,,VL02N
100,OR1000000149000020,E0004,,879,2024-09-01,12:01:18,FINANCE01,,,,VF01
100,OR1000000149000020,E0005,,880,2024-09-04,07:37:21,AUTOCLR,,,,VF02
100,OR1000000150000010,E0001,,881,2024-08-21,11:28:46,SALEUSER2,,,,VA01
100,OR1000000150000010,E0002,,882,2024-09-15,08:55:59,WHOUSE01,,,,VL01N
100,OR1000000150000010,E0003,,883,2024-09-17,14:33:28,WHOUSE01,,,,VL02N
100,OR1000000150000010,E0004,,884,2024-09-16,06:22:53,FINANCE01,,,,VF01
100,OR1000000150000010,E0005,,885,2024-09-19,16:24:57,FINANCE01,,,,VF02
100,OR1000000151000010,E0001,,886,2024-06-03,12:37:13,SALEUSER3,,,,VA01
100,OR1000000151000010,I0002,,887,2024-06-04,17:36:43,SALEUSER3,,,,VA02
100,OR1000000151000010,I0002,X,888,2024-06-13,17:56:29,SALEUSER3,,,,VA02
100,OR1000000151000010,E0002,,889,2024-06-17,16:53:59,WHOUSE02,,,,VL01N
100,OR1000000151000010,E0003,,890,2024-06-19,14:58:37,WHOUSE01,,,,VL02N
100,OR1000000151000020,E0001,,891,2024-06-03,11:37:06,SALEUSER3,,,,VA01
100,OR1000000151000020,I0002,,892,2024-06-04,16:53:44,SALEUSER3,,,,VA02
100,OR1000000151000020,E0002,,893,2024-06-17,14:47:36,WHOUSE01,,,,VL01N
100,OR1000000151000020,E0003,,894,2024-06-19,06:35:32,WHOUSE02,,,,VL02N
100,OR1000000152000010,E0001,,895,2024-06-08,17:19:27,SALEUSER3,,,,VA01
100,OR1000000152000010,E0002,,896,2024-06-18,15:41:51,WHOUSE02,,,,VL01N
100,OR1000000152000010,E0003,,897,2024-06-19,06:07:30,WHOUSE02,,,,VL02N
100,OR1000000152000010,E0004,,898,2024-06-22,08:07:15,FINANCE01,,,,VF01
100,OR1000000152000010,E0005,,899,2024-06-25,16:58:14,FINANCE01,,,,VF02
100,OR1000000153000010,E0001,,900,2024-02-15,10:07:07,SALEUSER3,,,,VA01
100,OR1000000153000010,E0002,,901,2024-03-13,12:03:18,WHOUSE01,,,,VL01N
100,OR1000000153000010,E0003,,902,2024-03-15,13:49:14,WHOUSE01,,,,VL02N
100,OR1000000153000010,E0004,,903,2024-03-17,12:17:04,FINANCE02,,,,VF01
100,OR1000000153000010,E0005,,904,2024-03-18,16:34:50,FINANCE01,,,,VF02
100,OR1000000153000020,E0001,,905,2024-02-15,16:23:05,SALEUSER3,,,,VA01
100,OR1000000153000020,E0002,,906,2024-03-13,16:08:34,WHOUSE01,,,,VL01N
100,OR1000000153000020,E0003,,907,2024-03-14,11:48:25,WHOUSE02,,,,VL02N
100,OR1000000153000020,E0004,,908,2024-03-17,16:07:45,FINANCE02,,,,VF01
100,OR1000000153000020,E0005,,909,2024-03-20,10:54:37,FINANCE01,,,,VF02
100,OR1000000154000010,E0001,,910,2024-08-17,17:03:15,SALEUSER1,,,,VA01
100,OR1000000154000010,E0002,,911,2024-08-30,13:23:01,WHOUSE01,,,,VL01N
100,OR1000000154000010,E0003,,912,2024-08-31,11:19:12,WHOUSE01,,,,VL02N
100,OR1000000154000010,E0004,,913,2024-09-02,09:46:59,FINANCE02,,,,VF01
100,OR1000000154000010,E0005,,914,2024-09-03,17:56:41,FINANCE01,,,,VF02
100,OR1000000155000010,E0001,,915,2024-07-25,08:03:41,SALEUSER3,,,,VA01
100,OR1000000155000010,E0002,,916,2024-08-10,13:39:36,WHOUSE02,,,,VL01N
100,OR1000000155000010,E0003,,917,2024-08-12,13:55:25,WHOUSE02,,,,VL02N
100,OR1000000155000010,E0004,,918,2024-08-11,13:53:52,FINANCE01,,,,VF01
100,OR1000000155000010,E0005,,919,2024-08-12,07:15:45,FINANCE01,,,,VF02
100,OR1000000156000010,E0001,,920,2024-04-29,11:08:04,SALEUSER1,,,,VA01
100,OR1000000156000010,E0002,,921,2024-05-16,14:44:02,WHOUSE02,,,,VL01N
100,OR1000000156000010,E0003,,922,2024-05-18,09:18:57,WHOUSE01,,,,VL02N
100,OR1000000156000010,E0004,,923,2024-05-17,11:01:00,FINANCE02,,,,VF01
100,OR1000000156000010,E0005,,924,2024-05-20,13:58:14,AUTOCLR,,,,VF02
100,OR1000000157000010,E0001,,925,2024-07-07,10:34:20,SALEUSER3,,,,VA01
100,OR1000000157000010,E0002,,926,2024-07-30,08:01:00,WHOUSE01,,,,VL01N
100,OR1000000157000010,E0003,,927,2024-07-31,06:51:21,WHOUSE01,,,,VL02N
100,OR1000000157000010,E0004,,928,2024-08-02,15:01:26,FINANCE01,,,,VF01
100,OR1000000157000010,E0005,,929,2024-08-05,17:38:39,AUTOCLR,,,,VF02
100,OR1000000157000020,E0001,,930,2024-07-07,12:20:05,SALEUSER3,,,,VA01
100,OR1000000157000020,E0002,,931,2024-07-30,13:55:22,WHOUSE02,,,,VL01N
100,OR1000000157000020,E0003,,932,2024-07-31,10:07:04,WHOUSE01,,,,VL02N
100,OR1000000157000020,E0004,,933,2024-08-02,14:37:21,FINANCE01,,,,VF01
100,OR1000000157000020,E0005,,934,2024-08-03,08:32:32,AUTOCLR,,,,VF02
100,OR1000000158000010,E0001,,935,2024-05-02,06:14:49,SALEUSER2,,,,VA01
100,OR1000000158000010,I0001,,936,2024-05-03,08:21:12,SALEUSER2,,,,VA02
100,OR1000000158000010,I0001,X,937,2024-05-10,16:05:11,FINANCE01,,,,VA02
100,OR1000000158000010,E0002,,938,2024-05-29,07:12:38,WHOUSE02,,,,VL01N
100,OR1000000158000010,E0003,,939,2024-05-30,13:22:16,WHOUSE01,,,,VL02N
100,OR1000000159000010,E0001,,940,2024-03-09,16:43:47,SALEUSER1,,,,VA01
100,OR1000000159000010,E0006,,941,2024-03-10,12:15:34,SALEUSER2,,,,VA02
100,OR1000000160000010,E0001,,942,2024-09-06,10:10:56,SALEUSER3,,,,VA01
100,OR1000000160000010,E0002,,943,2024-10-01,11:58:37,WHOUSE02,,,,VL01N
100,OR1000000160000010,E0003,,944,2024-10-01,14:33:09,WHOUSE02,,,,VL02N
100,OR1000000160000010,E0004,,945,2024-10-04,12:25:20,FINANCE01,,,,VF01
100,OR1000000160000010,E0005,,946,2024-10-05,14:32:02,FINANCE01,,,,VF02
100,OR1000000161000010,E0001,,947,2024-04-14,06:09:34,SALEUSER2,,,,VA01
100,OR1000000161000010,E0002,,948,2024-05-07,16:25:31,WHOUSE01,,,,VL01N
100,OR1000000161000010,E0003,,949,2024-05-08,16:44:29,WHOUSE01,,,,VL02N
100,OR1000000161000010,E0004,,950,2024-05-11,11:52:22,FINANCE02,,,,VF01
100,OR1000000161000010,E0005,,951,2024-05-12,07:42:13,AUTOCLR,,,,VF02
100,OR1000000162000010,E0001,,952,2024-06-16,15:21:27,SALEUSER1,,,,VA01
100,OR1000000162000010,E0002,,953,2024-07-04,08:36:02,WHOUSE02,,,,VL01N
100,OR1000000162000010,E0003,,954,2024-07-06,16:47:06,WHOUSE02,,,,VL02N
100,OR1000000162000010,E0004,,955,2024-07-07,09:53:52,FINANCE02,,,,VF01
100,OR1000000162000010,E0005,,956,2024-07-08,08:54:03,AUTOCLR,,,,VF02
100,OR1000000163000010,E0001,,957,2024-09-11,17:12:00,SALEUSER1,,,,VA01
100,OR1000000163000010,I0002,,958,2024-09-12,12:22:46,SALEUSER1,,,,VA02
100,OR1000000163000010,I0002,X,959,2024-09-20,08:58:56,SALEUSER1,,,,VA02
100,OR1000000163000010,E0002,,960,2024-09-30,10:46:21,WHOUSE01,,,,VL01N
100,OR1000000163000010,E0003,,961,2024-09-30,06:35:02,WHOUSE01,,,,VL02N
100,OR1000000163000020,E0001,,962,2024-09-11,11:13:15,SALEUSER1,,,,VA01
100,OR1000000163000020,I0002,,963,2024-09-12,17:26:20,SALEUSER1,,,,VA02
100,OR1000000163000020,E0002,,964,2024-09-30,09:02:56,WHOUSE01,,,,VL01N
100,OR1000000163000020,E0003,,965,2024-09-30,09:15:00,WHOUSE01,,,,VL02N
100,OR1000000164000010,E0001,,966,2024-01-07,06:24:31,SALEUSER1,,,,VA01
100,OR1000000164000010,E0002,,967,2024-01-19,16:26:24,WHOUSE01,,,,VL01N
100,OR1000000164000010,E0003,,968,2024-01-19,06:20:35,WHOUSE01,,,,VL02N
100,OR1000000164000010,E0004,,969,2024-01-22,06:24:50,FINANCE01,,,,VF01
100,OR1000000164000010,E0005,,970,2024-01-25,13:19:27,FINANCE01,,,,VF02
100,OR1000000165000010,E0001,,971,2024-07-02,10:27:50,SALEUSER1,,,,VA01
