MANDT,MATNR,BWKEY,BWTAR,LFGJA,LFMON,LBKUM,SALK3,STPRS,VPRSV,PEINH,VKSAL
100,MAT00005,P003,,2024,06,357.0,130115.79,364.47,S,1,169150.53
100,MAT00005,P003,,2024,07,304.0,110798.88,364.47,S,1,144038.54
100,MAT00005,P003,,2024,08,418.0,152348.46,364.47,S,1,198053.0
100,MAT00005,P003,,2024,09,462.0,168385.14,364.47,S,1,218900.68
100,MAT00005,P003,,2024,10,441.0,160731.27,364.47,S,1,208950.65
100,MAT00005,P003,,2024,11,427.0,155628.69,364.47,S,1,202317.3
100,MAT00005,P003,,2024,12,393.0,143236.71,364.47,S,1,186207.72
100,MAT00006,P001,,2023,01,731.0,126353.35,172.85,S,1,164259.35
100,MAT00006,P001,,2023,02,772.0,133440.2,172.85,S,1,173472.26
100,MAT00006,P001,,2023,03,814.0,140699.9,172.85,S,1,182909.87
100,MAT00006,P001,,2023,04,891.0,154009.35,172.85,S,1,200212.16
100,MAT00006,P001,,2023,05,868.0,150033.8,172.85,S,1,195043.94
100,MAT00006,P001,,2023,06,797.0,137761.45,172.85,S,1,179089.88
100,MAT00006,P001,,2023,07,788.0,136205.8,172.85,S,1,177067.54
100,MAT00006,P001,,2023,08,712.0,123069.2,172.85,S,1,159989.96
100,MAT00006,P001,,2023,09,749.0,129464.65,172.85,S,1,168304.04
100,MAT00006,P001,,2023,10,665.0,114945.25,172.85,S,1,149428.83
100,MAT00006,P001,,2023,11,650.0,112352.5,172.85,S,1,146058.25
100,MAT00006,P001,,2023,12,709.0,122550.65,172.85,S,1,159315.85
100,MAT00006,P001,,2024,01,612.0,105784.2,172.85,S,1,137519.46
100,MAT00006,P001,,2024,02,532.0,91956.2,172.85,S,1,119543.06
100,MAT00006,P001,,2024,03,633.0,109414.05,172.85,S,1,142238.27
100,MAT00006,P001,,2024,04,573.0,99043.05,172.85,S,1,128755.97
100,MAT00006,P001,,2024,05,664.0,114772.4,172.85,S,1,149204.12
100,MAT00006,P001,,2024,06,592.0,102327.2,172.85,S,1,133025.36
100,MAT00006,P001,,2024,07,696.0,120303.6,172.85,S,1,156394.68
100,MAT00006,P001,,2024,08,610.0,105438.5,172.85,S,1,137070.05
100,MAT00006,P001,,2024,09,653.0,112871.05,172.85,S,1,146732.37
100,MAT00006,P001,,2024,10,802.0,138625.7,172.85,S,1,180213.41
100,MAT00006,P001,,2024,11,930.0,160750.5,172.85,S,1,208975.65
100,MAT00006,P001,,2024,12,1047.0,180973.95,172.85,S,1,235266.13
100,MAT00006,P002,,2023,01,471.0,175697.13,373.03,S,1,228406.27
100,MAT00006,P002,,2023,02,475.0,177189.25,373.03,S,1,230346.02
100,MAT00006,P002,,2023,03,414.0,154434.42,373.03,S,1,200764.75
100,MAT00006,P002,,2023,04,556.0,207404.68,373.03,S,1,269626.08
100,MAT00006,P002,,2023,05,615.0,229413.45,373.03,S,1,298237.48
100,MAT00006,P002,,2023,06,668.0,249184.04,373.03,S,1,323939.25
100,MAT00006,P002,,2023,07,671.0,250303.13,373.03,S,1,325394.07
100,MAT00006,P002,,2023,08,589.0,219714.67,373.03,S,1,285629.07
100,MAT00006,P002,,2023,09,624.0,232770.72,373.03,S,1,302601.94
100,MAT00006,P002,,2023,10,582.0,217103.46,373.03,S,1,282234.5
100,MAT00006,P002,,2023,11,509.0,189872.27,373.03,S,1,246833.95
100,MAT00006,P002,,2023,12,652.0,243215.56,373.03,S,1,316180.23
100,MAT00006,P002,,2024,01,762.0,284248.86,373.03,S,1,369523.52
100,MAT00006,P002,,2024,02,714.0,266343.42,373.03,S,1,346246.45
100,MAT00006,P002,,2024,03,800.0,298424.0,373.03,S,1,387951.2
100,MAT00006,P002,,2024,04,806.0,300662.18,373.03,S,1,390860.83
100,MAT00006,P002,,2024,05,839.0,312972.17,373.03,S,1,406863.82
100,MAT00006,P002,,2024,06,845.0,315210.35,373.03,S,1,409773.45
100,MAT00006,P002,,2024,07,911.0,339830.33,373.03,S,1,441779.43
100,MAT00006,P002,,2024,08,927.0,345798.81,373.03,S,1,449538.45
100,MAT00006,P002,,2024,09,891.0,332369.73,373.03,S,1,432080.65
100,MAT00006,P002,,2024,10,826.0,308122.78,373.03,S,1,400559.61
100,MAT00006,P002,,2024,11,804.0,299916.12,373.03,S,1,389890.96
100,MAT00006,P002,,2024,12,836.0,311853.08,373.03,S,1,405409.0
100,MAT00006,P003,,2023,01,846.0,163354.14,193.09,S,1,212360.38
100,MAT00006,P003,,2023,02,806.0,155630.54,193.09,S,1,202319.7
100,MAT00006,P003,,2023,03,785.0,151575.65,193.09,S,1,197048.35
100,MAT00006,P003,,2023,04,745.0,143852.05,193.09,S,1,187007.66
100,MAT00006,P003,,2023,05,662.0,127825.58,193.09,S,1,166173.25
100,MAT00006,P003,,2023,06,630.0,121646.7,193.09,S,1,158140.71
100,MAT00006,P003,,2023,07,629.0,121453.61,193.09,S,1,157889.69
100,MAT00006,P003,,2023,08,769.0,148486.21,193.09,S,1,193032.07
100,MAT00006,P003,,2023,09,712.0,137480.08,193.09,S,1,178724.1
100,MAT00006,P003,,2023,10,823.0,158913.07,193.09,S,1,206586.99
100,MAT00006,P003,,2023,11,903.0,174360.27,193.09,S,1,226668.35
100,MAT00006,P003,,2023,12,872.0,168374.48,193.09,S,1,218886.82
100,MAT00006,P003,,2024,01,863.0,166636.67,193.09,S,1,216627.67
100,MAT00006,P003,,2024,02,998.0,192703.82,193.09,S,1,250514.97
100,MAT00006,P003,,2024,03,1044.0,201585.96,193.09,S,1,262061.75
100,MAT00006,P003,,2024,04,1084.0,209309.56,193.09,S,1,272102.43
100,MAT00006,P003,,2024,05,1065.0,205640.85,193.09,S,1,267333.11
100,MAT00006,P003,,2024,06,1030.0,198882.7,193.09,S,1,258547.51
100,MAT00006,P003,,2024,07,957.0,184787.13,193.09,S,1,240223.27
100,MAT00006,P003,,2024,08,1037.0,200234.33,193.09,S,1,260304.63
100,MAT00006,P003,,2024,09,1029.0,198689.61,193.09,S,1,258296.49
100,MAT00006,P003,,2024,10,1021.0,197144.89,193.09,S,1,256288.36
100,MAT00006,P003,,2024,11,1024.0,197724.16,193.09,S,1,257041.41
100,MAT00006,P003,,2024,12,1026.0,198110.34,193.09,S,1,257543.44
100,MAT00007,P001,,2023,01,416.0,67400.32,162.02,S,1,87620.42
100,MAT00007,P001,,2023,02,420.0,68048.4,162.02,S,1,88462.92
100,MAT00007,P001,,2023,03,449.0,72746.98,162.02,S,1,94571.07
100,MAT00007,P001,,2023,04,488.0,79065.76,162.02,S,1,102785.49
100,MAT00007,P001,,2023,05,480.0,77769.6,162.02,S,1,101100.48
100,MAT00007,P001,,2023,06,381.0,61729.62,162.02,S,1,80248.51
100,MAT00007,P001,,2023,07,290.0,46985.8,162.02,S,1,61081.54
100,MAT00007,P001,,2023,08,338.0,54762.76,162.02,S,1,71191.59
100,MAT00007,P001,,2023,09,350.0,56707.0,162.02,S,1,73719.1
100,MAT00007,P001,,2023,10,463.0,75015.26,162.02,S,1,97519.84
100,MAT00007,P001,,2023,11,555.0,89921.1,162.02,S,1,116897.43
100,MAT00007,P001,,2023,12,497.0,80523.94,162.02,S,1,104681.12
100,MAT00007,P001,,2024,01,531.0,86032.62,162.02,S,1,111842.41
100,MAT00007,P001,,2024,02,461.0,74691.22,162.02,S,1,97098.59
100,MAT00007,P001,,2024,03,555.0,89921.1,162.02,S,1,116897.43
100,MAT00007,P001,,2024,04,503.0,81496.06,162.02,S,1,105944.88
100,MAT00007,P001,,2024,05,594.0,96239.88,162.02,S,1,125111.84
100,MAT00007,P001,,2024,06,657.0,106447.14,162.02,S,1,138381.28
100,MAT00007,P001,,2024,07,593.0,96077.86,162.02,S,1,124901.22
100,MAT00007,P001,,2024,08,542.0,87814.84,162.02,S,1,114159.29
100,MAT00007,P001,,2024,09,688.0,111469.76,162.02,S,1,144910.69
100,MAT00007,P001,,2024,10,802.0,129940.04,162.02,S,1,168922.05
100,MAT00007,P001,,2024,11,830.0,134476.6,162.02,S,1,174819.58
100,MAT00007,P001,,2024,12,772.0,125079.44,162.02,S,1,162603.27
100,MAT00007,P002,,2023,01,520.0,186191.2,358.06,S,1,242048.56
100,MAT00007,P002,,2023,02,509.0,182252.54,358.06,S,1,236928.3
100,MAT00007,P002,,2023,03,519.0,185833.14,358.06,S,1,241583.08
100,MAT00007,P002,,2023,04,643.0,230232.58,358.06,S,1,299302.35
100,MAT00007,P002,,2023,05,662.0,237035.72,358.06,S,1,308146.44
100,MAT00007,P002,,2023,06,619.0,221639.14,358.06,S,1,288130.88
100,MAT00007,P002,,2023,07,525.0,187981.5,358.06,S,1,244375.95
100,MAT00007,P002,,2023,08,544.0,194784.64,358.06,S,1,253220.03
100,MAT00007,P002,,2023,09,511.0,182968.66,358.06,S,1,237859.26
100,MAT00007,P002,,2023,10,632.0,226293.92,358.06,S,1,294182.1
100,MAT00007,P002,,2023,11,697.0,249567.82,358.06,S,1,324438.17
100,MAT00007,P002,,2023,12,752.0,269261.12,358.06,S,1,350039.46
100,MAT00007,P002,,2024,01,824.0,295041.44,358.06,S,1,383553.87
100,MAT00007,P002,,2024,02,925.0,331205.5,358.06,S,1,430567.15
100,MAT00007,P002,,2024,03,949.0,339798.94,358.06,S,1,441738.62
100,MAT00007,P002,,2024,04,1018.0,364505.08,358.06,S,1,473856.6
100,MAT00007,P002,,2024,05,1112.0,398162.72,358.06,S,1,517611.54
100,MAT00007,P002,,2024,06,1260.0,451155.6,358.06,S,1,586502.28
100,MAT00007,P002,,2024,07,1166.0,417497.96,358.06,S,1,542747.35
100,MAT00007,P002,,2024,08,1300.0,465478.0,358.06,S,1,605121.4
100,MAT00007,P002,,2024,09,1312.0,469774.72,358.06,S,1,610707.14
100,MAT00007,P002,,2024,10,1261.0,451513.66,358.06,S,1,586967.76
100,MAT00007,P002,,2024,11,1265.0,452945.9,358.06,S,1,588829.67
100,MAT00007,P002,,2024,12,1364.0,488393.84,358.06,S,1,634911.99
100,MAT00007,P003,,2023,01,902.0,201037.76,222.88,S,1,261349.09
100,MAT00007,P003,,2023,02,1004.0,223771.52,222.88,S,1,290902.98
100,MAT00007,P003,,2023,03,1002.0,223325.76,222.88,S,1,290323.49
100,MAT00007,P003,,2023,04,1066.0,237590.08,222.88,S,1,308867.1
100,MAT00007,P003,,2023,05,1041.0,232018.08,222.88,S,1,301623.5
100,MAT00007,P003,,2023,06,1146.0,255420.48,222.88,S,1,332046.62
100,MAT00007,P003,,2023,07,1146.0,255420.48,222.88,S,1,332046.62
100,MAT00007,P003,,2023,08,1135.0,252968.8,222.88,S,1,328859.44
100,MAT00007,P003,,2023,09,1254.0,279491.52,222.88,S,1,363338.98
100,MAT00007,P003,,2023,10,1237.0,275702.56,222.88,S,1,358413.33
100,MAT00007,P003,,2023,11,1231.0,274365.28,222.88,S,1,356674.86
100,MAT00007,P003,,2023,12,1176.0,262106.88,222.88,S,1,340738.94
100,MAT00007,P003,,2024,01,1109.0,247173.92,222.88,S,1,321326.1
100,MAT00007,P003,,2024,02,1101.0,245390.88,222.88,S,1,319008.14
100,MAT00007,P003,,2024,03,1228.0,273696.64,222.88,S,1,355805.63
100,MAT00007,P003,,2024,04,1255.0,279714.4,222.88,S,1,363628.72
100,MAT00007,P003,,2024,05,1197.0,266787.36,222.88,S,1,346823.57
100,MAT00007,P003,,2024,06,1120.0,249625.6,222.88,S,1,324513.28
100,MAT00007,P003,,2024,07,1092.0,243384.96,222.88,S,1,316400.45
100,MAT00007,P003,,2024,08,1091.0,243162.08,222.88,S,1,316110.7
100,MAT00007,P003,,2024,09,1142.0,254528.96,222.88,S,1,330887.65
100,MAT00007,P003,,2024,10,1052.0,234469.76,222.88,S,1,304810.69
100,MAT00007,P003,,2024,11,1006.0,224217.28,222.88,S,1,291482.46
100,MAT00007,P003,,2024,12,1052.0,234469.76,222.88,S,1,304810.69
100,MAT00008,P001,,2023,01,451.0,42759.31,94.81,S,1,55587.1
100,MAT00008,P001,,2023,02,525.0,49775.25,94.81,S,1,64707.83
100,MAT00008,P001,,2023,03,639.0,60583.59,94.81,S,1,78758.67
100,MAT00008,P001,,2023,04,775.0,73477.75,94.81,S,1,95521.07
100,MAT00008,P001,,2023,05,685.0,64944.85,94.81,S,1,84428.31
100,MAT00008,P001,,2023,06,729.0,69116.49,94.81,S,1,89851.44
100,MAT00008,P001,,2023,07,787.0,74615.47,94.81,S,1,97000.11
100,MAT00008,P001,,2023,08,846.0,80209.26,94.81,S,1,104272.04
100,MAT00008,P001,,2023,09,868.0,82295.08,94.81,S,1,106983.6
100,MAT00008,P001,,2023,10,950.0,90069.5,94.81,S,1,117090.35
100,MAT00008,P001,,2023,11,963.0,91302.03,94.81,S,1,118692.64
100,MAT00008,P001,,2023,12,986.0,93482.66,94.81,S,1,121527.46
100,MAT00008,P001,,2024,01,986.0,93482.66,94.81,S,1,121527.46
100,MAT00008,P001,,2024,02,981.0,93008.61,94.81,S,1,120911.19
100,MAT00008,P001,,2024,03,944.0,89500.64,94.81,S,1,116350.83
100,MAT00008,P001,,2024,04,1043.0,98886.83,94.81,S,1,128552.88
100,MAT00008,P001,,2024,05,1185.0,112349.85,94.81,S,1,146054.81
100,MAT00008,P001,,2024,06,1090.0,103342.9,94.81,S,1,134345.77
100,MAT00008,P001,,2024,07,1148.0,108841.88,94.81,S,1,141494.44
100,MAT00008,P001,,2024,08,1186.0,112444.66,94.81,S,1,146178.06
100,MAT00008,P001,,2024,09,1153.0,109315.93,94.81,S,1,142110.71
100,MAT00008,P001,,2024,10,1265.0,119934.65,94.81,S,1,155915.05
100,MAT00008,P001,,2024,11,1260.0,119460.6,94.81,S,1,155298.78
100,MAT00008,P001,,2024,12,1215.0,115194.15,94.81,S,1,149752.4
100,MAT00008,P002,,2023,01,161.0,37841.44,235.04,S,1,49193.87
100,MAT00008,P002,,2023,02,173.0,40661.92,235.04,S,1,52860.5
100,MAT00008,P002,,2023,03,120.0,28204.8,235.04,S,1,36666.24
100,MAT00008,P002,,2023,04,90.0,21153.6,235.04,S,1,27499.68
100,MAT00008,P002,,2023,05,103.0,24209.12,235.04,S,1,31471.86
100,MAT00008,P002,,2023,06,212.0,49828.48,235.04,S,1,64777.02
100,MAT00008,P002,,2023,07,359.0,84379.36,235.04,S,1,109693.17
100,MAT00008,P002,,2023,08,262.0,61580.48,235.04,S,1,80054.62
100,MAT00008,P002,,2023,09,381.0,89550.24,235.04,S,1,116415.31
100,MAT00008,P002,,2023,10,366.0,86024.64,235.04,S,1,111832.03
100,MAT00008,P002,,2023,11,372.0,87434.88,235.04,S,1,113665.34
100,MAT00008,P002,,2023,12,488.0,114699.52,235.04,S,1,149109.38
100,MAT00008,P002,,2024,01,431.0,101302.24,235.04,S,1,131692.91
100,MAT00008,P002,,2024,02,570.0,133972.8,235.04,S,1,174164.64
100,MAT00008,P002,,2024,03,480.0,112819.2,235.04,S,1,146664.96
100,MAT00008,P002,,2024,04,429.0,100832.16,235.04,S,1,131081.81
100,MAT00008,P002,,2024,05,431.0,101302.24,235.04,S,1,131692.91
100,MAT00008,P002,,2024,06,396.0,93075.84,235.04,S,1,120998.59
100,MAT00008,P002,,2024,07,510.0,119870.4,235.04,S,1,155831.52
100,MAT00008,P002,,2024,08,616.0,144784.64,235.04,S,1,188220.03
100,MAT00008,P002,,2024,09,561.0,131857.44,235.04,S,1,171414.67
100,MAT00008,P002,,2024,10,599.0,140788.96,235.04,S,1,183025.65
100,MAT00008,P002,,2024,11,543.0,127626.72,235.04,S,1,165914.74
100,MAT00008,P002,,2024,12,677.0,159122.08,235.04,S,1,206858.7
100,MAT00008,P003,,2023,01,819.0,161703.36,197.44,S,1,210214.37
100,MAT00008,P003,,2023,02,806.0,159136.64,197.44,S,1,206877.63
100,MAT00008,P003,,2023,03,722.0,142551.68,197.44,S,1,185317.18
100,MAT00008,P003,,2023,04,692.0,136628.48,197.44,S,1,177617.02
100,MAT00008,P003,,2023,05,783.0,154595.52,197.44,S,1,200974.18
100,MAT00008,P003,,2023,06,842.0,166244.48,197.44,S,1,216117.82
100,MAT00008,P003,,2023,07,816.0,161111.04,197.44,S,1,209444.35
100,MAT00008,P003,,2023,08,731.0,144328.64,197.44,S,1,187627.23
100,MAT00008,P003,,2023,09,654.0,129125.76,197.44,S,1,167863.49
100,MAT00008,P003,,2023,10,621.0,122610.24,197.44,S,1,159393.31
100,MAT00008,P003,,2023,11,762.0,150449.28,197.44,S,1,195584.06
100,MAT00008,P003,,2023,12,718.0,141761.92,197.44,S,1,184290.5
100,MAT00008,P003,,2024,01,741.0,146303.04,197.44,S,1,190193.95
100,MAT00008,P003,,2024,02,707.0,139590.08,197.44,S,1,181467.1
100,MAT00008,P003,,2024,03,753.0,148672.32,197.44,S,1,193274.02
100,MAT00008,P003,,2024,04,851.0,168021.44,197.44,S,1,218427.87
100,MAT00008,P003,,2024,05,956.0,188752.64,197.44,S,1,245378.43
100,MAT00008,P003,,2024,06,959.0,189344.96,197.44,S,1,246148.45
100,MAT00008,P003,,2024,07,1089.0,215012.16,197.44,S,1,279515.81
100,MAT00008,P003,,2024,08,1068.0,210865.92,197.44,S,1,274125.7
100,MAT00008,P003,,2024,09,1185.0,233966.4,197.44,S,1,304156.32
100,MAT00008,P003,,2024,10,1159.0,228832.96,197.44,S,1,297482.85
100,MAT00008,P003,,2024,11,1084.0,214024.96,197.44,S,1,278232.45
100,MAT00008,P003,,2024,12,1038.0,204942.72,197.44,S,1,266425.54
100,MAT00009,P001,,2023,01,200.0,7850.0,39.25,S,1,10205.0
100,MAT00009,P001,,2023,02,207.0,8124.75,39.25,S,1,10562.18
100,MAT00009,P001,,2023,03,318.0,12481.5,39.25,S,1,16225.95
100,MAT00009,P001,,2023,04,292.0,11461.0,39.25,S,1,14899.3
100,MAT00009,P001,,2023,05,255.0,10008.75,39.25,S,1,13011.38
100,MAT00009,P001,,2023,06,168.0,6594.0,39.25,S,1,8572.2
100,MAT00009,P001,,2023,07,162.0,6358.5,39.25,S,1,8266.05
100,MAT00009,P001,,2023,08,134.0,5259.5,39.25,S,1,6837.35
100,MAT00009,P001,,2023,09,167.0,6554.75,39.25,S,1,8521.18
100,MAT00009,P001,,2023,10,231.0,9066.75,39.25,S,1,11786.77
100,MAT00009,P001,,2023,11,185.0,7261.25,39.25,S,1,9439.62
100,MAT00009,P001,,2023,12,251.0,9851.75,39.25,S,1,12807.27
100,MAT00009,P001,,2024,01,246.0,9655.5,39.25,S,1,12552.15
100,MAT00009,P001,,2024,02,379.0,14875.75,39.25,S,1,19338.48
100,MAT00009,P001,,2024,03,410.0,16092.5,39.25,S,1,20920.25
100,MAT00009,P001,,2024,04,415.0,16288.75,39.25,S,1,21175.38
100,MAT00009,P001,,2024,05,424.0,16642.0,39.25,S,1,21634.6
100,MAT00009,P001,,2024,06,528.0,20724.0,39.25,S,1,26941.2
100,MAT00009,P001,,2024,07,453.0,17780.25,39.25,S,1,23114.33
100,MAT00009,P001,,2024,08,360.0,14130.0,39.25,S,1,18369.0
100,MAT00009,P001,,2024,09,334.0,13109.5,39.25,S,1,17042.35
100,MAT00009,P001,,2024,10,309.0,12128.25,39.25,S,1,15766.73
100,MAT00009,P001,,2024,11,339.0,13305.75,39.25,S,1,17297.48
100,MAT00009,P001,,2024,12,266.0,10440.5,39.25,S,1,13572.65
100,MAT00009,P002,,2023,01,937.0,124780.29,133.17,S,1,162214.38
100,MAT00009,P002,,2023,02,983.0,130906.11,133.17,S,1,170177.94
100,MAT00009,P002,,2023,03,906.0,120652.02,133.17,S,1,156847.63
100,MAT00009,P002,,2023,04,808.0,107601.36,133.17,S,1,139881.77
100,MAT00009,P002,,2023,05,815.0,108533.55,133.17,S,1,141093.61
100,MAT00009,P002,,2023,06,867.0,115458.39,133.17,S,1,150095.91
100,MAT00009,P002,,2023,07,930.0,123848.1,133.17,S,1,161002.53
100,MAT00009,P002,,2023,08,850.0,113194.5,133.17,S,1,147152.85
100,MAT00009,P002,,2023,09,902.0,120119.34,133.17,S,1,156155.14
100,MAT00009,P002,,2023,10,1034.0,137697.78,133.17,S,1,179007.11
100,MAT00009,P002,,2023,11,945.0,125845.65,133.17,S,1,163599.35
100,MAT00009,P002,,2023,12,1058.0,140893.86,133.17,S,1,183162.02
100,MAT00009,P002,,2024,01,1121.0,149283.57,133.17,S,1,194068.64
100,MAT00009,P002,,2024,02,1210.0,161135.7,133.17,S,1,209476.41
100,MAT00009,P002,,2024,03,1329.0,176982.93,133.17,S,1,230077.81
100,MAT00009,P002,,2024,04,1452.0,193362.84,133.17,S,1,251371.69
100,MAT00009,P002,,2024,05,1519.0,202285.23,133.17,S,1,262970.8
100,MAT00009,P002,,2024,06,1428.0,190166.76,133.17,S,1,247216.79
100,MAT00009,P002,,2024,07,1508.0,200820.36,133.17,S,1,261066.47
100,MAT00009,P002,,2024,08,1511.0,201219.87,133.17,S,1,261585.83
100,MAT00009,P002,,2024,09,1602.0,213338.34,133.17,S,1,277339.84
100,MAT00009,P002,,2024,10,1740.0,231715.8,133.17,S,1,301230.54
100,MAT00009,P002,,2024,11,1880.0,250359.6,133.17,S,1,325467.48
100,MAT00009,P002,,2024,12,1933.0,257417.61,133.17,S,1,334642.89
100,MAT00009,P003,,2023,01,523.0,194163.75,371.25,S,1,252412.88
100,MAT00009,P003,,2023,02,475.0,176343.75,371.25,S,1,229246.88
100,MAT00009,P003,,2023,03,453.0,168176.25,371.25,S,1,218629.12
100,MAT00009,P003,,2023,04,529.0,196391.25,371.25,S,1,255308.62
100,MAT00009,P003,,2023,05,521.0,193421.25,371.25,S,1,251447.62
100,MAT00009,P003,,2023,06,556.0,206415.0,371.25,S,1,268339.5
100,MAT00009,P003,,2023,07,520.0,193050.0,371.25,S,1,250965.0
100,MAT00009,P003,,2023,08,511.0,189708.75,371.25,S,1,246621.38
100,MAT00009,P003,,2023,09,548.0,203445.0,371.25,S,1,264478.5
100,MAT00009,P003,,2023,10,682.0,253192.5,371.25,S,1,329150.25
100,MAT00009,P003,,2023,11,619.0,229803.75,371.25,S,1,298744.88
100,MAT00009,P003,,2023,12,745.0,276581.25,371.25,S,1,359555.62
100,MAT00009,P003,,2024,01,840.0,311850.0,371.25,S,1,405405.0
100,MAT00009,P003,,2024,02,793.0,294401.25,371.25,S,1,382721.62
100,MAT00009,P003,,2024,03,808.0,299970.0,371.25,S,1,389961.0
100,MAT00009,P003,,2024,04,838.0,311107.5,371.25,S,1,404439.75
100,MAT00009,P003,,2024,05,981.0,364196.25,371.25,S,1,473455.12
100,MAT00009,P003,,2024,06,932.0,346005.0,371.25,S,1,449806.5
100,MAT00009,P003,,2024,07,1020.0,378675.0,371.25,S,1,492277.5
100,MAT00009,P003,,2024,08,981.0,364196.25,371.25,S,1,473455.12
100,MAT00009,P003,,2024,09,903.0,335238.75,371.25,S,1,435810.38
100,MAT00009,P003,,2024,10,825.0,306281.25,371.25,S,1,398165.62
100,MAT00009,P003,,2024,11,937.0,347861.25,371.25,S,1,452219.62
100,MAT00009,P003,,2024,12,996.0,369765.0,371.25,S,1,480694.5
100,MAT00010,P001,,2023,01,319.0,58463.13,183.27,S,1,76002.07
100,MAT00010,P001,,2023,02,305.0,55897.35,183.27,S,1,72666.56
100,MAT00010,P001,,2023,03,237.0,43434.99,183.27,S,1,56465.49
100,MAT00010,P001,,2023,04,295.0,54064.65,183.27,S,1,70284.04
100,MAT00010,P001,,2023,05,421.0,77156.67,183.27,S,1,100303.67
100,MAT00010,P001,,2023,06,430.0,78806.1,183.27,S,1,102447.93
100,MAT00010,P001,,2023,07,352.0,64511.04,183.27,S,1,83864.35
100,MAT00010,P001,,2023,08,280.0,51315.6,183.27,S,1,66710.28
100,MAT00010,P001,,2023,09,292.0,53514.84,183.27,S,1,69569.29
100,MAT00010,P001,,2023,10,425.0,77889.75,183.27,S,1,101256.68
100,MAT00010,P001,,2023,11,337.0,61761.99,183.27,S,1,80290.59
100,MAT00010,P001,,2023,12,314.0,57546.78,183.27,S,1,74810.81
100,MAT00010,P001,,2024,01,308.0,56447.16,183.27,S,1,73381.31
100,MAT00010,P001,,2024,02,431.0,78989.37,183.27,S,1,102686.18
100,MAT00010,P001,,2024,03,491.0,89985.57,183.27,S,1,116981.24
100,MAT00010,P001,,2024,04,514.0,94200.78,183.27,S,1,122461.01
100,MAT00010,P001,,2024,05,635.0,116376.45,183.27,S,1,151289.39
100,MAT00010,P001,,2024,06,769.0,140934.63,183.27,S,1,183215.02
100,MAT00010,P001,,2024,07,814.0,149181.78,183.27,S,1,193936.31
100,MAT00010,P001,,2024,08,908.0,166409.16,183.27,S,1,216331.91
100,MAT00010,P001,,2024,09,986.0,180704.22,183.27,S,1,234915.49
100,MAT00010,P001,,2024,10,889.0,162927.03,183.27,S,1,211805.14
100,MAT00010,P001,,2024,11,917.0,168058.59,183.27,S,1,218476.17
100,MAT00010,P001,,2024,12,939.0,172090.53,183.27,S,1,223717.69
100,MAT00010,P002,,2023,01,859.0,332209.66,386.74,S,1,431872.56
100,MAT00010,P002,,2023,02,847.0,327568.78,386.74,S,1,425839.41
100,MAT00010,P002,,2023,03,882.0,341104.68,386.74,S,1,443436.08
100,MAT00010,P002,,2023,04,951.0,367789.74,386.74,S,1,478126.66
100,MAT00010,P002,,2023,05,939.0,363148.86,386.74,S,1,472093.52
100,MAT00010,P002,,2023,06,1012.0,391380.88,386.74,S,1,508795.14
100,MAT00010,P002,,2023,07,965.0,373204.1,386.74,S,1,485165.33
100,MAT00010,P002,,2023,08,1112.0,430054.88,386.74,S,1,559071.34
100,MAT00010,P002,,2023,09,1026.0,396795.24,386.74,S,1,515833.81
100,MAT00010,P002,,2023,10,1073.0,414972.02,386.74,S,1,539463.63
100,MAT00010,P002,,2023,11,1223.0,472983.02,386.74,S,1,614877.93
100,MAT00010,P002,,2023,12,1307.0,505469.18,386.74,S,1,657109.93
100,MAT00010,P002,,2024,01,1377.0,532540.98,386.74,S,1,692303.27
100,MAT00010,P002,,2024,02,1491.0,576629.34,386.74,S,1,749618.14
100,MAT00010,P002,,2024,03,1418.0,548397.32,386.74,S,1,712916.52
100,MAT00010,P002,,2024,04,1450.0,560773.0,386.74,S,1,729004.9
100,MAT00010,P002,,2024,05,1443.0,558065.82,386.74,S,1,725485.57
100,MAT00010,P002,,2024,06,1506.0,582430.44,386.74,S,1,757159.57
100,MAT00010,P002,,2024,07,1476.0,570828.24,386.74,S,1,742076.71
100,MAT00010,P002,,2024,08,1498.0,579336.52,386.74,S,1,753137.48
100,MAT00010,P002,,2024,09,1567.0,606021.58,386.74,S,1,787828.05
100,MAT00010,P002,,2024,10,1499.0,579723.26,386.74,S,1,753640.24
100,MAT00010,P002,,2024,11,1636.0,632706.64,386.74,S,1,822518.63
100,MAT00010,P002,,2024,12,1546.0,597900.04,386.74,S,1,777270.05
100,MAT00010,P003,,2023,01,537.0,131355.57,244.61,S,1,170762.24
100,MAT00010,P003,,2023,02,579.0,141629.19,244.61,S,1,184117.95
100,MAT00010,P003,,2023,03,728.0,178076.08,244.61,S,1,231498.9
100,MAT00010,P003,,2023,04,738.0,180522.18,244.61,S,1,234678.83
100,MAT00010,P003,,2023,05,844.0,206450.84,244.61,S,1,268386.09
100,MAT00010,P003,,2023,06,922.0,225530.42,244.61,S,1,293189.55
100,MAT00010,P003,,2023,07,892.0,218192.12,244.61,S,1,283649.76
100,MAT00010,P003,,2023,08,1002.0,245099.22,244.61,S,1,318628.99
100,MAT00010,P003,,2023,09,907.0,221861.27,244.61,S,1,288419.65
100,MAT00010,P003,,2023,10,865.0,211587.65,244.61,S,1,275063.95
100,MAT00010,P003,,2023,11,863.0,211098.43,244.61,S,1,274427.96
