MANDT,MATNR,WERKS,LGORT,LFGJA,LFMON,LABST,UMLME,INSME,SPEME,LBKUM
100,MAT00006,P002,SL01,2024,11,514.0,0,0,0,514.0
100,MAT00006,P002,SL01,2024,12,496.0,0,0,0,496.0
100,MAT00006,P003,SL01,2023,01,490.0,0,0,0,490.0
100,MAT00006,P003,SL01,2023,02,484.0,0,0,0,484.0
100,MAT00006,P003,SL01,2023,03,514.0,0,0,0,514.0
100,MAT00006,P003,SL01,2023,04,547.0,0,0,0,547.0
100,MAT00006,P003,SL01,2023,05,590.0,0,0,0,590.0
100,MAT00006,P003,SL01,2023,06,584.0,0,0,0,584.0
100,MAT00006,P003,SL01,2023,07,586.0,0,0,0,586.0
100,MAT00006,P003,SL01,2023,08,564.0,0,0,0,564.0
100,MAT00006,P003,SL01,2023,09,595.0,0,0,0,595.0
100,MAT00006,P003,SL01,2023,10,517.0,0,0,0,517.0
100,MAT00006,P003,SL01,2023,11,605.0,0,0,0,605.0
100,MAT00006,P003,SL01,2023,12,649.0,0,0,0,649.0
100,MAT00006,P003,SL01,2024,01,628.0,0,0,0,628.0
100,MAT00006,P003,SL01,2024,02,649.0,0,0,0,649.0
100,MAT00006,P003,SL01,2024,03,767.0,0,0,0,767.0
100,MAT00006,P003,SL01,2024,04,863.0,0,0,0,863.0
100,MAT00006,P003,SL01,2024,05,892.0,0,0,0,892.0
100,MAT00006,P003,SL01,2024,06,855.0,0,0,0,855.0
100,MAT00006,P003,SL01,2024,07,788.0,0,0,0,788.0
100,MAT00006,P003,SL01,2024,08,842.0,0,0,0,842.0
100,MAT00006,P003,SL01,2024,09,944.0,0,0,0,944.0
100,MAT00006,P003,SL01,2024,10,981.0,0,0,0,981.0
100,MAT00006,P003,SL01,2024,11,990.0,0,0,0,990.0
100,MAT00006,P003,SL01,2024,12,1081.0,0,0,0,1081.0
100,MAT00007,P001,SL02,2023,01,520.0,0,0,0,520.0
100,MAT00007,P001,SL02,2023,02,613.0,0,0,0,613.0
100,MAT00007,P001,SL02,2023,03,697.0,0,0,0,697.0
100,MAT00007,P001,SL02,2023,04,931.0,0,0,0,931.0
100,MAT00007,P001,SL02,2023,05,1120.0,0,0,0,1120.0
100,MAT00007,P001,SL02,2023,06,1157.0,0,0,0,1157.0
100,MAT00007,P001,SL02,2023,07,1242.0,0,0,0,1242.0
100,MAT00007,P001,SL02,2023,08,1448.0,0,0,0,1448.0
100,MAT00007,P001,SL02,2023,09,1607.0,0,0,0,1607.0
100,MAT00007,P001,SL02,2023,10,1818.0,0,0,0,1818.0
100,MAT00007,P001,SL02,2023,11,1980.0,0,0,0,1980.0
100,MAT00007,P001,SL02,2023,12,2246.0,0,0,0,2246.0
100,MAT00007,P001,SL02,2024,01,2323.0,0,0,0,2323.0
100,MAT00007,P001,SL02,2024,02,2595.0,0,0,0,2595.0
100,MAT00007,P001,SL02,2024,03,2707.0,0,0,0,2707.0
100,MAT00007,P001,SL02,2024,04,2798.0,0,0,0,2798.0
100,MAT00007,P001,SL02,2024,05,3041.0,0,0,0,3041.0
100,MAT00007,P001,SL02,2024,06,3057.0,0,0,0,3057.0
100,MAT00007,P001,SL02,2024,07,3266.0,0,0,0,3266.0
100,MAT00007,P001,SL02,2024,08,3309.0,0,0,0,3309.0
100,MAT00007,P001,SL02,2024,09,3561.0,0,0,0,3561.0
100,MAT00007,P001,SL02,2024,10,3625.0,0,0,0,3625.0
100,MAT00007,P001,SL02,2024,11,3819.0,0,0,0,3819.0
100,MAT00007,P001,SL02,2024,12,3985.0,0,0,0,3985.0
100,MAT00007,P002,SL02,2023,01,458.0,0,0,0,458.0
100,MAT00007,P002,SL02,2023,02,382.0,0,0,0,382.0
100,MAT00007,P002,SL02,2023,03,463.0,0,0,0,463.0
100,MAT00007,P002,SL02,2023,04,508.0,0,0,0,508.0
100,MAT00007,P002,SL02,2023,05,478.0,0,0,0,478.0
100,MAT00007,P002,SL02,2023,06,433.0,0,0,0,433.0
100,MAT00007,P002,SL02,2023,07,538.0,0,0,0,538.0
100,MAT00007,P002,SL02,2023,08,521.0,0,0,0,521.0
100,MAT00007,P002,SL02,2023,09,508.0,0,0,0,508.0
100,MAT00007,P002,SL02,2023,10,442.0,0,0,0,442.0
100,MAT00007,P002,SL02,2023,11,528.0,0,0,0,528.0
100,MAT00007,P002,SL02,2023,12,588.0,0,0,0,588.0
100,MAT00007,P002,SL02,2024,01,529.0,0,0,0,529.0
100,MAT00007,P002,SL02,2024,02,614.0,0,0,0,614.0
100,MAT00007,P002,SL02,2024,03,589.0,0,0,0,589.0
100,MAT00007,P002,SL02,2024,04,624.0,0,0,0,624.0
100,MAT00007,P002,SL02,2024,05,578.0,0,0,0,578.0
100,MAT00007,P002,SL02,2024,06,579.0,0,0,0,579.0
100,MAT00007,P002,SL02,2024,07,656.0,0,0,0,656.0
100,MAT00007,P002,SL02,2024,08,609.0,0,0,0,609.0
100,MAT00007,P002,SL02,2024,09,534.0,0,0,0,534.0
100,MAT00007,P002,SL02,2024,10,603.0,0,0,0,603.0
100,MAT00007,P002,SL02,2024,11,608.0,0,0,0,608.0
100,MAT00007,P002,SL02,2024,12,705.0,0,0,0,705.0
100,MAT00007,P003,SL01,2023,01,478.0,0,0,0,478.0
100,MAT00007,P003,SL01,2023,02,541.0,0,0,0,541.0
100,MAT00007,P003,SL01,2023,03,568.0,0,0,0,568.0
100,MAT00007,P003,SL01,2023,04,611.0,0,0,0,611.0
100,MAT00007,P003,SL01,2023,05,640.0,0,0,0,640.0
100,MAT00007,P003,SL01,2023,06,672.0,0,0,0,672.0
100,MAT00007,P003,SL01,2023,07,652.0,0,0,0,652.0
100,MAT00007,P003,SL01,2023,08,601.0,0,0,0,601.0
100,MAT00007,P003,SL01,2023,09,533.0,0,0,0,533.0
100,MAT00007,P003,SL01,2023,10,575.0,0,0,0,575.0
100,MAT00007,P003,SL01,2023,11,510.0,0,0,0,510.0
100,MAT00007,P003,SL01,2023,12,607.0,0,0,0,607.0
100,MAT00007,P003,SL01,2024,01,724.0,0,0,0,724.0
100,MAT00007,P003,SL01,2024,02,686.0,0,0,0,686.0
100,MAT00007,P003,SL01,2024,03,632.0,0,0,0,632.0
100,MAT00007,P003,SL01,2024,04,696.0,0,0,0,696.0
100,MAT00007,P003,SL01,2024,05,656.0,0,0,0,656.0
100,MAT00007,P003,SL01,2024,06,655.0,0,0,0,655.0
100,MAT00007,P003,SL01,2024,07,764.0,0,0,0,764.0
100,MAT00007,P003,SL01,2024,08,767.0,0,0,0,767.0
100,MAT00007,P003,SL01,2024,09,855.0,0,0,0,855.0
100,MAT00007,P003,SL01,2024,10,945.0,0,0,0,945.0
100,MAT00007,P003,SL01,2024,11,919.0,0,0,0,919.0
100,MAT00007,P003,SL01,2024,12,965.0,0,0,0,965.0
100,MAT00008,P001,SL01,2023,01,488.0,0,0,0,488.0
100,MAT00008,P001,SL01,2023,02,418.0,0,0,0,418.0
100,MAT00008,P001,SL01,2023,03,446.0,0,0,0,446.0
100,MAT00008,P001,SL01,2023,04,396.0,0,0,0,396.0
100,MAT00008,P001,SL01,2023,05,472.0,0,0,0,472.0
100,MAT00008,P001,SL01,2023,06,516.0,0,0,0,516.0
100,MAT00008,P001,SL01,2023,07,456.0,0,0,0,456.0
100,MAT00008,P001,SL01,2023,08,519.0,0,0,0,519.0
100,MAT00008,P001,SL01,2023,09,625.0,0,0,0,625.0
100,MAT00008,P001,SL01,2023,10,604.0,0,0,0,604.0
100,MAT00008,P001,SL01,2023,11,651.0,0,0,0,651.0
100,MAT00008,P001,SL01,2023,12,633.0,0,0,0,633.0
100,MAT00008,P001,SL01,2024,01,647.0,0,0,0,647.0
100,MAT00008,P001,SL01,2024,02,647.0,0,0,0,647.0
100,MAT00008,P001,SL01,2024,03,722.0,0,0,0,722.0
100,MAT00008,P001,SL01,2024,04,766.0,0,0,0,766.0
100,MAT00008,P001,SL01,2024,05,820.0,0,0,0,820.0
100,MAT00008,P001,SL01,2024,06,864.0,0,0,0,864.0
100,MAT00008,P001,SL01,2024,07,954.0,0,0,0,954.0
100,MAT00008,P001,SL01,2024,08,884.0,0,0,0,884.0
100,MAT00008,P001,SL01,2024,09,849.0,0,0,0,849.0
100,MAT00008,P001,SL01,2024,10,874.0,0,0,0,874.0
100,MAT00008,P001,SL01,2024,11,981.0,0,0,0,981.0
100,MAT00008,P001,SL01,2024,12,932.0,0,0,0,932.0
100,MAT00008,P002,SL03,2023,01,160.0,0,0,0,160.0
100,MAT00008,P002,SL03,2023,02,92.0,0,0,0,92.0
100,MAT00008,P002,SL03,2023,03,82.0,0,0,0,82.0
100,MAT00008,P002,SL03,2023,04,142.0,0,0,0,142.0
100,MAT00008,P002,SL03,2023,05,151.0,0,0,0,151.0
100,MAT00008,P002,SL03,2023,06,162.0,0,0,0,162.0
100,MAT00008,P002,SL03,2023,07,151.0,0,0,0,151.0
100,MAT00008,P002,SL03,2023,08,88.0,0,0,0,88.0
100,MAT00008,P002,SL03,2023,09,14.0,0,0,0,14.0
100,MAT00008,P002,SL03,2023,10,0,0,0,0,0
100,MAT00008,P002,SL03,2023,11,0,0,0,0,0
100,MAT00008,P002,SL03,2023,12,0,0,0,0,0
100,MAT00008,P002,SL03,2024,01,0,0,0,0,0
100,MAT00008,P002,SL03,2024,02,31.0,0,0,0,31.0
100,MAT00008,P002,SL03,2024,03,0,0,0,0,0
100,MAT00008,P002,SL03,2024,04,0,0,0,0,0
100,MAT00008,P002,SL03,2024,05,89.0,0,0,0,89.0
100,MAT00008,P002,SL03,2024,06,205.0,0,0,0,205.0
100,MAT00008,P002,SL03,2024,07,154.0,0,0,0,154.0
100,MAT00008,P002,SL03,2024,08,144.0,0,0,0,144.0
100,MAT00008,P002,SL03,2024,09,220.0,0,0,0,220.0
100,MAT00008,P002,SL03,2024,10,290.0,0,0,0,290.0
100,MAT00008,P002,SL03,2024,11,334.0,0,0,0,334.0
100,MAT00008,P002,SL03,2024,12,272.0,0,0,0,272.0
100,MAT00008,P003,SL02,2023,01,318.0,0,0,0,318.0
100,MAT00008,P003,SL02,2023,02,333.0,0,0,0,333.0
100,MAT00008,P003,SL02,2023,03,387.0,0,0,0,387.0
100,MAT00008,P003,SL02,2023,04,320.0,0,0,0,320.0
100,MAT00008,P003,SL02,2023,05,284.0,0,0,0,284.0
100,MAT00008,P003,SL02,2023,06,211.0,0,0,0,211.0
100,MAT00008,P003,SL02,2023,07,255.0,0,0,0,255.0
100,MAT00008,P003,SL02,2023,08,356.0,0,0,0,356.0
100,MAT00008,P003,SL02,2023,09,361.0,0,0,0,361.0
100,MAT00008,P003,SL02,2023,10,391.0,0,0,0,391.0
100,MAT00008,P003,SL02,2023,11,416.0,0,0,0,416.0
100,MAT00008,P003,SL02,2023,12,522.0,0,0,0,522.0
100,MAT00008,P003,SL02,2024,01,618.0,0,0,0,618.0
100,MAT00008,P003,SL02,2024,02,604.0,0,0,0,604.0
100,MAT00008,P003,SL02,2024,03,629.0,0,0,0,629.0
100,MAT00008,P003,SL02,2024,04,596.0,0,0,0,596.0
100,MAT00008,P003,SL02,2024,05,551.0,0,0,0,551.0
100,MAT00008,P003,SL02,2024,06,622.0,0,0,0,622.0
100,MAT00008,P003,SL02,2024,07,701.0,0,0,0,701.0
100,MAT00008,P003,SL02,2024,08,637.0,0,0,0,637.0
100,MAT00008,P003,SL02,2024,09,597.0,0,0,0,597.0
100,MAT00008,P003,SL02,2024,10,612.0,0,0,0,612.0
100,MAT00008,P003,SL02,2024,11,659.0,0,0,0,659.0
100,MAT00008,P003,SL02,2024,12,701.0,0,0,0,701.0
100,MAT00009,P001,SL03,2023,01,261.0,0,0,0,261.0
100,MAT00009,P001,SL03,2023,02,283.0,0,0,0,283.0
100,MAT00009,P001,SL03,2023,03,362.0,0,0,0,362.0
100,MAT00009,P001,SL03,2023,04,338.0,0,0,0,338.0
100,MAT00009,P001,SL03,2023,05,287.0,0,0,0,287.0
100,MAT00009,P001,SL03,2023,06,237.0,0,0,0,237.0
100,MAT00009,P001,SL03,2023,07,177.0,0,0,0,177.0
100,MAT00009,P001,SL03,2023,08,164.0,0,0,0,164.0
100,MAT00009,P001,SL03,2023,09,0,0,0,0,0
100,MAT00009,P001,SL03,2023,10,0,0,0,0,0
100,MAT00009,P001,SL03,2023,11,0,0,0,0,0
100,MAT00009,P001,SL03,2023,12,0,0,0,0,0
100,MAT00009,P001,SL03,2024,01,0,0,0,0,0
100,MAT00009,P001,SL03,2024,02,58.0,0,0,0,58.0
100,MAT00009,P001,SL03,2024,03,0,0,0,0,0
100,MAT00009,P001,SL03,2024,04,88.0,0,0,0,88.0
100,MAT00009,P001,SL03,2024,05,85.0,0,0,0,85.0
100,MAT00009,P001,SL03,2024,06,106.0,0,0,0,106.0
100,MAT00009,P001,SL03,2024,07,0,0,0,0,0
100,MAT00009,P001,SL03,2024,08,0,0,0,0,0
100,MAT00009,P001,SL03,2024,09,0,0,0,0,0
100,MAT00009,P001,SL03,2024,10,12.0,0,0,0,12.0
100,MAT00009,P001,SL03,2024,11,24.0,0,0,0,24.0
100,MAT00009,P001,SL03,2024,12,0,0,0,0,0
100,MAT00009,P002,SL03,2023,01,386.0,0,0,0,386.0
100,MAT00009,P002,SL03,2023,02,484.0,0,0,0,484.0
100,MAT00009,P002,SL03,2023,03,435.0,0,0,0,435.0
100,MAT00009,P002,SL03,2023,04,471.0,0,0,0,471.0
100,MAT00009,P002,SL03,2023,05,591.0,0,0,0,591.0
100,MAT00009,P002,SL03,2023,06,573.0,0,0,0,573.0
100,MAT00009,P002,SL03,2023,07,536.0,0,0,0,536.0
100,MAT00009,P002,SL03,2023,08,382.0,0,0,0,382.0
100,MAT00009,P002,SL03,2023,09,298.0,0,0,0,298.0
100,MAT00009,P002,SL03,2023,10,261.0,0,0,0,261.0
100,MAT00009,P002,SL03,2023,11,136.0,0,0,0,136.0
100,MAT00009,P002,SL03,2023,12,152.0,0,0,0,152.0
100,MAT00009,P002,SL03,2024,01,105.0,0,0,0,105.0
100,MAT00009,P002,SL03,2024,02,78.0,0,0,0,78.0
100,MAT00009,P002,SL03,2024,03,114.0,0,0,0,114.0
100,MAT00009,P002,SL03,2024,04,199.0,0,0,0,199.0
100,MAT00009,P002,SL03,2024,05,240.0,0,0,0,240.0
100,MAT00009,P002,SL03,2024,06,216.0,0,0,0,216.0
100,MAT00009,P002,SL03,2024,07,158.0,0,0,0,158.0
100,MAT00009,P002,SL03,2024,08,38.0,0,0,0,38.0
100,MAT00009,P002,SL03,2024,09,0,0,0,0,0
100,MAT00009,P002,SL03,2024,10,0,0,0,0,0
100,MAT00009,P002,SL03,2024,11,11.0,0,0,0,11.0
100,MAT00009,P002,SL03,2024,12,0,0,0,0,0
100,MAT00009,P003,SL02,2023,01,201.0,0,0,0,201.0
100,MAT00009,P003,SL02,2023,02,300.0,0,0,0,300.0
100,MAT00009,P003,SL02,2023,03,273.0,0,0,0,273.0
100,MAT00009,P003,SL02,2023,04,259.0,0,0,0,259.0
100,MAT00009,P003,SL02,2023,05,210.0,0,0,0,210.0
100,MAT00009,P003,SL02,2023,06,132.0,0,0,0,132.0
100,MAT00009,P003,SL02,2023,07,143.0,0,0,0,143.0
100,MAT00009,P003,SL02,2023,08,109.0,0,0,0,109.0
100,MAT00009,P003,SL02,2023,09,108.0,0,0,0,108.0
100,MAT00009,P003,SL02,2023,10,60.0,0,0,0,60.0
100,MAT00009,P003,SL02,2023,11,42.0,0,0,0,42.0
100,MAT00009,P003,SL02,2023,12,20.0,0,0,0,20.0
100,MAT00009,P003,SL02,2024,01,41.0,0,0,0,41.0
100,MAT00009,P003,SL02,2024,02,0,0,0,0,0
100,MAT00009,P003,SL02,2024,03,47.0,0,0,0,47.0
100,MAT00009,P003,SL02,2024,04,30.0,0,0,0,30.0
100,MAT00009,P003,SL02,2024,05,28.0,0,0,0,28.0
100,MAT00009,P003,SL02,2024,06,130.0,0,0,0,130.0
100,MAT00009,P003,SL02,2024,07,85.0,0,0,0,85.0
100,MAT00009,P003,SL02,2024,08,64.0,0,0,0,64.0
100,MAT00009,P003,SL02,2024,09,131.0,0,0,0,131.0
100,MAT00009,P003,SL02,2024,10,124.0,0,0,0,124.0
100,MAT00009,P003,SL02,2024,11,208.0,0,0,0,208.0
100,MAT00009,P003,SL02,2024,12,289.0,0,0,0,289.0
100,MAT00010,P001,SL01,2023,01,369.0,0,0,0,369.0
100,MAT00010,P001,SL01,2023,02,464.0,0,0,0,464.0
100,MAT00010,P001,SL01,2023,03,580.0,0,0,0,580.0
100,MAT00010,P001,SL01,2023,04,646.0,0,0,0,646.0
100,MAT00010,P001,SL01,2023,05,639.0,0,0,0,639.0
100,MAT00010,P001,SL01,2023,06,564.0,0,0,0,564.0
100,MAT00010,P001,SL01,2023,07,655.0,0,0,0,655.0
100,MAT00010,P001,SL01,2023,08,752.0,0,0,0,752.0
100,MAT00010,P001,SL01,2023,09,747.0,0,0,0,747.0
100,MAT00010,P001,SL01,2023,10,775.0,0,0,0,775.0
100,MAT00010,P001,SL01,2023,11,822.0,0,0,0,822.0
100,MAT00010,P001,SL01,2023,12,778.0,0,0,0,778.0
100,MAT00010,P001,SL01,2024,01,862.0,0,0,0,862.0
100,MAT00010,P001,SL01,2024,02,855.0,0,0,0,855.0
100,MAT00010,P001,SL01,2024,03,789.0,0,0,0,789.0
100,MAT00010,P001,SL01,2024,04,753.0,0,0,0,753.0
100,MAT00010,P001,SL01,2024,05,751.0,0,0,0,751.0
100,MAT00010,P001,SL01,2024,06,736.0,0,0,0,736.0
100,MAT00010,P001,SL01,2024,07,767.0,0,0,0,767.0
100,MAT00010,P001,SL01,2024,08,805.0,0,0,0,805.0
100,MAT00010,P001,SL01,2024,09,866.0,0,0,0,866.0
100,MAT00010,P001,SL01,2024,10,971.0,0,0,0,971.0
100,MAT00010,P001,SL01,2024,11,1028.0,0,0,0,1028.0
100,MAT00010,P001,SL01,2024,12,1013.0,0,0,0,1013.0
100,MAT00010,P002,SL02,2023,01,93.0,0,0,0,93.0
100,MAT00010,P002,SL02,2023,02,31.0,0,0,0,31.0
100,MAT00010,P002,SL02,2023,03,76.0,0,0,0,76.0
100,MAT00010,P002,SL02,2023,04,188.0,0,0,0,188.0
100,MAT00010,P002,SL02,2023,05,132.0,0,0,0,132.0
100,MAT00010,P002,SL02,2023,06,107.0,0,0,0,107.0
100,MAT00010,P002,SL02,2023,07,200.0,0,0,0,200.0
100,MAT00010,P002,SL02,2023,08,189.0,0,0,0,189.0
100,MAT00010,P002,SL02,2023,09,213.0,0,0,0,213.0
100,MAT00010,P002,SL02,2023,10,178.0,0,0,0,178.0
100,MAT00010,P002,SL02,2023,11,266.0,0,0,0,266.0
100,MAT00010,P002,SL02,2023,12,382.0,0,0,0,382.0
100,MAT00010,P002,SL02,2024,01,464.0,0,0,0,464.0
100,MAT00010,P002,SL02,2024,02,415.0,0,0,0,415.0
100,MAT00010,P002,SL02,2024,03,535.0,0,0,0,535.0
100,MAT00010,P002,SL02,2024,04,546.0,0,0,0,546.0
100,MAT00010,P002,SL02,2024,05,642.0,0,0,0,642.0
100,MAT00010,P002,SL02,2024,06,567.0,0,0,0,567.0
100,MAT00010,P002,SL02,2024,07,540.0,0,0,0,540.0
100,MAT00010,P002,SL02,2024,08,519.0,0,0,0,519.0
100,MAT00010,P002,SL02,2024,09,533.0,0,0,0,533.0
100,MAT00010,P002,SL02,2024,10,563.0,0,0,0,563.0
100,MAT00010,P002,SL02,2024,11,607.0,0,0,0,607.0
100,MAT00010,P002,SL02,2024,12,705.0,0,0,0,705.0
100,MAT00010,P003,SL01,2023,01,607.0,0,0,0,607.0
100,MAT00010,P003,SL01,2023,02,598.0,0,0,0,598.0
100,MAT00010,P003,SL01,2023,03,530.0,0,0,0,530.0
100,MAT00010,P003,SL01,2023,04,552.0,0,0,0,552.0
100,MAT00010,P003,SL01,2023,05,497.0,0,0,0,497.0
100,MAT00010,P003,SL01,2023,06,465.0,0,0,0,465.0
100,MAT00010,P003,SL01,2023,07,438.0,0,0,0,438.0
100,MAT00010,P003,SL01,2023,08,399.0,0,0,0,399.0
100,MAT00010,P003,SL01,2023,09,467.0,0,0,0,467.0
100,MAT00010,P003,SL01,2023,10,485.0,0,0,0,485.0
100,MAT00010,P003,SL01,2023,11,414.0,0,0,0,414.0
100,MAT00010,P003,SL01,2023,12,528.0,0,0,0,528.0
100,MAT00010,P003,SL01,2024,01,511.0,0,0,0,511.0
100,MAT00010,P003,SL01,2024,02,547.0,0,0,0,547.0
100,MAT00010,P003,SL01,2024,03,637.0,0,0,0,637.0
100,MAT00010,P003,SL01,2024,04,609.0,0,0,0,609.0
100,MAT00010,P003,SL01,2024,05,655.0,0,0,0,655.0
100,MAT00010,P003,SL01,2024,06,597.0,0,0,0,597.0
100,MAT00010,P003,SL01,2024,07,626.0,0,0,0,626.0
100,MAT00010,P003,SL01,2024,08,594.0,0,0,0,594.0
100,MAT00010,P003,SL01,2024,09,532.0,0,0,0,532.0
100,MAT00010,P003,SL01,2024,10,611.0,0,0,0,611.0
100,MAT00010,P003,SL01,2024,11,545.0,0,0,0,545.0
100,MAT00010,P003,SL01,2024,12,557.0,0,0,0,557.0
100,MAT00011,P001,SL01,2023,01,401.0,0,0,0,401.0
100,MAT00011,P001,SL01,2023,02,551.0,0,0,0,551.0
100,MAT00011,P001,SL01,2023,03,663.0,0,0,0,663.0
100,MAT00011,P001,SL01,2023,04,832.0,0,0,0,832.0
100,MAT00011,P001,SL01,2023,05,1028.0,0,0,0,1028.0
100,MAT00011,P001,SL01,2023,06,1153.0,0,0,0,1153.0
100,MAT00011,P001,SL01,2023,07,1338.0,0,0,0,1338.0
100,MAT00011,P001,SL01,2023,08,1379.0,0,0,0,1379.0
100,MAT00011,P001,SL01,2023,09,1392.0,0,0,0,1392.0
100,MAT00011,P001,SL01,2023,10,1374.0,0,0,0,1374.0
100,MAT00011,P001,SL01,2023,11,1406.0,0,0,0,1406.0
100,MAT00011,P001,SL01,2023,12,1475.0,0,0,0,1475.0
100,MAT00011,P001,SL01,2024,01,1560.0,0,0,0,1560.0
100,MAT00011,P001,SL01,2024,02,1692.0,0,0,0,1692.0
100,MAT00011,P001,SL01,2024,03,1742.0,0,0,0,1742.0
100,MAT00011,P001,SL01,2024,04,1798.0,0,0,0,1798.0
100,MAT00011,P001,SL01,2024,05,2063.0,0,0,0,2063.0
100,MAT00011,P001,SL01,2024,06,2226.0,0,0,0,2226.0
100,MAT00011,P001,SL01,2024,07,2154.0,0,0,0,2154.0
100,MAT00011,P001,SL01,2024,08,2173.0,0,0,0,2173.0
100,MAT00011,P001,SL01,2024,09,2140.0,0,0,0,2140.0
100,MAT00011,P001,SL01,2024,10,2207.0,0,0,0,2207.0
100,MAT00011,P001,SL01,2024,11,2215.0,0,0,0,2215.0
100,MAT00011,P001,SL01,2024,12,2174.0,0,0,0,2174.0
100,MAT00011,P002,SL01,2023,01,415.0,0,0,0,415.0
100,MAT00011,P002,SL01,2023,02,344.0,0,0,0,344.0
100,MAT00011,P002,SL01,2023,03,373.0,0,0,0,373.0
100,MAT00011,P002,SL01,2023,04,455.0,0,0,0,455.0
100,MAT00011,P002,SL01,2023,05,518.0,0,0,0,518.0
100,MAT00011,P002,SL01,2023,06,562.0,0,0,0,562.0
100,MAT00011,P002,SL01,2023,07,602.0,0,0,0,602.0
100,MAT00011,P002,SL01,2023,08,555.0,0,0,0,555.0
100,MAT00011,P002,SL01,2023,09,626.0,0,0,0,626.0
100,MAT00011,P002,SL01,2023,10,626.0,0,0,0,626.0
100,MAT00011,P002,SL01,2023,11,735.0,0,0,0,735.0
100,MAT00011,P002,SL01,2023,12,855.0,0,0,0,855.0
100,MAT00011,P002,SL01,2024,01,962.0,0,0,0,962.0
100,MAT00011,P002,SL01,2024,02,1039.0,0,0,0,1039.0
100,MAT00011,P002,SL01,2024,03,1143.0,0,0,0,1143.0
100,MAT00011,P002,SL01,2024,04,1142.0,0,0,0,1142.0
100,MAT00011,P002,SL01,2024,05,1132.0,0,0,0,1132.0
100,MAT00011,P002,SL01,2024,06,1171.0,0,0,0,1171.0
100,MAT00011,P002,SL01,2024,07,1205.0,0,0,0,1205.0
100,MAT00011,P002,SL01,2024,08,1189.0,0,0,0,1189.0
100,MAT00011,P002,SL01,2024,09,1189.0,0,0,0,1189.0
100,MAT00011,P002,SL01,2024,10,1225.0,0,0,0,1225.0
100,MAT00011,P002,SL01,2024,11,1312.0,0,0,0,1312.0
100,MAT00011,P002,SL01,2024,12,1322.0,0,0,0,1322.0
100,MAT00011,P003,SL02,2023,01,106.0,0,0,0,106.0
100,MAT00011,P003,SL02,2023,02,124.0,0,0,0,124.0
100,MAT00011,P003,SL02,2023,03,157.0,0,0,0,157.0
100,MAT00011,P003,SL02,2023,04,115.0,0,0,0,115.0
100,MAT00011,P003,SL02,2023,05,172.0,0,0,0,172.0
100,MAT00011,P003,SL02,2023,06,187.0,0,0,0,187.0
100,MAT00011,P003,SL02,2023,07,56.0,0,0,0,56.0
100,MAT00011,P003,SL02,2023,08,0,0,0,0,0
100,MAT00011,P003,SL02,2023,09,0,0,0,0,0
100,MAT00011,P003,SL02,2023,10,33.0,0,0,0,33.0
100,MAT00011,P003,SL02,2023,11,33.0,0,0,0,33.0
100,MAT00011,P003,SL02,2023,12,0,0,0,0,0
100,MAT00011,P003,SL02,2024,01,79.0,0,0,0,79.0
100,MAT00011,P003,SL02,2024,02,78.0,0,0,0,78.0
100,MAT00011,P003,SL02,2024,03,83.0,0,0,0,83.0
100,MAT00011,P003,SL02,2024,04,120.0,0,0,0,120.0
100,MAT00011,P003,SL02,2024,05,167.0,0,0,0,167.0
100,MAT00011,P003,SL02,2024,06,259.0,0,0,0,259.0
100,MAT00011,P003,SL02,2024,07,85.0,0,0,0,85.0
100,MAT00011,P003,SL02,2024,08,0,0,0,0,0
100,MAT00011,P003,SL02,2024,09,12.0,0,0,0,12.0
100,MAT00011,P003,SL02,2024,10,0,0,0,0,0
100,MAT00011,P003,SL02,2024,11,0,0,0,0,0
100,MAT00011,P003,SL02,2024,12,0,0,0,0,0
100,MAT00012,P001,SL01,2023,01,2.0,0,0,0,2.0
100,MAT00012,P001,SL01,2023,02,99.0,0,0,0,99.0
100,MAT00012,P001,SL01,2023,03,25.0,0,0,0,25.0
100,MAT00012,P001,SL01,2023,04,0,0,0,0,0
100,MAT00012,P001,SL01,2023,05,84.0,0,0,0,84.0
100,MAT00012,P001,SL01,2023,06,69.0,0,0,0,69.0
100,MAT00012,P001,SL01,2023,07,128.0,0,0,0,128.0
100,MAT00012,P001,SL01,2023,08,111.0,0,0,0,111.0
100,MAT00012,P001,SL01,2023,09,43.0,0,0,0,43.0
100,MAT00012,P001,SL01,2023,10,135.0,0,0,0,135.0
100,MAT00012,P001,SL01,2023,11,233.0,0,0,0,233.0
100,MAT00012,P001,SL01,2023,12,156.0,0,0,0,156.0
100,MAT00012,P001,SL01,2024,01,87.0,0,0,0,87.0
100,MAT00012,P001,SL01,2024,02,151.0,0,0,0,151.0
100,MAT00012,P001,SL01,2024,03,101.0,0,0,0,101.0
100,MAT00012,P001,SL01,2024,04,207.0,0,0,0,207.0
100,MAT00012,P001,SL01,2024,05,144.0,0,0,0,144.0
100,MAT00012,P001,SL01,2024,06,178.0,0,0,0,178.0
100,MAT00012,P001,SL01,2024,07,184.0,0,0,0,184.0
100,MAT00012,P001,SL01,2024,08,274.0,0,0,0,274.0
100,MAT00012,P001,SL01,2024,09,290.0,0,0,0,290.0
100,MAT00012,P001,SL01,2024,10,253.0,0,0,0,253.0
100,MAT00012,P001,SL01,2024,11,307.0,0,0,0,307.0
100,MAT00012,P001,SL01,2024,12,395.0,0,0,0,395.0
