MANDT,BUKRS,BELNR,GJAHR,BUZEI,KOART,KUNNR,LIFNR,HKONT,SHKZG,DMBTR,WRBTR,WAERS,ZFBDT,ZTERM,AUGDT,AUGBL,AUGGJ,BSCHL
100,1000,6000000150,2024,0001,D,C00006,,0000130000,S,43091.0,43091.0,USD,2024-09-16,N030,2024-11-29,CL6000000150,2024,01
100,1000,6000000150,2024,0002,S,,,0000800000,H,43091.0,43091.0,USD,,,,,,50
100,1000,6000000152,2024,0001,D,C00004,,0000130000,S,52412.9,52412.9,USD,2024-06-22,N060,,,,01
100,1000,6000000152,2024,0002,S,,,0000800000,H,52412.9,52412.9,USD,,,,,,50
100,1000,6000000153,2024,0001,D,C00014,,0000130000,S,443169.91,443169.91,USD,2024-03-17,2/10N30,2024-05-23,CL6000000153,2024,01
100,1000,6000000153,2024,0002,S,,,0000800000,H,443169.91,443169.91,USD,,,,,,50
100,1000,6000000154,2024,0001,D,C00012,,0000130000,S,75909.54,75909.54,USD,2024-09-02,N060,2024-10-31,CL6000000154,2024,01
100,1000,6000000154,2024,0002,S,,,0000800000,H,75909.54,75909.54,USD,,,,,,50
100,1000,6000000155,2024,0001,D,C00006,,0000130000,S,123477.42,123477.42,USD,2024-08-11,N060,2024-09-21,CL6000000155,2024,01
100,1000,6000000155,2024,0002,S,,,0000800000,H,123477.42,123477.42,USD,,,,,,50
100,1000,6000000156,2024,0001,D,C00008,,0000130000,S,231460.32,231460.32,USD,2024-05-17,N030,2024-07-30,CL6000000156,2024,01
100,1000,6000000156,2024,0002,S,,,0000800000,H,231460.32,231460.32,USD,,,,,,50
100,1000,6000000157,2024,0001,D,C00006,,0000130000,S,268163.17,268163.17,USD,2024-08-02,N014,,,,01
100,1000,6000000157,2024,0002,S,,,0000800000,H,268163.17,268163.17,USD,,,,,,50
100,1000,6000000160,2024,0001,D,C00002,,0000130000,S,56450.46,56450.46,USD,2024-10-04,N060,,,,01
100,1000,6000000160,2024,0002,S,,,0000800000,H,56450.46,56450.46,USD,,,,,,50
100,1000,6000000161,2024,0001,D,C00008,,0000130000,S,78817.99,78817.99,USD,2024-05-11,N060,2024-05-23,CL6000000161,2024,01
100,1000,6000000161,2024,0002,S,,,0000800000,H,78817.99,78817.99,USD,,,,,,50
100,1000,6000000162,2024,0001,D,C00012,,0000130000,S,42442.32,42442.32,USD,2024-07-07,N030,2024-09-03,CL6000000162,2024,01
100,1000,6000000162,2024,0002,S,,,0000800000,H,42442.32,42442.32,USD,,,,,,50
100,1000,6000000164,2024,0001,D,C00003,,0000130000,S,50384.46,50384.46,USD,2024-01-22,2/10N30,2024-02-07,CL6000000164,2024,01
100,1000,6000000164,2024,0002,S,,,0000800000,H,50384.46,50384.46,USD,,,,,,50
100,1000,6000000165,2024,0001,D,C00007,,0000130000,S,21850.5,21850.5,USD,2024-07-14,N030,2024-09-17,CL6000000165,2024,01
100,1000,6000000165,2024,0002,S,,,0000800000,H,21850.5,21850.5,USD,,,,,,50
100,1000,6000000166,2024,0001,D,C00008,,0000130000,S,57437.76,57437.76,USD,2024-07-18,N060,,,,01
100,1000,6000000166,2024,0002,S,,,0000800000,H,57437.76,57437.76,USD,,,,,,50
100,1000,6000000167,2024,0001,D,C00010,,0000130000,S,351172.2,351172.2,USD,2024-04-30,N060,,,,01
100,1000,6000000167,2024,0002,S,,,0000800000,H,351172.2,351172.2,USD,,,,,,50
100,1000,6000000168,2024,0001,D,C00007,,0000130000,S,99245.23,99245.23,USD,2024-03-28,2/10N30,2024-05-25,CL6000000168,2024,01
100,1000,6000000168,2024,0002,S,,,0000800000,H,99245.23,99245.23,USD,,,,,,50
100,1000,6000000169,2024,0001,D,C00011,,0000130000,S,52374.92,52374.92,USD,2024-03-21,N060,2024-05-23,CL6000000169,2024,01
100,1000,6000000169,2024,0002,S,,,0000800000,H,52374.92,52374.92,USD,,,,,,50
100,1000,6000000170,2024,0001,D,C00015,,0000130000,S,84283.68,84283.68,USD,2024-03-23,2/10N30,2024-05-27,CL6000000170,2024,01
100,1000,6000000170,2024,0002,S,,,0000800000,H,84283.68,84283.68,USD,,,,,,50
100,1000,6000000171,2024,0001,D,C00008,,0000130000,S,70078.51,70078.51,USD,2024-03-08,N030,,,,01
100,1000,6000000171,2024,0002,S,,,0000800000,H,70078.51,70078.51,USD,,,,,,50
100,1000,6000000173,2024,0001,D,C00007,,0000130000,S,14539.49,14539.49,USD,2024-08-06,2/10N30,2024-09-18,CL6000000173,2024,01
100,1000,6000000173,2024,0002,S,,,0000800000,H,14539.49,14539.49,USD,,,,,,50
100,1000,6000000174,2024,0001,D,C00003,,0000130000,S,52987.2,52987.2,USD,2024-04-27,2/10N30,2024-06-17,CL6000000174,2024,01
100,1000,6000000174,2024,0002,S,,,0000800000,H,52987.2,52987.2,USD,,,,,,50
100,1000,6000000175,2024,0001,D,C00007,,0000130000,S,22785.78,22785.78,USD,2024-03-07,2/10N30,2024-05-23,CL6000000175,2024,01
100,1000,6000000175,2024,0002,S,,,0000800000,H,22785.78,22785.78,USD,,,,,,50
100,1000,6000000177,2024,0001,D,C00004,,0000130000,S,197430.3,197430.3,USD,2024-06-24,N014,2024-08-29,CL6000000177,2024,01
100,1000,6000000177,2024,0002,S,,,0000800000,H,197430.3,197430.3,USD,,,,,,50
100,1000,6000000178,2024,0001,D,C00004,,0000130000,S,176559.88,176559.88,USD,2024-04-10,2/10N30,,,,01
100,1000,6000000178,2024,0002,S,,,0000800000,H,176559.88,176559.88,USD,,,,,,50
100,1000,6000000179,2024,0001,D,C00001,,0000130000,S,162468.66,162468.66,USD,2024-08-11,N014,2024-10-27,CL6000000179,2024,01
100,1000,6000000179,2024,0002,S,,,0000800000,H,162468.66,162468.66,USD,,,,,,50
100,1000,6000000180,2024,0001,D,C00013,,0000130000,S,303703.2,303703.2,USD,2024-06-18,2/10N30,,,,01
100,1000,6000000180,2024,0002,S,,,0000800000,H,303703.2,303703.2,USD,,,,,,50
100,1000,6000000181,2024,0001,D,C00006,,0000130000,S,94412.36,94412.36,USD,2024-06-22,N060,,,,01
100,1000,6000000181,2024,0002,S,,,0000800000,H,94412.36,94412.36,USD,,,,,,50
100,1000,6000000182,2024,0001,D,C00001,,0000130000,S,17332.56,17332.56,USD,2024-04-28,N014,2024-05-24,CL6000000182,2024,01
100,1000,6000000182,2024,0002,S,,,0000800000,H,17332.56,17332.56,USD,,,,,,50
100,1000,6000000183,2024,0001,D,C00006,,0000130000,S,94.31,94.31,USD,2024-08-11,N060,2024-11-02,CL6000000183,2024,01
100,1000,6000000183,2024,0002,S,,,0000800000,H,94.31,94.31,USD,,,,,,50
100,1000,6000000184,2024,0001,D,C00015,,0000130000,S,254746.76,254746.76,USD,2024-10-14,N014,2024-11-04,CL6000000184,2024,01
100,1000,6000000184,2024,0002,S,,,0000800000,H,254746.76,254746.76,USD,,,,,,50
100,1000,6000000186,2024,0001,D,C00004,,0000130000,S,105938.16,105938.16,USD,2024-06-12,N060,2024-08-15,CL6000000186,2024,01
100,1000,6000000186,2024,0002,S,,,0000800000,H,105938.16,105938.16,USD,,,,,,50
100,1000,6000000187,2024,0001,D,C00001,,0000130000,S,127238.88,127238.88,USD,2024-05-18,N060,,,,01
100,1000,6000000187,2024,0002,S,,,0000800000,H,127238.88,127238.88,USD,,,,,,50
100,1000,6000000188,2024,0001,D,C00007,,0000130000,S,94082.52,94082.52,USD,2024-07-02,N030,,,,01
100,1000,6000000188,2024,0002,S,,,0000800000,H,94082.52,94082.52,USD,,,,,,50
100,1000,6000000191,2024,0001,D,C00001,,0000130000,S,131953.17,131953.17,USD,2024-05-25,2/10N30,2024-07-07,CL6000000191,2024,01
100,1000,6000000191,2024,0002,S,,,0000800000,H,131953.17,131953.17,USD,,,,,,50
100,1000,6000000192,2024,0001,D,C00013,,0000130000,S,140655.24,140655.24,USD,2024-06-08,N014,,,,01
100,1000,6000000192,2024,0002,S,,,0000800000,H,140655.24,140655.24,USD,,,,,,50
100,1000,6000000194,2024,0001,D,C00013,,0000130000,S,40992.0,40992.0,USD,2024-06-27,N014,2024-08-06,CL6000000194,2024,01
100,1000,6000000194,2024,0002,S,,,0000800000,H,40992.0,40992.0,USD,,,,,,50
100,1000,6000000195,2024,0001,D,C00006,,0000130000,S,114799.67,114799.67,USD,2024-05-15,2/10N30,,,,01
100,1000,6000000195,2024,0002,S,,,0000800000,H,114799.67,114799.67,USD,,,,,,50
100,1000,6000000196,2024,0001,D,C00006,,0000130000,S,56984.85,56984.85,USD,2024-06-09,N014,2024-09-03,CL6000000196,2024,01
100,1000,6000000196,2024,0002,S,,,0000800000,H,56984.85,56984.85,USD,,,,,,50
100,1000,6000000198,2024,0001,D,C00006,,0000130000,S,56957.04,56957.04,USD,2024-09-14,N060,2024-10-11,CL6000000198,2024,01
100,1000,6000000198,2024,0002,S,,,0000800000,H,56957.04,56957.04,USD,,,,,,50
100,1000,6000000199,2024,0001,D,C00015,,0000130000,S,144521.16,144521.16,USD,2024-03-20,N014,2024-06-16,CL6000000199,2024,01
100,1000,6000000199,2024,0002,S,,,0000800000,H,144521.16,144521.16,USD,,,,,,50
100,1000,6000000200,2024,0001,D,C00013,,0000130000,S,43651.74,43651.74,USD,2024-03-08,2/10N30,,,,01
100,1000,6000000200,2024,0002,S,,,0000800000,H,43651.74,43651.74,USD,,,,,,50
100,1000,6000000201,2024,0001,D,C00011,,0000130000,S,59073.84,59073.84,USD,2024-09-30,N060,2024-10-28,CL6000000201,2024,01
100,1000,6000000201,2024,0002,S,,,0000800000,H,59073.84,59073.84,USD,,,,,,50
100,1000,6000000202,2024,0001,D,C00013,,0000130000,S,115897.4,115897.4,USD,2024-07-10,2/10N30,2024-09-28,CL6000000202,2024,01
100,1000,6000000202,2024,0002,S,,,0000800000,H,115897.4,115897.4,USD,,,,,,50
100,1000,6000000203,2024,0001,D,C00008,,0000130000,S,146681.94,146681.94,USD,2024-06-14,2/10N30,2024-07-30,CL6000000203,2024,01
100,1000,6000000203,2024,0002,S,,,0000800000,H,146681.94,146681.94,USD,,,,,,50
100,1000,6000000205,2024,0001,D,C00004,,0000130000,S,15252.48,15252.48,USD,2024-06-17,N030,2024-08-29,CL6000000205,2024,01
100,1000,6000000205,2024,0002,S,,,0000800000,H,15252.48,15252.48,USD,,,,,,50
100,1000,6000000206,2024,0001,D,C00014,,0000130000,S,69176.38,69176.38,USD,2024-10-04,N060,,,,01
100,1000,6000000206,2024,0002,S,,,0000800000,H,69176.38,69176.38,USD,,,,,,50
100,1000,6000000207,2024,0001,D,C00004,,0000130000,S,25501.7,25501.7,USD,2024-02-29,N030,2024-05-04,CL6000000207,2024,01
100,1000,6000000207,2024,0002,S,,,0000800000,H,25501.7,25501.7,USD,,,,,,50
100,1000,6000000208,2024,0001,D,C00015,,0000130000,S,20708.4,20708.4,USD,2024-09-21,N060,2024-10-09,CL6000000208,2024,01
100,1000,6000000208,2024,0002,S,,,0000800000,H,20708.4,20708.4,USD,,,,,,50
100,1000,6000000210,2024,0001,D,C00004,,0000130000,S,285147.42,285147.42,USD,2024-02-06,N014,,,,01
100,1000,6000000210,2024,0002,S,,,0000800000,H,285147.42,285147.42,USD,,,,,,50
100,1000,6000000211,2024,0001,D,C00007,,0000130000,S,234468.61,234468.61,USD,2024-02-16,2/10N30,2024-04-25,CL6000000211,2024,01
100,1000,6000000211,2024,0002,S,,,0000800000,H,234468.61,234468.61,USD,,,,,,50
100,1000,6000000214,2024,0001,D,C00005,,0000130000,S,71585.44,71585.44,USD,2024-03-12,2/10N30,,,,01
100,1000,6000000214,2024,0002,S,,,0000800000,H,71585.44,71585.44,USD,,,,,,50
100,1000,6000000215,2024,0001,D,C00002,,0000130000,S,290536.4,290536.4,USD,2024-07-06,N030,2024-09-03,CL6000000215,2024,01
100,1000,6000000215,2024,0002,S,,,0000800000,H,290536.4,290536.4,USD,,,,,,50
100,1000,6000000216,2024,0001,D,C00003,,0000130000,S,71315.66,71315.66,USD,2024-07-07,N030,2024-09-06,CL6000000216,2024,01
100,1000,6000000216,2024,0002,S,,,0000800000,H,71315.66,71315.66,USD,,,,,,50
100,1000,6000000217,2024,0001,D,C00015,,0000130000,S,110675.4,110675.4,USD,2024-08-28,N060,2024-11-02,CL6000000217,2024,01
100,1000,6000000217,2024,0002,S,,,0000800000,H,110675.4,110675.4,USD,,,,,,50
100,1000,6000000218,2024,0001,D,C00010,,0000130000,S,87624.66,87624.66,USD,2024-10-28,2/10N30,,,,01
100,1000,6000000218,2024,0002,S,,,0000800000,H,87624.66,87624.66,USD,,,,,,50
100,1000,6000000219,2024,0001,D,C00003,,0000130000,S,4507.32,4507.32,USD,2024-08-19,N030,2024-10-18,CL6000000219,2024,01
100,1000,6000000219,2024,0002,S,,,0000800000,H,4507.32,4507.32,USD,,,,,,50
100,1000,6000000220,2024,0001,D,C00002,,0000130000,S,176712.0,176712.0,USD,2024-07-16,N030,2024-10-02,CL6000000220,2024,01
100,1000,6000000220,2024,0002,S,,,0000800000,H,176712.0,176712.0,USD,,,,,,50
100,1000,6000000221,2024,0001,D,C00004,,0000130000,S,4561.3,4561.3,USD,2024-07-02,N030,2024-08-13,CL6000000221,2024,01
100,1000,6000000221,2024,0002,S,,,0000800000,H,4561.3,4561.3,USD,,,,,,50
100,1000,6000000222,2024,0001,D,C00006,,0000130000,S,26202.4,26202.4,USD,2024-04-20,N060,,,,01
100,1000,6000000222,2024,0002,S,,,0000800000,H,26202.4,26202.4,USD,,,,,,50
100,1000,6000000223,2024,0001,D,C00014,,0000130000,S,39601.53,39601.53,USD,2024-06-15,N030,2024-07-05,CL6000000223,2024,01
100,1000,6000000223,2024,0002,S,,,0000800000,H,39601.53,39601.53,USD,,,,,,50
100,1000,6000000224,2024,0001,D,C00015,,0000130000,S,204575.44,204575.44,USD,2024-06-13,2/10N30,2024-07-05,CL6000000224,2024,01
100,1000,6000000224,2024,0002,S,,,0000800000,H,204575.44,204575.44,USD,,,,,,50
100,1000,6000000225,2024,0001,D,C00014,,0000130000,S,113454.0,113454.0,USD,2024-05-24,2/10N30,,,,01
100,1000,6000000225,2024,0002,S,,,0000800000,H,113454.0,113454.0,USD,,,,,,50
100,1000,6000000226,2024,0001,D,C00004,,0000130000,S,91282.11,91282.11,USD,2024-09-03,N014,2024-10-07,CL6000000226,2024,01
100,1000,6000000226,2024,0002,S,,,0000800000,H,91282.11,91282.11,USD,,,,,,50
100,1000,6000000228,2024,0001,D,C00004,,0000130000,S,45778.88,45778.88,USD,2024-02-15,N014,,,,01
100,1000,6000000228,2024,0002,S,,,0000800000,H,45778.88,45778.88,USD,,,,,,50
100,1000,6000000229,2024,0001,D,C00008,,0000130000,S,122897.6,122897.6,USD,2024-09-16,N030,2024-11-24,CL6000000229,2024,01
100,1000,6000000229,2024,0002,S,,,0000800000,H,122897.6,122897.6,USD,,,,,,50
100,1000,6000000230,2024,0001,D,C00003,,0000130000,S,41185.28,41185.28,USD,2024-09-04,N014,2024-11-13,CL6000000230,2024,01
100,1000,6000000230,2024,0002,S,,,0000800000,H,41185.28,41185.28,USD,,,,,,50
100,1000,6000000231,2024,0001,D,C00009,,0000130000,S,105943.63,105943.63,USD,2024-10-04,2/10N30,2024-11-09,CL6000000231,2024,01
100,1000,6000000231,2024,0002,S,,,0000800000,H,105943.63,105943.63,USD,,,,,,50
100,1000,6000000232,2024,0001,D,C00004,,0000130000,S,193335.84,193335.84,USD,2024-08-01,N030,2024-09-18,CL6000000232,2024,01
100,1000,6000000232,2024,0002,S,,,0000800000,H,193335.84,193335.84,USD,,,,,,50
100,1000,6000000233,2024,0001,D,C00008,,0000130000,S,8064.0,8064.0,USD,2024-09-25,N014,2024-10-15,CL6000000233,2024,01
100,1000,6000000233,2024,0002,S,,,0000800000,H,8064.0,8064.0,USD,,,,,,50
100,1000,6000000234,2024,0001,D,C00006,,0000130000,S,329193.96,329193.96,USD,2024-02-16,N014,2024-03-06,CL6000000234,2024,01
100,1000,6000000234,2024,0002,S,,,0000800000,H,329193.96,329193.96,USD,,,,,,50
100,1000,6000000235,2024,0001,D,C00011,,0000130000,S,83171.09,83171.09,USD,2024-08-19,N014,2024-10-17,CL6000000235,2024,01
100,1000,6000000235,2024,0002,S,,,0000800000,H,83171.09,83171.09,USD,,,,,,50
100,1000,6000000236,2024,0001,D,C00001,,0000130000,S,157222.0,157222.0,USD,2024-09-23,N014,,,,01
100,1000,6000000236,2024,0002,S,,,0000800000,H,157222.0,157222.0,USD,,,,,,50
100,1000,6000000237,2024,0001,D,C00010,,0000130000,S,177601.36,177601.36,USD,2024-03-08,2/10N30,2024-06-02,CL6000000237,2024,01
100,1000,6000000237,2024,0002,S,,,0000800000,H,177601.36,177601.36,USD,,,,,,50
100,1000,6000000238,2024,0001,D,C00011,,0000130000,S,49220.9,49220.9,USD,2024-02-20,N014,2024-04-30,CL6000000238,2024,01
100,1000,6000000238,2024,0002,S,,,0000800000,H,49220.9,49220.9,USD,,,,,,50
100,1000,6000000239,2024,0001,D,C00002,,0000130000,S,64834.67,64834.67,USD,2024-09-04,N014,2024-10-21,CL6000000239,2024,01
100,1000,6000000239,2024,0002,S,,,0000800000,H,64834.67,64834.67,USD,,,,,,50
100,1000,6000000240,2024,0001,D,C00010,,0000130000,S,46281.76,46281.76,USD,2024-05-13,2/10N30,2024-05-29,CL6000000240,2024,01
100,1000,6000000240,2024,0002,S,,,0000800000,H,46281.76,46281.76,USD,,,,,,50
100,1000,6000000241,2024,0001,D,C00003,,0000130000,S,202746.6,202746.6,USD,2024-10-12,N030,2024-10-30,CL6000000241,2024,01
100,1000,6000000241,2024,0002,S,,,0000800000,H,202746.6,202746.6,USD,,,,,,50
100,1000,6000000242,2024,0001,D,C00002,,0000130000,S,83268.24,83268.24,USD,2024-06-30,N060,2024-09-04,CL6000000242,2024,01
100,1000,6000000242,2024,0002,S,,,0000800000,H,83268.24,83268.24,USD,,,,,,50
100,1000,6000000243,2024,0001,D,C00010,,0000130000,S,227178.33,227178.33,USD,2024-09-05,N014,2024-10-11,CL6000000243,2024,01
100,1000,6000000243,2024,0002,S,,,0000800000,H,227178.33,227178.33,USD,,,,,,50
100,1000,6000000244,2024,0001,D,C00011,,0000130000,S,96526.65,96526.65,USD,2024-01-24,N030,2024-03-19,CL6000000244,2024,01
100,1000,6000000244,2024,0002,S,,,0000800000,H,96526.65,96526.65,USD,,,,,,50
100,1000,6000000245,2024,0001,D,C00009,,0000130000,S,296563.57,296563.57,USD,2024-06-07,2/10N30,2024-08-24,CL6000000245,2024,01
100,1000,6000000245,2024,0002,S,,,0000800000,H,296563.57,296563.57,USD,,,,,,50
100,1000,6000000246,2024,0001,D,C00007,,0000130000,S,106141.41,106141.41,USD,2024-09-04,N030,2024-10-24,CL6000000246,2024,01
100,1000,6000000246,2024,0002,S,,,0000800000,H,106141.41,106141.41,USD,,,,,,50
100,1000,6000000247,2024,0001,D,C00006,,0000130000,S,56005.48,56005.48,USD,2024-08-15,N014,2024-10-21,CL6000000247,2024,01
100,1000,6000000247,2024,0002,S,,,0000800000,H,56005.48,56005.48,USD,,,,,,50
100,1000,6000000248,2024,0001,D,C00004,,0000130000,S,77306.68,77306.68,USD,2024-09-16,N014,2024-10-18,CL6000000248,2024,01
100,1000,6000000248,2024,0002,S,,,0000800000,H,77306.68,77306.68,USD,,,,,,50
100,1000,6000000249,2024,0001,D,C00012,,0000130000,S,232243.2,232243.2,USD,2024-07-23,2/10N30,2024-10-21,CL6000000249,2024,01
100,1000,6000000249,2024,0002,S,,,0000800000,H,232243.2,232243.2,USD,,,,,,50
100,1000,6000000250,2024,0001,D,C00004,,0000130000,S,14651.85,14651.85,USD,2024-09-22,N014,2024-12-07,CL6000000250,2024,01
100,1000,6000000250,2024,0002,S,,,0000800000,H,14651.85,14651.85,USD,,,,,,50
100,1000,6000000251,2024,0001,D,C00008,,0000130000,S,193772.16,193772.16,USD,2024-05-18,N060,2024-07-15,CL6000000251,2024,01
100,1000,6000000251,2024,0002,S,,,0000800000,H,193772.16,193772.16,USD,,,,,,50
100,1000,6000000252,2024,0001,D,C00014,,0000130000,S,95993.65,95993.65,USD,2024-07-28,N060,2024-09-16,CL6000000252,2024,01
100,1000,6000000252,2024,0002,S,,,0000800000,H,95993.65,95993.65,USD,,,,,,50
100,1000,6000000253,2024,0001,D,C00005,,0000130000,S,35325.45,35325.45,USD,2024-06-16,N030,2024-08-26,CL6000000253,2024,01
100,1000,6000000253,2024,0002,S,,,0000800000,H,35325.45,35325.45,USD,,,,,,50
100,1000,6000000254,2024,0001,D,C00009,,0000130000,S,21755.8,21755.8,USD,2024-10-16,N030,,,,01
100,1000,6000000254,2024,0002,S,,,0000800000,H,21755.8,21755.8,USD,,,,,,50
100,1000,6000000257,2024,0001,D,C00005,,0000130000,S,137497.79,137497.79,USD,2024-03-11,N014,2024-04-21,CL6000000257,2024,01
100,1000,6000000257,2024,0002,S,,,0000800000,H,137497.79,137497.79,USD,,,,,,50
100,1000,6000000258,2024,0001,D,C00002,,0000130000,S,281799.36,281799.36,USD,2024-04-06,N014,2024-07-04,CL6000000258,2024,01
100,1000,6000000258,2024,0002,S,,,0000800000,H,281799.36,281799.36,USD,,,,,,50
100,1000,6000000259,2024,0001,D,C00006,,0000130000,S,238307.58,238307.58,USD,2024-06-19,N014,2024-08-30,CL6000000259,2024,01
100,1000,6000000259,2024,0002,S,,,0000800000,H,238307.58,238307.58,USD,,,,,,50
100,1000,6000000260,2024,0001,D,C00011,,0000130000,S,83743.68,83743.68,USD,2024-07-01,N060,2024-09-22,CL6000000260,2024,01
100,1000,6000000260,2024,0002,S,,,0000800000,H,83743.68,83743.68,USD,,,,,,50
100,1000,6000000262,2024,0001,D,C00001,,0000130000,S,254408.52,254408.52,USD,2024-10-04,2/10N30,2024-12-31,CL6000000262,2024,01
100,1000,6000000262,2024,0002,S,,,0000800000,H,254408.52,254408.52,USD,,,,,,50
100,1000,6000000263,2024,0001,D,C00003,,0000130000,S,79593.44,79593.44,USD,2024-09-27,N060,2024-10-20,CL6000000263,2024,01
100,1000,6000000263,2024,0002,S,,,0000800000,H,79593.44,79593.44,USD,,,,,,50
100,1000,6000000264,2024,0001,D,C00013,,0000130000,S,110929.16,110929.16,USD,2024-05-17,N060,2024-07-15,CL6000000264,2024,01
100,1000,6000000264,2024,0002,S,,,0000800000,H,110929.16,110929.16,USD,,,,,,50
100,1000,6000000265,2024,0001,D,C00013,,0000130000,S,21840.75,21840.75,USD,2024-05-14,2/10N30,2024-08-10,CL6000000265,2024,01
100,1000,6000000265,2024,0002,S,,,0000800000,H,21840.75,21840.75,USD,,,,,,50
100,1000,6000000266,2024,0001,D,C00015,,0000130000,S,69944.0,69944.0,USD,2024-08-25,N014,2024-10-20,CL6000000266,2024,01
100,1000,6000000266,2024,0002,S,,,0000800000,H,69944.0,69944.0,USD,,,,,,50
100,1000,6000000268,2024,0001,D,C00015,,0000130000,S,53449.24,53449.24,USD,2024-05-04,N030,2024-06-30,CL6000000268,2024,01
100,1000,6000000268,2024,0002,S,,,0000800000,H,53449.24,53449.24,USD,,,,,,50
100,1000,6000000269,2024,0001,D,C00002,,0000130000,S,163218.95,163218.95,USD,2024-02-07,2/10N30,2024-03-31,CL6000000269,2024,01
100,1000,6000000269,2024,0002,S,,,0000800000,H,163218.95,163218.95,USD,,,,,,50
100,1000,6000000270,2024,0001,D,C00008,,0000130000,S,112461.68,112461.68,USD,2024-07-20,N030,,,,01
100,1000,6000000270,2024,0002,S,,,0000800000,H,112461.68,112461.68,USD,,,,,,50
100,1000,6000000271,2024,0001,D,C00002,,0000130000,S,132973.31,132973.31,USD,2024-06-06,2/10N30,2024-08-12,CL6000000271,2024,01
100,1000,6000000271,2024,0002,S,,,0000800000,H,132973.31,132973.31,USD,,,,,,50
100,1000,6000000274,2024,0001,D,C00007,,0000130000,S,128239.49,128239.49,USD,2024-07-27,N030,,,,01
100,1000,6000000274,2024,0002,S,,,0000800000,H,128239.49,128239.49,USD,,,,,,50
100,1000,6000000275,2024,0001,D,C00014,,0000130000,S,25804.46,25804.46,USD,2024-04-23,2/10N30,,,,01
100,1000,6000000275,2024,0002,S,,,0000800000,H,25804.46,25804.46,USD,,,,,,50
100,1000,6000000276,2024,0001,D,C00010,,0000130000,S,53762.48,53762.48,USD,2024-05-23,N014,2024-06-06,CL6000000276,2024,01
100,1000,6000000276,2024,0002,S,,,0000800000,H,53762.48,53762.48,USD,,,,,,50
100,1000,6000000277,2024,0001,D,C00003,,0000130000,S,77945.0,77945.0,USD,2024-02-04,2/10N30,2024-04-15,CL6000000277,2024,01
100,1000,6000000277,2024,0002,S,,,0000800000,H,77945.0,77945.0,USD,,,,,,50
100,1000,6000000278,2024,0001,D,C00007,,0000130000,S,109727.66,109727.66,USD,2024-03-25,N030,2024-04-09,CL6000000278,2024,01
100,1000,6000000278,2024,0002,S,,,0000800000,H,109727.66,109727.66,USD,,,,,,50
100,1000,6000000279,2024,0001,D,C00005,,0000130000,S,217850.48,217850.48,USD,2024-03-11,2/10N30,2024-05-09,CL6000000279,2024,01
100,1000,6000000279,2024,0002,S,,,0000800000,H,217850.48,217850.48,USD,,,,,,50
100,1000,6000000280,2024,0001,D,C00006,,0000130000,S,58753.52,58753.52,USD,2024-03-07,N030,2024-04-15,CL6000000280,2024,01
100,1000,6000000280,2024,0002,S,,,0000800000,H,58753.52,58753.52,USD,,,,,,50
100,1000,6000000281,2024,0001,D,C00013,,0000130000,S,129994.5,129994.5,USD,2024-04-30,2/10N30,2024-07-05,CL6000000281,2024,01
100,1000,6000000281,2024,0002,S,,,0000800000,H,129994.5,129994.5,USD,,,,,,50
100,1000,6000000282,2024,0001,D,C00013,,0000130000,S,134478.08,134478.08,USD,2024-08-01,N014,2024-09-16,CL6000000282,2024,01
100,1000,6000000282,2024,0002,S,,,0000800000,H,134478.08,134478.08,USD,,,,,,50
100,1000,6000000283,2024,0001,D,C00004,,0000130000,S,98557.09,98557.09,USD,2024-08-18,2/10N30,,,,01
100,1000,6000000283,2024,0002,S,,,0000800000,H,98557.09,98557.09,USD,,,,,,50
100,1000,6000000284,2024,0001,D,C00013,,0000130000,S,73442.8,73442.8,USD,2024-03-17,2/10N30,2024-05-13,CL6000000284,2024,01
100,1000,6000000284,2024,0002,S,,,0000800000,H,73442.8,73442.8,USD,,,,,,50
100,1000,6000000285,2024,0001,D,C00004,,0000130000,S,386495.62,386495.62,USD,2024-07-27,N014,2024-09-19,CL6000000285,2024,01
100,1000,6000000285,2024,0002,S,,,0000800000,H,386495.62,386495.62,USD,,,,,,50
100,1000,6000000286,2024,0001,D,C00002,,0000130000,S,182876.19,182876.19,USD,2024-03-07,N030,,,,01
100,1000,6000000286,2024,0002,S,,,0000800000,H,182876.19,182876.19,USD,,,,,,50
100,1000,6000000288,2024,0001,D,C00006,,0000130000,S,27525.68,27525.68,USD,2024-10-08,N060,2024-12-21,CL6000000288,2024,01
100,1000,6000000288,2024,0002,S,,,0000800000,H,27525.68,27525.68,USD,,,,,,50
100,1000,6000000289,2024,0001,D,C00003,,0000130000,S,258668.85,258668.85,USD,2024-02-29,N030,2024-05-27,CL6000000289,2024,01
100,1000,6000000289,2024,0002,S,,,0000800000,H,258668.85,258668.85,USD,,,,,,50
100,1000,6000000290,2024,0001,D,C00011,,0000130000,S,193335.45,193335.45,USD,2024-06-09,N030,2024-07-07,CL6000000290,2024,01
100,1000,6000000290,2024,0002,S,,,0000800000,H,193335.45,193335.45,USD,,,,,,50
100,1000,6000000291,2024,0001,D,C00005,,0000130000,S,64702.32,64702.32,USD,2024-06-24,N014,2024-07-15,CL6000000291,2024,01
100,1000,6000000291,2024,0002,S,,,0000800000,H,64702.32,64702.32,USD,,,,,,50
