MANDT,VBELN,ERDAT,ERZET,ERNAM,FKART,FKTYP,VBTYP,FKDAT,KNUMV,NETWR,WAERK,KUNAG,KUNRG,VKORG,BUKRS,BELNR,GJAHR,RFBSK
100,9000000226,2024-09-03,110000,FINANCE02,F2,L,M,2024-09-03,5800000226,91282.11,USD,C00004,C00004,1000,1000,6000000226,FY2024,C
100,9000000228,2024-02-15,110000,FINANCE02,F2,L,M,2024-02-15,5800000228,45778.88,USD,C00004,C00004,1000,1000,6000000228,FY2024,C
100,9000000229,2024-09-16,110000,FINANCE02,F2,L,M,2024-09-16,5800000229,122897.6,USD,C00008,C00008,1000,1000,6000000229,FY2024,C
100,9000000230,2024-09-04,110000,FINANCE01,F2,L,M,2024-09-04,5800000230,41185.28,USD,C00003,C00003,1000,1000,6000000230,FY2024,C
100,9000000231,2024-10-04,110000,FINANCE02,F2,L,M,2024-10-04,5800000231,105943.63,USD,C00009,C00009,1000,1000,6000000231,FY2024,C
100,9000000232,2024-08-01,110000,FINANCE01,F2,L,M,2024-08-01,5800000232,193335.84,USD,C00004,C00004,1000,1000,6000000232,FY2024,C
100,9000000233,2024-09-25,110000,FINANCE01,F2,L,M,2024-09-25,5800000233,8064.0,USD,C00008,C00008,1000,1000,6000000233,FY2024,C
100,9000000234,2024-02-16,110000,FINANCE01,F2,L,M,2024-02-16,5800000234,329193.96,USD,C00006,C00006,1000,1000,6000000234,FY2024,C
100,9000000235,2024-08-19,110000,FINANCE01,F2,L,M,2024-08-19,5800000235,83171.09,USD,C00011,C00011,1000,1000,6000000235,FY2024,C
100,9000000236,2024-09-23,110000,FINANCE01,F2,L,M,2024-09-23,5800000236,157222.0,USD,C00001,C00001,1000,1000,6000000236,FY2024,C
100,9000000237,2024-03-08,110000,FINANCE01,F2,L,M,2024-03-08,5800000237,177601.36,USD,C00010,C00010,1000,1000,6000000237,FY2024,C
100,9000000238,2024-02-20,110000,FINANCE01,F2,L,M,2024-02-20,5800000238,49220.9,USD,C00011,C00011,1000,1000,6000000238,FY2024,C
100,9000000239,2024-09-04,110000,FINANCE02,F2,L,M,2024-09-04,5800000239,64834.67,USD,C00002,C00002,1000,1000,6000000239,FY2024,C
100,9000000240,2024-05-13,110000,FINANCE01,F2,L,M,2024-05-13,5800000240,46281.76,USD,C00010,C00010,1000,1000,6000000240,FY2024,C
100,9000000241,2024-10-12,110000,FINANCE01,F2,L,M,2024-10-12,5800000241,202746.6,USD,C00003,C00003,1000,1000,6000000241,FY2024,C
100,9000000242,2024-06-30,110000,FINANCE01,F2,L,M,2024-06-30,5800000242,83268.24,USD,C00002,C00002,1000,1000,6000000242,FY2024,C
100,9000000243,2024-09-05,110000,FINANCE02,F2,L,M,2024-09-05,5800000243,227178.33,USD,C00010,C00010,1000,1000,6000000243,FY2024,C
100,9000000244,2024-01-24,110000,FINANCE01,F2,L,M,2024-01-24,5800000244,96526.65,USD,C00011,C00011,1000,1000,6000000244,FY2024,C
100,9000000245,2024-06-07,110000,FINANCE01,F2,L,M,2024-06-07,5800000245,296563.57,USD,C00009,C00009,1000,1000,6000000245,FY2024,C
100,9000000246,2024-09-04,110000,FINANCE01,F2,L,M,2024-09-04,5800000246,106141.41,USD,C00007,C00007,1000,1000,6000000246,FY2024,C
100,9000000247,2024-08-15,110000,FINANCE01,F2,L,M,2024-08-15,5800000247,56005.48,USD,C00006,C00006,1000,1000,6000000247,FY2024,C
100,9000000248,2024-09-16,110000,FINANCE02,F2,L,M,2024-09-16,5800000248,77306.68,USD,C00004,C00004,1000,1000,6000000248,FY2024,C
100,9000000249,2024-07-23,110000,FINANCE01,F2,L,M,2024-07-23,5800000249,232243.2,USD,C00012,C00012,1000,1000,6000000249,FY2024,C
100,9000000250,2024-09-22,110000,FINANCE02,F2,L,M,2024-09-22,5800000250,14651.85,USD,C00004,C00004,1000,1000,6000000250,FY2024,C
100,9000000251,2024-05-18,110000,FINANCE01,F2,L,M,2024-05-18,5800000251,193772.16,USD,C00008,C00008,1000,1000,6000000251,FY2024,C
100,9000000252,2024-07-28,110000,FINANCE02,F2,L,M,2024-07-28,5800000252,95993.65,USD,C00014,C00014,1000,1000,6000000252,FY2024,C
100,9000000253,2024-06-16,110000,FINANCE02,F2,L,M,2024-06-16,5800000253,35325.45,USD,C00005,C00005,1000,1000,6000000253,FY2024,C
100,9000000254,2024-10-16,110000,FINANCE01,F2,L,M,2024-10-16,5800000254,21755.8,USD,C00009,C00009,1000,1000,6000000254,FY2024,C
100,9000000257,2024-03-11,110000,FINANCE02,F2,L,M,2024-03-11,5800000257,137497.79,USD,C00005,C00005,1000,1000,6000000257,FY2024,C
100,9000000258,2024-04-06,110000,FINANCE02,F2,L,M,2024-04-06,5800000258,281799.36,USD,C00002,C00002,1000,1000,6000000258,FY2024,C
100,9000000259,2024-06-19,110000,FINANCE01,F2,L,M,2024-06-19,5800000259,238307.58,USD,C00006,C00006,1000,1000,6000000259,FY2024,C
100,9000000260,2024-07-01,110000,FINANCE02,F2,L,M,2024-07-01,5800000260,83743.68,USD,C00011,C00011,1000,1000,6000000260,FY2024,C
100,9000000262,2024-10-04,110000,FINANCE01,F2,L,M,2024-10-04,5800000262,254408.52,USD,C00001,C00001,1000,1000,6000000262,FY2024,C
100,9000000263,2024-09-27,110000,FINANCE01,F2,L,M,2024-09-27,5800000263,79593.44,USD,C00003,C00003,1000,1000,6000000263,FY2024,C
100,9000000264,2024-05-17,110000,FINANCE01,F2,L,M,2024-05-17,5800000264,110929.16,USD,C00013,C00013,1000,1000,6000000264,FY2024,C
100,9000000265,2024-05-14,110000,FINANCE01,F2,L,M,2024-05-14,5800000265,21840.75,USD,C00013,C00013,1000,1000,6000000265,FY2024,C
100,9000000266,2024-08-25,110000,FINANCE02,F2,L,M,2024-08-25,5800000266,69944.0,USD,C00015,C00015,1000,1000,6000000266,FY2024,C
100,9000000268,2024-05-04,110000,FINANCE01,F2,L,M,2024-05-04,5800000268,53449.24,USD,C00015,C00015,1000,1000,6000000268,FY2024,C
100,9000000269,2024-02-07,110000,FINANCE02,F2,L,M,2024-02-07,5800000269,163218.95,USD,C00002,C00002,1000,1000,6000000269,FY2024,C
100,9000000270,2024-07-20,110000,FINANCE01,F2,L,M,2024-07-20,5800000270,112461.68,USD,C00008,C00008,1000,1000,6000000270,FY2024,C
100,9000000271,2024-06-06,110000,FINANCE02,F2,L,M,2024-06-06,5800000271,132973.31,USD,C00002,C00002,1000,1000,6000000271,FY2024,C
100,9000000274,2024-07-27,110000,FINANCE01,F2,L,M,2024-07-27,5800000274,128239.49,USD,C00007,C00007,1000,1000,6000000274,FY2024,C
100,9000000275,2024-04-23,110000,FINANCE01,F2,L,M,2024-04-23,5800000275,25804.46,USD,C00014,C00014,1000,1000,6000000275,FY2024,C
100,9000000276,2024-05-23,110000,FINANCE02,F2,L,M,2024-05-23,5800000276,53762.48,USD,C00010,C00010,1000,1000,6000000276,FY2024,C
100,9000000277,2024-02-04,110000,FINANCE02,F2,L,M,2024-02-04,5800000277,77945.0,USD,C00003,C00003,1000,1000,6000000277,FY2024,C
100,9000000278,2024-03-25,110000,FINANCE01,F2,L,M,2024-03-25,5800000278,109727.66,USD,C00007,C00007,1000,1000,6000000278,FY2024,C
100,9000000279,2024-03-11,110000,FINANCE02,F2,L,M,2024-03-11,5800000279,217850.48,USD,C00005,C00005,1000,1000,6000000279,FY2024,C
100,9000000280,2024-03-07,110000,FINANCE02,F2,L,M,2024-03-07,5800000280,58753.52,USD,C00006,C00006,1000,1000,6000000280,FY2024,C
100,9000000281,2024-04-30,110000,FINANCE02,F2,L,M,2024-04-30,5800000281,129994.5,USD,C00013,C00013,1000,1000,6000000281,FY2024,C
100,9000000282,2024-08-01,110000,FINANCE01,F2,L,M,2024-08-01,5800000282,134478.08,USD,C00013,C00013,1000,1000,6000000282,FY2024,C
100,9000000283,2024-08-18,110000,FINANCE02,F2,L,M,2024-08-18,5800000283,98557.09,USD,C00004,C00004,1000,1000,6000000283,FY2024,C
100,9000000284,2024-03-17,110000,FINANCE01,F2,L,M,2024-03-17,5800000284,73442.8,USD,C00013,C00013,1000,1000,6000000284,FY2024,C
100,9000000285,2024-07-27,110000,FINANCE01,F2,L,M,2024-07-27,5800000285,386495.62,USD,C00004,C00004,1000,1000,6000000285,FY2024,C
100,9000000286,2024-03-07,110000,FINANCE01,F2,L,M,2024-03-07,5800000286,182876.19,USD,C00002,C00002,1000,1000,6000000286,FY2024,C
100,9000000288,2024-10-08,110000,FINANCE02,F2,L,M,2024-10-08,5800000288,27525.68,USD,C00006,C00006,1000,1000,6000000288,FY2024,C
100,9000000289,2024-02-29,110000,FINANCE01,F2,L,M,2024-02-29,5800000289,258668.85,USD,C00003,C00003,1000,1000,6000000289,FY2024,C
100,9000000290,2024-06-09,110000,FINANCE02,F2,L,M,2024-06-09,5800000290,193335.45,USD,C00011,C00011,1000,1000,6000000290,FY2024,C
100,9000000291,2024-06-24,110000,FINANCE02,F2,L,M,2024-06-24,5800000291,64702.32,USD,C00005,C00005,1000,1000,6000000291,FY2024,C
100,9000000292,2024-08-19,110000,FINANCE02,F2,L,M,2024-08-19,5800000292,153196.92,USD,C00014,C00014,1000,1000,6000000292,FY2024,C
100,9000000293,2024-01-26,110000,FINANCE01,F2,L,M,2024-01-26,5800000293,84221.89,USD,C00013,C00013,1000,1000,6000000293,FY2024,C
100,9000000294,2024-06-18,110000,FINANCE01,F2,L,M,2024-06-18,5800000294,325526.36,USD,C00012,C00012,1000,1000,6000000294,FY2024,C
100,9000000295,2024-03-29,110000,FINANCE01,F2,L,M,2024-03-29,5800000295,12868.2,USD,C00015,C00015,1000,1000,6000000295,FY2024,C
100,9000000296,2024-05-10,110000,FINANCE01,F2,L,M,2024-05-10,5800000296,287003.85,USD,C00012,C00012,1000,1000,6000000296,FY2024,C
100,9000000297,2024-10-21,110000,FINANCE02,F2,L,M,2024-10-21,5800000297,127784.04,USD,C00006,C00006,1000,1000,6000000297,FY2024,C
100,9000000298,2024-02-04,110000,FINANCE02,F2,L,M,2024-02-04,5800000298,155845.83,USD,C00010,C00010,1000,1000,6000000298,FY2024,C
100,9000000300,2024-08-23,110000,FINANCE02,F2,L,M,2024-08-23,5800000300,58044.46,USD,C00003,C00003,1000,1000,6000000300,FY2024,C
100,9000000301,2024-08-09,110000,FINANCE02,F2,L,M,2024-08-09,5800000301,66584.34,USD,C00005,C00005,1000,1000,6000000301,FY2024,C
100,9000000302,2024-04-11,110000,FINANCE01,F2,L,M,2024-04-11,5800000302,139252.75,USD,C00008,C00008,1000,1000,6000000302,FY2024,C
100,9000000303,2024-03-15,110000,FINANCE02,F2,L,M,2024-03-15,5800000303,36296.1,USD,C00011,C00011,1000,1000,6000000303,FY2024,C
100,9000000304,2024-06-11,110000,FINANCE02,F2,L,M,2024-06-11,5800000304,87207.68,USD,C00007,C00007,1000,1000,6000000304,FY2024,C
100,9000000305,2024-10-12,110000,FINANCE02,F2,L,M,2024-10-12,5800000305,17634.78,USD,C00006,C00006,1000,1000,6000000305,FY2024,C
100,9000000306,2024-05-03,110000,FINANCE02,F2,L,M,2024-05-03,5800000306,5459.85,USD,C00005,C00005,1000,1000,6000000306,FY2024,C
100,9000000307,2024-05-09,110000,FINANCE02,F2,L,M,2024-05-09,5800000307,16750.05,USD,C00009,C00009,1000,1000,6000000307,FY2024,C
100,9000000308,2024-06-13,110000,FINANCE02,F2,L,M,2024-06-13,5800000308,185576.6,USD,C00010,C00010,1000,1000,6000000308,FY2024,C
100,9000000309,2024-09-28,110000,FINANCE01,F2,L,M,2024-09-28,5800000309,135285.02,USD,C00013,C00013,1000,1000,6000000309,FY2024,C
100,9000000310,2024-05-14,110000,FINANCE01,F2,L,M,2024-05-14,5800000310,123309.94,USD,C00012,C00012,1000,1000,6000000310,FY2024,C
100,9000000312,2024-05-16,110000,FINANCE02,F2,L,M,2024-05-16,5800000312,230886.04,USD,C00007,C00007,1000,1000,6000000312,FY2024,C
100,9000000313,2024-08-18,110000,FINANCE01,F2,L,M,2024-08-18,5800000313,138198.49,USD,C00013,C00013,1000,1000,6000000313,FY2024,C
100,9000000314,2024-04-09,110000,FINANCE02,F2,L,M,2024-04-09,5800000314,114660.13,USD,C00013,C00013,1000,1000,6000000314,FY2024,C
100,9000000315,2024-02-04,110000,FINANCE02,F2,L,M,2024-02-04,5800000315,16837.34,USD,C00004,C00004,1000,1000,6000000315,FY2024,C
100,9000000316,2024-05-23,110000,FINANCE01,F2,L,M,2024-05-23,5800000316,222504.54,USD,C00003,C00003,1000,1000,6000000316,FY2024,C
100,9000000317,2024-04-04,110000,FINANCE02,F2,L,M,2024-04-04,5800000317,117534.66,USD,C00002,C00002,1000,1000,6000000317,FY2024,C
100,9000000318,2024-10-07,110000,FINANCE01,F2,L,M,2024-10-07,5800000318,351124.29,USD,C00004,C00004,1000,1000,6000000318,FY2024,C
100,9000000319,2024-10-07,110000,FINANCE02,F2,L,M,2024-10-07,5800000319,33593.94,USD,C00014,C00014,1000,1000,6000000319,FY2024,C
100,9000000320,2024-10-01,110000,FINANCE02,F2,L,M,2024-10-01,5800000320,235906.89,USD,C00004,C00004,1000,1000,6000000320,FY2024,C
100,9000000321,2024-08-21,110000,FINANCE02,F2,L,M,2024-08-21,5800000321,198756.48,USD,C00005,C00005,1000,1000,6000000321,FY2024,C
100,9000000322,2024-06-24,110000,FINANCE02,F2,L,M,2024-06-24,5800000322,18929.4,USD,C00002,C00002,1000,1000,6000000322,FY2024,C
100,9000000323,2024-07-02,110000,FINANCE01,F2,L,M,2024-07-02,5800000323,51145.74,USD,C00011,C00011,1000,1000,6000000323,FY2024,C
100,9000000324,2024-02-23,110000,FINANCE01,F2,L,M,2024-02-23,5800000324,210430.87,USD,C00013,C00013,1000,1000,6000000324,FY2024,C
100,9000000325,2024-05-11,110000,FINANCE02,F2,L,M,2024-05-11,5800000325,298353.0,USD,C00010,C00010,1000,1000,6000000325,FY2024,C
100,9000000326,2024-08-27,110000,FINANCE02,F2,L,M,2024-08-27,5800000326,535.24,USD,C00009,C00009,1000,1000,6000000326,FY2024,C
100,9000000328,2024-03-19,110000,FINANCE01,F2,L,M,2024-03-19,5800000328,12274.9,USD,C00012,C00012,1000,1000,6000000328,FY2024,C
100,9000000329,2024-06-08,110000,FINANCE02,F2,L,M,2024-06-08,5800000329,29122.2,USD,C00013,C00013,1000,1000,6000000329,FY2024,C
100,9000000330,2024-10-10,110000,FINANCE02,F2,L,M,2024-10-10,5800000330,329716.96,USD,C00011,C00011,1000,1000,6000000330,FY2024,C
100,9000000331,2024-05-11,110000,FINANCE01,F2,L,M,2024-05-11,5800000331,49368.0,USD,C00007,C00007,1000,1000,6000000331,FY2024,C
100,9000000332,2024-03-30,110000,FINANCE01,F2,L,M,2024-03-30,5800000332,168376.32,USD,C00013,C00013,1000,1000,6000000332,FY2024,C
100,9000000333,2024-08-17,110000,FINANCE02,F2,L,M,2024-08-17,5800000333,64307.78,USD,C00012,C00012,1000,1000,6000000333,FY2024,C
100,9000000337,2024-04-09,110000,FINANCE02,F2,L,M,2024-04-09,5800000337,4101.34,USD,C00010,C00010,1000,1000,6000000337,FY2024,C
100,9000000338,2024-07-20,110000,FINANCE02,F2,L,M,2024-07-20,5800000338,111648.67,USD,C00002,C00002,1000,1000,6000000338,FY2024,C
100,9000000339,2024-10-06,110000,FINANCE01,F2,L,M,2024-10-06,5800000339,257027.9,USD,C00007,C00007,1000,1000,6000000339,FY2024,C
100,9000000342,2024-05-27,110000,FINANCE01,F2,L,M,2024-05-27,5800000342,50309.62,USD,C00002,C00002,1000,1000,6000000342,FY2024,C
100,9000000343,2024-01-29,110000,FINANCE02,F2,L,M,2024-01-29,5800000343,17053.75,USD,C00010,C00010,1000,1000,6000000343,FY2024,C
100,9000000345,2024-03-25,110000,FINANCE02,F2,L,M,2024-03-25,5800000345,187746.64,USD,C00008,C00008,1000,1000,6000000345,FY2024,C
100,9000000346,2024-07-31,110000,FINANCE02,F2,L,M,2024-07-31,5800000346,300886.24,USD,C00010,C00010,1000,1000,6000000346,FY2024,C
100,9000000348,2024-05-27,110000,FINANCE01,F2,L,M,2024-05-27,5800000348,164617.87,USD,C00008,C00008,1000,1000,6000000348,FY2024,C
100,9000000349,2024-06-13,110000,FINANCE01,F2,L,M,2024-06-13,5800000349,75863.12,USD,C00008,C00008,1000,1000,6000000349,FY2024,C
100,9000000350,2024-07-08,110000,FINANCE01,F2,L,M,2024-07-08,5800000350,76239.0,USD,C00015,C00015,1000,1000,6000000350,FY2024,C
100,9000000351,2024-06-06,110000,FINANCE02,F2,L,M,2024-06-06,5800000351,8055.45,USD,C00013,C00013,1000,1000,6000000351,FY2024,C
100,9000000352,2024-03-06,110000,FINANCE02,F2,L,M,2024-03-06,5800000352,18281.4,USD,C00013,C00013,1000,1000,6000000352,FY2024,C
100,9000000353,2024-05-08,110000,FINANCE01,F2,L,M,2024-05-08,5800000353,27955.07,USD,C00006,C00006,1000,1000,6000000353,FY2024,C
100,9000000354,2024-09-10,110000,FINANCE01,F2,L,M,2024-09-10,5800000354,256066.65,USD,C00003,C00003,1000,1000,6000000354,FY2024,C
100,9000000355,2024-05-28,110000,FINANCE02,F2,L,M,2024-05-28,5800000355,240858.86,USD,C00004,C00004,1000,1000,6000000355,FY2024,C
100,9000000356,2024-08-21,110000,FINANCE01,F2,L,M,2024-08-21,5800000356,113063.19,USD,C00014,C00014,1000,1000,6000000356,FY2024,C
100,9000000357,2024-09-14,110000,FINANCE01,F2,L,M,2024-09-14,5800000357,14890.05,USD,C00012,C00012,1000,1000,6000000357,FY2024,C
100,9000000358,2024-10-21,110000,FINANCE01,F2,L,M,2024-10-21,5800000358,195240.99,USD,C00009,C00009,1000,1000,6000000358,FY2024,C
100,9000000359,2024-09-04,110000,FINANCE01,F2,L,M,2024-09-04,5800000359,300796.53,USD,C00012,C00012,1000,1000,6000000359,FY2024,C
100,9000000360,2024-02-03,110000,FINANCE02,F2,L,M,2024-02-03,5800000360,214412.4,USD,C00015,C00015,1000,1000,6000000360,FY2024,C
100,9000000362,2024-01-22,110000,FINANCE02,F2,L,M,2024-01-22,5800000362,67112.16,USD,C00010,C00010,1000,1000,6000000362,FY2024,C
100,9000000363,2024-04-18,110000,FINANCE01,F2,L,M,2024-04-18,5800000363,123944.36,USD,C00009,C00009,1000,1000,6000000363,FY2024,C
100,9000000364,2024-09-16,110000,FINANCE02,F2,L,M,2024-09-16,5800000364,1998.72,USD,C00007,C00007,1000,1000,6000000364,FY2024,C
100,9000000365,2024-09-06,110000,FINANCE02,F2,L,M,2024-09-06,5800000365,332395.42,USD,C00002,C00002,1000,1000,6000000365,FY2024,C
100,9000000366,2024-05-29,110000,FINANCE01,F2,L,M,2024-05-29,5800000366,42166.7,USD,C00002,C00002,1000,1000,6000000366,FY2024,C
100,9000000367,2024-06-28,110000,FINANCE02,F2,L,M,2024-06-28,5800000367,165627.84,USD,C00005,C00005,1000,1000,6000000367,FY2024,C
100,9000000370,2024-10-21,110000,FINANCE02,F2,L,M,2024-10-21,5800000370,32982.66,USD,C00004,C00004,1000,1000,6000000370,FY2024,C
100,9000000371,2024-05-16,110000,FINANCE01,F2,L,M,2024-05-16,5800000371,37429.6,USD,C00002,C00002,1000,1000,6000000371,FY2024,C
100,9000000372,2024-07-29,110000,FINANCE02,F2,L,M,2024-07-29,5800000372,34348.62,USD,C00003,C00003,1000,1000,6000000372,FY2024,C
100,9000000373,2024-06-13,110000,FINANCE01,F2,L,M,2024-06-13,5800000373,29944.26,USD,C00004,C00004,1000,1000,6000000373,FY2024,C
100,9000000374,2024-08-14,110000,FINANCE02,F2,L,M,2024-08-14,5800000374,277124.81,USD,C00012,C00012,1000,1000,6000000374,FY2024,C
100,9000000375,2024-03-06,110000,FINANCE01,F2,L,M,2024-03-06,5800000375,374346.51,USD,C00003,C00003,1000,1000,6000000375,FY2024,C
100,9000000376,2024-02-24,110000,FINANCE02,F2,L,M,2024-02-24,5800000376,35131.86,USD,C00003,C00003,1000,1000,6000000376,FY2024,C
100,9000000377,2024-07-19,110000,FINANCE02,F2,L,M,2024-07-19,5800000377,3651.46,USD,C00013,C00013,1000,1000,6000000377,FY2024,C
100,9000000379,2024-03-16,110000,FINANCE01,F2,L,M,2024-03-16,5800000379,82014.2,USD,C00014,C00014,1000,1000,6000000379,FY2024,C
100,9000000381,2024-10-22,110000,FINANCE02,F2,L,M,2024-10-22,5800000381,199405.44,USD,C00013,C00013,1000,1000,6000000381,FY2024,C
100,9000000384,2024-06-15,110000,FINANCE02,F2,L,M,2024-06-15,5800000384,30326.4,USD,C00006,C00006,1000,1000,6000000384,FY2024,C
100,9000000386,2024-08-01,110000,FINANCE02,F2,L,M,2024-08-01,5800000386,97385.37,USD,C00013,C00013,1000,1000,6000000386,FY2024,C
100,9000000387,2024-08-05,110000,FINANCE01,F2,L,M,2024-08-05,5800000387,272453.24,USD,C00015,C00015,1000,1000,6000000387,FY2024,C
100,9000000388,2024-03-21,110000,FINANCE02,F2,L,M,2024-03-21,5800000388,13880.52,USD,C00004,C00004,1000,1000,6000000388,FY2024,C
100,9000000389,2024-11-03,110000,FINANCE02,F2,L,M,2024-11-03,5800000389,346065.26,USD,C00004,C00004,1000,1000,6000000389,FY2024,C
100,9000000390,2024-04-28,110000,FINANCE01,F2,L,M,2024-04-28,5800000390,628.1,USD,C00011,C00011,1000,1000,6000000390,FY2024,C
100,9000000391,2024-04-10,110000,FINANCE01,F2,L,M,2024-04-10,5800000391,144658.16,USD,C00011,C00011,1000,1000,6000000391,FY2024,C
100,9000000392,2024-07-12,110000,FINANCE01,F2,L,M,2024-07-12,5800000392,49355.25,USD,C00012,C00012,1000,1000,6000000392,FY2024,C
100,9000000393,2024-04-17,110000,FINANCE02,F2,L,M,2024-04-17,5800000393,121054.94,USD,C00010,C00010,1000,1000,6000000393,FY2024,C
100,9000000395,2024-07-09,110000,FINANCE01,F2,L,M,2024-07-09,5800000395,301991.04,USD,C00014,C00014,1000,1000,6000000395,FY2024,C
100,9000000396,2024-07-18,110000,FINANCE02,F2,L,M,2024-07-18,5800000396,47859.0,USD,C00003,C00003,1000,1000,6000000396,FY2024,C
100,9000000397,2024-01-30,110000,FINANCE01,F2,L,M,2024-01-30,5800000397,293773.17,USD,C00014,C00014,1000,1000,6000000397,FY2024,C
100,9000000398,2024-04-27,110000,FINANCE01,F2,L,M,2024-04-27,5800000398,6793.92,USD,C00005,C00005,1000,1000,6000000398,FY2024,C
100,9000000399,2024-05-15,110000,FINANCE02,F2,L,M,2024-05-15,5800000399,110880.7,USD,C00003,C00003,1000,1000,6000000399,FY2024,C
100,9000000400,2024-07-16,110000,FINANCE02,F2,L,M,2024-07-16,5800000400,10106.67,USD,C00014,C00014,1000,1000,6000000400,FY2024,C
100,9000000402,2024-03-24,110000,FINANCE02,F2,L,M,2024-03-24,5800000402,63472.02,USD,C00009,C00009,1000,1000,6000000402,FY2024,C
100,9000000403,2024-07-03,110000,FINANCE02,F2,L,M,2024-07-03,5800000403,1106.6,USD,C00012,C00012,1000,1000,6000000403,FY2024,C
100,9000000405,2024-04-13,110000,FINANCE01,F2,L,M,2024-04-13,5800000405,52305.48,USD,C00005,C00005,1000,1000,6000000405,FY2024,C
100,9000000406,2024-02-03,110000,FINANCE01,F2,L,M,2024-02-03,5800000406,335097.88,USD,C00004,C00004,1000,1000,6000000406,FY2024,C
100,9000000407,2024-04-18,110000,FINANCE02,F2,L,M,2024-04-18,5800000407,140098.96,USD,C00003,C00003,1000,1000,6000000407,FY2024,C
100,9000000409,2024-04-08,110000,FINANCE02,F2,L,M,2024-04-08,5800000409,24293.94,USD,C00013,C00013,1000,1000,6000000409,FY2024,C
100,9000000410,2024-02-28,110000,FINANCE02,F2,L,M,2024-02-28,5800000410,56223.72,USD,C00007,C00007,1000,1000,6000000410,FY2024,C
100,9000000411,2024-02-26,110000,FINANCE02,F2,L,M,2024-02-26,5800000411,16857.0,USD,C00012,C00012,1000,1000,6000000411,FY2024,C
100,9000000413,2024-09-15,110000,FINANCE01,F2,L,M,2024-09-15,5800000413,162393.52,USD,C00003,C00003,1000,1000,6000000413,FY2024,C
100,9000000414,2024-05-27,110000,FINANCE01,F2,L,M,2024-05-27,5800000414,180303.28,USD,C00001,C00001,1000,1000,6000000414,FY2024,C
100,9000000417,2024-06-23,110000,FINANCE01,F2,L,M,2024-06-23,5800000417,1136.06,USD,C00012,C00012,1000,1000,6000000417,FY2024,C
100,9000000418,2024-07-10,110000,FINANCE01,F2,L,M,2024-07-10,5800000418,11488.08,USD,C00009,C00009,1000,1000,6000000418,FY2024,C
100,9000000419,2024-02-28,110000,FINANCE02,F2,L,M,2024-02-28,5800000419,48275.98,USD,C00007,C00007,1000,1000,6000000419,FY2024,C
100,9000000420,2024-10-02,110000,FINANCE01,F2,L,M,2024-10-02,5800000420,100383.59,USD,C00003,C00003,1000,1000,6000000420,FY2024,C
100,9000000422,2024-02-27,110000,FINANCE01,F2,L,M,2024-02-27,5800000422,138600.0,USD,C00010,C00010,1000,1000,6000000422,FY2024,C
100,9000000423,2024-02-24,110000,FINANCE02,F2,L,M,2024-02-24,5800000423,137530.96,USD,C00012,C00012,1000,1000,6000000423,FY2024,C
100,9000000424,2024-04-18,110000,FINANCE02,F2,L,M,2024-04-18,5800000424,94672.65,USD,C00005,C00005,1000,1000,6000000424,FY2024,C
100,9000000425,2024-10-13,110000,FINANCE02,F2,L,M,2024-10-13,5800000425,207255.99,USD,C00006,C00006,1000,1000,6000000425,FY2024,C
100,9000000427,2024-09-18,110000,FINANCE01,F2,L,M,2024-09-18,5800000427,181154.66,USD,C00013,C00013,1000,1000,6000000427,FY2024,C
100,9000000428,2024-03-29,110000,FINANCE02,F2,L,M,2024-03-29,5800000428,294300.68,USD,C00006,C00006,1000,1000,6000000428,FY2024,C
100,9000000429,2024-10-09,110000,FINANCE02,F2,L,M,2024-10-09,5800000429,14950.8,USD,C00013,C00013,1000,1000,6000000429,FY2024,C
100,9000000430,2024-05-10,110000,FINANCE02,F2,L,M,2024-05-10,5800000430,287979.15,USD,C00008,C00008,1000,1000,6000000430,FY2024,C
100,9000000431,2024-04-16,110000,FINANCE02,F2,L,M,2024-04-16,5800000431,314130.32,USD,C00013,C00013,1000,1000,6000000431,FY2024,C
100,9000000432,2024-08-26,110000,FINANCE02,F2,L,M,2024-08-26,5800000432,105303.35,USD,C00005,C00005,1000,1000,6000000432,FY2024,C
100,9000000434,2024-02-10,110000,FINANCE01,F2,L,M,2024-02-10,5800000434,41992.08,USD,C00006,C00006,1000,1000,6000000434,FY2024,C
100,9000000436,2024-08-31,110000,FINANCE02,F2,L,M,2024-08-31,5800000436,158552.94,USD,C00011,C00011,1000,1000,6000000436,FY2024,C
100,9000000442,2024-04-22,110000,FINANCE01,F2,L,M,2024-04-22,5800000442,282039.33,USD,C00005,C00005,1000,1000,6000000442,FY2024,C
100,9000000444,2024-03-25,110000,FINANCE02,F2,L,M,2024-03-25,5800000444,237389.16,USD,C00010,C00010,1000,1000,6000000444,FY2024,C
100,9000000445,2024-07-18,110000,FINANCE01,F2,L,M,2024-07-18,5800000445,90958.68,USD,C00015,C00015,1000,1000,6000000445,FY2024,C
100,9000000446,2024-02-06,110000,FINANCE02,F2,L,M,2024-02-06,5800000446,134707.05,USD,C00008,C00008,1000,1000,6000000446,FY2024,C
100,9000000448,2024-03-14,110000,FINANCE01,F2,L,M,2024-03-14,5800000448,20345.04,USD,C00012,C00012,1000,1000,6000000448,FY2024,C
100,9000000449,2024-10-23,110000,FINANCE01,F2,L,M,2024-10-23,5800000449,130709.45,USD,C00006,C00006,1000,1000,6000000449,FY2024,C
