MANDT,VBELN,POSNR,FKIMG,MEINS,MATNR,NETWR,WAERK,VGBEL,VGPOS,AUBEL,AUPOS,WERKS,ERNAM,ERDAT,ERZET,VGTYP,VRKME
100,9000000198,10,84.0,EA,MAT00017,56957.04,USD,8000000198,10,1000000198,10,P002,FINANCE02,2024-09-14,06:51:06,J,PC
100,9000000199,10,63.0,EA,MAT00023,118513.71,USD,8000000199,10,1000000199,10,P002,FINANCE02,2024-03-20,08:06:56,J,ST
100,9000000199,20,105.0,EA,MAT00030,26007.45,USD,8000000199,20,1000000199,20,P002,FINANCE02,2024-03-20,06:45:40,J,PC
100,9000000200,10,66.0,EA,MAT00029,43651.74,USD,8000000200,10,1000000200,10,P003,FINANCE01,2024-03-08,11:00:07,M,KG
100,9000000201,10,56.0,EA,MAT00020,59073.84,USD,8000000201,10,1000000201,10,P002,FINANCE01,2024-09-30,06:31:43,J,ST
100,9000000202,10,174.0,EA,MAT00016,106402.74,USD,8000000202,10,1000000202,10,P002,FINANCE01,2024-07-10,13:49:10,J,PC
100,9000000202,20,7.0,EA,MAT00022,9494.66,USD,8000000202,20,1000000202,20,P002,FINANCE01,2024-07-10,15:23:42,M,ST
100,9000000203,10,75.0,EA,MAT00018,135828.75,USD,8000000203,10,1000000203,10,P002,FINANCE01,2024-06-14,16:24:57,M,PC
100,9000000203,20,9.0,EA,MAT00032,10853.19,USD,8000000203,20,1000000203,20,P002,FINANCE01,2024-06-14,09:15:53,M,PC
100,9000000205,10,144.0,EA,MAT00033,15252.48,USD,8000000205,10,1000000205,10,P003,FINANCE02,2024-06-17,15:17:08,M,KG
100,9000000206,10,199.0,EA,MAT00031,69176.38,USD,8000000206,10,1000000206,10,P001,FINANCE02,2024-10-04,13:10:00,J,PC
100,9000000207,10,34.0,EA,MAT00024,25501.7,USD,8000000207,10,1000000207,10,P001,FINANCE02,2024-02-29,15:40:10,M,KG
100,9000000208,10,12.0,EA,MAT00020,20708.4,USD,8000000208,10,1000000208,10,P003,FINANCE01,2024-09-21,14:56:37,M,ST
100,9000000210,10,159.0,EA,MAT00018,285147.42,USD,8000000210,10,1000000210,10,P002,FINANCE01,2024-02-06,14:31:09,M,PC
100,9000000211,10,107.0,EA,MAT00028,81276.13,USD,8000000211,10,1000000211,10,P001,FINANCE02,2024-02-16,09:41:28,J,KG
100,9000000211,20,127.0,EA,MAT00032,153192.48,USD,8000000211,20,1000000211,20,P001,FINANCE02,2024-02-16,12:37:13,J,EA
100,9000000214,10,3.0,EA,MAT00016,1883.04,USD,8000000214,10,1000000214,10,P003,FINANCE01,2024-03-12,15:34:58,M,PC
100,9000000214,20,80.0,EA,MAT00028,69702.4,USD,8000000214,20,1000000214,20,P003,FINANCE01,2024-03-12,09:22:05,J,EA
100,9000000215,10,98.0,EA,MAT00016,184886.8,USD,8000000215,10,1000000215,10,P001,FINANCE01,2024-07-06,10:29:05,M,ST
100,9000000216,10,59.0,EA,MAT00029,71315.66,USD,8000000216,10,1000000216,10,P002,FINANCE01,2024-07-07,06:48:36,M,PC
100,9000000217,10,132.0,EA,MAT00032,110675.4,USD,8000000217,10,1000000217,10,P002,FINANCE02,2024-08-28,15:40:55,J,EA
100,9000000218,10,174.0,EA,MAT00031,87624.66,USD,8000000218,10,1000000218,10,P001,FINANCE02,2024-10-28,13:02:26,J,PC
100,9000000219,10,3.0,EA,MAT00030,4507.32,USD,8000000219,10,1000000219,10,P003,FINANCE01,2024-08-19,09:18:08,M,KG
100,9000000220,10,61.0,EA,MAT00025,112285.75,USD,8000000220,10,1000000220,10,P001,FINANCE01,2024-07-16,16:17:27,J,ST
100,9000000221,10,10.0,EA,MAT00016,4561.3,USD,8000000221,10,1000000221,10,P001,FINANCE02,2024-07-02,09:31:24,J,PC
100,9000000222,10,80.0,EA,MAT00024,26202.4,USD,8000000222,10,1000000222,10,P002,FINANCE02,2024-04-20,07:51:44,J,EA
100,9000000223,10,87.0,EA,MAT00031,39601.53,USD,8000000223,10,1000000223,10,P001,FINANCE01,2024-06-15,15:12:53,J,PC
100,9000000224,10,57.0,EA,MAT00027,81411.96,USD,8000000224,10,1000000224,10,P001,FINANCE02,2024-06-13,10:48:03,J,EA
100,9000000224,20,81.0,EA,MAT00025,52329.24,USD,8000000224,20,1000000224,20,P001,FINANCE02,2024-06-13,14:52:29,M,KG
100,9000000225,10,80.0,EA,MAT00017,67232.0,USD,8000000225,10,1000000225,10,P001,FINANCE02,2024-05-24,13:06:49,M,KG
100,9000000226,10,131.0,EA,MAT00016,91282.11,USD,8000000226,10,1000000226,10,P003,FINANCE02,2024-09-03,07:39:28,J,ST
100,9000000228,10,21.0,EA,MAT00019,37918.02,USD,8000000228,10,1000000228,10,P002,FINANCE02,2024-02-15,12:40:17,J,KG
100,9000000228,20,7.0,EA,MAT00020,7860.86,USD,8000000228,20,1000000228,20,P002,FINANCE02,2024-02-15,15:44:17,J,ST
100,9000000229,10,70.0,EA,MAT00021,122897.6,USD,8000000229,10,1000000229,10,P001,FINANCE02,2024-09-16,09:16:16,M,ST
100,9000000230,10,128.0,EA,MAT00017,41185.28,USD,8000000230,10,1000000230,10,P001,FINANCE01,2024-09-04,11:28:24,M,ST
100,9000000231,10,131.0,EA,MAT00030,105943.63,USD,8000000231,10,1000000231,10,P002,FINANCE02,2024-10-04,07:41:21,M,ST
100,9000000232,10,183.0,EA,MAT00027,193335.84,USD,8000000232,10,1000000232,10,P002,FINANCE01,2024-08-01,15:56:33,J,ST
100,9000000233,10,144.0,EA,MAT00019,8064.0,USD,8000000233,10,1000000233,10,P002,FINANCE01,2024-09-25,11:28:31,J,EA
100,9000000234,10,186.0,EA,MAT00032,329193.96,USD,8000000234,10,1000000234,10,P002,FINANCE01,2024-02-16,11:30:05,J,ST
100,9000000235,10,171.0,EA,MAT00030,24690.69,USD,8000000235,10,1000000235,10,P001,FINANCE01,2024-08-19,08:36:51,J,EA
100,9000000235,20,55.0,EA,MAT00032,58480.4,USD,8000000235,20,1000000235,20,P001,FINANCE01,2024-08-19,07:15:49,M,PC
100,9000000236,10,130.0,EA,MAT00021,157222.0,USD,8000000236,10,1000000236,10,P003,FINANCE01,2024-09-23,17:58:37,M,PC
100,9000000237,10,71.0,EA,MAT00021,138455.68,USD,8000000237,10,1000000237,10,P002,FINANCE01,2024-03-08,15:02:03,M,ST
100,9000000237,20,56.0,EA,MAT00022,39145.68,USD,8000000237,20,1000000237,20,P002,FINANCE01,2024-03-08,15:19:23,J,EA
100,9000000238,10,122.0,EA,MAT00030,49220.9,USD,8000000238,10,1000000238,10,P002,FINANCE01,2024-02-20,16:39:43,J,ST
100,9000000239,10,40.0,EA,MAT00033,3230.4,USD,8000000239,10,1000000239,10,P003,FINANCE02,2024-09-04,08:13:30,J,PC
100,9000000239,20,133.0,EA,MAT00018,61604.27,USD,8000000239,20,1000000239,20,P003,FINANCE02,2024-09-04,09:36:09,M,EA
100,9000000240,10,172.0,EA,MAT00016,46281.76,USD,8000000240,10,1000000240,10,P001,FINANCE01,2024-05-13,07:54:29,J,PC
100,9000000241,10,140.0,EA,MAT00016,202746.6,USD,8000000241,10,1000000241,10,P003,FINANCE01,2024-10-12,08:36:47,M,PC
100,9000000242,10,44.0,EA,MAT00027,83268.24,USD,8000000242,10,1000000242,10,P001,FINANCE01,2024-06-30,07:12:12,J,ST
100,9000000243,10,36.0,EA,MAT00023,24824.88,USD,8000000243,10,1000000243,10,P003,FINANCE02,2024-09-05,13:53:55,M,EA
100,9000000243,20,195.0,EA,MAT00023,202353.45,USD,8000000243,20,1000000243,20,P003,FINANCE02,2024-09-05,15:44:40,M,PC
100,9000000244,10,64.0,EA,MAT00018,65028.48,USD,8000000244,10,1000000244,10,P001,FINANCE01,2024-01-24,10:55:37,J,PC
100,9000000245,10,189.0,EA,MAT00021,187659.99,USD,8000000245,10,1000000245,10,P001,FINANCE01,2024-06-07,12:57:37,J,EA
100,9000000245,20,74.0,EA,MAT00018,108903.58,USD,8000000245,20,1000000245,20,P001,FINANCE01,2024-06-07,17:38:54,J,EA
100,9000000246,10,171.0,EA,MAT00027,106141.41,USD,8000000246,10,1000000246,10,P002,FINANCE01,2024-09-04,14:11:30,M,KG
100,9000000247,10,34.0,EA,MAT00027,56005.48,USD,8000000247,10,1000000247,10,P003,FINANCE01,2024-08-15,14:35:58,M,PC
100,9000000248,10,92.0,EA,MAT00028,77306.68,USD,8000000248,10,1000000248,10,P001,FINANCE02,2024-09-16,11:26:01,J,ST
100,9000000249,10,168.0,EA,MAT00019,232243.2,USD,8000000249,10,1000000249,10,P001,FINANCE01,2024-07-23,13:57:59,M,KG
100,9000000250,10,19.0,EA,MAT00032,14651.85,USD,8000000250,10,1000000250,10,P002,FINANCE02,2024-09-22,17:29:35,M,PC
100,9000000251,10,144.0,EA,MAT00022,193772.16,USD,8000000251,10,1000000251,10,P001,FINANCE01,2024-05-18,08:23:42,J,EA
100,9000000252,10,60.0,EA,MAT00028,94773.6,USD,8000000252,10,1000000252,10,P002,FINANCE02,2024-07-28,15:45:29,M,PC
100,9000000252,20,13.0,EA,MAT00027,1220.05,USD,8000000252,20,1000000252,20,P002,FINANCE02,2024-07-28,06:07:49,J,ST
100,9000000253,10,191.0,EA,MAT00021,35325.45,USD,8000000253,10,1000000253,10,P001,FINANCE02,2024-06-16,10:40:17,M,PC
100,9000000254,10,62.0,EA,MAT00022,21755.8,USD,8000000254,10,1000000254,10,P002,FINANCE01,2024-10-16,16:04:15,M,PC
100,9000000257,10,80.0,EA,MAT00026,106794.4,USD,8000000257,10,1000000257,10,P003,FINANCE02,2024-03-11,15:20:46,J,PC
100,9000000258,10,144.0,EA,MAT00020,281799.36,USD,8000000258,10,1000000258,10,P003,FINANCE02,2024-04-06,14:06:07,J,EA
100,9000000259,10,123.0,EA,MAT00026,238307.58,USD,8000000259,10,1000000259,10,P001,FINANCE01,2024-06-19,12:37:36,J,ST
100,9000000260,10,96.0,EA,MAT00017,83743.68,USD,8000000260,10,1000000260,10,P003,FINANCE02,2024-07-01,07:58:22,J,KG
100,9000000262,10,138.0,EA,MAT00033,254408.52,USD,8000000262,10,1000000262,10,P003,FINANCE01,2024-10-04,07:01:00,M,KG
100,9000000263,10,127.0,EA,MAT00025,79593.44,USD,8000000263,10,1000000263,10,P003,FINANCE01,2024-09-27,10:09:56,J,PC
100,9000000264,10,62.0,EA,MAT00021,110929.16,USD,8000000264,10,1000000264,10,P001,FINANCE01,2024-05-17,16:44:02,M,PC
100,9000000265,10,45.0,EA,MAT00024,21840.75,USD,8000000265,10,1000000265,10,P003,FINANCE01,2024-05-14,11:07:04,M,KG
100,9000000266,10,70.0,EA,MAT00016,69944.0,USD,8000000266,10,1000000266,10,P003,FINANCE02,2024-08-25,11:07:49,M,PC
100,9000000268,10,92.0,EA,MAT00017,53449.24,USD,8000000268,10,1000000268,10,P002,FINANCE01,2024-05-04,11:57:26,M,KG
100,9000000269,10,103.0,EA,MAT00016,163218.95,USD,8000000269,10,1000000269,10,P003,FINANCE02,2024-02-07,14:23:35,M,ST
100,9000000270,10,83.0,EA,MAT00022,112461.68,USD,8000000270,10,1000000270,10,P002,FINANCE01,2024-07-20,09:51:55,M,EA
100,9000000271,10,122.0,EA,MAT00018,114817.86,USD,8000000271,10,1000000271,10,P001,FINANCE02,2024-06-06,16:25:01,M,EA
100,9000000271,20,95.0,EA,MAT00031,18155.45,USD,8000000271,20,1000000271,20,P001,FINANCE02,2024-06-06,16:30:13,M,EA
100,9000000274,10,71.0,EA,MAT00026,128239.49,USD,8000000274,10,1000000274,10,P001,FINANCE01,2024-07-27,06:39:28,M,EA
100,9000000275,10,121.0,EA,MAT00031,25804.46,USD,8000000275,10,1000000275,10,P003,FINANCE01,2024-04-23,16:37:43,J,EA
100,9000000276,10,164.0,EA,MAT00028,53762.48,USD,8000000276,10,1000000276,10,P001,FINANCE02,2024-05-23,06:28:31,J,PC
100,9000000277,10,85.0,EA,MAT00017,77945.0,USD,8000000277,10,1000000277,10,P003,FINANCE02,2024-02-04,15:29:01,M,EA
100,9000000278,10,83.0,EA,MAT00024,109727.66,USD,8000000278,10,1000000278,10,P001,FINANCE01,2024-03-25,07:12:04,M,PC
100,9000000279,10,197.0,EA,MAT00023,217850.48,USD,8000000279,10,1000000279,10,P002,FINANCE02,2024-03-11,13:33:58,J,ST
100,9000000280,10,56.0,EA,MAT00020,58753.52,USD,8000000280,10,1000000280,10,P001,FINANCE02,2024-03-07,11:58:56,M,ST
100,9000000281,10,75.0,EA,MAT00021,129994.5,USD,8000000281,10,1000000281,10,P001,FINANCE02,2024-04-30,08:51:44,J,PC
100,9000000282,10,88.0,EA,MAT00022,134478.08,USD,8000000282,10,1000000282,10,P003,FINANCE01,2024-08-01,10:12:27,M,KG
100,9000000283,10,61.0,EA,MAT00031,98557.09,USD,8000000283,10,1000000283,10,P002,FINANCE02,2024-08-18,09:29:50,M,KG
100,9000000284,10,27.0,EA,MAT00030,53450.55,USD,8000000284,10,1000000284,10,P001,FINANCE01,2024-03-17,07:18:34,M,EA
100,9000000284,20,25.0,EA,MAT00031,19992.25,USD,8000000284,20,1000000284,20,P001,FINANCE01,2024-03-17,12:25:35,J,KG
100,9000000285,10,158.0,EA,MAT00024,227550.02,USD,8000000285,10,1000000285,10,P002,FINANCE01,2024-07-27,07:54:59,M,PC
100,9000000285,20,110.0,EA,MAT00028,158945.6,USD,8000000285,20,1000000285,20,P002,FINANCE01,2024-07-27,14:29:35,M,ST
100,9000000286,10,75.0,EA,MAT00023,25483.5,USD,8000000286,10,1000000286,10,P002,FINANCE01,2024-03-07,11:04:04,M,EA
100,9000000286,20,91.0,EA,MAT00029,157392.69,USD,8000000286,20,1000000286,20,P002,FINANCE01,2024-03-07,16:22:42,J,KG
100,9000000288,10,199.0,EA,MAT00023,27525.68,USD,8000000288,10,1000000288,10,P003,FINANCE02,2024-10-08,15:28:39,M,EA
100,9000000289,10,165.0,EA,MAT00027,258668.85,USD,8000000289,10,1000000289,10,P001,FINANCE01,2024-02-29,07:51:21,J,ST
100,9000000290,10,105.0,EA,MAT00021,193335.45,USD,8000000290,10,1000000290,10,P003,FINANCE02,2024-06-09,15:41:43,M,KG
100,9000000291,10,75.0,EA,MAT00019,29262.0,USD,8000000291,10,1000000291,10,P003,FINANCE02,2024-06-24,09:06:56,J,PC
100,9000000291,20,32.0,EA,MAT00017,35440.32,USD,8000000291,20,1000000291,20,P003,FINANCE02,2024-06-24,16:34:24,M,EA
100,9000000292,10,81.0,EA,MAT00017,153196.92,USD,8000000292,10,1000000292,10,P001,FINANCE02,2024-08-19,16:13:12,J,EA
100,9000000293,10,21.0,EA,MAT00017,29971.83,USD,8000000293,10,1000000293,10,P002,FINANCE01,2024-01-26,14:24:24,M,KG
100,9000000293,20,34.0,EA,MAT00027,54250.06,USD,8000000293,20,1000000293,20,P002,FINANCE01,2024-01-26,10:31:05,J,KG
100,9000000294,10,184.0,EA,MAT00027,210668.96,USD,8000000294,10,1000000294,10,P003,FINANCE01,2024-06-18,13:32:02,M,ST
100,9000000294,20,70.0,EA,MAT00026,114857.4,USD,8000000294,20,1000000294,20,P003,FINANCE01,2024-06-18,10:49:51,M,PC
100,9000000295,10,36.0,EA,MAT00020,12868.2,USD,8000000295,10,1000000295,10,P003,FINANCE01,2024-03-29,09:06:30,M,KG
100,9000000296,10,157.0,EA,MAT00020,287003.85,USD,8000000296,10,1000000296,10,P002,FINANCE01,2024-05-10,15:50:44,M,PC
100,9000000297,10,103.0,EA,MAT00028,68338.44,USD,8000000297,10,1000000297,10,P001,FINANCE02,2024-10-21,16:10:30,M,ST
100,9000000297,20,186.0,EA,MAT00028,59445.6,USD,8000000297,20,1000000297,20,P001,FINANCE02,2024-10-21,15:07:00,J,KG
100,9000000298,10,17.0,EA,MAT00026,26647.67,USD,8000000298,10,1000000298,10,P002,FINANCE02,2024-02-04,16:53:03,M,EA
100,9000000298,20,104.0,EA,MAT00023,129198.16,USD,8000000298,20,1000000298,20,P002,FINANCE02,2024-02-04,09:33:02,M,PC
100,9000000300,10,158.0,EA,MAT00023,58044.46,USD,8000000300,10,1000000300,10,P001,FINANCE02,2024-08-23,11:06:56,M,PC
100,9000000301,10,88.0,EA,MAT00019,44183.92,USD,8000000301,10,1000000301,10,P003,FINANCE02,2024-08-09,16:10:23,J,PC
100,9000000301,20,61.0,EA,MAT00031,22400.42,USD,8000000301,20,1000000301,20,P003,FINANCE02,2024-08-09,12:32:58,M,KG
100,9000000302,10,175.0,EA,MAT00016,139252.75,USD,8000000302,10,1000000302,10,P002,FINANCE01,2024-04-11,14:46:40,M,ST
100,9000000303,10,90.0,EA,MAT00026,36296.1,USD,8000000303,10,1000000303,10,P002,FINANCE02,2024-03-15,08:50:10,M,EA
100,9000000304,10,112.0,EA,MAT00023,87207.68,USD,8000000304,10,1000000304,10,P003,FINANCE02,2024-06-11,12:55:18,J,KG
100,9000000305,10,27.0,EA,MAT00018,17634.78,USD,8000000305,10,1000000305,10,P003,FINANCE02,2024-10-12,16:10:34,M,EA
100,9000000306,10,45.0,EA,MAT00028,5459.85,USD,8000000306,10,1000000306,10,P002,FINANCE02,2024-05-03,11:25:09,J,PC
100,9000000307,10,15.0,EA,MAT00030,16750.05,USD,8000000307,10,1000000307,10,P002,FINANCE02,2024-05-09,08:40:43,M,ST
100,9000000308,10,110.0,EA,MAT00023,185576.6,USD,8000000308,10,1000000308,10,P003,FINANCE02,2024-06-13,06:25:16,J,PC
100,9000000309,10,131.0,EA,MAT00017,106761.07,USD,8000000309,10,1000000309,10,P002,FINANCE01,2024-09-28,09:32:50,J,PC
100,9000000310,10,169.0,EA,MAT00028,48546.94,USD,8000000310,10,1000000310,10,P002,FINANCE01,2024-05-14,06:21:38,M,ST
100,9000000310,20,90.0,EA,MAT00023,74763.0,USD,8000000310,20,1000000310,20,P002,FINANCE01,2024-05-14,09:54:10,J,PC
100,9000000312,10,161.0,EA,MAT00027,189656.39,USD,8000000312,10,1000000312,10,P002,FINANCE02,2024-05-16,10:19:27,M,ST
100,9000000313,10,73.0,EA,MAT00032,138198.49,USD,8000000313,10,1000000313,10,P003,FINANCE01,2024-08-18,12:55:40,M,EA
100,9000000314,10,107.0,EA,MAT00017,114660.13,USD,8000000314,10,1000000314,10,P002,FINANCE02,2024-04-09,17:44:21,M,PC
100,9000000315,10,31.0,EA,MAT00022,16837.34,USD,8000000315,10,1000000315,10,P003,FINANCE02,2024-02-04,14:27:42,J,KG
100,9000000316,10,68.0,EA,MAT00029,123010.64,USD,8000000316,10,1000000316,10,P002,FINANCE01,2024-05-23,17:39:21,J,KG
100,9000000317,10,52.0,EA,MAT00019,25421.76,USD,8000000317,10,1000000317,10,P003,FINANCE02,2024-04-04,06:59:03,M,ST
100,9000000317,20,66.0,EA,MAT00024,92112.9,USD,8000000317,20,1000000317,20,P003,FINANCE02,2024-04-04,14:56:26,J,EA
100,9000000318,10,187.0,EA,MAT00031,351124.29,USD,8000000318,10,1000000318,10,P001,FINANCE01,2024-10-07,13:59:18,J,ST
100,9000000319,10,54.0,EA,MAT00019,33593.94,USD,8000000319,10,1000000319,10,P002,FINANCE02,2024-10-07,17:35:13,M,PC
100,9000000320,10,71.0,EA,MAT00032,87853.98,USD,8000000320,10,1000000320,10,P003,FINANCE02,2024-10-01,15:22:53,J,ST
100,9000000320,20,83.0,EA,MAT00020,148052.91,USD,8000000320,20,1000000320,20,P003,FINANCE02,2024-10-01,08:50:10,M,KG
100,9000000321,10,192.0,EA,MAT00020,198756.48,USD,8000000321,10,1000000321,10,P001,FINANCE02,2024-08-21,08:57:52,J,EA
100,9000000322,10,21.0,EA,MAT00024,18929.4,USD,8000000322,10,1000000322,10,P003,FINANCE02,2024-06-24,09:38:51,J,PC
100,9000000323,10,34.0,EA,MAT00019,24776.14,USD,8000000323,10,1000000323,10,P002,FINANCE01,2024-07-02,10:01:03,J,ST
100,9000000323,20,20.0,EA,MAT00019,26369.6,USD,8000000323,20,1000000323,20,P002,FINANCE01,2024-07-02,07:20:50,J,EA
100,9000000324,10,176.0,EA,MAT00023,192169.12,USD,8000000324,10,1000000324,10,P003,FINANCE01,2024-02-23,07:06:15,M,ST
100,9000000324,20,65.0,EA,MAT00033,18261.75,USD,8000000324,20,1000000324,20,P003,FINANCE01,2024-02-23,08:23:01,M,KG
100,9000000325,10,165.0,EA,MAT00032,298353.0,USD,8000000325,10,1000000325,10,P003,FINANCE02,2024-05-11,09:57:33,J,ST
100,9000000326,10,2.0,EA,MAT00030,535.24,USD,8000000326,10,1000000326,10,P003,FINANCE02,2024-08-27,14:40:25,J,PC
100,9000000328,10,10.0,EA,MAT00017,12274.9,USD,8000000328,10,1000000328,10,P002,FINANCE01,2024-03-19,15:20:20,J,EA
100,9000000329,10,30.0,EA,MAT00028,29122.2,USD,8000000329,10,1000000329,10,P001,FINANCE02,2024-06-08,09:31:50,M,PC
100,9000000330,10,184.0,EA,MAT00024,329716.96,USD,8000000330,10,1000000330,10,P003,FINANCE02,2024-10-10,07:45:25,M,PC
100,9000000331,10,75.0,EA,MAT00032,49368.0,USD,8000000331,10,1000000331,10,P001,FINANCE01,2024-05-11,17:59:14,J,KG
100,9000000332,10,189.0,EA,MAT00019,168376.32,USD,8000000332,10,1000000332,10,P003,FINANCE01,2024-03-30,06:21:35,M,KG
100,9000000333,10,38.0,EA,MAT00018,64307.78,USD,8000000333,10,1000000333,10,P003,FINANCE02,2024-08-17,11:34:43,J,ST
100,9000000337,10,17.0,EA,MAT00027,3669.62,USD,8000000337,10,1000000337,10,P001,FINANCE02,2024-04-09,06:32:43,J,ST
100,9000000338,10,161.0,EA,MAT00025,111648.67,USD,8000000338,10,1000000338,10,P002,FINANCE02,2024-07-20,15:56:18,J,ST
100,9000000339,10,185.0,EA,MAT00033,257027.9,USD,8000000339,10,1000000339,10,P002,FINANCE01,2024-10-06,11:59:33,J,ST
100,9000000342,10,166.0,EA,MAT00027,50309.62,USD,8000000342,10,1000000342,10,P002,FINANCE01,2024-05-27,11:55:22,J,ST
100,9000000343,10,125.0,EA,MAT00018,17053.75,USD,8000000343,10,1000000343,10,P001,FINANCE02,2024-01-29,06:45:47,M,ST
100,9000000345,10,87.0,EA,MAT00030,128613.84,USD,8000000345,10,1000000345,10,P001,FINANCE02,2024-03-25,14:17:34,M,PC
100,9000000346,10,194.0,EA,MAT00031,300886.24,USD,8000000346,10,1000000346,10,P003,FINANCE02,2024-07-31,14:30:31,J,PC
100,9000000348,10,83.0,EA,MAT00029,87046.25,USD,8000000348,10,1000000348,10,P003,FINANCE01,2024-05-27,09:28:43,J,PC
100,9000000348,20,47.0,EA,MAT00020,77571.62,USD,8000000348,20,1000000348,20,P003,FINANCE01,2024-05-27,07:07:49,M,PC
100,9000000349,10,41.0,EA,MAT00025,75863.12,USD,8000000349,10,1000000349,10,P001,FINANCE01,2024-06-13,11:21:35,J,PC
100,9000000350,10,35.0,EA,MAT00028,62055.0,USD,8000000350,10,1000000350,10,P003,FINANCE01,2024-07-08,17:03:18,M,ST
100,9000000351,10,15.0,EA,MAT00026,8055.45,USD,8000000351,10,1000000351,10,P002,FINANCE02,2024-06-06,12:54:14,M,PC
100,9000000352,10,17.0,EA,MAT00016,10359.46,USD,8000000352,10,1000000352,10,P001,FINANCE02,2024-03-06,09:39:58,J,EA
100,9000000353,10,143.0,EA,MAT00019,27955.07,USD,8000000353,10,1000000353,10,P003,FINANCE01,2024-05-08,11:50:29,M,KG
100,9000000354,10,135.0,EA,MAT00025,256066.65,USD,8000000354,10,1000000354,10,P003,FINANCE01,2024-09-10,13:16:16,M,PC
100,9000000355,10,18.0,EA,MAT00031,1780.74,USD,8000000355,10,1000000355,10,P002,FINANCE02,2024-05-28,13:19:49,J,EA
100,9000000355,20,82.0,EA,MAT00023,163099.64,USD,8000000355,20,1000000355,20,P002,FINANCE02,2024-05-28,09:30:31,M,EA
100,9000000356,10,33.0,EA,MAT00019,19725.75,USD,8000000356,10,1000000356,10,P003,FINANCE01,2024-08-21,16:34:13,J,KG
100,9000000356,20,48.0,EA,MAT00030,93337.44,USD,8000000356,20,1000000356,20,P003,FINANCE01,2024-08-21,10:58:33,J,KG
100,9000000357,10,145.0,EA,MAT00021,14890.05,USD,8000000357,10,1000000357,10,P001,FINANCE01,2024-09-14,06:12:12,J,ST
100,9000000358,10,183.0,EA,MAT00027,16369.35,USD,8000000358,10,1000000358,10,P003,FINANCE01,2024-10-21,07:10:41,J,EA
100,9000000358,20,166.0,EA,MAT00017,178871.64,USD,8000000358,20,1000000358,20,P003,FINANCE01,2024-10-21,12:36:02,J,PC
100,9000000359,10,170.0,EA,MAT00023,245320.2,USD,8000000359,10,1000000359,10,P001,FINANCE01,2024-09-04,08:12:15,M,ST
100,9000000359,20,39.0,EA,MAT00033,55476.33,USD,8000000359,20,1000000359,20,P001,FINANCE01,2024-09-04,07:27:05,M,KG
100,9000000360,10,135.0,EA,MAT00028,214412.4,USD,8000000360,10,1000000360,10,P002,FINANCE02,2024-02-03,07:27:12,M,ST
100,9000000362,10,92.0,EA,MAT00018,67112.16,USD,8000000362,10,1000000362,10,P001,FINANCE02,2024-01-22,09:42:13,J,PC
100,9000000363,10,66.0,EA,MAT00026,68195.16,USD,8000000363,10,1000000363,10,P003,FINANCE01,2024-04-18,06:36:13,M,EA
100,9000000363,20,65.0,EA,MAT00025,55749.2,USD,8000000363,20,1000000363,20,P003,FINANCE01,2024-04-18,12:07:37,M,KG
100,9000000364,10,14.0,EA,MAT00016,1748.88,USD,8000000364,10,1000000364,10,P001,FINANCE02,2024-09-16,10:22:42,M,PC
100,9000000365,10,136.0,EA,MAT00022,253965.04,USD,8000000365,10,1000000365,10,P001,FINANCE02,2024-09-06,17:13:42,J,ST
100,9000000366,10,35.0,EA,MAT00030,10688.3,USD,8000000366,10,1000000366,10,P002,FINANCE01,2024-05-29,17:50:29,J,KG
100,9000000366,20,72.0,EA,MAT00018,31478.4,USD,8000000366,20,1000000366,20,P002,FINANCE01,2024-05-29,13:31:09,M,EA
100,9000000367,10,168.0,EA,MAT00022,165627.84,USD,8000000367,10,1000000367,10,P003,FINANCE02,2024-06-28,15:42:17,M,EA
100,9000000370,10,27.0,EA,MAT00033,32982.66,USD,8000000370,10,1000000370,10,P003,FINANCE02,2024-10-21,17:05:30,M,KG
100,9000000371,10,80.0,EA,MAT00023,37429.6,USD,8000000371,10,1000000371,10,P001,FINANCE01,2024-05-16,12:50:21,M,PC
100,9000000372,10,62.0,EA,MAT00022,34348.62,USD,8000000372,10,1000000372,10,P003,FINANCE02,2024-07-29,07:47:47,M,PC
100,9000000373,10,18.0,EA,MAT00017,29944.26,USD,8000000373,10,1000000373,10,P003,FINANCE01,2024-06-13,14:02:52,J,PC
100,9000000374,10,167.0,EA,MAT00023,277124.81,USD,8000000374,10,1000000374,10,P001,FINANCE02,2024-08-14,09:32:17,J,ST
100,9000000375,10,105.0,EA,MAT00017,159548.55,USD,8000000375,10,1000000375,10,P003,FINANCE01,2024-03-06,06:03:41,J,KG
100,9000000375,20,117.0,EA,MAT00025,214797.96,USD,8000000375,20,1000000375,20,P003,FINANCE01,2024-03-06,10:29:39,J,ST
100,9000000376,10,89.0,EA,MAT00029,35131.86,USD,8000000376,10,1000000376,10,P002,FINANCE02,2024-02-24,16:17:31,M,PC
100,9000000377,10,2.0,EA,MAT00020,3651.46,USD,8000000377,10,1000000377,10,P001,FINANCE02,2024-07-19,08:51:48,J,ST
100,9000000379,10,185.0,EA,MAT00018,82014.2,USD,8000000379,10,1000000379,10,P003,FINANCE01,2024-03-16,14:56:22,M,EA
100,9000000381,10,117.0,EA,MAT00018,199405.44,USD,8000000381,10,1000000381,10,P001,FINANCE02,2024-10-22,14:22:50,M,EA
